event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P1003-E0441	f88v	f88v.8	P	chckhy	CKH+Y	DURCHLASS · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: durch Tuch, Sieb oder Auslass · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0442	f88v	f88v.8	P	qoeey	O+EE+Y	AUSFÜHREN · LÄNGER · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: den Arbeitsschritt ausführen · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0443	f88v	f88v.8	P	key	K+E+Y	GEBEN · KURZ · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: dem Ansatz zugeben · kurz einwirken lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0444	f88v	f88v.8	P	cheokam	CHEO+K+AM_ADDR	AUSZUG · GEBEN · INNEN	am Stoffbild erste Gefaess-/Zutatengruppe: der gewonnene Auszug · dem Ansatz zugeben · im Gefäß oder inneren Anteil	PASS1003_FRESH_TRANSFER
P1003-E0445	f88v	f88v.9	P	choeey	HO+EE+Y	TEILSTOFF · LÄNGER · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: weiterer Pflanzenteil oder Hilfsstoff · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0446	f88v	f88v.9	P	keeod	K+EE+O+D_ADDR	GEBEN · LÄNGER · AUSFÜHREN · TEIL	am Stoffbild erste Gefaess-/Zutatengruppe: dem Ansatz zugeben · länger halten oder ziehen lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil	PASS1003_FRESH_TRANSFER
P1003-E0447	f88v	f88v.9	P	y	Y	POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0448	f88v	f88v.9	P	s	S	AUSWÄHLEN	am Stoffbild erste Gefaess-/Zutatengruppe: den bezeichneten Drogenposten wählen	PASS1003_FRESH_TRANSFER
P1003-E0449	f88v	f88v.9	P	aiin	AIIN	MASS	am Stoffbild erste Gefaess-/Zutatengruppe: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0450	f88v	f88v.9	P	chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHREN · TEIL · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0451	f88v	f88v.9	P	okearcheol	OK+E+AR+CHEO+L	SETZEN · KURZ · QUELLE · AUSZUG · LEITEN	am Stoffbild erste Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · aus Wurzelstock oder Vorrat · der gewonnene Auszug · gießen, abführen oder durchleiten	PASS1003_FRESH_TRANSFER
P1003-E0452	f88v	f88v.9	P	archeey	AR+CH+EE+Y	QUELLE · NEHMEN · LÄNGER · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: aus Wurzelstock oder Vorrat · vom bezeichneten Pflanzenteil entnehmen · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0453	f88v	f88v.9	P	sairal	S+AIR+AL	AUSWÄHLEN · LAUF · ZIEL	am Stoffbild erste Gefaess-/Zutatengruppe: den bezeichneten Drogenposten wählen · der Flüssigkeitslauf · in das Zielgefäß oder an die Gebrauchsstelle	PASS1003_FRESH_TRANSFER
P1003-E0454	f88v	f88v.10	P	dar	D_ADDR+AR	TEIL · QUELLE	am Stoffbild erste Gefaess-/Zutatengruppe: Wurzel-, Blatt-, Blüten- oder Fruchtteil · aus Wurzelstock oder Vorrat	PASS1003_FRESH_TRANSFER
P1003-E0455	f88v	f88v.10	P	cheorol	CHEO+R+OL	AUSZUG · MERKEN · FORTSETZEN	am Stoffbild erste Gefaess-/Zutatengruppe: der gewonnene Auszug · Teilgang oder Zustand merken · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0456	f88v	f88v.10	P	chekol	CHK+OL	BEHANDELN · FORTSETZEN	am Stoffbild erste Gefaess-/Zutatengruppe: zerkleinern, wärmen, mischen oder bearbeiten · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0457	f88v	f88v.10	P	daraly	D_ADDR+AR+AL+Y	TEIL · QUELLE · ZIEL · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: Wurzel-, Blatt-, Blüten- oder Fruchtteil · aus Wurzelstock oder Vorrat · in das Zielgefäß oder an die Gebrauchsstelle · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0458	f88v	f88v.11	L	otoram	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0459	f88v	f88v.12	L	otora	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0460	f88v	f88v.13	L	cheosdy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0461	f88v	f88v.14	L	okaiin	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0462	f88v	f88v.15	P	kosholdy	K+O+SH+OL+DY	GEBEN · AUSFÜHREN · HALTEN · FORTSETZEN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: dem Ansatz zugeben · den Arbeitsschritt ausführen · halten, ziehen oder stehen lassen · denselben Ansatz fortführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0463	f88v	f88v.15	P	qotody	OT+O+DY	DANACH · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0464	f88v	f88v.15	P	opykey	CH+Y+K+E+Y	NEHMEN · POSTEN · GEBEN · KURZ · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · dieser Pflanzen-/Drogenposten · dem Ansatz zugeben · kurz einwirken lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0465	f88v	f88v.15	P	oldaiin	OL+D_ADDR+AIIN	FORTSETZEN · TEIL · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: denselben Ansatz fortführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0466	f88v	f88v.15	P	qoteody	OT+E+O+DY	DANACH · KURZ · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0467	f88v	f88v.15	P	yfolaiin	Y+K+OL+AIIN	POSTEN · GEBEN · FORTSETZEN · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten · dem Ansatz zugeben · denselben Ansatz fortführen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0468	f88v	f88v.15	P	oraiin	OR+AIIN	ANSATZ · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: der laufende Ansatz · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0469	f88v	f88v.16	P	ysheod	Y+SH+E+OR	POSTEN · HALTEN · KURZ · ANSATZ	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten · halten, ziehen oder stehen lassen · kurz einwirken lassen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0470	f88v	f88v.16	P	sheo	SH+E+O	HALTEN · KURZ · AUSFÜHREN	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0471	f88v	f88v.16	P	sheody	SH+E+O+D_ADDR+Y	HALTEN · KURZ · AUSFÜHREN · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0472	f88v	f88v.16	P	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0473	f88v	f88v.16	P	qoky	OK+Y	SETZEN · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0474	f88v	f88v.16	P	chees	SH+EE+S_ADDR	HALTEN · LÄNGER · SONDERORT	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · länger halten oder ziehen lassen · besonders bezeichnete Materialstelle	PASS1003_FRESH_TRANSFER
P1003-E0475	f88v	f88v.16	P	cheody	CHEO+Y	AUSZUG · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0476	f88v	f88v.16	P	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0477	f88v	f88v.16	P	dal	AL	ZIEL	am Stoffbild zweite Gefaess-/Zutatengruppe: in das Zielgefäß oder an die Gebrauchsstelle	PASS1003_FRESH_TRANSFER
P1003-E0478	f88v	f88v.17	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0479	f88v	f88v.17	P	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0480	f88v	f88v.17	P	chor	CH+OR	NEHMEN · ANSATZ	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0481	f88v	f88v.17	P	oteody	OT+E+O+Y	DANACH · KURZ · AUSFÜHREN · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · den Arbeitsschritt ausführen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0482	f88v	f88v.17	P	qockhol	CARRIER_Q+O+CKH+OL	BEGINN · AUSFÜHREN · DURCHLASS · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: einen neuen Ansatz beginnen · den Arbeitsschritt ausführen · durch Tuch, Sieb oder Auslass · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0483	f88v	f88v.17	P	okol	OK+OL	SETZEN · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0484	f88v	f88v.17	P	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · länger halten oder ziehen lassen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0485	f88v	f88v.17	P	qokody	OK+O+DY	SETZEN · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0486	f88v	f88v.18	P	ykeeor	Y+K+EE+OR	POSTEN · GEBEN · LÄNGER · ANSATZ	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten · dem Ansatz zugeben · länger halten oder ziehen lassen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0487	f88v	f88v.18	P	chockhy	HO+CKH+Y	TEILSTOFF · DURCHLASS · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: weiterer Pflanzenteil oder Hilfsstoff · durch Tuch, Sieb oder Auslass · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0488	f88v	f88v.18	P	otol	OT+OL	DANACH · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0489	f88v	f88v.18	P	cheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · länger halten oder ziehen lassen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0490	f88v	f88v.18	P	cheody	CHEO+Y	AUSZUG · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0491	f88v	f88v.18	P	qotody	OT+O+DY	DANACH · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0492	f88v	f88v.18	P	soteol	OT+E+OL	DANACH · KURZ · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0493	f88v	f88v.18	P	chotam	OT+AM_ADDR	DANACH · INNEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · im Gefäß oder inneren Anteil	PASS1003_FRESH_TRANSFER
P1003-E0494	f88v	f88v.19	P	odaiin	O+D_ADDR+AIIN	AUSFÜHREN · TEIL · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0495	f88v	f88v.19	P	sheo	SH+E+O	HALTEN · KURZ · AUSFÜHREN	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0496	f88v	f88v.19	P	ol	OL	FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0497	f88v	f88v.19	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0498	f88v	f88v.19	P	olaiin	OL+AIIN	FORTSETZEN · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: denselben Ansatz fortführen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0499	f88v	f88v.19	P	cheody	CHEO+Y	AUSZUG · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0500	f88v	f88v.19	P	chocthey	CH+O+CTH+E+Y	NEHMEN · AUSFÜHREN · BEREIT · KURZ · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen · gebrauchsfertig · kurz einwirken lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0501	f88v	f88v.19	P	oteody	OT+E+O+Y	DANACH · KURZ · AUSFÜHREN · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · den Arbeitsschritt ausführen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0502	f88v	f88v.19	P	dy	Y	POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0503	f88v	f88v.20	P	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	AUSWÄHLEN · SETZEN · KURZ · AUSFÜHREN · TEIL · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: den bezeichneten Drogenposten wählen · im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0504	f88v	f88v.20	P	cheody	CHEO+Y	AUSZUG · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0505	f88v	f88v.20	P	oteol	OT+E+OL	DANACH · KURZ · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0506	f88v	f88v.20	P	cheockhy	CHEO+CKH+Y	AUSZUG · DURCHLASS · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · durch Tuch, Sieb oder Auslass · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0507	f88v	f88v.20	P	chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHREN · TEIL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0508	f88v	f88v.21	P	toairy	D_ADDR+O+AIR	TEIL · AUSFÜHREN · LAUF	am Stoffbild zweite Gefaess-/Zutatengruppe: Wurzel-, Blatt-, Blüten- oder Fruchtteil · den Arbeitsschritt ausführen · der Flüssigkeitslauf	PASS1003_FRESH_TRANSFER
P1003-E0509	f88v	f88v.21	P	oteeody	OT+EE+O+DY	DANACH · LÄNGER · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · länger halten oder ziehen lassen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0510	f88v	f88v.21	P	cpheody	CPH+E+O+DY	UMLEITEN · KURZ · AUSFÜHREN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: in einen anderen Empfänger leiten · kurz einwirken lassen · den Arbeitsschritt ausführen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0511	f88v	f88v.21	P	ykchey	Y+K+CH+E+Y	POSTEN · GEBEN · NEHMEN · KURZ · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten · dem Ansatz zugeben · vom bezeichneten Pflanzenteil entnehmen · kurz einwirken lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0512	f88v	f88v.21	P	dam	DA+AM_ADDR	ZWEIT · INNEN	am Stoffbild zweite Gefaess-/Zutatengruppe: zweiter Ansatz oder zweite Zugabe · im Gefäß oder inneren Anteil	PASS1003_FRESH_TRANSFER
P1003-E0513	f88v	f88v.21	P	cheor	CHEO+R	AUSZUG · MERKEN	am Stoffbild zweite Gefaess-/Zutatengruppe: der gewonnene Auszug · Teilgang oder Zustand merken	PASS1003_FRESH_TRANSFER
P1003-E0514	f88v	f88v.21	P	chaly	CH+AL+Y	NEHMEN · ZIEL · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: vom bezeichneten Pflanzenteil entnehmen · in das Zielgefäß oder an die Gebrauchsstelle · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0515	f88v	f88v.21	P	korain	OR+AIN	ANSATZ · PORTION	am Stoffbild zweite Gefaess-/Zutatengruppe: der laufende Ansatz · eine Portion	PASS1003_FRESH_TRANSFER
P1003-E0516	f88v	f88v.22	P	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	TEIL · LAUF · AUSFÜHREN · TEIL · PORTION	am Stoffbild zweite Gefaess-/Zutatengruppe: Wurzel-, Blatt-, Blüten- oder Fruchtteil · der Flüssigkeitslauf · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · eine Portion	PASS1003_FRESH_TRANSFER
P1003-E0517	f88v	f88v.22	P	ykeodain	Y+K+E+O+D_ADDR+AIN	POSTEN · GEBEN · KURZ · AUSFÜHREN · TEIL · PORTION	am Stoffbild zweite Gefaess-/Zutatengruppe: dieser Pflanzen-/Drogenposten · dem Ansatz zugeben · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · eine Portion	PASS1003_FRESH_TRANSFER
P1003-E0518	f88v	f88v.22	P	dain	AIN	PORTION	am Stoffbild zweite Gefaess-/Zutatengruppe: eine Portion	PASS1003_FRESH_TRANSFER
P1003-E0519	f88v	f88v.22	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	am Stoffbild zweite Gefaess-/Zutatengruppe: stehen und absetzen lassen · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0520	f88v	f88v.22	P	qoteo	OT+E+O	DANACH · KURZ · AUSFÜHREN	am Stoffbild zweite Gefaess-/Zutatengruppe: den nächsten Teilgang nehmen · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0521	f88v	f88v.22	P	lchdy	L+CHD+Y	LEITEN · UMSETZEN · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: gießen, abführen oder durchleiten · in ein anderes Gefäß versetzen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0522	f88v	f88v.22	P	qokeo	OK+E+O	SETZEN · KURZ · AUSFÜHREN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0523	f88v	f88v.22	P	r	R	MERKEN	am Stoffbild zweite Gefaess-/Zutatengruppe: Teilgang oder Zustand merken	PASS1003_FRESH_TRANSFER
P1003-E0524	f88v	f88v.22	P	ain	AIN	PORTION	am Stoffbild zweite Gefaess-/Zutatengruppe: eine Portion	PASS1003_FRESH_TRANSFER
P1003-E0525	f88v	f88v.23	P	tol	T+OL	STELLEN · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: Menge, Dauer oder Stufe stellen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0526	f88v	f88v.23	P	keeodaiin	T+E+O+AIIN	STELLEN · KURZ · AUSFÜHREN · MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: Menge, Dauer oder Stufe stellen · kurz einwirken lassen · den Arbeitsschritt ausführen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0527	f88v	f88v.23	P	qoky	OK+Y	SETZEN · POSTEN	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0528	f88v	f88v.23	P	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · kurz einwirken lassen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0529	f88v	f88v.23	P	daiin	AIIN	MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0530	f88v	f88v.23	P	chees	SH+EE+S_ADDR	HALTEN · LÄNGER · SONDERORT	am Stoffbild zweite Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · länger halten oder ziehen lassen · besonders bezeichnete Materialstelle	PASS1003_FRESH_TRANSFER
P1003-E0531	f88v	f88v.23	P	aiin	AIIN	MASS	am Stoffbild zweite Gefaess-/Zutatengruppe: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0532	f88v	f88v.23	P	chokar	OK+AR	SETZEN · QUELLE	am Stoffbild zweite Gefaess-/Zutatengruppe: im Ansatz ansetzen · aus Wurzelstock oder Vorrat	PASS1003_FRESH_TRANSFER
P1003-E0533	f88v	f88v.23	P	daimd	DA+IIN+M_LOCAL	ZWEIT · STUFE · MITTE	am Stoffbild zweite Gefaess-/Zutatengruppe: zweiter Ansatz oder zweite Zugabe · Ernte-, Reife- oder Arbeitsstufe · im Mittelgefäß oder mittleren Anteil	PASS1003_FRESH_TRANSFER
