dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D1368	yteos	Y+T+E+O+S_ADDR	DIES + EINSTELLUNG + KURZ + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D0021	alain	AL+AIN	ZIEL + EINHEIT	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Einheit oder Index	1	f70v
P912-D1150	sheodaly	SH+E+O+AL+Y	HALT + KURZ + GANG + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Reihe aufrufen; Zielplatz; dieser Bildplatz	1	f70v
P912-D0220	cholkal	OL+K+AL	WEITER + ZUORDNUNG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; Wert zuordnen; Zielplatz	1	f70v
P912-D0208	chokear	OK+E+AR	START + KURZ + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Quell- oder Bezugsstelle	1	f70v
P912-D0219	cholaiin	OL+AIIN	WEITER + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v
P912-D0815	oteeoal	OT+EE+O+AL	NAECHST + LANG + GANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Zielplatz	1	f70v
P912-D1138	sheeos	SH+EE+O+S_ADDR	HALT + LANG + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D0818	otees	OT+EE+S_ADDR	NAECHST + LANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Stern- oder s-Stelle	1	f70v
P912-D0681	olar	OL+AR	WEITER + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; Quell- oder Bezugsstelle	1	f70v
P912-D0839	otoaiin	OT+O+AIIN	NAECHST + GANG + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; verzeichneter Sollwert	1	f70v
P912-D1218	sos	S_ADDR+O+S_ADDR	STERNORT + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Stern- oder s-Stelle; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D1263	todaiin	T+O+AIIN	EINSTELLUNG + GANG + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	1	f70v
P912-D0202	chokain	OK+AIN	START + EINHEIT	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Einheit oder Index	1	f70v
P912-D0769	otalal	OT+AL+AL	NAECHST + ZIEL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Zielplatz	1	f70v
P912-D0809	oteeam	OT+EE+AM_ADDR	NAECHST + LANG + INNEN	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Innenplatz	1	f70v
P912-D0770	otalalg	OT+AL+AL+G_LABEL	NAECHST + ZIEL + ZIEL + G	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Zielplatz; lokales Bildzeichen	1	f70v
P912-D1308	ykary	Y+K+AR+Y	DIES + ZUORDNUNG + QUELLE + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f70v
P912-D0869	oty	OT+Y	NAECHST + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieser Bildplatz	2	f70v
P912-D0670	oky	OK+Y	START + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieser Bildplatz	1	f70v
P912-D0540	ody	O+DY	GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D0043	ar	AR	QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle	1	f70v
P912-D0580	okala	OK+AL+A_ADDR	START + ZIEL + ADRESSE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Zielplatz; lokale Bildadresse	1	f70v
P912-D0845	otody	OT+O+DY	NAECHST + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D0774	otald	OT+AL+D_LABEL	NAECHST + ZIEL + D	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; lokales Bildzeichen	1	f70v
P912-D0776	otaldar	OT+AL+D_ADDR+AR	NAECHST + ZIEL + UNTER + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Unterplatz; Quell- oder Bezugsstelle	1	f70v
P912-D0649	okody	OK+O+Y	START + GANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; dieser Bildplatz	1	f70v
P912-D0734	opysam	O+P+Y+S_ADDR+AM_ADDR	GANG + EINSATZ + DIES + STERNORT + INNEN	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; dieser Bildplatz; Stern- oder s-Stelle; Innenplatz	1	f70v
P912-D0050	arar	AR+AR	QUELLE + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	1	f70v
P912-D0778	otaldy	OT+AL+DY	NAECHST + ZIEL + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Bildeintrag schließen	1	f70v
P912-D0638	okeoly	OK+E+OL+Y	START + KURZ + WEITER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieser Bildplatz	1	f70v
P912-D0672	okydy	OK+Y+DY	START + DIES + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieser Bildplatz; Bildeintrag schließen	1	f70v
P912-D0624	okees	OK+EE+S_LABEL	START + LANG + S	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; lokales Bildzeichen	1	f70v
P912-D0284	daii	DA+IIN	ZWEIT + STUFE	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Wertstufe	1	f70v
P912-D0038	amdy	AM_ADDR+DY	INNEN + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Innenplatz; Bildeintrag schließen	1	f70v
P912-D0787	otar	OT+AR	NAECHST + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Quell- oder Bezugsstelle	1	f70v
P912-D0037	am	AM_ADDR	INNEN	OWNER_ADDRESS_OR_DIAGRAM	Innenplatz	1	f70v
P912-D0047	aral	AR+AL	QUELLE + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Zielplatz	1	f70v
P912-D0762	otair	OT+AIR	NAECHST + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Ringlauf	1	f70v
P912-D0102	chedaiin	CHD+AIIN	WECHSEL + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	zu Gegen- oder Folgeplatz wechseln; verzeichneter Sollwert	1	f70v
P912-D1112	shchey	SH+Y	HALT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; dieser Bildplatz	1	f70v
P912-D0065	chalaly	CH+AL+AL+Y	AUSWAHL + ZIEL + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; Zielplatz; Zielplatz; dieser Bildplatz	1	f70v
P912-D0237	chotol	CH+OT+OL	AUSWAHL + NAECHST + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; nächster Bildplatz; dieselbe Reihe fortführen	1	f70v
P912-D0109	chedy	CHD+Y	WECHSEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f70v
P912-D0813	oteeeor	OT+EEE+OR	NAECHST + VOLL + EINTRAG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dritter oder voller Grad; Eintragsklasse	1	f70v
P912-D0026	alody	AL+O+DY	ZIEL + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D0810	oteedar	OT+EE+AR	NAECHST + LANG + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Quell- oder Bezugsstelle	1	f70v
P912-D1255	teey	T+EE+Y	EINSTELLUNG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D0313	dalal	AL+AL	ZIEL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Zielplatz	1	f70v
P912-D0149	cheoltey	CH+E+OL+T+E+Y	AUSWAHL + KURZ + WEITER + EINSTELLUNG + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f70v
P912-D1140	sheeteey	SH+EE+T+EE+Y	HALT + LANG + EINSTELLUNG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D0621	okeeol	OK+EE+OL	START + LANG + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; dieselbe Reihe fortführen	1	f70v
P912-D1324	ykeeos	Y+K+EE+O+S_ADDR	DIES + ZUORDNUNG + LANG + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D1300	ykair	Y+K+AIR	DIES + ZUORDNUNG + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Ringlauf	1	f70v
P912-D0051	arar	AR+AR	QUELLE + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	1	f70v
P912-D0027	alos	AL+O+S_ADDR	ZIEL + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D0018	al	AL	ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz	1	f70v
P912-D0772	otalar	OT+AL+AR	NAECHST + ZIEL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Quell- oder Bezugsstelle	1	f70v
P912-D0771	otalam	OT+AL+AM_ADDR	NAECHST + ZIEL + INNEN	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Innenplatz	1	f70v
P912-D0371	dolaram	D_ADDR+OL+AR+AM_ADDR	UNTER + WEITER + QUELLE + INNEN	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; Innenplatz	1	f70v
P912-D0589	okaram	OK+AR+AM_ADDR	START + QUELLE + INNEN	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Quell- oder Bezugsstelle; Innenplatz	1	f70v
P912-D0833	oteosal	OT+E+O+S_ADDR+AL	NAECHST + KURZ + GANG + STERNORT + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle; Zielplatz	1	f70v
P912-D1084	salols	S_LABEL+AL+OL+S_LABEL	S + ZIEL + WEITER + S	OWNER_ADDRESS_OR_DIAGRAM	lokales Bildzeichen; Zielplatz; dieselbe Reihe fortführen; lokales Bildzeichen	1	f70v
P912-D0582	okaldal	OK+AL+AL	START + ZIEL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Zielplatz; Zielplatz	1	f70v
P912-D1339	ykolaiin	Y+K+OL+AIIN	DIES + ZUORDNUNG + WEITER + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v
P912-D0767	otal	OT+AL	NAECHST + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz	1	f70v
P912-D0824	oteoal	OT+E+O+AL	NAECHST + KURZ + GANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Zielplatz	1	f70v
P912-D0007	aildy	A_ADDR+IIN+L+DY	ADRESSE + STUFE + VERBINDUNG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	lokale Bildadresse; Wertstufe; Bildverbindung; Bildeintrag schließen	1	f70v
P912-D1110	shal	SH+AL	HALT + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; Zielplatz	1	f70v
P912-D1019	qoteeal	OT+EE+AL	NAECHST + LANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Zielplatz	1	f70v
P912-D1256	teodaiin	T+E+O+AIIN	EINSTELLUNG + KURZ + GANG + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v
P912-D0270	cthey	CTH+E+Y	BEREIT + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f70v
P912-D0817	oteeos	OT+EE+O+S_ADDR	NAECHST + LANG + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D0831	oteos	OT+E+O+S_ADDR	NAECHST + KURZ + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v
P912-D0296	daim	DA+IIN+M_LOCAL	ZWEIT + STUFE + M	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Wertstufe; lokales Bildzeichen	1	f70v
P912-D0851	otolal	OT+OL+AL	NAECHST + WEITER + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieselbe Reihe fortführen; Zielplatz	1	f70v
P912-D0862	otorchety	OT+OR+CH+E+T+Y	NAECHST + EINTRAG + AUSWAHL + KURZ + EINSTELLUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Eintragsklasse; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; dieser Bildplatz	1	f88r
P912-D0753	osal	O+S+AL	GANG + WAHL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildklasse auswählen; Zielplatz	1	f88r
P912-D0742	orald	OR+AL+D_ADDR	EINTRAG + ZIEL + UNTER	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; Zielplatz; Unterplatz	1	f88r
P912-D0689	oldar	OL+DA+R	WEITER + ZWEIT + MARKE	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; zweite Bildstufe; Zustandsmarke	1	f88r
P912-D0847	otoky	OT+OK+Y	NAECHST + START + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Bildplatz aktivieren; dieser Bildplatz	1	f88r
P912-D0779	otaly	OT+AL+Y	NAECHST + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; dieser Bildplatz	1	f88r
P912-D0379	dorsheoy	D_ADDR+OR+SH+E+O+Y	UNTER + EINTRAG + HALT + KURZ + GANG + DIES	WORKSHOP_PROSE	bezeichneter Teil; Ansatz oder Zubereitung; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	1	f88r
P912-D0269	ctheol	CTH+E+OL	BEREIT + KURZ + WEITER	WORKSHOP_PROSE	bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f88r
P912-D0915	qockhey	O+CKH+E+Y	GANG + DURCHLASS + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	1	f88r
P912-D0380	dory	D_ADDR+OR+Y	UNTER + EINTRAG + DIES	WORKSHOP_PROSE	bezeichneter Teil; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	1	f88r
P912-D1157	sheor	SH+E+OR	HALT + KURZ + EINTRAG	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	1	f88r
P912-D1178	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALT + WEITER + F + AUSWAHL + EINTRAG	WORKSHOP_PROSE	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; lokales Schreibzeichen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	1	f88r
P912-D0308	dal	AL	ZIEL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	2	f88r
P912-D0080	chcthol	CH+CTH+OL	AUSWAHL + BEREIT + WEITER	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bis bereit führen; im selben Arbeitsgang fortfahren	1	f88r
P912-D1040	ral	R+AL	MARKE + ZIEL	WORKSHOP_PROSE	Zustand kennzeichnen; Ziel- oder Anschlussstelle	1	f88r
P912-D1156	sheom	SH+E+O+AM_ADDR	HALT + KURZ + GANG + INNEN	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	1	f88r
P912-D0440	keol	K+E+OL	ZUORDNUNG + KURZ + WEITER	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f88r
P912-D0092	chear	CH+E+AR	AUSWAHL + KURZ + QUELLE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; Entnahmestelle	2	f88r
P912-D1147	shekor	SH+E+K+OR	HALT + KURZ + ZUORDNUNG + EINTRAG	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung	1	f88r
P912-D0977	qokor	OK+OR	START + EINTRAG	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ansatz oder Zubereitung	1	f88r
P912-D0290	daiin	AIIN	SOLLWERT	WORKSHOP_PROSE	Sollmaß	2	f88r
P912-D1093	sar	S+AR	WAHL + QUELLE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Entnahmestelle	1	f88r
P912-D1060	s	S	WAHL	WORKSHOP_PROSE	Arbeitsvariante auswählen	5	f88r
P912-D0004	aiin	AIIN	SOLLWERT	WORKSHOP_PROSE	Sollmaß	4	f88r
P912-D0669	oky	OK+Y	START + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	1	f88r
P912-D1090	sam	S+AM_ADDR	WAHL + INNEN	WORKSHOP_PROSE	Arbeitsvariante auswählen; Innenstelle	2	f88r
P912-D0511	oain	O+AIN	GANG + EINHEIT	WORKSHOP_PROSE	Arbeitsgang ausführen; Portion	1	f88r
P912-D0739	or	OR	EINTRAG	WORKSHOP_PROSE	Ansatz oder Zubereitung	5	f88r
P912-D0722	om	O+AM_ADDR	GANG + INNEN	WORKSHOP_PROSE	Arbeitsgang ausführen; Innenstelle	2	f88r
P912-D0783	otam	OT+AM_ADDR	NAECHST + INNEN	WORKSHOP_PROSE	danach oder nächster Posten; Innenstelle	1	f88r
P912-D0639	okeom	OK+E+O+AM_ADDR	START + KURZ + GANG + INNEN	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	1	f88r
P912-D0120	cheeor	CH+EE+OR	AUSWAHL + LANG + EINTRAG	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	1	f88r
P912-D0966	qokeody	OK+E+O+D_ADDR+Y	START + KURZ + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f88r
P912-D0323	dar	D_ADDR+AR	UNTER + QUELLE	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	2	f88r
P912-D0140	cheody	CHEO+Y	AUSZUG + DIES	WORKSHOP_PROSE	Auszug; dieser Arbeitsgegenstand	1	f88r
P912-D0968	qokeol	OK+E+OL	START + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	2	f88r
P912-D0148	cheol	CHEO+L	AUSZUG + VERBINDUNG	WORKSHOP_PROSE	Auszug; entlang des Arbeitswegs führen	6	f88r
P912-D1066	saiin	S+AIIN	WAHL + SOLLWERT	WORKSHOP_PROSE	Arbeitsvariante auswählen; Sollmaß	1	f88r
P912-D0155	cheos	CHEO+S	AUSZUG + WAHL	WORKSHOP_PROSE	Auszug; Arbeitsvariante auswählen	1	f88r
P912-D0374	doleeey	D_ADDR+OL+EEE+Y	UNTER + WEITER + VOLL + DIES	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren; vollständig; dieser Arbeitsgegenstand	1	f88r
P912-D0150	cheom	CHEO+AM_ADDR	AUSZUG + INNEN	WORKSHOP_PROSE	Auszug; Innenstelle	3	f88r
P912-D0142	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	AUSZUG + J + ADRESSE + INNEN	WORKSHOP_PROSE	Auszug; lokales Schreibzeichen; lokale Arbeitsstelle; Innenstelle	1	f88r
P912-D1346	yokeody	Y+OK+E+O+D_ADDR+Y	DIES + START + KURZ + GANG + UNTER + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f88r
P912-D0995	qoor	CARRIER_Q+O+OR	EINTRITT + GANG + EINTRAG	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Ansatz oder Zubereitung	1	f88r
P912-D0113	cheeb	CH+EE+LOCAL_CHAR_B	AUSWAHL + LANG + B	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; lokales Schreibzeichen	1	f88r
P912-D1333	ykeor	Y+K+E+OR	DIES + ZUORDNUNG + KURZ + EINTRAG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung	1	f88r
P912-D1188	shy	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	1	f88r
P912-D0777	otaldy	OT+AL+DY	NAECHST + ZIEL + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Bildeintrag schließen	1	f88r
P912-D0744	oram	OR+A_ADDR+AM_ADDR	EINTRAG + ADRESSE + INNEN	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; lokale Bildadresse; Innenplatz	1	f88r
P912-D0334	dary	DA+R+Y	ZWEIT + MARKE + DIES	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Zustandsmarke; dieser Bildplatz	1	f88r
P912-D0654	okol	OK+OL	START + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f88r
P912-D1217	sorory	S+OR+OR+Y	WAHL + EINTRAG + EINTRAG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; dieser Bildplatz	1	f88r
P912-D0871	otyda	OT+Y+DA	NAECHST + DIES + ZWEIT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieser Bildplatz; zweite Bildstufe	1	f88r
P912-D0442	koay	K+O+A_ADDR+Y	ZUORDNUNG + GANG + ADRESSE + DIES	WORKSHOP_PROSE	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	1	f88r
P912-D0263	cphol	CPH+OL	GEGENLAUF + WEITER	WORKSHOP_PROSE	umleiten; im selben Arbeitsgang fortfahren	1	f88r
P912-D0747	orchor	OR+CH+OR	EINTRAG + AUSWAHL + EINTRAG	WORKSHOP_PROSE	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	1	f88r
P912-D0884	pcheoly	P+CHEO+L+Y	EINSATZ + AUSZUG + VERBINDUNG + DIES	WORKSHOP_PROSE	Material einsetzen; Auszug; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	1	f88r
P912-D0799	otchol	OT+CH+OL	NAECHST + AUSWAHL + WEITER	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	1	f88r
P912-D0692	oldy	OL+DY	WEITER + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	1	f88r
P912-D1086	salsaly	S+AL+S+AL+Y	WAHL + ZIEL + WAHL + ZIEL + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f88r
P912-D0343	dchey	CH+E+Y	AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f88r
P912-D0210	chokol	OK+OL	START + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	1	f88r
P912-D0927	qoekol	CARRIER_Q+O+E+K+OL	EINTRITT + GANG + KURZ + ZUORDNUNG + WEITER	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Material zugeben; im selben Arbeitsgang fortfahren	2	f88r
P912-D0917	qockhol	CARRIER_Q+O+CKH+OL	EINTRITT + GANG + DURCHLASS + WEITER	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; im selben Arbeitsgang fortfahren	1	f88r
P912-D0655	okol	OK+OL	START + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	1	f88r
P912-D0386	dsheol	SH+E+OL	HALT + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f88r
P912-D0964	qokeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	1	f88r
P912-D0249	chy	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	1	f88r
P912-D0227	chor	CH+OR	AUSWAHL + EINTRAG	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	2	f88r
P912-D0830	oteor	OT+E+OR	NAECHST + KURZ + EINTRAG	WORKSHOP_PROSE	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung	1	f88r
