page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f85r1	f85r1.16	T	B	2	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	shoiin qokar okar y cheey	Feuchtansatz, Form III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | [y:?] | trocken am Ende des Grades	Feuchtansatz, Form III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | ; hierzu: | trocken am Ende des Grades	Feuchtansatz, Form III; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; hierzu: trocken am Ende des Grades	1	0
f85r1	f85r1.20	T	B	2	1	2	Y_MEDIAL_RIGHT_REFERENCE	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	trockene Pulverzubereitung/Trockenansatz | [y:?] | heiß und feucht in der Mitte des Grades, abgeschlossen | [qocphdy:?] | [qofol:?] | [shdaldy:?] | [dairar:?] | [cheeteey:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | [dy:?]	trockene Pulverzubereitung/Trockenansatz | hierzu: | heiß und feucht in der Mitte des Grades, abgeschlossen | [qocphdy:?] | [qofol:?] | [shdaldy:?] | [dairar:?] | [cheeteey:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | [dy:?]	trockene Pulverzubereitung/Trockenansatz; hierzu: heiß und feucht in der Mitte des Grades, abgeschlossen; [qocphdy:?]; [qofol:?]; [shdaldy:?]; [dairar:?]; [cheeteey:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß und trocken am Anfang des Grades, abgeschlossen; [dy:?]	7	6
f85r1	f85r1.31	T	B	2	1	12	Y_EOS_CLOSE	podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air y	Pulverzubereitung, Dosis III | [shdar:?] | [ypchdar:?] | abgemessene Fraktion I | [ypchdy:?] | [qopol:?] | abgemessene Fraktion I | [keshar:?] | [dchdal:?] | trocken; nominal trockenes Gut/Material | [air:?] | [y:?]	Pulverzubereitung, Dosis III | [shdar:?] | [ypchdar:?] | abgemessene Fraktion I | [ypchdy:?] | [qopol:?] | abgemessene Fraktion I | [keshar:?] | [dchdal:?] | trocken; nominal trockenes Gut/Material | [air:?] | Eintrag abgeschlossen	Pulverzubereitung, Dosis III; [shdar:?]; [ypchdar:?]; abgemessene Fraktion I; [ypchdy:?]; [qopol:?]; abgemessene Fraktion I; [keshar:?]; [dchdal:?]; trocken; nominal trockenes Gut/Material; [air:?].	8	7
f86v3	f86v3.13	C	B	2	1	8	Y_MEDIAL_RIGHT_REFERENCE	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	[osheey:?] | [orsheey:?] | [tcheody:?] | heiß, Grad II | [qodaiin:?] | [olkar:?] | [chedaiin:?] | [y:?] | trocken in der Mitte des Grades, abgeschlossen | [qokady:?] | [cholkain:?]	[osheey:?] | [orsheey:?] | [tcheody:?] | heiß, Grad II | [qodaiin:?] | [olkar:?] | [chedaiin:?] | hierzu: | trocken in der Mitte des Grades, abgeschlossen | [qokady:?] | [cholkain:?]	[osheey:?]; [orsheey:?]; [tcheody:?]; heiß, Grad II; [qodaiin:?]; [olkar:?]; [chedaiin:?]; hierzu: trocken in der Mitte des Grades, abgeschlossen; [qokady:?]; [cholkain:?]	9	8
f86v3	f86v3.25	C	B	2	1	2	Y_MEDIAL_UNRESOLVED_HINGE	qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am	[qodaiin:?] | [y:?] | [ochedy:?] | kalt und trocken in der Mitte des Grades | heiß am Anfang des Grades | Grad-/Maßwert III | trocken am Anfang des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | kalt am Anfang des Grades | Grad-/Maßwert III | [am:?]	[qodaiin:?] | hierzu: | [ochedy:?] | kalt und trocken in der Mitte des Grades | heiß am Anfang des Grades | Grad-/Maßwert III | trocken am Anfang des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | kalt am Anfang des Grades | Grad-/Maßwert III | [am:?]	[qodaiin:?]; hierzu: [ochedy:?]; kalt und trocken in der Mitte des Grades; heiß am Anfang des Grades; Grad-/Maßwert III; trocken am Anfang des Grades, abgeschlossen; kalter Ansatz am Ende des Grades, abgeschlossen; kalt am Anfang des Grades; Grad-/Maßwert III; [am:?]	4	3
f86v5	f86v5.17	T	B	2	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	ockhedy ched y taiin ykaiin qotal yshey otaiin olkam	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | [ched:?] | [y:?] | kalt, Grad III | [ykaiin:?] | Rohstoffklasse I, kalt am Gradanfang | [yshey:?] | kalt im Zubereitungsrahmen, Grad III | heißes Material [terminal-M]	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | [ched:?] | ; hierzu: | kalt, Grad III | [ykaiin:?] | Rohstoffklasse I, kalt am Gradanfang | [yshey:?] | kalt im Zubereitungsrahmen, Grad III | heißes Material [terminal-M]	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; [ched:?]; hierzu: kalt, Grad III; [ykaiin:?]; Rohstoffklasse I, kalt am Gradanfang; [yshey:?]; kalt im Zubereitungsrahmen, Grad III; heißes Material [terminal-M]	4	3
f86v5	f86v5.9	T	B	2	1	7	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam	[lkaiiin:?] | kalt im Zubereitungsrahmen, Grad II | [r:?] | Rohstoffklasse I | [ykain:?] | trocken, Grad III | [y:?] | Rohstoffklasse I, kalt am Gradanfang | [ykaiin:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenfraktion I | [alkam:?]	[lkaiiin:?] | kalt im Zubereitungsrahmen, Grad II | [r:?] | Rohstoffklasse I | [ykain:?] | trocken, Grad III | hierzu: | Rohstoffklasse I, kalt am Gradanfang | [ykaiin:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenfraktion I | [alkam:?]	[lkaiiin:?]; kalt im Zubereitungsrahmen, Grad II; [r:?]; Rohstoffklasse I; [ykain:?]; trocken, Grad III; hierzu: Rohstoffklasse I, kalt am Gradanfang; [ykaiin:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; Drogenfraktion I; [alkam:?]	6	5
f86v6	f86v6.10	T	B	2	1	11	Y_EOS_CLOSE	sarar ykaiin soldam sheol qckhy dalor olaiin olkaiin qodar o y	[sarar:?] | [ykaiin:?] | [soldam:?] | feuchtes Material | [qckhy:?] | [dalor:?] | [olaiin:?] | [olkaiin:?] | [qodar:?] | [o:?] | [y:?]	[sarar:?] | [ykaiin:?] | [soldam:?] | feuchtes Material | [qckhy:?] | [dalor:?] | [olaiin:?] | [olkaiin:?] | [qodar:?] | [o:?] | Eintrag abgeschlossen	[sarar:?]; [ykaiin:?]; [soldam:?]; feuchtes Material; [qckhy:?]; [dalor:?]; [olaiin:?]; [olkaiin:?]; [qodar:?]; [o:?].	10	9
f86v6	f86v6.28	T	B	2	1	10	Y_MEDIAL_BIDIRECTIONAL_HINGE	qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy	heiß, Grad III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I | Holzportion | heiß und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | feucht in der Mitte des Grades | [d:?] | [y:?] | kalt und feucht in der Mitte des Grades, abgeschlossen | kaltes Material | [dytshy:?] | [dy:?]	heiß, Grad III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I | Holzportion | heiß und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | feucht in der Mitte des Grades | [d:?] | ; hierzu: | kalt und feucht in der Mitte des Grades, abgeschlossen | kaltes Material | [dytshy:?] | [dy:?]	heiß, Grad III; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I; Holzportion; heiß und trocken am Anfang des Grades, abgeschlossen; abgemessene Fraktion I; feucht in der Mitte des Grades; [d:?]; hierzu: kalt und feucht in der Mitte des Grades, abgeschlossen; kaltes Material; [dytshy:?]; [dy:?]	4	3
f86v6	f86v6.39	T	B	2	1	1	Y_BOS_ENTRY	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	[y:?] | Menge III | abgemessene Fraktion I | kaltes Zubereitungsgut | heiß, Grad II | heiß am Anfang des Grades | heiße Holzportion | abgemessene Rohstoffmenge I | Portion III | [cheoty:?] | kalt, Grad III | heißes Material [terminal-M]	Eintrag: | Menge III | abgemessene Fraktion I | kaltes Zubereitungsgut | heiß, Grad II | heiß am Anfang des Grades | heiße Holzportion | abgemessene Rohstoffmenge I | Portion III | [cheoty:?] | kalt, Grad III | heißes Material [terminal-M]	Eintrag: Menge III; abgemessene Fraktion I; kaltes Zubereitungsgut; heiß, Grad II; heiß am Anfang des Grades; heiße Holzportion; abgemessene Rohstoffmenge I; Portion III; [cheoty:?]; kalt, Grad III; heißes Material [terminal-M]	2	1
f86v6	f86v6.7	T	B	2	1	2	Y_MEDIAL_UNRESOLVED_HINGE	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	heiß, Grad III | [y:?] | [lchedor:?] | Drogenportion | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | [olkal:?] | Drogenportion | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | [s:?] | Drogenfraktion I | [archey:?] | [dy:?]	heiß, Grad III | hierzu: | [lchedor:?] | Drogenportion | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | [olkal:?] | Drogenportion | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | [s:?] | Drogenfraktion I | [archey:?] | [dy:?]	heiß, Grad III; hierzu: [lchedor:?]; Drogenportion; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Drogenportion; [olkal:?]; Drogenportion; feucht in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; [s:?]; Drogenfraktion I; [archey:?]; [dy:?]	6	5
f87r	f87r.7	H	A	1	1	1	Y_BOS_ENTRY	y teeodal cho keeody shy koo sols chekol	[y:?] | [teeodal:?] | [cho:?] | [keeody:?] | feucht am Anfang des Grades | [koo:?] | [sols:?] | [chekol:?]	Eintrag: | [teeodal:?] | [cho:?] | [keeody:?] | feucht am Anfang des Grades | [koo:?] | [sols:?] | [chekol:?]	Eintrag: [teeodal:?]; [cho:?]; [keeody:?]; feucht am Anfang des Grades; [koo:?]; [sols:?]; [chekol:?]	7	6
f87v	f87v.10	H	A	1	1	2	Y_MEDIAL_UNRESOLVED_HINGE	opcheey y cpheckhy cheo r chepcheol	[opcheey:?] | [y:?] | [cpheckhy:?] | trocken angesetzte Zubereitung | [r:?] | [chepcheol:?]	[opcheey:?] | hierzu: | [cpheckhy:?] | trocken angesetzte Zubereitung | [r:?] | [chepcheol:?]	[opcheey:?]; hierzu: [cpheckhy:?]; trocken angesetzte Zubereitung; [r:?]; [chepcheol:?]	5	4
f87v	f87v.3	H	A	1	1	1	Y_BOS_ENTRY	y cheockhy okey cthy yteeor os	[y:?] | trocken angesetztes Arzneikompositum am Gradanfang | heißer Ansatz in der Mitte des Grades | CTH-Drogenmaterial | [yteeor:?] | [os:?]	Eintrag: | trocken angesetztes Arzneikompositum am Gradanfang | heißer Ansatz in der Mitte des Grades | CTH-Drogenmaterial | [yteeor:?] | [os:?]	Eintrag: trocken angesetztes Arzneikompositum am Gradanfang; heißer Ansatz in der Mitte des Grades; CTH-Drogenmaterial; [yteeor:?]; [os:?]	3	2
f88v	f88v.9	P	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	choeey keeod y s aiin chody okearcheol archeey sairal	[choeey:?] | [keeod:?] | [y:?] | [s:?] | Menge III | [chody:?] | [okearcheol:?] | [archeey:?] | [sairal:?]	[choeey:?] | [keeod:?] | ; hierzu: | [s:?] | Menge III | [chody:?] | [okearcheol:?] | [archeey:?] | [sairal:?]	[choeey:?]; [keeod:?]; hierzu: [s:?]; Menge III; [chody:?]; [okearcheol:?]; [archeey:?]; [sairal:?]	8	7
f89r1	f89r1.10	P	A	1	1	9	Y_MEDIAL_BIDIRECTIONAL_HINGE	tdain s chol cheoky cheody qokar dal chor y daiin	[tdain:?] | [s:?] | trocken; nominal trockenes Gut/Material | trocken angesetzte heiße Zubereitung am Gradanfang | getrockneter Ansatz | heiße Drogenfraktion I | abgemessene Rohstoffmenge I | Pflanzen-/Reproduktionsteil | [y:?] | Grad-/Maßwert III	[tdain:?] | [s:?] | trocken; nominal trockenes Gut/Material | trocken angesetzte heiße Zubereitung am Gradanfang | getrockneter Ansatz | heiße Drogenfraktion I | abgemessene Rohstoffmenge I | Pflanzen-/Reproduktionsteil | ; hierzu: | Grad-/Maßwert III	[tdain:?]; [s:?]; trocken; nominal trockenes Gut/Material; trocken angesetzte heiße Zubereitung am Gradanfang; getrockneter Ansatz; heiße Drogenfraktion I; abgemessene Rohstoffmenge I; Pflanzen-/Reproduktionsteil; hierzu: Grad-/Maßwert III	3	2
f8r	f8r.11	H	A	1	1	5	Y_MEDIAL_BIDIRECTIONAL_HINGE	shol cheodaiin daiin do y tchody chot choty otariin	feucht; nominal feuchtes Gut/Material | [cheodaiin:?] | Grad-/Maßwert III | [do:?] | [y:?] | [tchody:?] | [chot:?] | [choty:?] | [otariin:?]	feucht; nominal feuchtes Gut/Material | [cheodaiin:?] | Grad-/Maßwert III | [do:?] | ; hierzu: | [tchody:?] | [chot:?] | [choty:?] | [otariin:?]	feucht; nominal feuchtes Gut/Material; [cheodaiin:?]; Grad-/Maßwert III; [do:?]; hierzu: [tchody:?]; [chot:?]; [choty:?]; [otariin:?]	7	6
f8r	f8r.17	H	A	1	1	7	Y_MEDIAL_RIGHT_REFERENCE	chol dchy qokar chl aiin chean y char chaiin	trocken; nominal trockenes Gut/Material | [dchy:?] | heiße Drogenfraktion I | [chl:?] | Menge III | [chean:?] | [y:?] | [char:?] | trocken, Grad III	trocken; nominal trockenes Gut/Material | [dchy:?] | heiße Drogenfraktion I | [chl:?] | Menge III | [chean:?] | hierzu: | [char:?] | trocken, Grad III	trocken; nominal trockenes Gut/Material; [dchy:?]; heiße Drogenfraktion I; [chl:?]; Menge III; [chean:?]; hierzu: [char:?]; trocken, Grad III	5	4
f8v	f8v.2	H	A	1	1	8	Y_EOS_CLOSE	shcthal sar chor sheaiin shor chykchy otaiin y	[shcthal:?] | Samenfraktion I | Pflanzen-/Reproduktionsteil | [sheaiin:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chykchy:?] | kalt im Zubereitungsrahmen, Grad III | [y:?]	[shcthal:?] | Samenfraktion I | Pflanzen-/Reproduktionsteil | [sheaiin:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chykchy:?] | kalt im Zubereitungsrahmen, Grad III | Eintrag abgeschlossen	[shcthal:?]; Samenfraktion I; Pflanzen-/Reproduktionsteil; [sheaiin:?]; Blüten-/Fruchtstand; reproduktiver Teil; [chykchy:?]; kalt im Zubereitungsrahmen, Grad III.	4	3
f94v	f94v.9	H	B	3	1	6	Y_MEDIAL_UNRESOLVED_HINGE	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	[ytar:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß und feucht in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | [y:?] | [ypchdair:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [s:?] | Menge III | [oly:?]	[ytar:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß und feucht in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | hierzu: | [ypchdair:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [s:?] | Menge III | [oly:?]	[ytar:?]; heißer Ansatz in der Mitte des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heiß und feucht in der Mitte des Grades; kalt im Zubereitungsrahmen, Grad III; hierzu: [ypchdair:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [s:?]; Menge III; [oly:?]	5	4
f95r2	f95r2.6	H	B	3	1	1	Y_BOS_ENTRY	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	[y:?] | [olkor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht; nominal feuchtes Gut/Material | kalte Drogenfraktion I | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | heiße Drogenfraktion I | [odaly:?]	Eintrag: | [olkor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht; nominal feuchtes Gut/Material | kalte Drogenfraktion I | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | heiße Drogenfraktion I | [odaly:?]	Eintrag: [olkor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht; nominal feuchtes Gut/Material; kalte Drogenfraktion I; trocken am Anfang des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; heiße Drogenfraktion I; [odaly:?]	3	2
f95r2	f95r2.8	H	B	3	1	2	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	tedykaiin y cheol okal chedy shdy qokchdy otar chctham	[tedykaiin:?] | [y:?] | trockener Drogenstoff | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | [chctham:?]	[tedykaiin:?] | hierzu: | trockener Drogenstoff | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | [chctham:?]	[tedykaiin:?]; hierzu: trockener Drogenstoff; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; heiß und trocken am Anfang des Grades, abgeschlossen; kalte Drogenfraktion I im Ansatz; [chctham:?]	3	2
f95v1	f95v1.3	H	B	3	1	3	Y_MEDIAL_RIGHT_REFERENCE	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al	[tchody:?] | heiß, Grad III | [y:?] | [char:?] | heiß im Zubereitungsrahmen, Grad II | [sheody:?] | trocken in der Mitte des Grades, abgeschlossen | [chcthykedy:?] | gekühlt | Grad-/Maßwert II | Rohstoffklasse I	[tchody:?] | heiß, Grad III | hierzu: | [char:?] | heiß im Zubereitungsrahmen, Grad II | [sheody:?] | trocken in der Mitte des Grades, abgeschlossen | [chcthykedy:?] | gekühlt | Grad-/Maßwert II | Rohstoffklasse I	[tchody:?]; heiß, Grad III; hierzu: [char:?]; heiß im Zubereitungsrahmen, Grad II; [sheody:?]; trocken in der Mitte des Grades, abgeschlossen; [chcthykedy:?]; gekühlt; Grad-/Maßwert II; Rohstoffklasse I	5	4
f95v2	f95v2.2	H	B	3	1	10	Y_MEDIAL_UNRESOLVED_HINGE	sol shedy qotchey alor chdyty olor okady chody qotaiin y kaipy	Samenmaterial/Saatgut | feucht in der Mitte des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades | [alor:?] | [chdyty:?] | Zutat | [okady:?] | [chody:?] | kalt, Grad III | [y:?] | [kaipy:?]	Samenmaterial/Saatgut | feucht in der Mitte des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades | [alor:?] | [chdyty:?] | Zutat | [okady:?] | [chody:?] | kalt, Grad III | hierzu: | [kaipy:?]	Samenmaterial/Saatgut; feucht in der Mitte des Grades, abgeschlossen; kalt und trocken in der Mitte des Grades; [alor:?]; [chdyty:?]; Zutat; [okady:?]; [chody:?]; kalt, Grad III; hierzu: [kaipy:?]	6	5
f95v2	f95v2.6	H	B	3	1	6	Y_MEDIAL_LEFT_CLOSE	dain ykaly chals shedain olaiin y okain ldy	Grad-/Maßwert II | [ykaly:?] | [chals:?] | [shedain:?] | [olaiin:?] | [y:?] | heiß im Zubereitungsrahmen, Grad II | [ldy:?]	Grad-/Maßwert II | [ykaly:?] | [chals:?] | [shedain:?] | [olaiin:?] | Eintragsteil abgeschlossen | heiß im Zubereitungsrahmen, Grad II | [ldy:?]	Grad-/Maßwert II; [ykaly:?]; [chals:?]; [shedain:?]; [olaiin:?]; heiß im Zubereitungsrahmen, Grad II; [ldy:?]	6	5
f96v	f96v.2	H	A	1	1	7	Y_MEDIAL_UNRESOLVED_HINGE	ytear yteor olcheey dteodoiin saro qoches y cheom	[ytear:?] | [yteor:?] | [olcheey:?] | [dteodoiin:?] | [saro:?] | [qoches:?] | [y:?] | [cheom:?]	[ytear:?] | [yteor:?] | [olcheey:?] | [dteodoiin:?] | [saro:?] | [qoches:?] | hierzu: | [cheom:?]	[ytear:?]; [yteor:?]; [olcheey:?]; [dteodoiin:?]; [saro:?]; [qoches:?]; hierzu: [cheom:?]	8	7
f99r	f99r.2	P	A	1	1	2	Y_LABEL_SIGLUM	okar y	heiße Drogenfraktion I im Ansatz | [y:?]	heiße Drogenfraktion I im Ansatz | Labelschluss	heiße Drogenfraktion I im Ansatz.	1	0
f9v	f9v.4	H	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	ytey tch y kaiin cthor otol oty toldy	[ytey:?] | [tch:?] | [y:?] | heiß, Grad III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | kaltes Zubereitungsgut | kalter Ansatz am Anfang des Grades | [toldy:?]	[ytey:?] | [tch:?] | ; hierzu: | heiß, Grad III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | kaltes Zubereitungsgut | kalter Ansatz am Anfang des Grades | [toldy:?]	[ytey:?]; [tch:?]; hierzu: heiß, Grad III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; kaltes Zubereitungsgut; kalter Ansatz am Anfang des Grades; [toldy:?]	4	3
