action_ordinal	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	action_slot_id	anchor_event_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	typing_card_id	reference_scope_card_id	selection_route	source_pointer	source_distance_hosts	skipped_incompatible_source_count	selection_blocker	source_layer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	participant_lemma_sequence_de	upstream_clause_de	gdt597_completed_clause_de	default_is_replaceable	guard
332	G407-S597	2	f83r	ACTION:G407-E3601@1:CHD	RUNNING:G407-E3601@1	G407-E3601	CHD	CHD_BIO_TREAT	2	AIIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3601@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsmaß|Stationsansatz	Behandle das Stationsmaß und den Stationsansatz über den Stationskontakt oder die Leitung	Behandle das Stationsmaß und den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
333	G407-S597	5	f83r	ACTION:G407-E3603@2:T	RUNNING:G407-E3603@2	G407-E3603	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3603@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
334	G407-S597	13	f83r	ACTION:G407-E3608@2:T	RUNNING:G407-E3608@2	G407-E3608	T	T_BIO_STATION_REGULATE	2	Y+AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3608@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsmaß	Reguliere den Stationsansatz und das Stationsmaß	Reguliere den Stationsansatz und das Stationsmaß	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
335	G407-S597	16	f83r	ACTION:G407-E3610@1:S	RUNNING:G407-E3610@1	G407-E3610	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3609@3:CH	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
336	G407-S597	18	f83r	ACTION:G407-E3610@4:T	RUNNING:G407-E3610@4	G407-E3610	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3610@4:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
337	G407-S599	9	f83r	ACTION:G407-E3619@1:S	RUNNING:G407-E3619@1	G407-E3619	S	S_REST_SELECT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3619@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
338	G407-S599	11	f83r	ACTION:G407-E3620@1:S	RUNNING:G407-E3620@1	G407-E3620	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
339	G407-S599	15	f83r	ACTION:G407-E3623@1:S	RUNNING:G407-E3623@1	G407-E3623	S	S_REST_SELECT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3623@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
340	G407-S599	16	f83r	ACTION:G407-E3624@1:CHD	RUNNING:G407-E3624@1	G407-E3624	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3623@1:S	1	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	PORTION	Anwendungsportion	FEMININE	dieselbe	dieselbe Anwendungsportion	1	Anwendungsportion	Behandle den Ansatz	Behandle dieselbe Anwendungsportion	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
341	G407-S600	1	f83r	ACTION:G407-E3626@3:T	RUNNING:G407-E3626@3	G407-E3626	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken	Temperiere den Stationsansatz auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
342	G407-S601	2	f83r	ACTION:G407-E3630@2:CHD	RUNNING:G407-E3630@2	G407-E3630	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3629@1:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	BODY	Körper	MASCULINE	denselben	denselben Körper	1	Körper	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
343	G407-S604	2	f83r	ACTION:G407-E3636@2:T	RUNNING:G407-E3636@2	G407-E3636	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3636@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad III	Temperiere den Stationsansatz auf Grad III	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
344	G407-S605	2	f83r	ACTION:G407-E3639@1:S	RUNNING:G407-E3639@1	G407-E3639	S	S_REST_SELECT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3639@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Wähle das Stationsmaß aus	Wähle das Stationsmaß aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
345	G407-S607	2	f83r	ACTION:G407-E3644@1:CHD	RUNNING:G407-E3644@1	G407-E3644	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3644@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
346	G407-S608	2	f83r	ACTION:G407-E3646@2:CHD	RUNNING:G407-E3646@2	G407-E3646	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3646@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
347	G407-S609	4	f83r	ACTION:G407-E3649@1:S	RUNNING:G407-E3649@1	G407-E3649	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
348	G407-S609	5	f83r	ACTION:G407-E3650@1:CHD	RUNNING:G407-E3650@1	G407-E3650	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3649@1:S	1	0	NONE	ACTION_INTERNAL_DEFAULT	ANAPHORIC	FLOW	Strom	MASCULINE	denselben	denselben Strom	1	Strom	Behandle den Ansatz entlang des Stationswegs oder Kanals	Behandle denselben Strom entlang des Stationswegs oder Kanals	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
349	G407-S609	7	f83r	ACTION:G407-E3651@2:CHD	RUNNING:G407-E3651@2	G407-E3651	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
350	G407-S611	1	f83r	ACTION:G407-E3653@1:CHD	RUNNING:G407-E3653@1	G407-E3653	CHD	CHD_BIO_TREAT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3653@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Behandle die Anwendungsportion	Behandle die Anwendungsportion	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
351	G407-S611	2	f83r	ACTION:G407-E3654@1:CHD	RUNNING:G407-E3654@1	G407-E3654	CHD	CHD_BIO_TREAT	3	Y+AIIN+AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3654@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	3	Stationsansatz|Stationsmaß|Stationsmaß	Behandle den Stationsansatz und das Stationsmaß	Behandle den Stationsansatz und das Stationsmaß	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
352	G407-S613	1	f83r	ACTION:G407-E3659@1:T	RUNNING:G407-E3659@1	G407-E3659	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
353	G407-S613	2	f83r	ACTION:G407-E3659@2:CHD	RUNNING:G407-E3659@2	G407-E3659	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3659@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
354	G407-S616	3	f83r	ACTION:G407-E3664@4:T	RUNNING:G407-E3664@4	G407-E3664	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3664@4:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
355	G407-S616	6	f83r	ACTION:G407-E3665@4:T	RUNNING:G407-E3665@4	G407-E3665	T	T_BIO_STATION_REGULATE	2	Y+OR	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3665@4:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationseinheit	Reguliere den Stationsansatz und die Stationseinheit	Reguliere den Stationsansatz und die Stationseinheit	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
356	G407-S616	8	f83r	ACTION:G407-E3667@1:CHD	RUNNING:G407-E3667@1	G407-E3667	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3667@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
357	G407-S616	9	f83r	ACTION:G407-E3668@1:S	RUNNING:G407-E3668@1	G407-E3668	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3667@1:CHD	1	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	Wähle denselben Stationsansatz in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
358	G407-S616	11	f83r	ACTION:G407-E3669@2:T	RUNNING:G407-E3669@2	G407-E3669	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3669@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
359	G407-S616	12	f83r	ACTION:G407-E3670@1:T	RUNNING:G407-E3670@1	G407-E3670	T	T_BIO_STATION_REGULATE	3	Y+AIIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3670@1:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	3	Stationsansatz|Stationsmaß|Stationsansatz	Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
360	G407-S619	1	f83r	ACTION:G407-E3678@1:CHD	RUNNING:G407-E3678@1	G407-E3678	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3678@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
361	G407-S619	6	f83r	ACTION:G407-E3683@1:T	RUNNING:G407-E3683@1	G407-E3683	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
362	G407-S621	1	f83r	ACTION:G407-E3687@1:CHD	RUNNING:G407-E3687@1	G407-E3687	CHD	CHD_BIO_TREAT	2	AIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3687@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY_PART	Körperteil	NEUTER	das	das Körperteil	2	Teil|Körper	Behandle den Körperteil	Behandle den Körperteil	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
363	G407-S624	1	f83r	ACTION:G407-E3691@1:S	RUNNING:G407-E3691@1	G407-E3691	S	S_REST_SELECT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3691@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Wähle das Stationsmaß aus	Wähle das Stationsmaß aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
364	G407-S627	1	f83r	ACTION:G407-E3697@1:S	RUNNING:G407-E3697@1	G407-E3697	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
365	G407-S627	2	f83r	ACTION:G407-E3697@3:CHD	RUNNING:G407-E3697@3	G407-E3697	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3697@3:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
366	G407-S629	1	f83r	ACTION:G407-E3702@1:S	RUNNING:G407-E3702@1	G407-E3702	S	S_REST_SELECT	0	NONE	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	UNIT	Stationseinheit	FEMININE	die	die Stationseinheit	1	Stationseinheit	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
367	G407-S631	2	f83r	ACTION:G407-E3706@1:S	RUNNING:G407-E3706@1	G407-E3706	S	S_REST_SELECT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3706@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Wähle das Stationsmaß aus	Wähle das Stationsmaß aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
368	G407-S631	3	f83r	ACTION:G407-E3707@1:T	RUNNING:G407-E3707@1	G407-E3707	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3705@1:OK	2	1	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Temperiere auf Grad I	Temperiere denselben Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
369	G407-S631	4	f83r	ACTION:G407-E3707@3:CHD	RUNNING:G407-E3707@3	G407-E3707	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3707@3:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
