scope	record	at	word	G	M	R	row_status
LINE	f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	⟦chodaiin⟧	⟦chodaiin⟧	⟦chodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.28:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.29:1	dain	?: ? im Grad B [Skala offen] [fehlend=material,quality]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
LINE	f93r|f93r.1-f93r.32	f93r.29:2	{ck}cho	⟦{ck}cho⟧	⟦{ck}cho⟧	⟦{ck}cho⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.29:3	ctho	Pflanzenpulver	Pflanzenpulver	Pflanzenpulver	recorded
LINE	f93r|f93r.1-f93r.32	f93r.29:4	ctho[s:e]g	⟦ctho[s:e]g⟧	⟦ctho[s:e]g⟧	⟦ctho[s:e]g⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	⟦qokcho⟧	⟦qokcho⟧	⟦qokcho⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.30:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f93r|f93r.1-f93r.32	f93r.31:1	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	trocken	trocken	recorded
LINE	f93r|f93r.1-f93r.32	f93r.31:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f93r|f93r.1-f93r.32	f93r.31:4	olchod	⟦olchod⟧	⟦olchod⟧	⟦olchod⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.32:1	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.32:2	chokal	⟦chokal⟧	⟦chokal⟧	⟦chokal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.32:3	schos	⟦schos⟧	⟦schos⟧	⟦schos⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.47:1	tol	⟦tol⟧	⟦tol⟧	⟦tol⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.47:2	keey	⟦keey⟧	⟦keey⟧	⟦keey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.47:3	ctheey	⟦ctheey⟧	⟦ctheey⟧	⟦ctheey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:1	ykeol	⟦ykeol⟧	⟦ykeol⟧	⟦ykeol⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:2	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:3	ockhey	⟦ockhey⟧	⟦ockhey⟧	⟦ockhey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:4	chol	trocken	trocken	trocken	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:5	cheodal	⟦cheodal⟧	⟦cheodal⟧	⟦cheodal⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:6	okeo	⟦okeo⟧	⟦okeo⟧	⟦okeo⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:7	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:8	alcheeg	⟦alcheeg⟧	⟦alcheeg⟧	⟦alcheeg⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.48:9	orar	⟦orar⟧	⟦orar⟧	⟦orar⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:1	okeeey	⟦okeeey⟧	⟦okeeey⟧	⟦okeeey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:2	keey	⟦keey⟧	⟦keey⟧	⟦keey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:3	keear	⟦keear⟧	⟦keear⟧	⟦keear⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:4	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:5	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:6	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:8	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:9	olaiir	⟦olaiir⟧	⟦olaiir⟧	⟦olaiir⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.49:10	oolsal	⟦oolsal⟧	⟦oolsal⟧	⟦oolsal⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:1	qokeeo	⟦qokeeo⟧	⟦qokeeo⟧	⟦qokeeo⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:2	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:3	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:4	okesy	⟦okesy⟧	⟦okesy⟧	⟦okesy⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:5	qokeeo	⟦qokeeo⟧	⟦qokeeo⟧	⟦qokeeo⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:6	sar	⟦sar⟧	⟦sar⟧	⟦sar⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:7	sheseky	⟦sheseky⟧	⟦sheseky⟧	⟦sheseky⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:8	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.50:9	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:1	yshaiin	⟦yshaiin⟧	⟦yshaiin⟧	⟦yshaiin⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:2	{ykh}ey	⟦{ykh}ey⟧	⟦{ykh}ey⟧	⟦{ykh}ey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:3	octhey	⟦octhey⟧	⟦octhey⟧	⟦octhey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:4	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:5	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:6	okor	⟦okor⟧	⟦okor⟧	⟦okor⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:7	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.51:8	sh{cty}sh	⟦sh{cty}sh⟧	⟦sh{cty}sh⟧	⟦sh{cty}sh⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.52:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.52:2	ols	⟦ols⟧	⟦ols⟧	⟦ols⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.52:3	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f99r|f99r.47-f99r.52	f99r.52:4	agairom	⟦agairom⟧	⟦agairom⟧	⟦agairom⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:1	pyd[ch:?]y	⟦pyd[ch:?]y⟧	⟦pyd[ch:?]y⟧	⟦pyd[ch:?]y⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:2	od[i:e]y	⟦od[i:e]y⟧	⟦od[i:e]y⟧	⟦od[i:e]y⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:3	pcheady	⟦pcheady⟧	⟦pcheady⟧	⟦pcheady⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:4	qoekeey	⟦qoekeey⟧	⟦qoekeey⟧	⟦qoekeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:5	oteey	⟦oteey⟧	⟦oteey⟧	⟦oteey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:6	qokeod	⟦qokeod⟧	⟦qokeod⟧	⟦qokeod⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:7	sheey	⟦sheey⟧	⟦sheey⟧	⟦sheey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:8	opaiin	⟦opaiin⟧	⟦opaiin⟧	⟦opaiin⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.30:9	deear	⟦deear⟧	⟦deear⟧	⟦deear⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:1	oldeey	⟦oldeey⟧	⟦oldeey⟧	⟦oldeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:2	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:3	sheeody	⟦sheeody⟧	⟦sheeody⟧	⟦sheeody⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:4	eeos	⟦eeos⟧	⟦eeos⟧	⟦eeos⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:5	sheshe<!corr?>	⟦sheshe<!corr?>⟧	⟦sheshe<!corr?>⟧	⟦sheshe<!corr?>⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:6	oeeor	⟦oeeor⟧	⟦oeeor⟧	⟦oeeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:7	ykeear	⟦ykeear⟧	⟦ykeear⟧	⟦ykeear⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:8	chekeey	⟦chekeey⟧	⟦chekeey⟧	⟦chekeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.31:9	ykory	⟦ykory⟧	⟦ykory⟧	⟦ykory⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:1	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:2	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:3	shoar	⟦shoar⟧	⟦shoar⟧	⟦shoar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:4	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:5	shoy	⟦shoy⟧	⟦shoy⟧	⟦shoy⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:9	cheeor	⟦cheeor⟧	⟦cheeor⟧	⟦cheeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:11	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.32:12	sy	⟦sy⟧	⟦sy⟧	⟦sy⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:1	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:2	sho	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:3	?keeeos	⟦?keeeos⟧	⟦?keeeos⟧	⟦?keeeos⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:4	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:5	o	⟦o⟧	⟦o⟧	⟦o⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:7	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:8	chos	⟦chos⟧	⟦chos⟧	⟦chos⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:9	aiiin	⟦aiiin⟧	⟦aiiin⟧	⟦aiiin⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:10	o	⟦o⟧	⟦o⟧	⟦o⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:11	ky	⟦ky⟧	⟦ky⟧	⟦ky⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.33:12	okaraiin	⟦okaraiin⟧	⟦okaraiin⟧	⟦okaraiin⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:1	sorshey	⟦sorshey⟧	⟦sorshey⟧	⟦sorshey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:2	okeeor	⟦okeeor⟧	⟦okeeor⟧	⟦okeeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:3	sheockhey	⟦sheockhey⟧	⟦sheockhey⟧	⟦sheockhey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:4	qokeos	⟦qokeos⟧	⟦qokeos⟧	⟦qokeos⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:5	okchol	⟦okchol⟧	⟦okchol⟧	⟦okchol⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:6	ctheor	⟦ctheor⟧	⟦ctheor⟧	⟦ctheor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.34:8	sal	⟦sal⟧	⟦sal⟧	⟦sal⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:2	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:3	por	⟦por⟧	⟦por⟧	⟦por⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:4	sheeor	⟦sheeor⟧	⟦sheeor⟧	⟦sheeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:5	shekeey	⟦shekeey⟧	⟦shekeey⟧	⟦shekeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:6	qoky	⟦qoky⟧	⟦qoky⟧	⟦qoky⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:7	cheo	⟦cheo⟧	⟦cheo⟧	⟦cheo⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	⟦teody⟧	⟦teody⟧	⟦teody⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:9	qokeol	⟦qokeol⟧	⟦qokeol⟧	⟦qokeol⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.35:10	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:1	okeeor	⟦okeeor⟧	⟦okeeor⟧	⟦okeeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:2	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:4	sor	⟦sor⟧	⟦sor⟧	⟦sor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:5	eeey	⟦eeey⟧	⟦eeey⟧	⟦eeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:8	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.36:9	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:1	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:4	kor	⟦kor⟧	⟦kor⟧	⟦kor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:5	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:6	cthey	Arzneiform A	Arzneiform A	Arzneiform A	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:7	qoeeey	⟦qoeeey⟧	⟦qoeeey⟧	⟦qoeeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:8	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:9	okeoroly	⟦okeoroly⟧	⟦okeoroly⟧	⟦okeoroly⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.37:10	sar	⟦sar⟧	⟦sar⟧	⟦sar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:1	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:2	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:3	ckheey	⟦ckheey⟧	⟦ckheey⟧	⟦ckheey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:4	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:6	chos	⟦chos⟧	⟦chos⟧	⟦chos⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:7	sho	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:9	okeeo	⟦okeeo⟧	⟦okeeo⟧	⟦okeeo⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.38:10	ra[in:i?]	⟦ra[in:i?]⟧	⟦ra[in:i?]⟧	⟦ra[in:i?]⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.39:1	yotaiin	⟦yotaiin⟧	⟦yotaiin⟧	⟦yotaiin⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.39:2	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.39:3	cheekey	⟦cheekey⟧	⟦cheekey⟧	⟦cheekey⟧	recorded
LINE	f102v2|f102v2.30-f102v2.39	f102v2.39:4	orain	⟦orain⟧	⟦orain⟧	⟦orain⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:1	porarchy	⟦porarchy⟧	⟦porarchy⟧	⟦porarchy⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:2	orar	⟦orar⟧	⟦orar⟧	⟦orar⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:3	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:4	kaiin	⟦kaiin⟧	⟦kaiin⟧	⟦kaiin⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:5	shedy	⟦shedy⟧	⟦shedy⟧	⟦shedy⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:6	oteedy	⟦oteedy⟧	⟦oteedy⟧	⟦oteedy⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:7	qotor	⟦qotor⟧	⟦qotor⟧	⟦qotor⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:8	qoteedo	⟦qoteedo⟧	⟦qoteedo⟧	⟦qoteedo⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:10	dair	?: ? im Grad A [Skala offen] [fehlend=material,quality]	?: Menge A·U [fehlend=material]	Masse(?) / Masse(?) = A [fehlend=material,denominator]	recorded
LINE	f106r|f106r.8-f106r.9	f106r.8:11	ok[ch:ee]daim	⟦ok[ch:ee]daim⟧	⟦ok[ch:ee]daim⟧	⟦ok[ch:ee]daim⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	trocken	trocken	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:3	qokain	⟦qokain⟧	⟦qokain⟧	⟦qokain⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:4	chocphol	⟦chocphol⟧	⟦chocphol⟧	⟦chocphol⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:5	lchedy	⟦lchedy⟧	⟦lchedy⟧	⟦lchedy⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:6	qocheo	⟦qocheo⟧	⟦qocheo⟧	⟦qocheo⟧	recorded
LINE	f106r|f106r.8-f106r.9	f106r.9:7	qokar	⟦qokar⟧	⟦qokar⟧	⟦qokar⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:1	tcho	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	recorded
LINE	f17r.4-f17r.6	f17r.4:2	shol	feucht	feucht	feucht	recorded
LINE	f17r.4-f17r.6	f17r.4:3	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:4	qor	⟦qor⟧	⟦qor⟧	⟦qor⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:5	olaiin	⟦olaiin⟧	⟦olaiin⟧	⟦olaiin⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:6	opydg	⟦opydg⟧	⟦opydg⟧	⟦opydg⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:7	som	⟦som⟧	⟦som⟧	⟦som⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:8	ypchy	⟦ypchy⟧	⟦ypchy⟧	⟦ypchy⟧	recorded
LINE	f17r.4-f17r.6	f17r.4:9	ypaim	⟦ypaim⟧	⟦ypaim⟧	⟦ypaim⟧	recorded
LINE	f17r.4-f17r.6	f17r.5:1	ychekchy	⟦ychekchy⟧	⟦ychekchy⟧	⟦ychekchy⟧	recorded
LINE	f17r.4-f17r.6	f17r.5:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f17r.4-f17r.6	f17r.5:3	chor	Blüten	Blüten	Blüten	recorded
LINE	f17r.4-f17r.6	f17r.5:4	shor	Früchte	Früchte	Früchte	recorded
LINE	f17r.4-f17r.6	f17r.5:5	cphor	⟦cphor⟧	⟦cphor⟧	⟦cphor⟧	recorded
LINE	f17r.4-f17r.6	f17r.5:6	cphaldy	⟦cphaldy⟧	⟦cphaldy⟧	⟦cphaldy⟧	recorded
LINE	f17r.4-f17r.6	f17r.5:7	dair	Früchte: ? im Grad A [Skala offen] [fehlend=quality]	Früchte: Menge A·U [fehlend=]	Masse(Früchte) / Masse(Blüten) = A [fehlend=]	recorded
LINE	f17r.4-f17r.6	f17r.5:8	cthey	Arzneiform A	Arzneiform A	Arzneiform A	recorded
LINE	f17r.4-f17r.6	f17r.5:9	qody	fertige Zubereitung	fertige Zubereitung	fertige Zubereitung	recorded
LINE	f17r.4-f17r.6	f17r.6:1	tsho	⟦tsho⟧	⟦tsho⟧	⟦tsho⟧	recorded
LINE	f17r.4-f17r.6	f17r.6:2	qof	⟦qof⟧	⟦qof⟧	⟦qof⟧	recorded
LINE	f17r.4-f17r.6	f17r.6:3	cho	⟦cho⟧	⟦cho⟧	⟦cho⟧	recorded
LINE	f17r.4-f17r.6	f17r.6:4	qokcheor	⟦qokcheor⟧	⟦qokcheor⟧	⟦qokcheor⟧	recorded
LINE	f17r.4-f17r.6	f17r.6:5	cheteg	⟦cheteg⟧	⟦cheteg⟧	⟦cheteg⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:1	fcho	⟦fcho⟧	⟦fcho⟧	⟦fcho⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:2	kshy	⟦kshy⟧	⟦kshy⟧	⟦kshy⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:3	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:4	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:5	ocphal	⟦ocphal⟧	⟦ocphal⟧	⟦ocphal⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:6	opsheas	⟦opsheas⟧	⟦opsheas⟧	⟦opsheas⟧	recorded
LINE	f21r.8-f21r.12	f21r.8:7	cthodaiin	⟦cthodaiin⟧	⟦cthodaiin⟧	⟦cthodaiin⟧	recorded
