line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
858	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.48	48	0	0	RUNNING_PROSE	5	5	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q1	NONE	DEEP_PANEL_RECORD	dal cheol lol chdal aiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
859	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.49	49	0	1	RUNNING_PROSE	3	3	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q1	NONE	DEEP_PANEL_RECORD	sol daiiin chedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
860	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.50	50	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F83R_APPARATUS_PAGE	lokale Becken-, Figuren- und Verbindungsstationen	F83_LOWER_COUPLED	NONE	LOWER_LEFT_OPEN_OUTLET	DEEP_PANEL_COMPONENT_LABEL	sasoldal	ZERO__STRUCTURAL_CROSSWALK_ONLY
861	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.51	51	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F83R_APPARATUS_PAGE	lokale Becken-, Figuren- und Verbindungsstationen	F83_LOWER_COUPLED	NONE	LOWER_CENTRAL_OPEN_OUTLET	DEEP_PANEL_COMPONENT_LABEL	darolsy	ZERO__STRUCTURAL_CROSSWALK_ONLY
862	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.52	52	1	0	RUNNING_PROSE	4	4	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q2	NONE	DEEP_PANEL_RECORD	solkeey qekey raly ol	ZERO__STRUCTURAL_CROSSWALK_ONLY
863	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.53	53	0	0	RUNNING_PROSE	4	4	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q2	NONE	DEEP_PANEL_RECORD	solchkal cheol qotar ol	ZERO__STRUCTURAL_CROSSWALK_ONLY
864	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.54	54	0	0	RUNNING_PROSE	5	5	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q2	NONE	DEEP_PANEL_RECORD	daiin ol dain chey ldalor	ZERO__STRUCTURAL_CROSSWALK_ONLY
865	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f83r.55	55	0	1	RUNNING_PROSE	3	3	0	F83R_APPARATUS_PAGE	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_COUPLED	F83_Q2	NONE	DEEP_PANEL_RECORD	sol rtain cthal	ZERO__STRUCTURAL_CROSSWALK_ONLY
866	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.1	1	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	WURZELBÜNDEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otorchety	ZERO__STRUCTURAL_CROSSWALK_ONLY
867	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.2	2	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	SPINDELWURZEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	osal	ZERO__STRUCTURAL_CROSSWALK_ONLY
868	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.3	3	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	FASERWURZELBÜNDEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	orald	ZERO__STRUCTURAL_CROSSWALK_ONLY
869	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.4	4	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	KNOLLENWURZEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oldar	ZERO__STRUCTURAL_CROSSWALK_ONLY
870	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.5	5	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	SCHLINGWURZEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
871	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.6	6	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	LANZETTBLATT	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otaly	ZERO__STRUCTURAL_CROSSWALK_ONLY
872	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.7	7	1	0	RUNNING_PROSE	8	8	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	ZERO__STRUCTURAL_CROSSWALK_ONLY
873	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.8	8	0	0	RUNNING_PROSE	12	12	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ral sheom keol chear shekor qokor daiin sar s aiin oky sam	ZERO__STRUCTURAL_CROSSWALK_ONLY
874	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.9	9	0	0	RUNNING_PROSE	11	11	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oain or om otam okeom cheeor qokeody dar or om cheody	ZERO__STRUCTURAL_CROSSWALK_ONLY
875	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.10	10	0	0	RUNNING_PROSE	9	9	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	ZERO__STRUCTURAL_CROSSWALK_ONLY
876	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.11	11	0	1	RUNNING_PROSE	7	7	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yokeody cheom qoor cheeb ykeor shy sam	ZERO__STRUCTURAL_CROSSWALK_ONLY
877	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.12	12	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	GABELWURZELSTOCK	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otaldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
878	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.13	13	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	HÄNGEWURZEL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oram	ZERO__STRUCTURAL_CROSSWALK_ONLY
879	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.14	14	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	ZAHNKÖRPER	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dary	ZERO__STRUCTURAL_CROSSWALK_ONLY
880	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.15	15	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	FASERWURZELSTOCK	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okol	ZERO__STRUCTURAL_CROSSWALK_ONLY
881	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.16	16	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	FLECKKNOLLE	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	sorory	ZERO__STRUCTURAL_CROSSWALK_ONLY
882	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.17	17	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	BLATTZWEIG	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otyda	ZERO__STRUCTURAL_CROSSWALK_ONLY
883	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.18	18	1	0	RUNNING_PROSE	7	7	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	koay cphol orchor pcheoly otchol oldy salsaly	ZERO__STRUCTURAL_CROSSWALK_ONLY
884	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.19	19	0	0	RUNNING_PROSE	8	8	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dchey chokol daiin qoekol qoekol qockhol okol cheol	ZERO__STRUCTURAL_CROSSWALK_ONLY
885	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.20	20	0	0	RUNNING_PROSE	10	10	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dsheol qokeey s chy s aiin chor oteor aiin chosals	ZERO__STRUCTURAL_CROSSWALK_ONLY
886	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.21	21	0	0	RUNNING_PROSE	8	8	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	teol chor olsheody qokeol shoy ol sheeol sheoldg	ZERO__STRUCTURAL_CROSSWALK_ONLY
887	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.22	22	0	1	RUNNING_PROSE	6	6	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychey okaiin chol cheor ol chorcholsal	ZERO__STRUCTURAL_CROSSWALK_ONLY
888	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.23	23	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	WURZELKRONE	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ofyskydal	ZERO__STRUCTURAL_CROSSWALK_ONLY
889	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.24	24	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F88R_MATERIAL_PAGE	KRIECHSTOCK|SCHNITTKÖRPER	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otor am	ZERO__STRUCTURAL_CROSSWALK_ONLY
890	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.25	25	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88R_MATERIAL_PAGE	SPEICHERTEIL	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ofaldo	ZERO__STRUCTURAL_CROSSWALK_ONLY
891	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.26	26	1	0	RUNNING_PROSE	7	7	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	poeear sheoky olkeey cthol poldy s okoldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
892	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.27	27	0	0	RUNNING_PROSE	9	9	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokol chol qokol qokol chol cheey or aiin oldal	ZERO__STRUCTURAL_CROSSWALK_ONLY
893	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.28	28	0	0	RUNNING_PROSE	10	10	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykar cheol chol chey ckhey s or shear ar alsy	ZERO__STRUCTURAL_CROSSWALK_ONLY
894	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.29	29	0	0	RUNNING_PROSE	9	9	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	kor chey qokol cheol chody qokol kchor chol dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
895	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.30	30	0	0	RUNNING_PROSE	7	7	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykeeey cheor cheotey cheol qokeor chetchy ofal	ZERO__STRUCTURAL_CROSSWALK_ONLY
896	f88r	f88r	PHARMA	MATERIAL_REGISTER	f88r.31	31	0	1	RUNNING_PROSE	6	6	0	F88R_MATERIAL_PAGE	sechzehn Drogenposten und drei Gefäßansätze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar chear chol dol qoekeor cheom	ZERO__STRUCTURAL_CROSSWALK_ONLY
897	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.1	1	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okalyd	ZERO__STRUCTURAL_CROSSWALK_ONLY
898	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.2	2	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cheocthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
899	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.3	3	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cpheor	ZERO__STRUCTURAL_CROSSWALK_ONLY
900	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.4	4	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F88V_MATERIAL_PAGE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otar arody	ZERO__STRUCTURAL_CROSSWALK_ONLY
901	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.5	5	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otokol	ZERO__STRUCTURAL_CROSSWALK_ONLY
902	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.6	6	1	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	teodal lkeo cheor roshckhy sorshy aiin cheokal saldaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
903	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.7	7	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshor shor qokeody qokeo lchey chkeor qokeey daiin qokeom	ZERO__STRUCTURAL_CROSSWALK_ONLY
904	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.8	8	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qoaiin cheoy olcheody qoekeol cho chckhy qoeey key cheokam	ZERO__STRUCTURAL_CROSSWALK_ONLY
905	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.9	9	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	choeey keeod y s aiin chody okearcheol archeey sairal	ZERO__STRUCTURAL_CROSSWALK_ONLY
906	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.10	10	0	1	RUNNING_PROSE	4	4	0	F88V_MATERIAL_PAGE	erste Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar cheorol chekol daraly	ZERO__STRUCTURAL_CROSSWALK_ONLY
907	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.11	11	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otoram	ZERO__STRUCTURAL_CROSSWALK_ONLY
908	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.12	12	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otora	ZERO__STRUCTURAL_CROSSWALK_ONLY
909	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.13	13	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cheosdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
910	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.14	14	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
911	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.15	15	1	0	RUNNING_PROSE	7	7	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	kosholdy qotody opykey oldaiin qoteody yfolaiin oraiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
912	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.16	16	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
913	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.17	17	0	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeey qokeody chor oteody qockhol okol cheedy qokody	ZERO__STRUCTURAL_CROSSWALK_ONLY
914	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.18	18	0	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykeeor chockhy otol cheeol cheody qotody soteol chotam	ZERO__STRUCTURAL_CROSSWALK_ONLY
915	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.19	19	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
916	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.20	20	0	1	RUNNING_PROSE	5	5	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sqokeodaiin cheody oteol cheockhy chody	ZERO__STRUCTURAL_CROSSWALK_ONLY
917	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.21	21	1	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	toairy oteeody cpheody ykchey dam cheor chaly korain	ZERO__STRUCTURAL_CROSSWALK_ONLY
918	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.22	22	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dairodain ykeodain dain shedy qoteo lchdy qokeo r ain	ZERO__STRUCTURAL_CROSSWALK_ONLY
919	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.23	23	0	0	RUNNING_PROSE	9	9	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tol keeodaiin qoky sheol daiin chees aiin chokar daimd	ZERO__STRUCTURAL_CROSSWALK_ONLY
920	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.24	24	0	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin sheor sheedy daiin shoy qokeody doy dair	ZERO__STRUCTURAL_CROSSWALK_ONLY
921	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.25	25	0	0	RUNNING_PROSE	8	8	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykeey sheor tos checkhy dain cheos cheockhy saldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
922	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.26	26	0	1	RUNNING_PROSE	4	4	0	F88V_MATERIAL_PAGE	zweite Gefaess-/Zutatengruppe	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiin choky cheor shy	ZERO__STRUCTURAL_CROSSWALK_ONLY
923	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.27	27	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	daramdal	ZERO__STRUCTURAL_CROSSWALK_ONLY
924	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.28	28	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otydary	ZERO__STRUCTURAL_CROSSWALK_ONLY
925	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.29	29	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otdordy	ZERO__STRUCTURAL_CROSSWALK_ONLY
926	f88v	f88v	PHARMA	MATERIAL_REGISTER	f88v.30	30	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F88V_MATERIAL_PAGE	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dararda	ZERO__STRUCTURAL_CROSSWALK_ONLY
927	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.1	1	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F89R_MATERIAL_PAGE	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okchshy	ZERO__STRUCTURAL_CROSSWALK_ONLY
928	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.2	2	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F89R_MATERIAL_PAGE	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	qkol	ZERO__STRUCTURAL_CROSSWALK_ONLY
929	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.3	3	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F89R_MATERIAL_PAGE	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oldam	ZERO__STRUCTURAL_CROSSWALK_ONLY
930	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.4	4	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F89R_MATERIAL_PAGE	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otoldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
931	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.5	5	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F89R_MATERIAL_PAGE	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ararchodaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
932	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.6	6	1	0	RUNNING_PROSE	10	10	0	F89R_MATERIAL_PAGE	Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qoar shar qopcholy qokod chepy dar sheey okor sheeos oldain	ZERO__STRUCTURAL_CROSSWALK_ONLY
933	f89r1	f89r	PHARMA	MATERIAL_REGISTER	f89r1.7	7	0	0	RUNNING_PROSE	9	9	0	F89R_MATERIAL_PAGE	Gefäß-/Pflanzenteilgruppe A	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
