root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
SH	HALTEN	G407-E4148	4148	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheyr	SH+E+Y+R	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · POSTEN · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4148	4148	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheyr	SH+E+Y+R	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · POSTEN · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E4148	4148	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheyr	SH+E+Y+R	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · POSTEN · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E4149	4149	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qokair	OK+AIR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r	f75r|f81r|f83r	NONE	SETZEN · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E4149	4149	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qokair	OK+AIR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f75r	f75r|f81r|f83r	NONE	SETZEN · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4150	4150	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ydam	Y+DA+AM_ADDR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2	f67r2	NONE	POSTEN · ZWEITE STUFE · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4151	4151	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	daly	AL+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r	f71v|f72r|f75r|f76r|f77r|f81r	NONE	ZIELORT · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4151	4151	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	daly	AL+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r	f71v|f72r|f75r|f76r|f77r|f81r	NONE	ZIELORT · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4153	4153	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheom	CH+E+O+AM_ADDR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f88r	f88r	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4154	4154	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qoay	CARRIER_Q+O+A_ADDR+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEGINNMARKER · AUSFÜHRUNG · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E4155	4155	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	air	AIR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r	f67r2|f72r	NONE	BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4156	4156	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheody	CH+E+O+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4156	4156	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheody	CH+E+O+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E4157	4157	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ldain	L+AIN	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	L+AIN	VERBINDUNG · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E4157	4157	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ldain	L+AIN	1	2	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	L+AIN	VERBINDUNG · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4158	4158	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4160	4160	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chtaii	CH+AIIN	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f10r|f11r|f55v	NONE	NEHMEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4160	4160	f89r	PHARMA	f89r1.20	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chtaii	CH+AIIN	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f10r|f11r|f55v	NONE	NEHMEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E4161	4161	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	taiin	T+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f81r|f82r|f95v	f10r|f81r|f82r|f95v	NONE	EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4161	4161	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	taiin	T+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f81r|f82r|f95v	f10r|f81r|f82r|f95v	NONE	EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4163	4163	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	shoety	SH+O+E+T+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · GRAD I · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E4163	4163	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	shoety	SH+O+E+T+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · GRAD I · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4163	4163	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	shoety	SH+O+E+T+Y	1	5	5	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · GRAD I · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4164	4164	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E4165	4165	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qokchy	OK+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f18r|f55v|f83r	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	SETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4165	4165	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qokchy	OK+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f18r|f55v|f83r	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	SETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4166	4166	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ykchdy	Y+K+CHD+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E4166	4166	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ykchdy	Y+K+CHD+Y	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E4166	4166	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ykchdy	Y+K+CHD+Y	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4166	4166	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ykchdy	Y+K+CHD+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E4167	4167	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	otcham	OT+AM_ADDR	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f55v|f72r|f75r|f88r	NONE	DANACH · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4168	4168	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f55v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4169	4169	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sshr	Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4170	4170	f89r	PHARMA	f89r1.21	P1009-S614	Gefäß-/Pflanzenteilgruppe C	aiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4171	4171	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ycheeo	Y+Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f18r|f88r	NONE	POSTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4171	4171	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	ycheeo	Y+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f18r|f88r	NONE	POSTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E4172	4172	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	r	R	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v	NONE	MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4173	4173	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheol	SH+E+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r|f82r|f83r|f88v	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	NONE	HALTEN · GRAD I · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4173	4173	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheol	SH+E+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r|f82r|f83r|f88v	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	NONE	HALTEN · GRAD I · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4174	4174	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qockhedy	O+CH+K+E+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r|f82r|f83r|f88r	NONE	AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E4174	4174	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qockhedy	O+CH+K+E+Y	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r|f82r|f83r|f88r	NONE	AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4174	4174	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qockhedy	O+CH+K+E+Y	1	5	5	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r|f82r|f83r|f88r	NONE	AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4175	4175	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	yty	Y+T+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f95v	f10r|f11r|f13r|f95v	NONE	POSTEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E4175	4175	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	yty	Y+T+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f95v	f10r|f11r|f13r|f95v	NONE	POSTEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4175	4175	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	yty	Y+T+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f95v	f10r|f11r|f13r|f95v	NONE	POSTEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4176	4176	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheody	SH+E+O+D_ADDR+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f88v|f95v	f67r2|f72r|f88v|f95v	NONE	HALTEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4176	4176	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheody	SH+E+O+D_ADDR+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f88v|f95v	f67r2|f72r|f88v|f95v	NONE	HALTEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E4177	4177	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qotol	OT+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f77r	f10r|f11r|f1r|f24v|f75r|f77r|f88v	NONE	DANACH · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4177	4177	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qotol	OT+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f77r	f10r|f11r|f1r|f24v|f75r|f77r|f88v	NONE	DANACH · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4178	4178	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chead	CH+E+A_ADDR+D_ADDR	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	E+A_ADDR|A_ADDR+D_ADDR	NEHMEN · GRAD I · HIER · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4179	4179	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chey	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4180	4180	f89r	PHARMA	f89r1.22	P1009-S614	Gefäß-/Pflanzenteilgruppe C	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E4181	4181	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	dain	AIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f18r|f1r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f95v	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f95v	NONE	ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E4182	4182	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	oteos	OT+E+O+S_ADDR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f72r	f1r|f72r	NONE	DANACH · GRAD I · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4183	4183	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheody	CH+E+O+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4183	4183	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheody	CH+E+O+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4184	4184	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheodain	CH+E+O+D_ADDR+AIN	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · HIER · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E4184	4184	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheodain	CH+E+O+D_ADDR+AIN	1	5	5	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · HIER · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4185	4185	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4186	4186	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chodaiin	CH+O+D_ADDR+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f1r|f76r	f10r|f1r|f76r	NONE	NEHMEN · AUSFÜHRUNG · HIER · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4186	4186	f89r	PHARMA	f89r1.23	P1009-S614	Gefäß-/Pflanzenteilgruppe C	chodaiin	CH+O+D_ADDR+AIIN	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f1r|f76r	f10r|f1r|f76r	NONE	NEHMEN · AUSFÜHRUNG · HIER · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E4187	4187	f89r	PHARMA	f89r2.6	P1009-S615	Gefäß-/Pflanzenteilgruppe D	qokcheody	OK+CH+E+O+R	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r	NONE	SETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4187	4187	f89r	PHARMA	f89r2.6	P1009-S615	Gefäß-/Pflanzenteilgruppe D	qokcheody	OK+CH+E+O+R	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r	NONE	SETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E4187	4187	f89r	PHARMA	f89r2.6	P1009-S615	Gefäß-/Pflanzenteilgruppe D	qokcheody	OK+CH+E+O+R	1	5	5	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r	NONE	SETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4188	4188	f89r	PHARMA	f89r2.6	P1009-S615	Gefäß-/Pflanzenteilgruppe D	cheodal	CH+E+O+AL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
