global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
673	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	292	f69v.1	f69v.1:37	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::37::12982	o	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 37/40; KEINE KARTENGLOSSE] weder	SCHEDULE	Waschcharge vor der	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
674	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	293	f69v.1	f69v.1:38	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::38::12983	eykeody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 38/40; KEINE KARTENGLOSSE] Krankheit	SCHEDULE	großen an.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
675	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	294	f69v.1	f69v.1:39	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::39::12984	dchor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 39/40; KEINE KARTENGLOSSE] noch	SCHEDULE	Regel 08:	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
676	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	295	f69v.1	f69v.1:40	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::40::12985	char	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 40/40; KEINE KARTENGLOSSE] Arznei.	SCHEDULE	führe einen Farbauszug	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
677	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	296	f69v.2	f69v.2:1	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::1::12986	yka	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/38; KEINE KARTENGLOSSE] Bei schädlichem	SCHEDULE	zuerst über	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
678	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	297	f69v.2	f69v.2:2	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::2::12987	chol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/38; KEINE KARTENGLOSSE] Mondstand, Verbindung	SCHEDULE	ein grobes	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
679	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	298	f69v.2	f69v.2:3	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::3::12988	ykar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/38; KEINE KARTENGLOSSE] mit Saturn	SCHEDULE	Filter. Regel 09:	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
680	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	299	f69v.2	f69v.2:4	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::4::12989	dal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/38; KEINE KARTENGLOSSE] oder	SCHEDULE	temperiere Duftöl	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
681	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	300	f69v.2	f69v.2:5	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::5::12990	ykady	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 5/38; KEINE KARTENGLOSSE] Mars	SCHEDULE	nur bei kleiner	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
682	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	301	f69v.2	f69v.2:6	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::6::12991	iokeeor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 6/38; KEINE KARTENGLOSSE] oder	SCHEDULE	Flamme und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
683	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	302	f69v.2	f69v.2:7	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::7::12992	cheey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 7/38; KEINE KARTENGLOSSE] Beherrschung	SCHEDULE	unter Aufsicht.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
684	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	303	f69v.2	f69v.2:8	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::8::12993	choly	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 8/38; KEINE KARTENGLOSSE] des	SCHEDULE	Regel 10: prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
685	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	304	f69v.2	f69v.2:9	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::9::12994	ykeeal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 9/38; KEINE KARTENGLOSSE] betroffenen	SCHEDULE	eine neue	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
686	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	305	f69v.2	f69v.2:10	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::10::12995	cheo	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 10/38; KEINE KARTENGLOSSE] Körperteils	SCHEDULE	Farbe zuerst an	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
687	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	306	f69v.2	f69v.2:11	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::11::12996	oaram	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 11/38; KEINE KARTENGLOSSE] werde	SCHEDULE	einem alten	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
688	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	307	f69v.2	f69v.2:12	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::12::12997	ockhy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 12/38; KEINE KARTENGLOSSE] ein	SCHEDULE	Stoffrest. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
689	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	308	f69v.2	f69v.2:13	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::13::12998	sheey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 13/38; KEINE KARTENGLOSSE] starker	SCHEDULE	11: spüle das	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
690	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	309	f69v.2	f69v.2:14	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::14::12999	aiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 14/38; KEINE KARTENGLOSSE] Eingriff	SCHEDULE	Hauptbecken einmal	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
691	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	310	f69v.2	f69v.2:15	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::15::13000	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 15/38; KEINE KARTENGLOSSE] verschoben.	SCHEDULE	mit klarem Wasser	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
692	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	311	f69v.2	f69v.2:16	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::16::13001	daiial	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 16/38; KEINE KARTENGLOSSE] Bei	SCHEDULE	vor. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
693	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	312	f69v.2	f69v.2:17	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::17::13002	cheody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 17/38; KEINE KARTENGLOSSE] unsicherem	SCHEDULE	12: wiederhole	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
694	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	313	f69v.2	f69v.2:18	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::18::13003	cheal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 18/38; KEINE KARTENGLOSSE] Anfang	SCHEDULE	die Beckenwaschung genau	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
695	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	314	f69v.2	f69v.2:19	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::19::13004	yetey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 19/38; KEINE KARTENGLOSSE] des	SCHEDULE	einmal und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
696	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	315	f69v.2	f69v.2:20	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::20::13005	chear	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 20/38; KEINE KARTENGLOSSE] Kreises	SCHEDULE	nicht öfter. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
697	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	316	f69v.2	f69v.2:21	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::21::13006	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 21/38; KEINE KARTENGLOSSE] benutze	SCHEDULE	13: lasse	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
698	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	317	f69v.2	f69v.2:22	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::22::13007	dy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 22/38; KEINE KARTENGLOSSE] die	SCHEDULE	trübe Flüssigkeit	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
699	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	318	f69v.2	f69v.2:23	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::23::13008	ykey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 23/38; KEINE KARTENGLOSSE] lokal	SCHEDULE	stehen und ziehe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
700	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	319	f69v.2	f69v.2:24	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::24::13009	ch	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 24/38; KEINE KARTENGLOSSE] gelernte	SCHEDULE	nur den	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
701	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	320	f69v.2	f69v.2:25	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::25::13010	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 25/38; KEINE KARTENGLOSSE] Reihenfolge	SCHEDULE	klaren Teil ab.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
702	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	321	f69v.2	f69v.2:26	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::26::13011	dy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 26/38; KEINE KARTENGLOSSE] des	SCHEDULE	Regel 14:	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
703	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	322	f69v.2	f69v.2:27	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::27::13012	chol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 27/38; KEINE KARTENGLOSSE] Exemplars	SCHEDULE	halte den	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
704	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	323	f69v.2	f69v.2:28	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::28::13013	ykar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 28/38; KEINE KARTENGLOSSE] und	SCHEDULE	warmen Posten bedeckt	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
705	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	324	f69v.2	f69v.2:29	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::29::13014	ol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 29/38; KEINE KARTENGLOSSE] übertrage	SCHEDULE	bis zur	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
706	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	325	f69v.2	f69v.2:30	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::30::13015	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 30/38; KEINE KARTENGLOSSE] niemals	SCHEDULE	nächsten Übergabe. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
707	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	326	f69v.2	f69v.2:31	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::31::13016	ykeeody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 31/38; KEINE KARTENGLOSSE] bloß	SCHEDULE	15: verwende	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
708	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	327	f69v.2	f69v.2:32	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::32::13017	chey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 32/38; KEINE KARTENGLOSSE] dieselbe	SCHEDULE	kaltes Wasser	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
709	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	328	f69v.2	f69v.2:33	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::33::13018	dal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 33/38; KEINE KARTENGLOSSE] moderne	SCHEDULE	für den letzten	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
710	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	329	f69v.2	f69v.2:34	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::34::13019	ody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 34/38; KEINE KARTENGLOSSE] Nummer	SCHEDULE	Lauf der	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
711	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	330	f69v.2	f69v.2:35	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::35::13020	airchy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 35/38; KEINE KARTENGLOSSE] aus	SCHEDULE	Arbeitskleider. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
712	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	331	f69v.2	f69v.2:36	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::36::13021	choky	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 36/38; KEINE KARTENGLOSSE] einer	SCHEDULE	16: verbinde zwei	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
713	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	332	f69v.2	f69v.2:37	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::37::13022	ychey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 37/38; KEINE KARTENGLOSSE] anderen	SCHEDULE	Restposten nur	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
