group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
325	f69v	A3	f69v.2	30	13015	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::30::13015	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 30/38; KEINE KARTENGLOSSE] niemals	SCHEDULE	nächsten Übergabe. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
326	f69v	A3	f69v.2	31	13016	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::31::13016	ykeeody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 31/38; KEINE KARTENGLOSSE] bloß	SCHEDULE	15: verwende	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
327	f69v	A3	f69v.2	32	13017	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::32::13017	chey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 32/38; KEINE KARTENGLOSSE] dieselbe	SCHEDULE	kaltes Wasser	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
328	f69v	A3	f69v.2	33	13018	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::33::13018	dal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 33/38; KEINE KARTENGLOSSE] moderne	SCHEDULE	für den letzten	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
329	f69v	A3	f69v.2	34	13019	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::34::13019	ody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 34/38; KEINE KARTENGLOSSE] Nummer	SCHEDULE	Lauf der	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
330	f69v	A3	f69v.2	35	13020	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::35::13020	airchy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 35/38; KEINE KARTENGLOSSE] aus	SCHEDULE	Arbeitskleider. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
331	f69v	A3	f69v.2	36	13021	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::36::13021	choky	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 36/38; KEINE KARTENGLOSSE] einer	SCHEDULE	16: verbinde zwei	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
332	f69v	A3	f69v.2	37	13022	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::37::13022	ychey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 37/38; KEINE KARTENGLOSSE] anderen	SCHEDULE	Restposten nur	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
333	f69v	A3	f69v.2	38	13023	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::38::13023	chey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 38/38; KEINE KARTENGLOSSE] Tafel.	SCHEDULE	nach gleicher Geruchs-	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
334	f69v	A3	f69v.3	1	13024	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::1::13024	doair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/29; KEINE KARTENGLOSSE] Die folgenden	SCHEDULE	und Farbprobe.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
335	f69v	A3	f69v.3	2	13025	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::2::13025	otaldal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/29; KEINE KARTENGLOSSE] kurzen Regeln	SCHEDULE	Regel 17:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
336	f69v	A3	f69v.3	3	13026	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::3::13026	dair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/29; KEINE KARTENGLOSSE] nennen Bad,	SCHEDULE	teile eine starke	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
337	f69v	A3	f69v.3	4	13027	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::4::13027	chdy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/29; KEINE KARTENGLOSSE] Waschung, Salbung,	SCHEDULE	Charge in	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
338	f69v	A3	f69v.3	5	13028	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::5::13028	otoar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/29; KEINE KARTENGLOSSE] Ruhe,	SCHEDULE	zwei kleinere Dienstportionen.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
339	f69v	A3	f69v.3	6	13029	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::6::13029	ar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/29; KEINE KARTENGLOSSE] Maß	SCHEDULE	Regel 18:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
340	f69v	A3	f69v.3	7	13030	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::7::13030	chy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/29; KEINE KARTENGLOSSE] oder	SCHEDULE	fülle den	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
341	f69v	A3	f69v.3	8	13031	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::8::13031	qoteor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/29; KEINE KARTENGLOSSE] Aderlass	SCHEDULE	oberen Kasten vor	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
342	f69v	A3	f69v.3	9	13032	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::9::13032	cho	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 9/29; KEINE KARTENGLOSSE] nur	SCHEDULE	Öffnung des	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
343	f69v	A3	f69v.3	10	13033	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::10::13033	qotair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 10/29; KEINE KARTENGLOSSE] als	SCHEDULE	ersten Zulaufs. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
344	f69v	A3	f69v.3	11	13034	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::11::13034	chda	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 11/29; KEINE KARTENGLOSSE] konkrete	SCHEDULE	19: schließe	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
345	f69v	A3	f69v.3	12	13035	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::12::13035	oteeal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 12/29; KEINE KARTENGLOSSE] Editionsfassung.	SCHEDULE	den unteren	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
346	f69v	A3	f69v.3	13	13036	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::13::13036	cheor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 13/29; KEINE KARTENGLOSSE] Gleiche	SCHEDULE	Ablauf vor jeder	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
347	f69v	A3	f69v.3	14	13037	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::14::13037	ar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 14/29; KEINE KARTENGLOSSE] vollständige	SCHEDULE	neuen Beschickung.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
348	f69v	A3	f69v.3	15	13038	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::15::13038	air	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 15/29; KEINE KARTENGLOSSE] Einträge	SCHEDULE	Regel 20: reinige	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
349	f69v	A3	f69v.3	16	13039	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::16::13039	oteody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 16/29; KEINE KARTENGLOSSE] behalten	SCHEDULE	das Filtertuch	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
350	f69v	A3	f69v.3	17	13040	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::17::13040	ytyd	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 17/29; KEINE KARTENGLOSSE] dieselbe	SCHEDULE	nach einer	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
351	f69v	A3	f69v.3	18	13041	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::18::13041	a	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 18/29; KEINE KARTENGLOSSE] lokale	SCHEDULE	dunklen Färbung gesondert.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
352	f69v	A3	f69v.3	19	13042	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::19::13042	dchy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 19/29; KEINE KARTENGLOSSE] Regel;	SCHEDULE	Regel 21:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
353	f69v	A3	f69v.3	20	13043	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::20::13043	otoly	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 20/29; KEINE KARTENGLOSSE] langer	SCHEDULE	trockne Eimer	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
354	f69v	A3	f69v.3	21	13044	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::21::13044	okeodal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 21/29; KEINE KARTENGLOSSE] und	SCHEDULE	und Bretter, bevor	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
355	f69v	A3	f69v.3	22	13045	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::22::13045	oteoarar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 22/29; KEINE KARTENGLOSSE] kurzer	SCHEDULE	sie in	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
356	f69v	A3	f69v.3	23	13046	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::23::13046	cheteeser	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 23/29; KEINE KARTENGLOSSE] Schreibraum	SCHEDULE	den Vorrat kommen.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
357	f69v	A3	f69v.3	24	13047	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::24::13047	dair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 24/29; KEINE KARTENGLOSSE] trägt	SCHEDULE	Regel 22:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
358	f69v	A3	f69v.3	25	13048	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::25::13048	chey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 25/29; KEINE KARTENGLOSSE] keine	SCHEDULE	halte bei	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
359	f69v	A3	f69v.3	26	13049	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::26::13049	okody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 26/29; KEINE KARTENGLOSSE] günstige	SCHEDULE	Frost die Leitungen	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
360	f69v	A3	f69v.3	27	13050	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::27::13050	dal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 27/29; KEINE KARTENGLOSSE] oder	SCHEDULE	leer und	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
361	f69v	A3	f69v.3	28	13051	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::28::13051	oteey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 28/29; KEINE KARTENGLOSSE] ungünstige	SCHEDULE	die Hähne offen.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
362	f69v	A3	f69v.3	29	13052	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::29::13052	oteey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC3	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 29/29; KEINE KARTENGLOSSE] Polarität.	SCHEDULE	Regel 23:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
