event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	parse_status	iatromedical_source_segment	practical_source_segment	content_relation	semantic_ceiling
330	f83r	f83r.27	B4	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
331	f83r	f83r.27	B4	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
332	f83r	f83r.28	B4	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F117:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
333	f83r	f83r.28	B4	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A008+A011+A023:solange es noch warm ist]	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
334	f83r	f83r.28	B4	F117	B4-S008	92e43836d82f98bf02d3	sheey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A003+A009+A011+A014+A023:die erste Öffnung]	LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
335	f83r	f83r.28	B4	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
336	f83r	f83r.28	B4	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
337	f83r	f83r.28	B4	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
338	f83r	f83r.35	B4	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F120:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
339	f83r	f83r.35	B4	F120	B4-S011	d904bf7b044dd3922781	cheky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A023:bei sanfter Wärme]	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
340	f83r	f83r.35	B4	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das breite Gefäß]	LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
341	f83r	f83r.35	B4	F120	B4-S011	1645e612504fcef59ced	okain	SET(<ARG_AIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[Rückgabe an die Vorstation buchen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
342	f83r	f83r.35	B4	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
343	f83r	f83r.37	B4	F121	B4-S011	dcda95c81a5460feb191	sol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;PREVIOUS_ITEM=B4:I004] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F121]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
344	f83r	f83r.37	B4	F121	B4-S011	b958a512ca6a3559e86e	lkedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A023:wasche zweimal und beende den Schritt]	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
345	f83r	f83r.37	B4	F122	B4-S012	de7321bface5628e35d6	lchedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	ABLASSEN?	TERMINAL_DRAIN	UNIQUE_EXACT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
346	f83r	f83r.37	B4	F123	B4-S013	232195d6ff2f326322f7	qokol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A013+A023:lasse die Mischung einlaufen]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
347	f83r	f83r.37	B4	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
348	f83r	f83r.38	B4	F124	B4-S014	7a4bb8136330ee4e6e56	or	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	UNIQUE_EXACT	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I006;PREVIOUS_ITEM=B4:I005] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F124]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
349	f83r	f83r.38	B4	F124	B4-S014	b921a237be883a820352	chey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:Diese aktive Portion]	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
350	f83r	f83r.38	B4	F124	B4-S014	ecce30bc8dcc400bf2c8	qockhey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A011+A014+A023:über der örtlich bezeichneten Stelle]	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
351	f83r	f83r.38	B4	F124	B4-S014	8aedd154964a78e555d6	dairydy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A005+A011+A015+A023:gebrauche sie sofort und beende den Schritt]	LOCAL_EXEMPLAR[Ablauf wieder schließen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
352	f83r	f83r.39	B4	F125	B4-S015	1645e612504fcef59ced	qokain	SET(<ARG_AIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
353	f83r	f83r.39	B4	F125	B4-S015	b5df9126607030b95175	shey	OPAQUE_PAYLOAD	NONCLOSE	NONE	KLAR?	STATE_GATE	UNIQUE_EXACT	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007] [EXEMPLAR:A004+A011+A023:den örtlichen Prüfzustand der Charge feststellen]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
354	f83r	f83r.39	B4	F125	B4-S015	9da1b6ac2c929daea697	kain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:ein abgemessener Anteil]	LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
355	f83r	f83r.39	B4	F125	B4-S015	21ed2873b71e57269c08	chckhal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A009+A011+A023:für die angegebene Dauer]	LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
356	f83r	f83r.41	B4	F126	B4-S015	42cdc187d5b9ffc60063	solkey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A009+A011+A023:öffne danach den oberen Lauf]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
357	f83r	f83r.41	B4	F126	B4-S015	de7321bface5628e35d6	lchedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	ABLASSEN?	TERMINAL_DRAIN	UNIQUE_EXACT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
358	f83r	f83r.41	B4	F127	B4-S016	94df4847b7b16c98394a	qolkain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das untere Becken]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
359	f83r	f83r.41	B4	F127	B4-S016	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	UNIQUE_EXACT	[CARD:ZIEL?] [REGISTER:OWNER=B4:O01;TARGET/STATION=B4:T012] [EXEMPLAR:A003+A010+A011+A013+A014+A023:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
360	f83r	f83r.44	B4	F128	B4-S016	883a6708116c342cb10b	skar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A008+A011+A023:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
361	f83r	f83r.44	B4	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
362	f83r	f83r.47	B5	F129	B5-S001	601b77449028deed39de	otchdy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A011+A024:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
363	f83r	f83r.47	B5	F130	B5-S002	87411f84689b4f93a303	qokchdy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A008+A009+A011+A024:erwärme es einmal und beende den Schritt]	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
364	f83r	f83r.47	B5	F131	B5-S003	abb23e5e6936b4147f76	shedal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A011+A024:für einen Zeitabschnitt]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
365	f83r	f83r.48	B5	F132	B5-S003	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	UNIQUE_EXACT	[CARD:ZIEL?] [REGISTER:OWNER=B5:O01;TARGET/STATION=B5:T002] [EXEMPLAR:A003+A010+A011+A013+A014+A024:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Übergabebecken E mit Wärmeschale W5 und Leitung L5]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
366	f83r	f83r.48	B5	F132	B5-S003	dcda95c81a5460feb191	cheol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B5:I001;PREVIOUS_ITEM=B5:I002] [EXEMPLAR:A010+A011+A013+A024:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F132]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
367	f83r	f83r.48	B5	F132	B5-S003	8c97dfde96fbc78e3355	lol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A008+A011+A024:bis es warm ist]	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
368	f83r	f83r.48	B5	F132	B5-S003	00d8ebe3c68294eeac39	chdal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A009+A011+A013+A024:mit der vorigen Mischung]	LOCAL_EXEMPLAR[Leitungsadresse im Register notieren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
369	f83r	f83r.48	B5	F132	B5-S003	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B5:I001] [EXEMPLAR:A010+A011+A024:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B5:F132:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
370	f83r	f83r.49	B5	F133	B5-S003	dcda95c81a5460feb191	sol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B5:I001;PREVIOUS_ITEM=B5:I002] [EXEMPLAR:A010+A011+A013+A024:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F133]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
371	f83r	f83r.49	B5	F133	B5-S003	fcc1deda9e24ec268eb0	daiiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A003+A009+A011+A014+A024:die zweite Öffnung]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
372	f83r	f83r.49	B5	F133	B5-S003	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A010+A011+A013+A024:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
373	f83r	f83r.52	B6	F134	B6-S001	1bfd786e6b8b63734a59	solkeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A002+A003+A011+A014+A025:richte die bezeichnete Beckenstation ein]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
374	f83r	f83r.52	B6	F134	B6-S001	43eb9aa12959b4d5cdc9	qekey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A008+A011+A025:ohne Kochen]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
375	f83r	f83r.52	B6	F134	B6-S001	3e9c7f217843b588489d	raly	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A003+A009+A011+A014+A025:die erste Öffnung]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
