assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
1858	LOCAL_COMPONENT:P912-E2268@1	LOCAL_COMPONENT	P912-E2268	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	todaiin	1	T	LOCAL_ACTION:P912-E2268@1:T	AIIN|O|T	AIIN|O|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AIIN|O|T]::G[AIIN|O|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1859	LOCAL_COMPONENT:P912-E2300@1	LOCAL_COMPONENT	P912-E2300	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	chedaiin	1	CHD	LOCAL_ACTION:P912-E2300@1:CHD	AIIN|CHD	AIIN|CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Berechne	CHD_CELESTIAL_CALCULATE	Berechne	Ringposition oder Tabellenwert berechnen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Rechen- und Tabellenregister	CELESTIAL::D[AIIN|CHD]::G[AIIN|CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1860	LOCAL_COMPONENT:P912-E2303@1	LOCAL_COMPONENT	P912-E2303	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shchey	1	SH	LOCAL_ACTION:P912-E2303@1:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH|Y]::G[SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1861	LOCAL_COMPONENT:P912-E2308@1	LOCAL_COMPONENT	P912-E2308	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	chedy	1	CHD	LOCAL_ACTION:P912-E2308@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Berechne	CHD_CELESTIAL_CALCULATE	Berechne	Ringposition oder Tabellenwert berechnen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Rechen- und Tabellenregister	CELESTIAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1862	LOCAL_COMPONENT:P912-E2309@4	LOCAL_COMPONENT	P912-E2309	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteotey	4	T	LOCAL_ACTION:P912-E2309@4:T	E|O|T|Y	E|O|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|T|Y]::G[E|O|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1863	LOCAL_COMPONENT:P912-E2316@1	LOCAL_COMPONENT	P912-E2316	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	teey	1	T	LOCAL_ACTION:P912-E2316@1:T	EE|T|Y	EE|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|T|Y]::G[EE|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1864	LOCAL_COMPONENT:P912-E2318@4	LOCAL_COMPONENT	P912-E2318	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	cheoltey	4	T	LOCAL_ACTION:P912-E2318@4:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|T|Y]::G[E|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1865	LOCAL_COMPONENT:P912-E2320@1	LOCAL_COMPONENT	P912-E2320	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheeteey	1	SH	LOCAL_ACTION:P912-E2320@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	SH|T	NONE	T	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|SH]::G[EE|SH]::P[NONE]::N[T]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1866	LOCAL_COMPONENT:P912-E2320@3	LOCAL_COMPONENT	P912-E2320	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheeteey	3	T	LOCAL_ACTION:P912-E2320@3:T	EE|T|Y	EE|T|Y	SAME_CARD_DIRECT_HOST	SH|T	SH	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|T|Y]::G[EE|T|Y]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1867	LOCAL_COMPONENT:P912-E2323@1	LOCAL_COMPONENT	P912-E2323	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shey	1	SH	LOCAL_ACTION:P912-E2323@1:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|SH|Y]::G[E|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1868	LOCAL_COMPONENT:P912-E2347@1	LOCAL_COMPONENT	P912-E2347	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shal	1	SH	LOCAL_ACTION:P912-E2347@1:SH	AL|SH	AL|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|SH]::G[AL|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1869	LOCAL_COMPONENT:P912-E2354@1	LOCAL_COMPONENT	P912-E2354	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	teodaiin	1	T	LOCAL_ACTION:P912-E2354@1:T	AIIN|E|O|T	AIIN|E|O|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AIIN|E|O|T]::G[AIIN|E|O|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1870	LOCAL_COMPONENT:P1003-E0645@1	LOCAL_COMPONENT	P1003-E0645	LOCAL_RECORD:G475-R015	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	shar	1	SH	LOCAL_ACTION:P1003-E0645@1:SH	AR|SH	AR|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AR|SH]::G[AR|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1871	LOCAL_COMPONENT:P1003-E0646@1	LOCAL_COMPONENT	P1003-E0646	LOCAL_RECORD:G475-R016	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	sholshdy	1	SH	LOCAL_ACTION:P1003-E0646@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	SH	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[NONE]::N[SH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1872	LOCAL_COMPONENT:P1003-E0646@3	LOCAL_COMPONENT	P1003-E0646	LOCAL_RECORD:G475-R016	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	sholshdy	3	SH	LOCAL_ACTION:P1003-E0646@3:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	SH	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1873	LOCAL_COMPONENT:P1008-E0127@1	LOCAL_COMPONENT	P1008-E0127	LOCAL_RECORD:G475-R017	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	1	SH	LOCAL_ACTION:P1008-E0127@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1874	LOCAL_COMPONENT:P1008-E0133@2	LOCAL_COMPONENT	P1008-E0133	LOCAL_RECORD:G475-R021	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	2	SH	LOCAL_ACTION:P1008-E0133@2:SH	AL|SH	AL|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|SH]::G[AL|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1875	LOCAL_COMPONENT:P1008-E0140@2	LOCAL_COMPONENT	P1008-E0140	LOCAL_RECORD:G475-R025	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	ys	2	S	LOCAL_ACTION:P1008-E0140@2:S	S|Y	S|Y	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[S|Y]::G[S|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1876	LOCAL_COMPONENT:P1008-E0143@1	LOCAL_COMPONENT	P1008-E0143	LOCAL_RECORD:G475-R026	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	sharam	1	SH	LOCAL_ACTION:P1008-E0143@1:SH	AM_ADDR|AR|SH	AM_ADDR|AR|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AM_ADDR|AR|SH]::G[AM_ADDR|AR|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1877	LOCAL_COMPONENT:P1008-E0353@2	LOCAL_COMPONENT	P1008-E0353	LOCAL_RECORD:G475-R062	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	2	SH	LOCAL_ACTION:P1008-E0353@2:SH	AR|SH	AR|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AR|SH]::G[AR|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1878	LOCAL_COMPONENT:P1008-E0358@3	LOCAL_COMPONENT	P1008-E0358	LOCAL_RECORD:G475-R064	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	ches	3	S	LOCAL_ACTION:P1008-E0358@3:S	S	S	SAME_CARD_DIRECT_HOST	CH|S	CH	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[S]::G[S]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1879	LOCAL_COMPONENT:P1008-E0364@3	LOCAL_COMPONENT	P1008-E0364	LOCAL_RECORD:G475-R068	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	ofsholdy	3	SH	LOCAL_ACTION:P1008-E0364@3:SH	LOCAL_CHAR_F|O|SH	LOCAL_CHAR_F|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[LOCAL_CHAR_F|O|SH]::G[LOCAL_CHAR_F|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1880	LOCAL_COMPONENT:P1008-E0424@2	LOCAL_COMPONENT	P1008-E0424	LOCAL_RECORD:G475-R078	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe H	olfsheoral	2	SH	LOCAL_ACTION:P1008-E0424@2:SH	AL|SH	AL|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|SH]::G[AL|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1881	LOCAL_COMPONENT:P1008-E0456@1	LOCAL_COMPONENT	P1008-E0456	LOCAL_RECORD:G475-R082	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe I	shar	1	SH	LOCAL_ACTION:P1008-E0456@1:SH	AR|SH	AR|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AR|SH]::G[AR|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1882	LOCAL_COMPONENT:P1008-E0457@2	LOCAL_COMPONENT	P1008-E0457	LOCAL_RECORD:G475-R083	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe I	octho	2	T	LOCAL_ACTION:P1008-E0457@2:T	T	T	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[T]::G[T]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1883	LOCAL_COMPONENT:P912-E0848@1	LOCAL_COMPONENT	P912-E0848	NOT_APPLICABLE	f75r	BIOLOGICAL	Zielklasse wählen; am zweiten Grad eintragen und schließen.	sal	1	S	LOCAL_ACTION:P912-E0848@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RELATION_HOST_SUBREADING	LEXICALLY_REFINED	Ziel-, Quellen-, Kontakt- oder Wegrelation im vollständigen S-Host	BIOLOGICAL::D[AL|S]::G[AL|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1884	LOCAL_COMPONENT:P912-E0852@2	LOCAL_COMPONENT	P912-E0852	NOT_APPLICABLE	f75r	BIOLOGICAL	Dieselbe Klasse an der unteren Quelladresse fortführen.	sols	2	S	LOCAL_ACTION:P912-E0852@2:S	S	S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[S]::G[S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1885	LOCAL_COMPONENT:P912-E0854@3	LOCAL_COMPONENT	P912-E0854	NOT_APPLICABLE	f75r	BIOLOGICAL	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.	ychty	3	T	LOCAL_ACTION:P912-E0854@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Reguliere oder temperiere	T_BIO_STATION_REGULATE	Reguliere die Station	Bad-, Becken- oder Stationsbedingung regulieren	OWNER_REGISTER_SUBREADING	LEXICALLY_REFINED	bebilderter Bad-, Becken- oder Stationsowner	BIOLOGICAL::D[T|Y]::G[T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1886	LOCAL_COMPONENT:P912-E0855@1	LOCAL_COMPONENT	P912-E0855	NOT_APPLICABLE	f75r	BIOLOGICAL	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.	saino	1	S	LOCAL_ACTION:P912-E0855@1:S	AIN|O|S	AIN|O|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIN|O|S]::G[AIN|O|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1887	LOCAL_COMPONENT:P912-E0856@1	LOCAL_COMPONENT	P912-E0856	NOT_APPLICABLE	f75r	BIOLOGICAL	Den gewählten Zielplatz schließen.	saldy	1	S	LOCAL_ACTION:P912-E0856@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RELATION_HOST_SUBREADING	LEXICALLY_REFINED	Ziel-, Quellen-, Kontakt- oder Wegrelation im vollständigen S-Host	BIOLOGICAL::D[AL|S]::G[AL|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1888	LOCAL_COMPONENT:P1003-E0086@1	LOCAL_COMPONENT	P1003-E0086	LOCAL_RECORD:G475-R089	f77r	BIOLOGICAL	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dchdy	1	CHD	LOCAL_ACTION:P1003-E0086@1:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1889	LOCAL_COMPONENT:P1003-E0410@2	LOCAL_COMPONENT	P1003-E0410	LOCAL_RECORD:G475-R092	f77r	BIOLOGICAL	Name oder Kennung fuer untere Gefaess-/Beckenstation	otchdy	2	CHD	LOCAL_ACTION:P1003-E0410@2:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1890	LOCAL_COMPONENT:P912-E1398@1	LOCAL_COMPONENT	P912-E1398	NOT_APPLICABLE	f82r	BIOLOGICAL	mehrere lokale Bad- und Leitungsstationen	sororl	1	S	LOCAL_ACTION:P912-E1398@1:S	L|OR|S	L|OR|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RELATION_HOST_SUBREADING	LEXICALLY_REFINED	Ziel-, Quellen-, Kontakt- oder Wegrelation im vollständigen S-Host	BIOLOGICAL::D[L|OR|S]::G[L|OR|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1891	LOCAL_COMPONENT:P912-E1400@1	LOCAL_COMPONENT	P912-E1400	NOT_APPLICABLE	f82r	BIOLOGICAL	mehrere lokale Bad- und Leitungsstationen	sokoly	1	S	LOCAL_ACTION:P912-E1400@1:S	S	S	SAME_CARD_DIRECT_HOST	OK|S	NONE	OK	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[S]::G[S]::P[NONE]::N[OK]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1892	LOCAL_COMPONENT:P912-E1718@2	LOCAL_COMPONENT	P912-E1718	NOT_APPLICABLE	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	chtorol	2	T	LOCAL_ACTION:P912-E1718@2:T	OR|T	OR|T	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Reguliere oder temperiere	T_BIO_STATION_REGULATE	Reguliere die Station	Bad-, Becken- oder Stationsbedingung regulieren	OWNER_REGISTER_SUBREADING	LEXICALLY_REFINED	bebilderter Bad-, Becken- oder Stationsowner	BIOLOGICAL::D[OR|T]::G[OR|T]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1893	LOCAL_COMPONENT:P912-E1719@2	LOCAL_COMPONENT	P912-E1719	NOT_APPLICABLE	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	olsaiin	2	S	LOCAL_ACTION:P912-E1719@2:S	AIIN|S	AIIN|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIIN|S]::G[AIIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
