argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
1077	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	AIIN	den Mengenwert	denselben Mengenwert	1	1	Danach im laufenden Gang: wähle denselben Mengenwert; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1078	G407-E4339	G407-S685	f89r	PHARMA	sheol	SH+E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: halte denselben Mengenwert; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1079	G407-E4346	G407-S685	f89r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1080	G407-E4350	G407-S685	f89r	PHARMA	qol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: gib denselben Drogenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1081	G407-E4357	G407-S685	f89r	PHARMA	dol	D_ADDR+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: markiere denselben Drogenposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1082	G407-E4369	G407-S685	f89r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1083	G407-E4376	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1084	G407-E4390	G407-S685	f89r	PHARMA	ol	OL	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Weiter im laufenden Gang: markiere denselben Drogenanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1085	G407-E4393	G407-S685	f89r	PHARMA	ol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: markiere denselben Mengenwert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1086	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: bearbeite denselben Pflanzenposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1087	G407-E4408	G407-S689	f95v	HERBAL	sol	OL	AIN	den Materialanteil	denselben Materialanteil	1	1	Weiter im laufenden Gang: wähle denselben Materialanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1088	G407-E4409	G407-S689	f95v	HERBAL	shedy	SH+E+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Halte denselben Materialanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1089	G407-E4427	G407-S690	f95v	HERBAL	okalody	OK+AL+O+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Setze denselben Materialanteil im Arbeitsgang an; zur Zielstelle; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1090	G407-E4453	G407-S692	f95v	HERBAL	ldy	L+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Im laufenden Gang: Setze denselben Materialanteil im Arbeitsgang an; über die Verbindung im Pflanzenartikel; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1091	G407-E4459	G407-S694	f95v	HERBAL	olteedy	OL+T+EE+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Weiter: stelle denselben Materialanteil ein; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1092	G407-E4472	G407-S695	f95v	HERBAL	otar	OT+AR	AIN	den Materialanteil	denselben Materialanteil	1	1	Danach im laufenden Gang: setze denselben Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1093	G407-E4474	G407-S695	f95v	HERBAL	qokedy	OK+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1094	G407-E4475	G407-S696	f95v	HERBAL	otal	OT+AL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: setze denselben Pflanzenposten im Arbeitsgang an; zur Zielstelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1095	G407-E4479	G407-S696	f95v	HERBAL	tchody	T+CH+O+DY	Y	den Pflanzenposten	denselben Pflanzenposten	2	2	Stelle denselben Pflanzenposten ein und nimm denselben Pflanzenposten; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1096	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: halte denselben Pflanzenposten; zur Zielstelle; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1097	G407-E4500	G407-S700	f95v	HERBAL	otal	OT+AL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: bearbeite denselben Pflanzenposten; zur Zielstelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1098	G407-E4501	G407-S700	f95v	HERBAL	shedy	SH+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Halte denselben Pflanzenposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1099	G407-E4506	G407-S702	f95v	HERBAL	dchdy	CHD+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Bearbeite denselben Pflanzenposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1100	G407-E4507	G407-S703	f95v	HERBAL	shedy	SH+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Halte denselben Pflanzenposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1101	G407-E4510	G407-S704	f95v	HERBAL	otchdy	OT+CHD+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach: bearbeite denselben Pflanzenposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1102	G407-E4511	G407-S705	f95v	HERBAL	ol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: bearbeite denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1103	G407-E4517	G407-S705	f95v	HERBAL	olkar	OL+K+AR	AIN	den Materialanteil	denselben Materialanteil	1	1	Weiter: gib denselben Materialanteil zu; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1104	G407-E4520	G407-S705	f95v	HERBAL	otar	OT+AR	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: stelle denselben Pflanzenposten ein; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1105	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Danach im laufenden Gang: gib denselben Materialanteil zu; vom Ausgangsmaterial; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1106	G407-E4525	G407-S706	f95v	HERBAL	dchody	D_ADDR+CH+O+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Nimm denselben Materialanteil; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1107	G407-E4531	G407-S707	f95v	HERBAL	okedy	OK+E+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1108	G407-E4532	G407-S708	f95v	HERBAL	okchedy	OK+CHD+DY	AIIN	den Arbeitswert	denselben Arbeitswert	2	2	Setze denselben Arbeitswert im Arbeitsgang an und bearbeite denselben Arbeitswert; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1109	G407-E4535	G407-S709	f95v	HERBAL	ol	OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter im laufenden Gang: stelle denselben Arbeitswert ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1110	G407-E4537	G407-S709	f95v	HERBAL	shol	SH+OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter: halte denselben Arbeitswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1111	G407-E4543	G407-S709	f95v	HERBAL	skchdy	S+K+CHD+DY	Y	den Pflanzenposten	denselben Pflanzenposten	3	3	Wähle denselben Pflanzenposten und gib denselben Pflanzenposten zu und bearbeite denselben Pflanzenposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1112	G407-E4553	G407-S711	f95v	HERBAL	shedy	SH+E+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Halte denselben Arbeitswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1113	G407-E4554	G407-S712	f95v	HERBAL	kshedy	K+SH+E+DY	AIIN	den Arbeitswert	denselben Arbeitswert	2	2	Gib denselben Arbeitswert zu und halte denselben Arbeitswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1114	G407-E4555	G407-S713	f95v	HERBAL	qotches	OT+CH+E+S	AIIN	den Arbeitswert	denselben Arbeitswert	2	2	Danach: nimm denselben Arbeitswert und wähle denselben Arbeitswert; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1115	G407-E4565	G407-S713	f95v	HERBAL	ody	O+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Im laufenden Gang: Wähle denselben Arbeitswert; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1116	G407-E4575	G407-S714	f95v	HERBAL	otody	OT+O+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach im laufenden Gang: setze denselben Arbeitswert im Arbeitsgang an; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1117	G515-E0002	G515-S001	f4r	HERBAL	chpady	CH+P+A_ADDR+DY	Y	den Pflanzenposten	denselben Pflanzenposten	2	2	Nimm denselben Pflanzenposten und setze denselben Pflanzenposten ein; an der bezeichneten Stelle; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1118	G515-E0011	G515-S002	f4r	HERBAL	shol	SH+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Weiter: halte dieselbe Arbeitseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1119	G515-E0012	G515-S002	f4r	HERBAL	shol	SH+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Weiter: halte dieselbe Arbeitseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1120	G515-E0013	G515-S002	f4r	HERBAL	cthol	CH+T+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	2	2	Weiter: nimm dieselbe Arbeitseinheit und stelle dieselbe Arbeitseinheit ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1121	G515-E0019	G515-S002	f4r	HERBAL	otchol	OT+CH+OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach: nimm denselben Arbeitswert; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1122	G515-E0020	G515-S002	f4r	HERBAL	chol	OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter im laufenden Gang: nimm denselben Arbeitswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1123	G515-E0026	G515-S002	f4r	HERBAL	qotchol	OT+CH+OL	AIN	den Materialanteil	denselben Materialanteil	1	1	Danach: nimm denselben Materialanteil; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1124	G515-E0040	G515-S004	f4r	HERBAL	cthol	CH+T+OL	AIIN	den Arbeitswert	denselben Arbeitswert	2	2	Weiter: nimm denselben Arbeitswert und stelle denselben Arbeitswert ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1125	G515-E0044	G515-S004	f4r	HERBAL	shol	SH+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Weiter: halte dieselbe Arbeitseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1126	G515-E0045	G515-S004	f4r	HERBAL	shol	SH+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Weiter: halte dieselbe Arbeitseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1127	G515-E0047	G515-S004	f4r	HERBAL	cpholdy	CH+P+OL+DY	Y	den Pflanzenposten	denselben Pflanzenposten	2	2	Weiter: nimm denselben Pflanzenposten und setze denselben Pflanzenposten ein; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1128	G515-E0057	G515-S005	f4r	HERBAL	qotchoiin	OT+CH+O+IIN	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach: nimm denselben Arbeitswert; zur Ausführung; auf der Stufe.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1129	G515-E0078	G515-S007	f20v	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1130	G515-E0081	G515-S007	f20v	HERBAL	otol	OT+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: stelle denselben Pflanzenposten ein; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1131	G515-E0082	G515-S007	f20v	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1132	G515-E0087	G515-S007	f20v	HERBAL	kchol	K+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1133	G515-E0088	G515-S007	f20v	HERBAL	shol	SH+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: halte denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1134	G515-E0097	G515-S007	f20v	HERBAL	shol	SH+OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter: halte denselben Arbeitswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1135	G515-E0102	G515-S008	f20v	HERBAL	shol	SH+OL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Weiter: halte dieselbe Arbeitseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1136	G515-E0136	G515-S008	f20v	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1137	G515-E0142	G515-S008	f20v	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1138	G515-E0149	G515-S008	f20v	HERBAL	ol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: setze denselben Pflanzenposten im Arbeitsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1139	G515-E0160	G515-S009	f31r	HERBAL	okeedy	OK+EE+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1140	G515-E0175	G515-S010	f31r	HERBAL	qotar	OT+AR	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach im laufenden Gang: wähle denselben Arbeitswert; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1141	G515-E0182	G515-S010	f31r	HERBAL	keeol	K+EE+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1142	G515-E0189	G515-S011	f31r	HERBAL	qokedy	OK+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1143	G515-E0199	G515-S013	f31r	HERBAL	sheol	SH+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: halte denselben Pflanzenposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1144	G515-E0200	G515-S013	f31r	HERBAL	qokedy	OK+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1145	G515-E0203	G515-S014	f31r	HERBAL	ldy	L+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Im laufenden Gang: Bearbeite denselben Pflanzenposten; über die Verbindung im Pflanzenartikel; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1146	G515-E0214	G515-S017	f31r	HERBAL	okeol	OK+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1147	G515-E0223	G515-S022	f31r	HERBAL	olsheol	OL+K+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu; auf Grad I; nochmals weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1148	G515-E0234	G515-S022	f31r	HERBAL	okedy	OK+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1149	G515-E0239	G515-S023	f31r	HERBAL	qoekedy	CARRIER_Q+O+E+K+E+DY	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Gib dieselbe Arbeitseinheit zu; am Beginn; zur Ausführung; auf Grad I; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1150	G515-E0247	G515-S026	f31r	HERBAL	okeedy	OK+EE+DY	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1151	G515-E0249	G515-S027	f31r	HERBAL	sheol	SH+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: halte denselben Pflanzenposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1152	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	AIIN	den Kennwert	denselben Kennwert	1	1	Danach im laufenden Gang: setze denselben Kennwert ein; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1153	G515-E0305	G515-S030	f66r	SOURCE_SECTION_T	shddy	SH+D_ADDR+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Halte denselben laufenden Eintrag fest; an der bezeichneten Stelle; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1154	G515-E0307	G515-S031	f66r	SOURCE_SECTION_T	cholpchd	OL+P+CHD	Y	den laufenden Eintrag	denselben laufenden Eintrag	2	2	Weiter: setze denselben laufenden Eintrag ein und bearbeite denselben laufenden Eintrag.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1155	G515-E0313	G515-S031	f66r	SOURCE_SECTION_T	okedy	OK+E+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Trage denselben laufenden Eintrag ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1156	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	qotedy	OT+E+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1157	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	qotedal	OT+E+AL	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Danach im laufenden Gang: bearbeite denselben laufenden Eintrag; auf Grad I; zur Zielspalte.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1158	G515-E0337	G515-S038	f66r	SOURCE_SECTION_T	kol	K+OL	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Weiter: ordne denselben laufenden Eintrag zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1159	G515-E0345	G515-S038	f66r	SOURCE_SECTION_T	okedy	OK+E+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Trage denselben laufenden Eintrag ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1160	G515-E0350	G515-S040	f66r	SOURCE_SECTION_T	chekeody	CH+K+E+O+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	2	2	Entnimm denselben laufenden Eintrag und ordne denselben laufenden Eintrag zu; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1161	G515-E0355	G515-S041	f66r	SOURCE_SECTION_T	dsheol	SH+E+OL	AIIN	den Kennwert	denselben Kennwert	1	1	Weiter: halte denselben Kennwert fest; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1162	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Weiter im laufenden Gang: setze denselben laufenden Eintrag ein; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1163	G515-E0366	G515-S042	f66r	SOURCE_SECTION_T	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	Y	den laufenden Eintrag	denselben laufenden Eintrag	2	2	Weiter: halte denselben laufenden Eintrag fest und kennzeichne denselben laufenden Eintrag; an der bezeichneten Stelle; auf der zweiten Stufe; auf der Stufe.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1164	G515-E0379	G515-S042	f66r	SOURCE_SECTION_T	dalalshedy	AL+AL+SH+E+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Halte denselben laufenden Eintrag fest; zur Zielspalte; zur Zielspalte; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1165	G515-E0394	G515-S043	f66r	SOURCE_SECTION_T	kardy	K+AR+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Ordne denselben laufenden Eintrag zu; von der Ausgangszeile; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1166	G515-E0401	G515-S044	f66r	SOURCE_SECTION_T	shedy	SH+E+DY	AIIN	den Kennwert	denselben Kennwert	1	1	Halte denselben Kennwert fest; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1167	G515-E0404	G515-S045	f66r	SOURCE_SECTION_T	ol	OL	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Weiter im laufenden Gang: ordne denselben laufenden Eintrag zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1168	G515-E0405	G515-S045	f66r	SOURCE_SECTION_T	okedy	OK+E+DY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Trage denselben laufenden Eintrag ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1169	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	qotar	OT+AR	AIIN	den Kennwert	denselben Kennwert	1	1	Danach im laufenden Gang: halte denselben Kennwert fest; von der Ausgangszeile.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1170	G515-E0424	G515-S047	f66r	SOURCE_SECTION_T	sheol	SH+E+OL	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	Weiter: halte denselben laufenden Eintrag fest; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
