changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
643	G515-E0317	G515-S034	f66r	SOURCE_SECTION_T	qokshd	OK+SH+D_ADDR	GDT576-C01	Trage ein und halte fest; an der bezeichneten Stelle.	Trage ein und halte fest; an der D-Stelle.	Trage ein und halte fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
644	G515-E0319	G515-S035	f66r	SOURCE_SECTION_T	chady	CH+A_ADDR+DY	GDT576-C02	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	Entnimm; an der A-Stelle; schließe den Schritt.	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
645	G515-E0320	G515-S036	f66r	SOURCE_SECTION_T	cthdy	CH+T+D_ADDR+Y	GDT576-C01	Entnimm den laufenden Eintrag und lege ihn fest; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und lege ihn fest; an der D-Stelle.	Entnimm den laufenden Eintrag und lege ihn fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
646	G515-E0328	G515-S036	f66r	SOURCE_SECTION_T	shdy	SH+D_ADDR+Y	GDT576-C01	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; an der D-Stelle.	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
647	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	ykady	Y+K+A_ADDR+DY	GDT576-C02	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	Ordne den laufenden Eintrag zu; an der A-Stelle; schließe den Schritt.	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
648	G515-E0335	G515-S038	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	GDT576-C01	Von der Ausgangszeile; an der bezeichneten Stelle.	Von der Ausgangszeile; an der D-Stelle.	Von der Ausgangszeile; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
649	G515-E0339	G515-S038	f66r	SOURCE_SECTION_T	qokeeody	OK+EE+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
650	G515-E0340	G515-S038	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
651	G515-E0341	G515-S038	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
652	G515-E0344	G515-S038	f66r	SOURCE_SECTION_T	qokeeody	OK+EE+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
653	G515-E0346	G515-S039	f66r	SOURCE_SECTION_T	kodary	K+O+D_ADDR+AR+Y	GDT576-C01	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
654	G515-E0349	G515-S040	f66r	SOURCE_SECTION_T	okeody	OK+E+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
655	G515-E0352	G515-S041	f66r	SOURCE_SECTION_T	dyky	D_ADDR+Y+K+Y	GDT576-C01	Ordne den äußeren laufenden Eintrag und den inneren laufenden Eintrag zu; an der bezeichneten Stelle.	Ordne den äußeren laufenden Eintrag und den inneren laufenden Eintrag zu; an der D-Stelle.	Ordne den äußeren laufenden Eintrag und den inneren laufenden Eintrag zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
656	G515-E0357	G515-S041	f66r	SOURCE_SECTION_T	sheodaiin	SH+E+O+D_ADDR+AIIN	GDT576-C01	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der D-Stelle.	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
657	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: setze denselben laufenden Eintrag ein; an der bezeichneten Stelle.	Weiter im laufenden Gang: setze denselben laufenden Eintrag ein; an der D-Stelle.	Weiter im laufenden Gang: setze denselben laufenden Eintrag ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
658	G515-E0360	G515-S042	f66r	SOURCE_SECTION_T	kchody	K+CH+O+D_ADDR+Y	GDT576-C01	Ordne den laufenden Eintrag zu und entnimm ihn; zur Ausführung; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
659	G515-E0361	G515-S042	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
660	G515-E0364	G515-S042	f66r	SOURCE_SECTION_T	dairykodas	D_ADDR+AIR+Y+K+O+DA+S	GDT576-C01	Ordne den laufenden Eintrag zu und wähle ihn; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu und wähle ihn; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der D-Stelle.	Ordne den laufenden Eintrag zu und wähle ihn; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
661	G515-E0365	G515-S042	f66r	SOURCE_SECTION_T	okyd	OK+Y+D_ADDR	GDT576-C01	Trage den laufenden Eintrag ein; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; an der D-Stelle.	Trage den laufenden Eintrag ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
662	G515-E0366	G515-S042	f66r	SOURCE_SECTION_T	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	GDT576-C01	Weiter: halte denselben laufenden Eintrag fest und kennzeichne ihn; an der bezeichneten Stelle; auf der zweiten Stufe und auf der bezeichneten Stufe.	Weiter: halte denselben laufenden Eintrag fest und kennzeichne ihn; an der D-Stelle; auf der zweiten Stufe und auf der bezeichneten Stufe.	Weiter: halte denselben laufenden Eintrag fest und kennzeichne ihn; an der bezeichneten Stelle; auf der zweiten Stufe und auf der bezeichneten Stufe.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
663	G515-E0372	G515-S042	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	GDT576-C01	Im laufenden Satz entnimm denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; von der Ausgangszeile; an der D-Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
664	G515-E0374	G515-S042	f66r	SOURCE_SECTION_T	shdy	SH+D_ADDR+Y	GDT576-C01	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; an der D-Stelle.	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
665	G515-E0380	G515-S043	f66r	SOURCE_SECTION_T	cheta	CH+E+T+A_ADDR	GDT576-C02	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	Entnimm und lege fest; auf Grad I; an der A-Stelle.	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
666	G515-E0382	G515-S043	f66r	SOURCE_SECTION_T	sheod	SH+E+O+D_ADDR	GDT576-C01	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Halte fest; auf Grad I und zur Ausführung; an der D-Stelle.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
667	G515-E0385	G515-S043	f66r	SOURCE_SECTION_T	dard	D_ADDR+AR+D_ADDR	GDT576-C01|GDT576-C01	Im laufenden Satz kennzeichne denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle im äußeren Zweig und an der bezeichneten Stelle im inneren Zweig.	Im laufenden Satz kennzeichne denselben laufenden Eintrag; von der Ausgangszeile; an der D-Stelle im äußeren Zweig und an der D-Stelle im inneren Zweig.	Im laufenden Satz kennzeichne denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle im äußeren Zweig und an der bezeichneten Stelle im inneren Zweig.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
668	G515-E0388	G515-S043	f66r	SOURCE_SECTION_T	sholdy	SH+OL+D_ADDR+Y	GDT576-C01	Weiter: halte den laufenden Eintrag fest; an der bezeichneten Stelle.	Weiter: halte den laufenden Eintrag fest; an der D-Stelle.	Weiter: halte den laufenden Eintrag fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
669	G515-E0393	G515-S043	f66r	SOURCE_SECTION_T	chees	SH+EE+S_ADDR	GDT576-C04	Halte denselben laufenden Eintrag fest; auf Grad II; an der bezeichneten Stelle.	Halte denselben laufenden Eintrag fest; auf Grad II; an der S-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
670	G515-E0410	G515-S046	f66r	SOURCE_SECTION_T	axor	A_ADDR+LOCAL_X+OR	GDT576-C02	Im laufenden Satz ordne die Eintragseinheit zu; an der bezeichneten Stelle und mit dem lokalen X-Zeichen-/Namenskern.	Im laufenden Satz ordne die Eintragseinheit zu; an der A-Stelle und mit dem lokalen X-Zeichen-/Namenskern.	Im laufenden Satz ordne die Eintragseinheit zu; an der bezeichneten Stelle und mit dem lokalen X-Zeichen-/Namenskern.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
671	G515-E0411	G515-S046	f66r	SOURCE_SECTION_T	akar	A_ADDR+K+AR	GDT576-C02	Ordne dieselbe Eintragseinheit zu; von der Ausgangszeile; an der bezeichneten Stelle.	Ordne dieselbe Eintragseinheit zu; von der Ausgangszeile; an der A-Stelle.	Ordne dieselbe Eintragseinheit zu; von der Ausgangszeile; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
672	G515-E0414	G515-S047	f66r	SOURCE_SECTION_T	pchof	P+CH+O+LOCAL_CHAR_F	GDT576-C05	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	Setze ein und entnimm; zur Ausführung; bei der f-Kennmarke.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
673	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	GDT576-C05|GDT576-C01	Weiter: halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle.	Weiter: halte die Eintragseinheit und den Kennwert fest; bei der f-Kennmarke und an der D-Stelle.	Weiter: halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
674	G515-E0418	G515-S047	f66r	SOURCE_SECTION_T	fchedyr	LOCAL_CHAR_F+CHD+Y+R	GDT576-C05	Bearbeite den laufenden Eintrag und kennzeichne ihn; an der bezeichneten Stelle.	Bearbeite den laufenden Eintrag und kennzeichne ihn; bei der f-Kennmarke.	Bearbeite den laufenden Eintrag und kennzeichne ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
675	G515-E0420	G515-S047	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	GDT576-C01	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; an der D-Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
676	G515-E0421	G515-S047	f66r	SOURCE_SECTION_T	odair	O+D_ADDR+AIR	GDT576-C01	Im laufenden Satz bearbeite denselben laufenden Eintrag; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; entlang der Lesebahn; zur Ausführung; an der D-Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
677	G515-E0422	G515-S047	f66r	SOURCE_SECTION_T	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	GDT576-C05|GDT576-C03	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; zur Ausführung; bei der f-Kennmarke und an der AM-Stelle.	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
678	G515-E0425	G515-S047	f66r	SOURCE_SECTION_T	dairody	D_ADDR+AIR+O+DY	GDT576-C01	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der bezeichneten Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der D-Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	Im laufenden Gang: Halte denselben laufenden Eintrag fest; an der bezeichneten Stelle; entlang der Lesebahn; als Ausführung; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
679	G515-E0427	G515-S048	f66r	SOURCE_SECTION_T	shed	SH+E+D_ADDR	GDT576-C01	Halte denselben laufenden Eintrag fest; auf Grad I; an der bezeichneten Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der D-Stelle.	Halte denselben laufenden Eintrag fest; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
680	G515-E0433	G515-S048	f66r	SOURCE_SECTION_T	dor	D_ADDR+OR	GDT576-C01	Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
681	G515-E0437	G515-S050	f66r	SOURCE_SECTION_T	kcheody	K+CH+E+O+D_ADDR+Y	GDT576-C01	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu und entnimm ihn; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
682	G515-E0440	G515-S050	f66r	SOURCE_SECTION_T	fchdar	LOCAL_CHAR_F+CHD+AR	GDT576-C05	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
683	G515-E0451	G515-S053	f66r	SOURCE_SECTION_T	psheody	P+SH+E+O+D_ADDR+Y	GDT576-C01	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
684	G515-E0452	G515-S053	f66r	SOURCE_SECTION_T	cfhol	CH+LOCAL_CHAR_F+OL	GDT576-C05	Weiter: entnimm denselben laufenden Eintrag; an der bezeichneten Stelle.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	Weiter: entnimm denselben laufenden Eintrag; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
685	G515-E0453	G515-S053	f66r	SOURCE_SECTION_T	shofol	SH+O+LOCAL_CHAR_F+OL	GDT576-C05	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; an der bezeichneten Stelle.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
686	G515-E0454	G515-S053	f66r	SOURCE_SECTION_T	okeody	OK+E+O+D_ADDR+Y	GDT576-C01	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
687	G515-E0459	G515-S056	f66r	SOURCE_SECTION_T	dair	D_ADDR+AIR	GDT576-C01	Entlang der Lesebahn; an der bezeichneten Stelle.	Entlang der Lesebahn; an der D-Stelle.	Entlang der Lesebahn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
688	G515-E0465	G515-S056	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: wähle denselben Kennwert; an der bezeichneten Stelle.	Weiter im laufenden Gang: wähle denselben Kennwert; an der D-Stelle.	Weiter im laufenden Gang: wähle denselben Kennwert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
689	G515-E0467	G515-S056	f66r	SOURCE_SECTION_T	dair	D_ADDR+AIR	GDT576-C01	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn; an der bezeichneten Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn; an der D-Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
690	G515-E0469	G515-S056	f66r	SOURCE_SECTION_T	dairal	D_ADDR+AIR+AL	GDT576-C01	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn und zur Zielspalte; an der D-Stelle.	Im laufenden Satz entnimm denselben laufenden Eintrag; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
691	G515-E0470	G515-S056	f66r	SOURCE_SECTION_T	dolarshy	D_ADDR+OL+AR+SH+Y	GDT576-C01	Weiter: halte den laufenden Eintrag fest; an der bezeichneten Stelle; von der Ausgangszeile.	Weiter: halte den laufenden Eintrag fest; an der D-Stelle; von der Ausgangszeile.	Weiter: halte den laufenden Eintrag fest; an der bezeichneten Stelle; von der Ausgangszeile.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
692	G515-E0471	G515-S056	f66r	SOURCE_SECTION_T	dor	D_ADDR+OR	GDT576-C01	Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der D-Stelle.	Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
693	G515-E0481	G515-S057	f66r	SOURCE_SECTION_T	todeeey	T+O+D_ADDR+EEE+Y	GDT576-C01	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der D-Stelle.	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
694	G515-E0482	G515-S057	f66r	SOURCE_SECTION_T	keody	K+E+O+D_ADDR+Y	GDT576-C01	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
695	G515-E0484	G515-S057	f66r	SOURCE_SECTION_T	keody	K+E+O+D_ADDR+Y	GDT576-C01	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der D-Stelle.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
696	G515-E0486	G515-S058	f66r	SOURCE_SECTION_T	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	GDT576-C05	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I und auf Grad II; bei der f-Kennmarke.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
