stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	state_bank_was_new	active_action_before	active_argument_before	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	active_action_after	active_argument_after	reader_status	reader_clause_de	baseline_reader_clause_de	order_repair_rule	clause_changed_by_order_repair	state_matches_gdt436	expected_order_safe_clause_de	clause_matches_gdt437	meaning_change
3535	G407-E3535	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopy	CARRIER_Q+O+P+Y	T0_EXACT_OBSERVED	NO	SH	Y	P	Y	NONE	NONE	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten ein; als neuen Einsatz und als Ausführung.	Setze den Stationsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten ein; als neuen Einsatz und als Ausführung.	YES	NO
3536	G407-E3536	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	olkeey	OL+K+EE+Y	T0_EXACT_OBSERVED	NO	P	Y	K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe den Stationsposten zu; auf Grad II.	Weiter führe den Stationsposten zu; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe den Stationsposten zu; auf Grad II.	YES	NO
3537	G407-E3537	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rchs	R+CH+S	T0_EXACT_OBSERVED	NO	K	Y	R|CH|S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor].	Markiere den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor].	YES	NO
3538	G407-E3538	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheeb	CH+EE+LOCAL_CHAR_B	T0_EXACT_OBSERVED	NO	S	Y	CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten [wie zuvor]; auf Grad II; mit der lokalen Variante.	Entnimm den Stationsposten [wie zuvor]; auf Grad II; mit der lokalen Variante.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten [wie zuvor]; auf Grad II; mit der lokalen Variante.	YES	NO
3539	G407-E3539	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ols	OL+S	T0_EXACT_OBSERVED	NO	CH	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter wähle den Stationsposten [wie zuvor].	Weiter wähle den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter wähle den Stationsposten [wie zuvor].	YES	NO
3540	G407-E3540	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	AIIN	T0_EXACT_OBSERVED	NO	S	Y	NONE	AIIN	S	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle den Stationswert.	YES	NO
3541	G407-E3541	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	skal	S+K+AL	T0_EXACT_OBSERVED	NO	S	AIIN	S|K	NONE	NONE	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationswert [wie zuvor] und führe den Stationswert [wie zuvor] zu; zur Zielstation.	Wähle den Stationswert [wie zuvor] und führe den Stationswert [wie zuvor] zu; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationswert [wie zuvor] und führe den Stationswert [wie zuvor] zu; zur Zielstation.	YES	NO
3542	G407-E3542	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dain	AIN	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	AIN	K	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsanteil zu.	YES	NO
3543	G407-E3543	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cthal	CH+T+AL	T0_EXACT_OBSERVED	NO	K	AIN	CH|T	NONE	NONE	AIN	T	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsanteil [wie zuvor] und stelle den Stationsanteil [wie zuvor] ein; zur Zielstation.	Entnimm den Stationsanteil [wie zuvor] und stelle den Stationsanteil [wie zuvor] ein; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsanteil [wie zuvor] und stelle den Stationsanteil [wie zuvor] ein; zur Zielstation.	YES	NO
3544	G407-E3544	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	s	S	T0_EXACT_OBSERVED	NO	T	AIN	S	NONE	NONE	AIN	S	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationsanteil [wie zuvor].	Wähle den Stationsanteil [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationsanteil [wie zuvor].	YES	NO
3545	G407-E3545	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	AIIN	T0_EXACT_OBSERVED	NO	S	AIN	NONE	AIIN	S	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle den Stationswert.	YES	NO
3546	G407-E3546	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chky	CH+K+Y	T0_EXACT_OBSERVED	NO	S	AIIN	CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten und führe den Stationsposten zu.	Entnimm den Stationsposten und führe den Stationsposten zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten und führe den Stationsposten zu.	YES	NO
3547	G407-E3547	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lal	L+AL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und zur Zielstation.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und zur Zielstation.	YES	NO
3548	G407-E3548	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sam	S+AM_ADDR	T0_EXACT_OBSERVED	NO	K	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	YES	NO
3549	G407-E3549	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sor	S+OR	T0_EXACT_OBSERVED	NO	S	Y	S	OR	NONE	NONE	S	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle die Stationseinheit.	Wähle die Stationseinheit.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle die Stationseinheit.	YES	NO
3550	G407-E3550	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	S	OR	SH	NONE	NONE	OR	SH	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
3551	G407-E3551	P1009-S522	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokaiin	OK+AIIN	T0_EXACT_OBSERVED	NO	SH	OR	OK	AIIN	NONE	NONE	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert im Stationsgang an.	YES	NO
3552	G407-E3552	P1009-S522	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chkain	CH+K+AIN	T0_EXACT_OBSERVED	NO	OK	AIIN	CH|K	AIN	NONE	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsanteil und führe den Stationsanteil zu.	Entnimm den Stationsanteil und führe den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsanteil und führe den Stationsanteil zu.	YES	NO
3553	G407-E3553	P1009-S522	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthey	SH+CH+T+E+Y	T0_EXACT_OBSERVED	NO	K	AIN	SH|CH|T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.	YES	NO
3554	G407-E3554	P1009-S522	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	T	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3555	G407-E3555	P1009-S523	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	okair	OK+AIR	T0_EXACT_OBSERVED	NO	OK	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	Setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	YES	NO
3556	G407-E3556	P1009-S523	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheedy	SH+EE+DY	T0_EXACT_OBSERVED	NO	OK	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES	NO
3557	G407-E3557	P1009-S524	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	T0_EXACT_OBSERVED	NO	SH	Y	CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO
3558	G407-E3558	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	NONE	CHD	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	YES	NO
3559	G407-E3559	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qockhol	CARRIER_Q+O+CH+K+OL	T0_EXACT_OBSERVED	NO	CHD	Y	CH|K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; als neuen Einsatz und als Ausführung.	Weiter entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; als neuen Einsatz und als Ausführung.	YES	NO
3560	G407-E3560	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheckhy	SH+E+CH+K+Y	T0_EXACT_OBSERVED	NO	K	Y	SH|CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	YES	NO
3561	G407-E3561	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otal	OT+AL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES	NO
3562	G407-E3562	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokeal	OK+E+AL	T0_EXACT_OBSERVED	NO	K	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; auf Grad I.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; auf Grad I.	YES	NO
3563	G407-E3563	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sheckhdy	SH+E+CH+K+D_ADDR+Y	T0_EXACT_OBSERVED	NO	OK	Y	SH|CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.	YES	NO
3564	G407-E3564	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	al	AL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES	NO
3565	G407-E3565	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	okedy	OK+E+DY	T0_EXACT_OBSERVED	NO	K	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3566	G407-E3566	P1009-S526	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	OK	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3567	G407-E3567	P1009-S527	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokal	OK+AL	T0_EXACT_OBSERVED	NO	OK	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	YES	NO
3568	G407-E3568	P1009-S527	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	salcheol	S+AL+CH+E+O+L	T0_EXACT_OBSERVED	NO	OK	Y	S|CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationsposten [wie zuvor] und entnimm den Stationsposten [wie zuvor]; zur Zielstation und über die sichtbare Verbindung; auf Grad I und als Ausführung.	Wähle den Stationsposten [wie zuvor] und entnimm den Stationsposten [wie zuvor]; zur Zielstation und über die sichtbare Verbindung; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationsposten [wie zuvor] und entnimm den Stationsposten [wie zuvor]; zur Zielstation und über die sichtbare Verbindung; auf Grad I und als Ausführung.	YES	NO
3569	G407-E3569	P1009-S527	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tar	T+AR	T0_EXACT_OBSERVED	NO	CH	Y	T	NONE	NONE	Y	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	Stelle den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	YES	NO
3570	G407-E3570	P1009-S527	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	T	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
3571	G407-E3571	P1009-S528	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	s	S	T0_EXACT_OBSERVED	NO	SH	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationsposten [wie zuvor].	Wähle den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationsposten [wie zuvor].	YES	NO
3572	G407-E3572	P1009-S528	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	altedy	AL+T+E+D_ADDR+Y	T0_EXACT_OBSERVED	NO	S	Y	T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der bezeichneten Stelle.	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der bezeichneten Stelle.	YES	NO
3573	G407-E3573	P1009-S528	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	sair	S+AIR	T0_EXACT_OBSERVED	NO	T	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationsposten [wie zuvor]; entlang der Stationsbahn.	Wähle den Stationsposten [wie zuvor]; entlang der Stationsbahn.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationsposten [wie zuvor]; entlang der Stationsbahn.	YES	NO
3574	G407-E3574	P1009-S528	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	S	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3575	G407-E3575	P1009-S529	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qedy	CARRIER_Q+E+DY	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	YES	NO
3576	G407-E3576	P1009-S530	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	T0_EXACT_OBSERVED	NO	OK	Y	CH|CH|P	NONE	NONE	Y	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	YES	NO
3577	G407-E3577	P1009-S531	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldar	L+DA+R	T0_EXACT_OBSERVED	NO	P	Y	R	NONE	NONE	Y	R	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf der zweiten Stufe.	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf der zweiten Stufe.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf der zweiten Stufe.	YES	NO
3578	G407-E3578	P1009-S531	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokchedy	OK+CHD+Y	T0_EXACT_OBSERVED	NO	R	Y	OK|CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES	NO
3579	G407-E3579	P1009-S531	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	T0_EXACT_OBSERVED	NO	CHD	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO
3580	G407-E3580	P1009-S532	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	OK	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
