dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
607	OLD26_GDT407	G407-E4232	P1008-E1235	G407-S677	f89r	PHARMA	2	2	0	yody	Y+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	AKTIVER POSTEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
608	OLD26_GDT407	G407-E4260	P1008-E1263	G407-S678	f89r	PHARMA	28	28	0	koldam	K+OL+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	GEBEN · FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
609	OLD26_GDT407	G407-E4261	P1008-E1264	G407-S679	f89r	PHARMA	1	1	0	olcheol	OL+CH+E+O+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CH	FORTSETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
610	OLD26_GDT407	G407-E4299	P1008-E1308	G407-S681	f89r	PHARMA	7	7	0	shody	SH+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
611	OLD26_GDT407	G407-E4303	P1008-E1312	G407-S682	f89r	PHARMA	4	4	0	oldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
612	OLD26_GDT407	G407-E4305	P1008-E1314	G407-S683	f89r	PHARMA	2	2	0	ytoldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
613	OLD26_GDT407	G407-E4316	P1008-E1325	G407-S684	f89r	PHARMA	11	11	0	ykeody	Y+K+E+O+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	AKTIVER POSTEN · GEBEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
614	OLD26_GDT407	G407-E4399	G404-E0511	G407-S686	f95v	HERBAL	1	1	0	tchody	T+CH+O+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T|CH	EINSTELLEN · NEHMEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
615	OLD26_GDT407	G407-E4401	G404-E0513	G407-S687	f95v	HERBAL	2	2	0	shody	SH+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
616	OLD26_GDT407	G407-E4404	G404-E0516	G407-S688	f95v	HERBAL	3	3	0	otedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
617	OLD26_GDT407	G407-E4409	G404-E0521	G407-S689	f95v	HERBAL	5	5	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
618	OLD26_GDT407	G407-E4427	G404-E0539	G407-S690	f95v	HERBAL	18	18	0	okalody	OK+AL+O+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · ZIELORT · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
619	OLD26_GDT407	G407-E4432	G404-E0544	G407-S691	f95v	HERBAL	5	5	0	shekydy	SH+E+K+Y+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH|K	HALTEN · GRAD I · GEBEN · AKTIVER POSTEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
620	OLD26_GDT407	G407-E4453	G404-E0565	G407-S692	f95v	HERBAL	21	21	0	ldy	L+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	VERBINDUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
621	OLD26_GDT407	G407-E4459	G404-E0571	G407-S694	f95v	HERBAL	1	1	0	olteedy	OL+T+EE+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	FORTSETZEN · EINSTELLEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
622	OLD26_GDT407	G407-E4474	G404-E0586	G407-S695	f95v	HERBAL	15	15	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
623	OLD26_GDT407	G407-E4479	G404-E0591	G407-S696	f95v	HERBAL	5	5	0	tchody	T+CH+O+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T|CH	EINSTELLEN · NEHMEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
624	OLD26_GDT407	G407-E4486	G404-E0598	G407-S697	f95v	HERBAL	7	7	0	chcthykedy	CH+CH+T+Y+K+E+DY	1	7	7	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|CH|T|K	NEHMEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
625	OLD26_GDT407	G407-E4494	G404-E0606	G407-S698	f95v	HERBAL	8	8	0	otaldy	OT+AL+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
626	OLD26_GDT407	G407-E4496	G404-E0608	G407-S699	f95v	HERBAL	2	2	0	ytshedy	Y+T+SH+E+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T|SH	AKTIVER POSTEN · EINSTELLEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
627	OLD26_GDT407	G407-E4501	G404-E0613	G407-S700	f95v	HERBAL	5	5	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
628	OLD26_GDT407	G407-E4506	G404-E0618	G407-S702	f95v	HERBAL	3	3	0	dchdy	CHD+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
629	OLD26_GDT407	G407-E4507	G404-E0619	G407-S703	f95v	HERBAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
630	OLD26_GDT407	G407-E4510	G404-E0622	G407-S704	f95v	HERBAL	3	3	0	otchdy	OT+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	DANACH · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
631	OLD26_GDT407	G407-E4524	G404-E0636	G407-S705	f95v	HERBAL	14	14	0	otardy	OT+AR+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · AUSGANG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
632	OLD26_GDT407	G407-E4525	G404-E0637	G407-S706	f95v	HERBAL	1	1	0	dchody	D_ADDR+CH+O+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CH	HIER · NEHMEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
633	OLD26_GDT407	G407-E4531	G404-E0643	G407-S707	f95v	HERBAL	6	6	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
634	OLD26_GDT407	G407-E4532	G404-E0644	G407-S708	f95v	HERBAL	1	1	0	okchedy	OK+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
635	OLD26_GDT407	G407-E4543	G404-E0655	G407-S709	f95v	HERBAL	11	11	0	skchdy	S+K+CHD+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	S|K|CHD	WÄHLEN · GEBEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
636	OLD26_GDT407	G407-E4553	G404-E0665	G407-S711	f95v	HERBAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
637	OLD26_GDT407	G407-E4554	G404-E0666	G407-S712	f95v	HERBAL	1	1	0	kshedy	K+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K|SH	GEBEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
638	OLD26_GDT407	G407-E4565	G404-E0677	G407-S713	f95v	HERBAL	11	11	0	ody	O+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
639	OLD26_GDT407	G407-E4575	G404-E0687	G407-S714	f95v	HERBAL	10	10	0	otody	OT+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
640	CURRENT4_GDT539	G515-E0002	G515-E0002	G515-S001	f4r	HERBAL	2	2	0	chpady	CH+P+A_ADDR+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|P	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; an der bezeichneten Stelle; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
641	CURRENT4_GDT539	G515-E0035	G515-E0035	G515-S003	f4r	HERBAL	4	4	0	tydy	T+Y+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T	Stelle den Pflanzenposten ein; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
642	CURRENT4_GDT539	G515-E0047	G515-E0047	G515-S004	f4r	HERBAL	12	12	0	cpholdy	CH+P+OL+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|P	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
643	CURRENT4_GDT539	G515-E0073	G515-E0073	G515-S006	f20v	HERBAL	9	9	0	opydy	O+P+Y+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
644	CURRENT4_GDT539	G515-E0160	G515-E0160	G515-S009	f31r	HERBAL	10	10	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
645	CURRENT4_GDT539	G515-E0189	G515-E0189	G515-S011	f31r	HERBAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
646	CURRENT4_GDT539	G515-E0190	G515-E0190	G515-S012	f31r	HERBAL	1	1	0	qotedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	Danach: auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
647	CURRENT4_GDT539	G515-E0200	G515-E0200	G515-S013	f31r	HERBAL	10	10	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
648	CURRENT4_GDT539	G515-E0203	G515-E0203	G515-S014	f31r	HERBAL	3	3	0	ldy	L+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	Im laufenden Satz bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
649	CURRENT4_GDT539	G515-E0204	G515-E0204	G515-S015	f31r	HERBAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	Halte; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
650	CURRENT4_GDT539	G515-E0205	G515-E0205	G515-S016	f31r	HERBAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
651	CURRENT4_GDT539	G515-E0217	G515-E0217	G515-S018	f31r	HERBAL	3	3	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
652	CURRENT4_GDT539	G515-E0218	G515-E0218	G515-S019	f31r	HERBAL	1	1	0	okedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
653	CURRENT4_GDT539	G515-E0219	G515-E0219	G515-S020	f31r	HERBAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
654	CURRENT4_GDT539	G515-E0220	G515-E0220	G515-S021	f31r	HERBAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
655	CURRENT4_GDT539	G515-E0234	G515-E0234	G515-S022	f31r	HERBAL	14	14	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
656	CURRENT4_GDT539	G515-E0239	G515-E0239	G515-S023	f31r	HERBAL	5	5	0	qoekedy	CARRIER_Q+O+E+K+E+DY	1	6	6	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
657	CURRENT4_GDT539	G515-E0240	G515-E0240	G515-S024	f31r	HERBAL	1	1	0	otedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	Danach: auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
658	CURRENT4_GDT539	G515-E0241	G515-E0241	G515-S025	f31r	HERBAL	1	1	0	ykedy	Y+K+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
659	CURRENT4_GDT539	G515-E0247	G515-E0247	G515-S026	f31r	HERBAL	6	6	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
660	CURRENT4_GDT539	G515-E0301	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	2	2	0	oteedy	OT+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
661	CURRENT4_GDT539	G515-E0302	G515-E0302	G515-S029	f66r	SOURCE_SECTION_T	1	1	0	opchedy	O+P+CHD+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	P|CHD	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
662	CURRENT4_GDT539	G515-E0305	G515-E0305	G515-S030	f66r	SOURCE_SECTION_T	3	3	0	shddy	SH+D_ADDR+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
663	CURRENT4_GDT539	G515-E0313	G515-E0313	G515-S031	f66r	SOURCE_SECTION_T	8	8	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
664	CURRENT4_GDT539	G515-E0314	G515-E0314	G515-S032	f66r	SOURCE_SECTION_T	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	Trage ein; auf Grad II; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
665	CURRENT4_GDT539	G515-E0316	G515-E0316	G515-S033	f66r	SOURCE_SECTION_T	2	2	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	Trage ein; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
666	CURRENT4_GDT539	G515-E0318	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	2	2	0	ykshedy	Y+K+SH+E+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K|SH	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
667	CURRENT4_GDT539	G515-E0319	G515-E0319	G515-S035	f66r	SOURCE_SECTION_T	1	1	0	chady	CH+A_ADDR+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CH	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
668	CURRENT4_GDT539	G515-E0329	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	10	10	0	qotedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
