unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
640	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A259	A3:G004	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
641	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A260	A3:G005	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
642	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A261	A3:G006	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
643	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A262	A3:G007	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
644	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A263	A3:G008	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
645	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A264	A3:G009	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
646	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A265	A3:G010	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
647	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A266	A3:G011	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
648	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A267	A3:G012	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
649	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A268	A3:G013	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
650	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A269	A3:G014	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
651	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A270	A3:G015	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
652	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A271	A3:G016	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
653	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A272	A3:G017	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
654	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A273	A3:G018	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
655	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A274	A3:G019	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
656	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A275	A3:G020	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
657	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A276	A3:G021	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
658	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A277	A3:G022	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
659	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A278	A3:G023	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
660	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A279	A3:G024	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
661	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A280	A3:G025	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
662	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A281	A3:G026	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
663	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A282	A3:G027	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
664	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A283	A3:G028	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
665	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A284	A3:G029	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
666	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A285	A3:G030	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
667	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A286	A3:G031	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
668	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A287	A3:G032	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
669	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A288	A3:G033	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
670	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A289	A3:G034	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
671	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A290	A3:G035	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
672	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A291	A3:G036	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
673	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A292	A3:G037	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
674	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A293	A3:G038	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
675	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A294	A3:G039	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
