event_id	instruction_id	clause_id	physical_page	surface	component_recipe	workshop_phrase_de
P912-E2469	P917-I1412	P915-C353	f88r	s	S	prüfen
P912-E2470	P917-I1413	P915-C353	f88r	okoldy	OK+OL+DY	den Gang beginnen und fortsetzen; Schluss
P912-E2471	P917-I1414	P915-C354	f88r	qokol	OK+OL	den Gang beginnen und fortsetzen
P912-E2472	P917-I1415	P915-C354	f88r	chol	OL	fortsetzen
P912-E2473	P917-I1415	P915-C354	f88r	qokol	OK+OL	den Gang beginnen und fortsetzen
P912-E2474	P917-I1416	P915-C354	f88r	qokol	OK+OL	den Gang beginnen und fortsetzen
P912-E2475	P917-I1417	P915-C354	f88r	chol	OL	fortsetzen
P912-E2476	P917-I1417	P915-C354	f88r	cheey	SH+EE+Y	dies länger halten
P912-E2477	P917-I1418	P915-C354	f88r	or	OR	Ansatz
P912-E2478	P917-I1418	P915-C354	f88r	aiin	AIIN	Sollmaß
P912-E2479	P917-I1418	P915-C354	f88r	oldal	OL+DA+L	fortsetzen; zweite Stufe; leiten
P912-E2480	P917-I1418	P915-C354	f88r	ykar	Y+K+AR	dies; zuordnen; Entnahmestelle
P912-E2481	P917-I1419	P915-C354	f88r	cheol	CHEO+L	den Auszug weiterleiten
P912-E2482	P917-I1419	P915-C354	f88r	chol	OL	fortsetzen
P912-E2483	P917-I1419	P915-C354	f88r	chey	Y	dies
P912-E2484	P917-I1419	P915-C354	f88r	ckhey	CKH+E+Y	Durchlass; kurz; dies
P912-E2485	P917-I1419	P915-C354	f88r	s	S	prüfen
P912-E2486	P917-I1420	P915-C354	f88r	or	OR	Ansatz
P912-E2487	P917-I1420	P915-C354	f88r	shear	SH+E+AR	halten; kurz; Entnahmestelle
P912-E2488	P917-I1421	P915-C354	f88r	ar	AR	Entnahmestelle
P912-E2489	P917-I1421	P915-C354	f88r	alsy	AL+S+Y	Zielstelle; prüfen; dies
P912-E2490	P917-I1422	P915-C354	f88r	kor	K+OR	zuordnen; Ansatz
P912-E2491	P917-I1423	P915-C354	f88r	chey	Y	dies
P912-E2492	P917-I1423	P915-C354	f88r	qokol	OK+OL	den Gang beginnen und fortsetzen
P912-E2493	P917-I1424	P915-C354	f88r	cheol	CHEO+L	den Auszug weiterleiten
P912-E2494	P917-I1424	P915-C354	f88r	chody	CH+O+D_ADDR+Y	entnehmen; Arbeitsgang; Teilstelle; dies
P912-E2495	P917-I1425	P915-C354	f88r	qokol	OK+OL	den Gang beginnen und fortsetzen
P912-E2496	P917-I1426	P915-C354	f88r	kchor	K+CH+OR	zuordnen; vom Ansatz entnehmen
P912-E2497	P917-I1427	P915-C354	f88r	chol	OL	fortsetzen
P912-E2498	P917-I1427	P915-C354	f88r	dal	AL	Zielstelle
P912-E2499	P917-I1427	P915-C354	f88r	ykeeey	Y+K+EEE+Y	dies; zuordnen; vollständig; dies
P912-E2500	P917-I1428	P915-C354	f88r	cheor	CHEO+R	Auszug; Zustand
P912-E2501	P917-I1429	P915-C354	f88r	cheotey	CHEO+T+E+Y	Auszug; bearbeiten; kurz; dies
P912-E2502	P917-I1430	P915-C354	f88r	cheol	CHEO+L	den Auszug weiterleiten
P912-E2503	P917-I1430	P915-C354	f88r	qokeor	OK+E+OR	ansetzen; kurz; Ansatz
P912-E2504	P917-I1431	P915-C354	f88r	chetchy	CH+E+T+CH+Y	entnehmen; kurz; bearbeiten; entnehmen; dies
P912-E2505	P917-I1432	P915-C354	f88r	ofal	O+LOCAL_CHAR_F+AL	Arbeitsgang; f-Zeichen; Zielstelle
P912-E2506	P917-I1433	P915-C354	f88r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E2507	P917-I1433	P915-C354	f88r	chear	CH+E+AR	entnehmen; kurz; Entnahmestelle
P912-E2508	P917-I1434	P915-C354	f88r	chol	OL	fortsetzen
P912-E2509	P917-I1434	P915-C354	f88r	dol	D_ADDR+OL	in diesem Teil fortsetzen
P912-E2510	P917-I1434	P915-C354	f88r	qoekeor	CARRIER_Q+O+E+K+E+OR	q-Träger; Arbeitsgang; kurz; zuordnen; kurz; Ansatz
P912-E2511	P917-I1435	P915-C354	f88r	cheom	CHEO+AM_ADDR	Auszug; Innenstelle
