unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
634	CELESTIAL_ALMANAC	f68r1	A2	f68r1.37:3	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 3 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
635	CELESTIAL_ALMANAC	f68r1	A2	f68r1.37:4	A2:G064	A2_CENTRAL_LEGEND_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 4 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
636	CELESTIAL_ALMANAC	f68r1	A2	f68r1.37:5	A2:G065	A2_CENTRAL_LEGEND_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 5 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
637	CELESTIAL_ALMANAC	f69v	A3	f69v.1:1	A3:G001	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
638	CELESTIAL_ALMANAC	f69v	A3	f69v.1:2	A3:G002	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
639	CELESTIAL_ALMANAC	f69v	A3	f69v.1:3	A3:G003	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
640	CELESTIAL_ALMANAC	f69v	A3	f69v.1:4	A3:G004	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
641	CELESTIAL_ALMANAC	f69v	A3	f69v.1:5	A3:G005	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 5 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
642	CELESTIAL_ALMANAC	f69v	A3	f69v.1:6	A3:G006	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 6 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
643	CELESTIAL_ALMANAC	f69v	A3	f69v.1:7	A3:G007	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 7 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
644	CELESTIAL_ALMANAC	f69v	A3	f69v.1:8	A3:G008	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 8 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
645	CELESTIAL_ALMANAC	f69v	A3	f69v.1:9	A3:G009	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 9 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
646	CELESTIAL_ALMANAC	f69v	A3	f69v.1:10	A3:G010	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 10 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
647	CELESTIAL_ALMANAC	f69v	A3	f69v.1:11	A3:G011	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 11 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
648	CELESTIAL_ALMANAC	f69v	A3	f69v.1:12	A3:G012	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 12 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
649	CELESTIAL_ALMANAC	f69v	A3	f69v.1:13	A3:G013	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 13 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
650	CELESTIAL_ALMANAC	f69v	A3	f69v.1:14	A3:G014	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 14 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
651	CELESTIAL_ALMANAC	f69v	A3	f69v.1:15	A3:G015	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 15 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
652	CELESTIAL_ALMANAC	f69v	A3	f69v.1:16	A3:G016	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 16 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
653	CELESTIAL_ALMANAC	f69v	A3	f69v.1:17	A3:G017	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 17 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
654	CELESTIAL_ALMANAC	f69v	A3	f69v.1:18	A3:G018	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 18 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
655	CELESTIAL_ALMANAC	f69v	A3	f69v.1:19	A3:G019	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 19 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
656	CELESTIAL_ALMANAC	f69v	A3	f69v.1:20	A3:G020	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 20 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
657	CELESTIAL_ALMANAC	f69v	A3	f69v.1:21	A3:G021	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 21 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
658	CELESTIAL_ALMANAC	f69v	A3	f69v.1:22	A3:G022	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 22 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
659	CELESTIAL_ALMANAC	f69v	A3	f69v.1:23	A3:G023	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 23 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
660	CELESTIAL_ALMANAC	f69v	A3	f69v.1:24	A3:G024	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 24 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
661	CELESTIAL_ALMANAC	f69v	A3	f69v.1:25	A3:G025	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 25 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
662	CELESTIAL_ALMANAC	f69v	A3	f69v.1:26	A3:G026	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 26 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
663	CELESTIAL_ALMANAC	f69v	A3	f69v.1:27	A3:G027	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 27 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
664	CELESTIAL_ALMANAC	f69v	A3	f69v.1:28	A3:G028	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 28 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
665	CELESTIAL_ALMANAC	f69v	A3	f69v.1:29	A3:G029	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 29 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
666	CELESTIAL_ALMANAC	f69v	A3	f69v.1:30	A3:G030	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 30 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
667	CELESTIAL_ALMANAC	f69v	A3	f69v.1:31	A3:G031	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 31 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
668	CELESTIAL_ALMANAC	f69v	A3	f69v.1:32	A3:G032	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 32 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
669	CELESTIAL_ALMANAC	f69v	A3	f69v.1:33	A3:G033	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 33 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
670	CELESTIAL_ALMANAC	f69v	A3	f69v.1:34	A3:G034	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 34 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
671	CELESTIAL_ALMANAC	f69v	A3	f69v.1:35	A3:G035	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 35 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
672	CELESTIAL_ALMANAC	f69v	A3	f69v.1:36	A3:G036	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 36 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
673	CELESTIAL_ALMANAC	f69v	A3	f69v.1:37	A3:G037	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 37 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
674	CELESTIAL_ALMANAC	f69v	A3	f69v.1:38	A3:G038	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 38 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
675	CELESTIAL_ALMANAC	f69v	A3	f69v.1:39	A3:G039	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 39 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
676	CELESTIAL_ALMANAC	f69v	A3	f69v.1:40	A3:G040	A3_LEFT_WHEEL_RING_TEXT @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 40 am Besitzer A3_LEFT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
677	CELESTIAL_ALMANAC	f69v	A3	f69v.2:1	A3:G041	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
678	CELESTIAL_ALMANAC	f69v	A3	f69v.2:2	A3:G042	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
679	CELESTIAL_ALMANAC	f69v	A3	f69v.2:3	A3:G043	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
680	CELESTIAL_ALMANAC	f69v	A3	f69v.2:4	A3:G044	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
681	CELESTIAL_ALMANAC	f69v	A3	f69v.2:5	A3:G045	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 5 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
682	CELESTIAL_ALMANAC	f69v	A3	f69v.2:6	A3:G046	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 6 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
683	CELESTIAL_ALMANAC	f69v	A3	f69v.2:7	A3:G047	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 7 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	UNCHANGED
