locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
395	f70v	f70v1	ZODIAC	f70v1.12	C	23	0	0	daiin · okey · otodal · cheokeeo · okeodal · shol · olaiin · saiin · sheo · qokeeol · otchykey · chekeal · oteosaiin · chekey · okeolol · chees · oeey · opotey · dal · al · s · otecheo · dal	SOLL-MASS | ANSETZEN · KURZ · DIESER POSTEN | DANACH · GANG · ZIELSTELLE | ENTNEHMEN/ABLESEN · KURZ · ANSETZEN · LANG · GANG | ANSETZEN · KURZ · GANG · ZIELSTELLE | HALTEN · FORTSETZEN | FORTSETZEN · SOLL-MASS | KONTEXT/PROBE · SOLL-MASS | HALTEN · KURZ · GANG | ANSETZEN · LANG · FORTSETZEN | DANACH · DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN | ZUSTAND BEHANDELN · KURZ · ZIELSTELLE | DANACH · KURZ · GANG · S-ADRESSE · SOLL-MASS | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | ANSETZEN · KURZ · FORTSETZEN · FORTSETZEN | HALTEN · LANG · S-ADRESSE | GANG · LANG · DIESER POSTEN | GANG · BEGINNEN/EINSETZEN · GANG · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | ZIELSTELLE | ZIELSTELLE | KONTEXT/PROBE | DANACH · KURZ · REGISTER-EINTRAG | ZIELSTELLE	nach Sollmaß; die Ringstelle setzen; kurz; diesen Posten; danach; den Ringgang lesen; zur Zielstelle; die Kennung ablesen; kurz; die Ringstelle setzen; länger; den Ringgang lesen; die Ringstelle setzen; kurz; den Ringgang lesen; zur Zielstelle; den Bezug halten; fortsetzen; fortsetzen; nach Sollmaß; die Sternkennung lesen; nach Sollmaß; den Bezug halten; kurz; den Ringgang lesen; die Ringstelle setzen; länger; fortsetzen; danach; diesen Posten; den Wert zuordnen; kurz; diesen Posten; den Kennungszustand setzen; kurz; zur Zielstelle; danach; kurz; den Ringgang lesen; an der S-Adresse; nach Sollmaß; den Kennungszustand setzen; kurz; diesen Posten; die Ringstelle setzen; kurz; fortsetzen; fortsetzen; den Bezug halten; länger; an der S-Adresse; den Ringgang lesen; länger; diesen Posten; den Ringgang lesen; den Eintrag beginnen; den Ringgang lesen; die Stelle markieren; kurz; diesen Posten; zur Zielstelle; zur Zielstelle; die Sternkennung lesen; danach; kurz; den lokalen Eintrag lesen; zur Zielstelle	NO
396	f70v	f70v1	ZODIAC	f70v1.13	L	1	1	1	okoly	ANSETZEN · FORTSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries inner figure 01	NO
397	f70v	f70v1	ZODIAC	f70v1.14	L	1	1	1	otalaiin	DANACH · ZIELSTELLE · SOLL-MASS	Bild-/Musterwert: Kennung fuer aries inner figure 02	NO
398	f70v	f70v1	ZODIAC	f70v1.15	L	3	3	3	oteo · alals · araly	DANACH · KURZ · GANG | ZIELSTELLE · ZIELSTELLE · S-ADRESSE | QUELLSTELLE · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries inner figure 03; Bild-/Musterwert: Kennung fuer aries inner figure 03; Bild-/Musterwert: Kennung fuer aries inner figure 03	NO
399	f70v	f70v1	ZODIAC	f70v1.16	L	3	3	3	oteoeey · otal · okealar	DANACH · KURZ · GANG · LANG · DIESER POSTEN | DANACH · ZIELSTELLE | ANSETZEN · KURZ · ZIELSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer aries inner figure 04; Bild-/Musterwert: Kennung fuer aries outer figure 10; Bild-/Musterwert: Kennung fuer aries inner figure 04	NO
400	f70v	f70v1	ZODIAC	f70v1.17	L	2	2	2	otear · araydy	DANACH · KURZ · QUELLSTELLE | QUELLSTELLE · LOKALE ADRESSE · DIESER POSTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer aries inner figure 05; Bild-/Musterwert: Kennung fuer aries inner figure 05	NO
401	f70v	f70v2	ZODIAC	f70v2.1	C	42	0	0	okcheo · dar · otey · ykeey · tchy · otsheo · oteotey · shey · shecth · opcheoldair · dateey · sal · ody · choteey · choeteedy · oteoteotsho · yteos · alain · sheodaly · o · aiin · cholkal · chokear · oteody · cholaiin · oteeoal · al · sheeos · okey · chol · dy · otees · cho · s · olar · otoaiin · oteeody · sos · todaiin · chokain · otalal · oteeam	ANSETZEN · REGISTER-EINTRAG | TEILADRESSE · QUELLSTELLE | DANACH · KURZ · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN | BEARBEITEN/MARKIEREN · DIESER POSTEN | DANACH · HALTEN · KURZ · GANG | DANACH · KURZ · GANG · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | HALTEN · KURZ · STATUS | GANG · BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · KURZ · FORTSETZEN · TEILADRESSE · LAUF | ZWEITE STUFE · BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN | KONTEXT/PROBE · ZIELSTELLE | GANG · SCHLUSS | ENTNEHMEN/ABLESEN · DANACH · LANG · DIESER POSTEN | OBJEKTTEIL · KURZ · BEARBEITEN/MARKIEREN · LANG · SCHLUSS | DANACH · KURZ · GANG · BEARBEITEN/MARKIEREN · KURZ · GANG · BEARBEITEN/MARKIEREN · HALTEN · GANG | DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · GANG · S-ADRESSE | ZIELSTELLE · PORTION | HALTEN · KURZ · GANG · ZIELSTELLE · DIESER POSTEN | GANG | SOLL-MASS | FORTSETZEN · ZUORDNEN/ZUGEBEN · ZIELSTELLE | ANSETZEN · KURZ · QUELLSTELLE | DANACH · KURZ · GANG · DIESER POSTEN | FORTSETZEN · SOLL-MASS | DANACH · LANG · GANG · ZIELSTELLE | ZIELSTELLE | HALTEN · LANG · GANG · S-ADRESSE | ANSETZEN · KURZ · DIESER POSTEN | FORTSETZEN | DIESER POSTEN | DANACH · LANG · S-ADRESSE | OBJEKTTEIL | KONTEXT/PROBE | FORTSETZEN · QUELLSTELLE | DANACH · GANG · SOLL-MASS | DANACH · LANG · GANG · SCHLUSS | S-ADRESSE · GANG · S-ADRESSE | BEARBEITEN/MARKIEREN · GANG · SOLL-MASS | ANSETZEN · PORTION | DANACH · ZIELSTELLE · ZIELSTELLE | DANACH · LANG · GEGEN-/INNENFELD	die Ringstelle setzen; den lokalen Eintrag lesen; an der Teiladresse; von der Quellstelle; danach; kurz; diesen Posten; diesen Posten; den Wert zuordnen; länger; diesen Posten; die Stelle markieren; diesen Posten; danach; den Bezug halten; kurz; den Ringgang lesen; danach; kurz; den Ringgang lesen; die Stelle markieren; kurz; diesen Posten; den Bezug halten; kurz; diesen Posten; den Bezug halten; kurz; den Stellenstatus prüfen; den Ringgang lesen; den Eintrag beginnen; die Kennung ablesen; kurz; fortsetzen; an der Teiladresse; entlang des Laufs; auf der zweiten Stufe; die Stelle markieren; länger; diesen Posten; die Sternkennung lesen; zur Zielstelle; den Ringgang lesen; den Schritt schließen; die Kennung ablesen; danach; länger; diesen Posten; den Figurenteil verwenden; kurz; die Stelle markieren; länger; den Schritt schließen; danach; kurz; den Ringgang lesen; die Stelle markieren; kurz; den Ringgang lesen; die Stelle markieren; den Bezug halten; den Ringgang lesen; diesen Posten; die Stelle markieren; kurz; den Ringgang lesen; an der S-Adresse; zur Zielstelle; eine Portion; den Bezug halten; kurz; den Ringgang lesen; zur Zielstelle; diesen Posten; den Ringgang lesen; nach Sollmaß; fortsetzen; den Wert zuordnen; zur Zielstelle; die Ringstelle setzen; kurz; von der Quellstelle; danach; kurz; den Ringgang lesen; diesen Posten; fortsetzen; nach Sollmaß; danach; länger; den Ringgang lesen; zur Zielstelle; zur Zielstelle; den Bezug halten; länger; den Ringgang lesen; an der S-Adresse; die Ringstelle setzen; kurz; diesen Posten; fortsetzen; diesen Posten; danach; länger; an der S-Adresse; den Figurenteil verwenden; die Sternkennung lesen; fortsetzen; von der Quellstelle; danach; den Ringgang lesen; nach Sollmaß; danach; länger; den Ringgang lesen; den Schritt schließen; an der S-Adresse; den Ringgang lesen; an der S-Adresse; die Stelle markieren; den Ringgang lesen; nach Sollmaß; die Ringstelle setzen; eine Portion; danach; zur Zielstelle; zur Zielstelle; danach; länger; am Gegen-/Innenfeld	NO
402	f70v	f70v2	ZODIAC	f70v2.2	L	1	1	1	otalalg	DANACH · ZIELSTELLE · ZIELSTELLE · G-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 01	NO
403	f70v	f70v2	ZODIAC	f70v2.3	L	1	1	1	ykary	DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 02	NO
404	f70v	f70v2	ZODIAC	f70v2.4	L	1	1	1	otar	DANACH · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)	NO
405	f70v	f70v2	ZODIAC	f70v2.5	L	1	1	1	oty	DANACH · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 04	NO
406	f70v	f70v2	ZODIAC	f70v2.6	L	2	2	2	oky · ody	ANSETZEN · DIESER POSTEN | GANG · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 05; Bild-/Musterwert: Kennung fuer pisces outer figure 05	NO
407	f70v	f70v2	ZODIAC	f70v2.7	L	2	2	2	oty · ar	DANACH · DIESER POSTEN | QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces outer figure 04; Bild-/Musterwert: Kennung fuer pisces outer figure 06	NO
408	f70v	f70v2	ZODIAC	f70v2.8	L	1	1	1	okala	ANSETZEN · ZIELSTELLE · LOKALE ADRESSE	Bild-/Musterwert: Kennung fuer pisces outer figure 07	NO
409	f70v	f70v2	ZODIAC	f70v2.9	L	1	1	1	otody	DANACH · GANG · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 08	NO
410	f70v	f70v2	ZODIAC	f70v2.10	L	1	1	1	otald	DANACH · ZIELSTELLE · D-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 09	NO
411	f70v	f70v2	ZODIAC	f70v2.11	L	1	1	1	otaldar	DANACH · ZIELSTELLE · TEILADRESSE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces outer figure 10	NO
412	f70v	f70v2	ZODIAC	f70v2.12	L	1	1	1	okody	ANSETZEN · GANG · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 11	NO
413	f70v	f70v2	ZODIAC	f70v2.13	L	1	1	1	opysam	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN · S-ADRESSE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces outer figure 12	NO
414	f70v	f70v2	ZODIAC	f70v2.14	L	1	1	1	chy	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)	NO
415	f70v	f70v2	ZODIAC	f70v2.15	L	1	1	1	otaly	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 05	NO
416	f70v	f70v2	ZODIAC	f70v2.16	L	2	2	2	otal · arar	DANACH · ZIELSTELLE | QUELLSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10; Bild-/Musterwert: Kennung fuer pisces outer figure 15	NO
417	f70v	f70v2	ZODIAC	f70v2.17	L	1	1	1	otaldy	DANACH · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 16	NO
418	f70v	f70v2	ZODIAC	f70v2.18	L	1	1	1	okeoly	ANSETZEN · KURZ · FORTSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 17	NO
419	f70v	f70v2	ZODIAC	f70v2.19	L	1	1	1	okydy	ANSETZEN · DIESER POSTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 18	NO
420	f70v	f70v2	ZODIAC	f70v2.20	L	1	1	1	okees	ANSETZEN · LANG · S-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 19	NO
421	f70v	f70v2	ZODIAC	f70v2.21	C	33	0	0	daii · amdy · otar · am · aral · otair · chedaiin · oteey · dair · shchey · daiin · chalaly · oteody · chotol · chedy · oteotey · oteeeor · ar · alody · daiir · oteedar · oteey · teey · dalal · cheoltey · oteedy · sheeteey · okeeol · ykeeos · shey · ykair · arar · alos	ZWEITE STUFE · STUFE | GEGEN-/INNENFELD · SCHLUSS | DANACH · QUELLSTELLE | GEGEN-/INNENFELD | QUELLSTELLE · ZIELSTELLE | DANACH · LAUF | UMSETZEN · SOLL-MASS | DANACH · LANG · DIESER POSTEN | TEILADRESSE · LAUF | HALTEN · DIESER POSTEN | SOLL-MASS | ENTNEHMEN/ABLESEN · ZIELSTELLE · ZIELSTELLE · DIESER POSTEN | DANACH · KURZ · GANG · DIESER POSTEN | ENTNEHMEN/ABLESEN · DANACH · FORTSETZEN | UMSETZEN · DIESER POSTEN | DANACH · KURZ · GANG · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | DANACH · VOLL · ANSATZ/EINTRAG | QUELLSTELLE | ZIELSTELLE · GANG · SCHLUSS | ZWEITE STUFE · STUFE · MARKIERTER ZUSTAND | DANACH · LANG · QUELLSTELLE | DANACH · LANG · DIESER POSTEN | BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN | ZIELSTELLE · ZIELSTELLE | ENTNEHMEN/ABLESEN · KURZ · FORTSETZEN · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | DANACH · LANG · SCHLUSS | HALTEN · LANG · BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN | ANSETZEN · LANG · FORTSETZEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · GANG · S-ADRESSE | HALTEN · KURZ · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LAUF | QUELLSTELLE · QUELLSTELLE | ZIELSTELLE · GANG · S-ADRESSE	auf der zweiten Stufe; auf der Stufe; am Gegen-/Innenfeld; den Schritt schließen; danach; von der Quellstelle; am Gegen-/Innenfeld; von der Quellstelle; zur Zielstelle; danach; entlang des Laufs; die Bezugsstelle wechseln; nach Sollmaß; danach; länger; diesen Posten; an der Teiladresse; entlang des Laufs; den Bezug halten; diesen Posten; nach Sollmaß; die Kennung ablesen; zur Zielstelle; zur Zielstelle; diesen Posten; danach; kurz; den Ringgang lesen; diesen Posten; die Kennung ablesen; danach; fortsetzen; die Bezugsstelle wechseln; diesen Posten; danach; kurz; den Ringgang lesen; die Stelle markieren; kurz; diesen Posten; danach; vollständig; mit dem lokalen Eintrag; von der Quellstelle; zur Zielstelle; den Ringgang lesen; den Schritt schließen; auf der zweiten Stufe; auf der Stufe; den Kennungszustand markieren; danach; länger; von der Quellstelle; danach; länger; diesen Posten; die Stelle markieren; länger; diesen Posten; zur Zielstelle; zur Zielstelle; die Kennung ablesen; kurz; fortsetzen; die Stelle markieren; kurz; diesen Posten; danach; länger; den Schritt schließen; den Bezug halten; länger; die Stelle markieren; länger; diesen Posten; die Ringstelle setzen; länger; fortsetzen; diesen Posten; den Wert zuordnen; länger; den Ringgang lesen; an der S-Adresse; den Bezug halten; kurz; diesen Posten; diesen Posten; den Wert zuordnen; entlang des Laufs; von der Quellstelle; von der Quellstelle; zur Zielstelle; den Ringgang lesen; an der S-Adresse	NO
422	f70v	f70v2	ZODIAC	f70v2.22	L	2	2	2	otar · am	DANACH · QUELLSTELLE | GEGEN-/INNENFELD	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28)	NO
423	f70v	f70v2	ZODIAC	f70v2.23	L	2	2	2	otar · al	DANACH · QUELLSTELLE | ZIELSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57); Bild-/Musterwert: Kennung fuer pisces inner figure 02	NO
424	f70v	f70v2	ZODIAC	f70v2.24	L	1	1	1	otalar	DANACH · ZIELSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 03	NO
425	f70v	f70v2	ZODIAC	f70v2.25	L	1	1	1	otalam	DANACH · ZIELSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 04	NO
426	f70v	f70v2	ZODIAC	f70v2.26	L	1	1	1	dolaram	TEILADRESSE · FORTSETZEN · QUELLSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 05	NO
427	f70v	f70v2	ZODIAC	f70v2.27	L	1	1	1	okaram	ANSETZEN · QUELLSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 06	NO
428	f70v	f70v2	ZODIAC	f70v2.28	L	1	1	1	oteosal	DANACH · KURZ · GANG · S-ADRESSE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 07	NO
429	f70v	f70v2	ZODIAC	f70v2.29	L	1	1	1	salols	S-KENNZEICHEN · ZIELSTELLE · FORTSETZEN · S-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces inner figure 08	NO
430	f70v	f70v2	ZODIAC	f70v2.30	L	1	1	1	okaldal	ANSETZEN · ZIELSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 09	NO
431	f70v	f70v2	ZODIAC	f70v2.31	L	1	1	1	ykolaiin	DIESER POSTEN · ZUORDNEN/ZUGEBEN · FORTSETZEN · SOLL-MASS	Bild-/Musterwert: Kennung fuer pisces inner figure 10	NO
432	f70v	f70v2	ZODIAC	f70v2.32	C	22	0	0	otal · daly · oteoal · dal · aildy · otaiin · ar · oteey · shal · o · qoteeal · ar · al · otaiin · al · teodaiin · oteeo · cthey · oteeos · oteos · aiin · daim	DANACH · ZIELSTELLE | ZIELSTELLE · DIESER POSTEN | DANACH · KURZ · GANG · ZIELSTELLE | ZIELSTELLE | LOKALE ADRESSE · STUFE · LEITEN · SCHLUSS | DANACH · SOLL-MASS | QUELLSTELLE | DANACH · LANG · DIESER POSTEN | HALTEN · ZIELSTELLE | GANG | DANACH · LANG · ZIELSTELLE | QUELLSTELLE | ZIELSTELLE | DANACH · SOLL-MASS | ZIELSTELLE | BEARBEITEN/MARKIEREN · KURZ · GANG · SOLL-MASS | DANACH · LANG · GANG | STATUS · KURZ · DIESER POSTEN | DANACH · LANG · GANG · S-ADRESSE | DANACH · KURZ · GANG · S-ADRESSE | SOLL-MASS | ZWEITE STUFE · STUFE · M-KENNZEICHEN	danach; zur Zielstelle; zur Zielstelle; diesen Posten; danach; kurz; den Ringgang lesen; zur Zielstelle; zur Zielstelle; an der lokalen Adresse; auf der Stufe; weiterleiten; den Schritt schließen; danach; nach Sollmaß; von der Quellstelle; danach; länger; diesen Posten; den Bezug halten; zur Zielstelle; den Ringgang lesen; danach; länger; zur Zielstelle; von der Quellstelle; zur Zielstelle; danach; nach Sollmaß; zur Zielstelle; die Stelle markieren; kurz; den Ringgang lesen; nach Sollmaß; danach; länger; den Ringgang lesen; den Stellenstatus prüfen; kurz; diesen Posten; danach; länger; den Ringgang lesen; an der S-Adresse; danach; kurz; den Ringgang lesen; an der S-Adresse; nach Sollmaß; auf der zweiten Stufe; auf der Stufe; mit M-Kennzeichen	NO
433	f70v	f70v2	ZODIAC	f70v2.33	L	1	1	1	otolal	DANACH · FORTSETZEN · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces central fish pair	NO
434	f88r	f88r	PHARMA	f88r.1	L	1	1	1	otorchety	DANACH · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	Bild-/Musterwert: feine faserwurzel a	NO
435	f88r	f88r	PHARMA	f88r.2	L	1	1	1	osal	GANG · KONTEXT/PROBE · ZIELSTELLE	Bild-/Musterwert: dunkle pfahlwurzel b	NO
436	f88r	f88r	PHARMA	f88r.3	L	1	1	1	orald	ANSATZ/EINTRAG · ZIELSTELLE · TEILADRESSE	Bild-/Musterwert: gebuendelte wurzel c	NO
437	f88r	f88r	PHARMA	f88r.4	L	1	1	1	oldar	FORTSETZEN · ZWEITE STUFE · MARKIERTER ZUSTAND	Bild-/Musterwert: doppelknolle d	NO
438	f88r	f88r	PHARMA	f88r.5	L	1	1	1	otoky	DANACH · ANSETZEN · DIESER POSTEN	Bild-/Musterwert: knotenwurzel e	NO
439	f88r	f88r	PHARMA	f88r.6	L	1	1	1	otaly	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: blattwurzel f	NO
440	f88r	f88r	PHARMA	f88r.7	P	8	0	0	dorsheoy · ctheol · qockhey · dory · sheor · sholfchor · dal · chcthol	TEILADRESSE · ANSATZ/EINTRAG · HALTEN · KURZ · GANG · DIESER POSTEN | STATUS · KURZ · FORTSETZEN | GANG · DURCHLASS · KURZ · DIESER POSTEN | TEILADRESSE · ANSATZ/EINTRAG · DIESER POSTEN | HALTEN · KURZ · ANSATZ/EINTRAG | HALTEN · FORTSETZEN · F-KENNZEICHEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | ZIELSTELLE | ENTNEHMEN/ABLESEN · STATUS · FORTSETZEN	an der Teiladresse; mit dem Gefäßansatz; den Ansatz halten; kurz; den Zubereitungsgang ausführen; diesen Posten; den Ansatzstatus prüfen; kurz; fortsetzen; den Zubereitungsgang ausführen; durch den Durchlass; kurz; diesen Posten; an der Teiladresse; mit dem Gefäßansatz; diesen Posten; den Ansatz halten; kurz; mit dem Gefäßansatz; den Ansatz halten; fortsetzen; mit lokalem F-Kennzeichen; die Zutat entnehmen; mit dem Gefäßansatz; zur Zielstelle; die Zutat entnehmen; den Ansatzstatus prüfen; fortsetzen	NO
441	f88r	f88r	PHARMA	f88r.8	P	12	0	1	ral · sheom · keol · chear · shekor · qokor · daiin · sar · s · aiin · oky · sam	MARKIERTER ZUSTAND · ZIELSTELLE | HALTEN · KURZ · GANG · GEGEN-/INNENFELD | ZUORDNEN/ZUGEBEN · KURZ · FORTSETZEN | ENTNEHMEN/ABLESEN · KURZ · QUELLSTELLE | HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG | ANSETZEN · ANSATZ/EINTRAG | SOLL-MASS | KONTEXT/PROBE · QUELLSTELLE | KONTEXT/PROBE | SOLL-MASS | ANSETZEN · DIESER POSTEN | KONTEXT/PROBE · GEGEN-/INNENFELD	den Zustand markieren; zur Zielstelle; den Ansatz halten; kurz; den Zubereitungsgang ausführen; am Gegen-/Innenfeld; die Zutat zugeben; kurz; fortsetzen; die Zutat entnehmen; kurz; von der Quellstelle; den Ansatz halten; kurz; die Zutat zugeben; mit dem Gefäßansatz; den Ansatz beginnen; mit dem Gefäßansatz; nach Sollmaß; und dann; von der Quellstelle; und dann; nach Sollmaß; den Ansatz beginnen; diesen Posten; und dann; am Gegen-/Innenfeld	NO
442	f88r	f88r	PHARMA	f88r.9	P	11	0	0	oain · or · om · otam · okeom · cheeor · qokeody · dar · or · om · cheody	GANG · PORTION | ANSATZ/EINTRAG | GANG · GEGEN-/INNENFELD | DANACH · GEGEN-/INNENFELD | ANSETZEN · KURZ · GANG · GEGEN-/INNENFELD | ENTNEHMEN/ABLESEN · LANG · ANSATZ/EINTRAG | ANSETZEN · KURZ · GANG · TEILADRESSE · DIESER POSTEN | TEILADRESSE · QUELLSTELLE | ANSATZ/EINTRAG | GANG · GEGEN-/INNENFELD | REGISTER-EINTRAG · DIESER POSTEN	den Zubereitungsgang ausführen; eine Portion; mit dem Gefäßansatz; den Zubereitungsgang ausführen; am Gegen-/Innenfeld; danach; am Gegen-/Innenfeld; den Ansatz beginnen; kurz; den Zubereitungsgang ausführen; am Gegen-/Innenfeld; die Zutat entnehmen; länger; mit dem Gefäßansatz; den Ansatz beginnen; kurz; den Zubereitungsgang ausführen; an der Teiladresse; diesen Posten; an der Teiladresse; von der Quellstelle; mit dem Gefäßansatz; den Zubereitungsgang ausführen; am Gegen-/Innenfeld; den Auszug verwenden; diesen Posten	NO
443	f88r	f88r	PHARMA	f88r.10	P	9	0	0	qokeol · cheol · saiin · cheos · cheol · doleeey · or · cheom · cheojam	ANSETZEN · KURZ · FORTSETZEN | REGISTER-EINTRAG · LEITEN | KONTEXT/PROBE · SOLL-MASS | REGISTER-EINTRAG · KONTEXT/PROBE | REGISTER-EINTRAG · LEITEN | TEILADRESSE · FORTSETZEN · VOLL · DIESER POSTEN | ANSATZ/EINTRAG | REGISTER-EINTRAG · GEGEN-/INNENFELD | REGISTER-EINTRAG · J-KENNZEICHEN · LOKALE ADRESSE · GEGEN-/INNENFELD	den Ansatz beginnen; kurz; fortsetzen; den Auszug verwenden; weiterleiten; und dann; nach Sollmaß; den Auszug verwenden; und dann; den Auszug verwenden; weiterleiten; an der Teiladresse; fortsetzen; vollständig; diesen Posten; mit dem Gefäßansatz; den Auszug verwenden; am Gegen-/Innenfeld; den Auszug verwenden; mit lokalem J-Kennzeichen; an der lokalen Adresse; am Gegen-/Innenfeld	NO
444	f88r	f88r	PHARMA	f88r.11	P	7	0	1	yokeody · cheom · qoor · cheeb · ykeor · shy · sam	DIESER POSTEN · ANSETZEN · KURZ · GANG · TEILADRESSE · DIESER POSTEN | REGISTER-EINTRAG · GEGEN-/INNENFELD | GANG · ANSATZ/EINTRAG | ENTNEHMEN/ABLESEN · LANG · B-KENNZEICHEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · ANSATZ/EINTRAG | DIESER POSTEN | KONTEXT/PROBE · GEGEN-/INNENFELD	diesen Posten; den Ansatz beginnen; kurz; den Zubereitungsgang ausführen; an der Teiladresse; diesen Posten; den Auszug verwenden; am Gegen-/Innenfeld; den Zubereitungsgang ausführen; mit dem Gefäßansatz; die Zutat entnehmen; länger; mit lokalem B-Kennzeichen; diesen Posten; die Zutat zugeben; kurz; mit dem Gefäßansatz; diesen Posten; und dann; am Gegen-/Innenfeld	NO
445	f88r	f88r	PHARMA	f88r.12	L	1	1	1	otaldy	DANACH · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: wurzelbuendel g	NO
446	f88r	f88r	PHARMA	f88r.13	L	1	1	1	oram	ANSATZ/EINTRAG · LOKALE ADRESSE · GEGEN-/INNENFELD	Bild-/Musterwert: gelappter pflanzenteil h	NO
447	f88r	f88r	PHARMA	f88r.14	L	1	1	1	dary	ZWEITE STUFE · MARKIERTER ZUSTAND · DIESER POSTEN	Bild-/Musterwert: schmale wurzel i	NO
448	f88r	f88r	PHARMA	f88r.15	L	1	1	1	okol	ANSETZEN · FORTSETZEN	Bild-/Musterwert: senkrechter pflanzenteil j	NO
449	f88r	f88r	PHARMA	f88r.16	L	1	1	1	sorory	KONTEXT/PROBE · ANSATZ/EINTRAG · ANSATZ/EINTRAG · DIESER POSTEN	Bild-/Musterwert: gefleckter koerper k	NO
