unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
706	ASTRO	f67r2	A1	A1:G086	chol	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.
707	ASTRO	f67r2	A1	A1:G087	giin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.
708	ASTRO	f67r2	A1	A1:G088	okol	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.
709	ASTRO	f67r2	A1	A1:G089	ytor	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.
710	ASTRO	f67r2	A1	A1:G090	daiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.
711	ASTRO	f67r2	A1	A1:G091	or	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.
712	ASTRO	f67r2	A1	A1:G092	ytoaiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.
713	ASTRO	f67r2	A1	A1:G093	otoldos	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.
714	ASTRO	f67r2	A1	A1:G094	octhole	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.
715	ASTRO	f67r2	A1	A1:G095	sor	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.
716	ASTRO	f67r2	A1	A1:G096	chedaiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.
717	ASTRO	f67r2	A1	A1:G097	dy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.
718	ASTRO	f67r2	A1	A1:G098	yteos	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.
719	ASTRO	f67r2	A1	A1:G099	oiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.
720	ASTRO	f67r2	A1	A1:G100	og	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_40: Grundgrad.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_40: Grundgrad.
721	ASTRO	f67r2	A1	A1:G101	ytoeopchey	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.
722	ASTRO	f67r2	A1	A1:G102	chekody	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.
723	ASTRO	f67r2	A1	A1:G103	sosho	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.
724	ASTRO	f67r2	A1	A1:G104	chos	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.
725	ASTRO	f67r2	A1	A1:G105	ockhy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.
726	ASTRO	f67r2	A1	A1:G106	daiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.
727	ASTRO	f67r2	A1	A1:G107	aiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.
728	ASTRO	f67r2	A1	A1:G108	os	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.
729	ASTRO	f67r2	A1	A1:G109	qsg	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.
730	ASTRO	f67r2	A1	A1:G110	ofydy	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.
731	ASTRO	f67r2	A1	A1:G111	sheody	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.
732	ASTRO	f67r2	A1	A1:G112	aiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.
733	ASTRO	f67r2	A1	A1:G113	ycheody	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.
734	ASTRO	f67r2	A1	A1:G114	es	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.
735	ASTRO	f67r2	A1	A1:G115	odaiiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.
736	ASTRO	f67r2	A1	A1:G116	yekees	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.
737	ASTRO	f67r2	A1	A1:G117	oraly	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.
738	ASTRO	f67r2	A1	A1:G118	yfain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.
739	ASTRO	f67r2	A1	A1:G119	todaiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.
740	ASTRO	f67r2	A1	A1:G120	dain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.
741	ASTRO	f67r2	A1	A1:G121	dy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.
742	ASTRO	f67r2	A1	A1:G122	os	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.
743	ASTRO	f67r2	A1	A1:G123	choer	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.
744	ASTRO	f67r2	A1	A1:G124	aiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.
745	ASTRO	f67r2	A1	A1:G125	choeea	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.
746	ASTRO	f67r2	A1	A1:G126	sal	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.
747	ASTRO	f67r2	A1	A1:G127	dadaiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.
748	ASTRO	f67r2	A1	A1:G128	qotoear	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.
749	ASTRO	f67r2	A1	A1:G129	dchdar	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.
750	ASTRO	f67r2	A1	A1:G130	y	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.
751	ASTRO	f67r2	A1	A1:G131	saldal	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.
752	ASTRO	f67r2	A1	A1:G132	ytodal	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.
753	ASTRO	f67r2	A1	A1:G133	tol	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.
754	ASTRO	f67r2	A1	A1:G134	daiin	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.
755	ASTRO	f67r2	A1	A1:G135	otar	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.
756	ASTRO	f67r2	A1	A1:G136	dy	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.
757	ASTRO	f67r2	A1	A1:G137	cho	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.
758	ASTRO	f67r2	A1	A1:G138	dal	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.
759	ASTRO	f67r2	A1	A1:G139	g	Koerper- oder Anwendungsklasse am linken Rad: A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: A1_LEFT_OUTER_STAR_STATION_07: Gradwert.
760	ASTRO	f67r2	A1	A1:G140	ytchodly	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.
761	ASTRO	f67r2	A1	A1:G141	octhys	Koerper- oder Anwendungsklasse am linken Rad: A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.
762	ASTRO	f67r2	A1	A1:G142	ytokar	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.
763	ASTRO	f67r2	A1	A1:G143	otolor	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.
764	ASTRO	f67r2	A1	A1:G144	okodar	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	ELIGIBILITY	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.
765	ASTRO	f67r2	A1	A1:G155	dar	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.
766	ASTRO	f67r2	A1	A1:G156	aldaiin	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.
767	ASTRO	f67r2	A1	A1:G157	ydaiin	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.
768	ASTRO	f67r2	A1	A1:G158	qkoy	Jahres- oder Saisonregel fuer die Anwendung: A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.
769	ASTRO	f67r2	A1	A1:G159	ydaiin	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.
770	ASTRO	f67r2	A1	A1:G160	qofair	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.
771	ASTRO	f67r2	A1	A1:G161	ypair	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.
772	ASTRO	f67r2	A1	A1:G162	ykoaiin	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.
773	ASTRO	f67r2	A1	A1:G163	ydoly	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.
774	ASTRO	f67r2	A1	A1:G164	ytalchos	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	ELIGIBILITY	Jahres- oder Saisonregel fuer die Anwendung: Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.
