unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status
709	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A328	A3:G073	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
710	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A329	A3:G074	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
711	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A330	A3:G075	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
712	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A331	A3:G076	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
713	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A332	A3:G077	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
714	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A333	A3:G078	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
715	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A334	A3:G079	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
716	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A335	A3:G080	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
717	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A336	A3:G081	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
718	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A337	A3:G082	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
719	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A338	A3:G083	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
720	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A339	A3:G084	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
721	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A340	A3:G085	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
722	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A341	A3:G086	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
723	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A342	A3:G087	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
724	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A343	A3:G088	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
725	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A344	A3:G089	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
726	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A345	A3:G090	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
727	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A346	A3:G091	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
728	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A347	A3:G092	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
729	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A348	A3:G093	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
730	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A349	A3:G094	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
731	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A350	A3:G095	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
732	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A351	A3:G096	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
733	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A352	A3:G097	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
734	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A353	A3:G098	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
735	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A354	A3:G099	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
736	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A355	A3:G100	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
737	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A356	A3:G101	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
738	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A357	A3:G102	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
739	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A358	A3:G103	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
740	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A359	A3:G104	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
741	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A360	A3:G105	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
742	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A361	A3:G106	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
743	ASTRO_LOCAL_LOOKUP	f69v	f69v.3	A362	A3:G107	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
744	ASTRO_LOCAL_LOOKUP	f69v	f69v.4	A363	A3:G108	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
745	ASTRO_LOCAL_LOOKUP	f69v	f69v.4	A364	A3:G109	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
746	ASTRO_LOCAL_LOOKUP	f69v	f69v.5	A365	A3:G110	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
