contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C03943	K12_CONTROL	okeol	GDT800-O1422	f17v	f17v	f17v.16	3	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03944	K12_CONTROL	okeol	GDT800-O1422	f17v	f17v	f17v.16	3	R1	cthol	1	C2_GDT739_NARROW_PROJECTED	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03945	K12_CONTROL	okeol	GDT800-O1571	f23v	f23v	f23v.3	3	L1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03946	K12_CONTROL	okeol	GDT800-O1571	f23v	f23v	f23v.3	3	R1	eees	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03947	K12_CONTROL	okeol	GDT800-O1722	f31r	f31r	f31r.9	4	L1	shcthey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03948	K12_CONTROL	okeol	GDT800-O1722	f31r	f31r	f31r.9	4	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03949	K12_CONTROL	okeol	GDT800-O1931	f3v	f3v	f3v.9	2	L1	ytcheear	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03950	K12_CONTROL	okeol	GDT800-O1931	f3v	f3v	f3v.9	2	R1	cthodoaly	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03951	K12_CONTROL	okeol	GDT800-O2223	f4v	f4v	f4v.12	3	L1	sho	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|PREPARATION	CARRIER|QUALITY	1	MOIST|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03952	K12_CONTROL	okeol	GDT800-O2223	f4v	f4v	f4v.12	3	R1	s	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03953	K12_CONTROL	okeol	GDT800-O2988	f78v	f78v	f78v.22	7	L1	okchey	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03954	K12_CONTROL	okeol	GDT800-O2988	f78v	f78v	f78v.22	7	R1	ol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03955	K12_CONTROL	okeol	GDT800-O3348	f81v	f81v	f81v.26	9	L1	olkeedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03956	K12_CONTROL	okeol	GDT800-O3348	f81v	f81v	f81v.26	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03957	K12_CONTROL	okeol	GDT800-O3533	f83v	f83v	f83v.6	7	L1	es	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03958	K12_CONTROL	okeol	GDT800-O3533	f83v	f83v	f83v.6	7	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03959	K12_CONTROL	okeol	GDT800-O3745	f87r	f87r	f87r.14	4	L1	cthey	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03960	K12_CONTROL	okeol	GDT800-O3745	f87r	f87r	f87r.14	4	R1	cheor	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03961	K12_CONTROL	okeol	GDT800-O3865	f89v1	f89v	f89v1.17	8	L1	dalshdy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03962	K12_CONTROL	okeol	GDT800-O3865	f89v1	f89v	f89v1.17	8	R1	dalchy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03963	K12_CONTROL	okeol	GDT800-O3940	f93r	f93r	f93r.11	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03964	K12_CONTROL	okeol	GDT800-O3940	f93r	f93r	f93r.11	1	R1	oteol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	COLD|VALUE|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C03965	K12_CONTROL	okeol	GDT800-O4058	f99r	f99r	f99r.17	5	L1	yckhy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03966	K12_CONTROL	okeol	GDT800-O4058	f99r	f99r	f99r.17	5	R1	ckhor	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|PREPARATION	CARRIER|SCALAR	1	AMOUNT|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03967	K12_CONTROL	okeol	GDT800-O4060	f99r	f99r	f99r.28	7	L1	opsho	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03968	K12_CONTROL	okeol	GDT800-O4060	f99r	f99r	f99r.28	7	R1	sheol	1	C2_GDT739_NARROW_PROJECTED	MOIST|MATERIAL	CARRIER|QUALITY	1	MOIST|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03969	K12_CONTROL	okeol	GDT800-O4062	f99r	f99r	f99r.29	4	L1	ckheol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03970	K12_CONTROL	okeol	GDT800-O4062	f99r	f99r	f99r.29	4	R1	ctheol	0	C3_GDT734_GLOBAL_RESIDUAL	VALUE|MATERIAL	CARRIER|SCALAR	1	VALUE|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03971	K12_CONTROL	okeol	GDT800-O4063	f99r	f99r	f99r.29	8	L1	ckhol	0	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C03972	K12_CONTROL	okeol	GDT800-O4063	f99r	f99r	f99r.29	8	R1	okeey	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03973	K12_CONTROL	okeol	GDT800-O4071	f99r	f99r	f99r.31	7	L1	qotol	1	C2_GDT739_NARROW_PROJECTED	COLD|MATERIAL	CARRIER|QUALITY	1	COLD|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03974	K12_CONTROL	okeol	GDT800-O4071	f99r	f99r	f99r.31	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03975	K12_CONTROL	okeol	GDT800-O4078	f99r	f99r	f99r.48	2	L1	ykeol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03976	K12_CONTROL	okeol	GDT800-O4078	f99r	f99r	f99r.48	2	R1	ockhey	0	C2_GDT739_NARROW_PROJECTED	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03977	K12_CONTROL	okeol	GDT800-O4081	f99r	f99r	f99r.49	6	L1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03978	K12_CONTROL	okeol	GDT800-O4081	f99r	f99r	f99r.49	6	R1	s	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03979	K12_CONTROL	okeol	GDT800-O4089	f99v	f99v	f99v.22	7	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03980	K12_CONTROL	okeol	GDT800-O4089	f99v	f99v	f99v.22	7	R1	qokeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03981	K12_CONTROL	okeol	GDT800-O4094	f99v	f99v	f99v.23	7	L1	lchol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03982	K12_CONTROL	okeol	GDT800-O4094	f99v	f99v	f99v.23	7	R1	sheodol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03983	K12_CONTROL	okeol	GDT800-O4109	f99v	f99v	f99v.38	4	L1	qokeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03984	K12_CONTROL	okeol	GDT800-O4109	f99v	f99v	f99v.38	4	R1	okeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03985	K12_CONTROL	okeol	GDT800-O4110	f99v	f99v	f99v.38	5	L1	okeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03986	K12_CONTROL	okeol	GDT800-O4110	f99v	f99v	f99v.38	5	R1	shokol	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY	1	HOT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY	0	0	0
G806-C03987	K12_CONTROL	okeol	GDT800-O4112	f99v	f99v	f99v.39	6	L1	qokololal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03988	K12_CONTROL	okeol	GDT800-O4112	f99v	f99v	f99v.39	6	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03989	K12_CONTROL	okol	GDT800-O0036	f100v	f100v	f100v.17	4	L1	qokeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03990	K12_CONTROL	okol	GDT800-O0036	f100v	f100v	f100v.17	4	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03991	K12_CONTROL	okol	GDT800-O0049	f102r1	f102r	f102r1.14	7	L1	qoteol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03992	K12_CONTROL	okol	GDT800-O0049	f102r1	f102r	f102r1.14	7	R1	chos	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03993	K12_CONTROL	okol	GDT800-O0092	f102v2	f102v	f102v2.7	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03994	K12_CONTROL	okol	GDT800-O0092	f102v2	f102v	f102v2.7	1	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03995	K12_CONTROL	okol	GDT800-O0370	f105v	f105v	f105v.37	7	L1	chs	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03996	K12_CONTROL	okol	GDT800-O0370	f105v	f105v	f105v.37	7	R1	tchdy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE	QUALITY|SCALAR	1	COLD|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03997	K12_CONTROL	okol	GDT800-O0384	f106r	f106r	f106r.16	10	L1	chedar	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03998	K12_CONTROL	okol	GDT800-O0384	f106r	f106r	f106r.16	10	R1	otar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03999	K12_CONTROL	okol	GDT800-O0582	f107v	f107v	f107v.27	5	L1	qokshy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MOIST|VALUE	QUALITY|SCALAR	1	HOT|MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C04000	K12_CONTROL	okol	GDT800-O0582	f107v	f107v	f107v.27	5	R1	lkshedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04001	K12_CONTROL	okol	GDT800-O0622	f108r	f108r	f108r.19	4	L1	shchy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04002	K12_CONTROL	okol	GDT800-O0622	f108r	f108r	f108r.19	4	R1	kedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C04003	K12_CONTROL	okol	GDT800-O1064	f113r	f113r	f113r.5	11	L1	chdo	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04004	K12_CONTROL	okol	GDT800-O1064	f113r	f113r	f113r.5	11	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04005	K12_CONTROL	okol	GDT800-O1077	f113v	f113v	f113v.13	4	L1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C04006	K12_CONTROL	okol	GDT800-O1077	f113v	f113v	f113v.13	4	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C04007	K12_CONTROL	okol	GDT800-O1142	f114r	f114r	f114r.25	10	L1	aiy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04008	K12_CONTROL	okol	GDT800-O1142	f114r	f114r	f114r.25	10	R1	aiir	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04009	K12_CONTROL	okol	GDT800-O1186	f114v	f114v	f114v.31	5	L1	lkchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04010	K12_CONTROL	okol	GDT800-O1186	f114v	f114v	f114v.31	5	R1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C04011	K12_CONTROL	okol	GDT800-O1357	f14r	f14r	f14r.2	7	L1	da	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04012	K12_CONTROL	okol	GDT800-O1357	f14r	f14r	f14r.2	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04013	K12_CONTROL	okol	GDT800-O1411	f17v	f17v	f17v.10	4	L1	okar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|PREPARATION	CARRIER|QUALITY	1	HOT|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C04014	K12_CONTROL	okol	GDT800-O1411	f17v	f17v	f17v.10	4	R1	daiir	0	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C04015	K12_CONTROL	okol	GDT800-O1428	f17v	f17v	f17v.2	4	L1	cthodal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04016	K12_CONTROL	okol	GDT800-O1428	f17v	f17v	f17v.2	4	R1	odaiin	1	C2_GDT739_NARROW_PROJECTED	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C04017	K12_CONTROL	okol	GDT800-O1554	f23r	f23r	f23r.6	7	L1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C04018	K12_CONTROL	okol	GDT800-O1554	f23r	f23r	f23r.6	7	R1	dchey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04019	K12_CONTROL	okol	GDT800-O1559	f23r	f23r	f23r.9	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04020	K12_CONTROL	okol	GDT800-O1559	f23r	f23r	f23r.9	1	R1	ok	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04021	K12_CONTROL	okol	GDT800-O1575	f23v	f23v	f23v.6	4	L1	shkshy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04022	K12_CONTROL	okol	GDT800-O1575	f23v	f23v	f23v.6	4	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04023	K12_CONTROL	okol	GDT800-O1605	f24r	f24r	f24r.3	3	L1	cthal	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C04024	K12_CONTROL	okol	GDT800-O1605	f24r	f24r	f24r.3	3	R1	qotar	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|MATERIAL	CARRIER|QUALITY	1	COLD|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C04025	K12_CONTROL	okol	GDT800-O1626	f24v	f24v	f24v.4	3	L1	sh	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04026	K12_CONTROL	okol	GDT800-O1626	f24v	f24v	f24v.4	3	R1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C04027	K12_CONTROL	okol	GDT800-O1688	f2r	f2r	f2r.12	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04028	K12_CONTROL	okol	GDT800-O1688	f2r	f2r	f2r.12	1	R1	chy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04029	K12_CONTROL	okol	GDT800-O1820	f36r	f36r	f36r.7	3	L1	cthol	1	C2_GDT739_NARROW_PROJECTED	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C04030	K12_CONTROL	okol	GDT800-O1820	f36r	f36r	f36r.7	3	R1	dy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04031	K12_CONTROL	okol	GDT800-O1899	f3r	f3r	f3r.20	7	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C04032	K12_CONTROL	okol	GDT800-O1899	f3r	f3r	f3r.20	7	R1	or	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C04033	K12_CONTROL	okol	GDT800-O1938	f40r	f40r	f40r.5	4	L1	okar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|PREPARATION	CARRIER|QUALITY	1	HOT|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C04034	K12_CONTROL	okol	GDT800-O1938	f40r	f40r	f40r.5	4	R1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04035	K12_CONTROL	okol	GDT800-O1985	f42r	f42r	f42r.20	4	L1	shoky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C04036	K12_CONTROL	okol	GDT800-O1985	f42r	f42r	f42r.20	4	R1	sho	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|PREPARATION	CARRIER|QUALITY	1	MOIST|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C04037	K12_CONTROL	okol	GDT800-O2014	f42v	f42v	f42v.5	7	L1	ary	1	C2_GDT739_NARROW_PROJECTED	PART|MATERIAL|CLOSE	CARRIER|PROCESS	1	PART|MATERIAL|CLOSE	CARRIER|PROCESS	0	0	0
G806-C04038	K12_CONTROL	okol	GDT800-O2014	f42v	f42v	f42v.5	7	R1	chetaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04039	K12_CONTROL	okol	GDT800-O2081	f45v	f45v	f45v.2	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04040	K12_CONTROL	okol	GDT800-O2081	f45v	f45v	f45v.2	1	R1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C04041	K12_CONTROL	okol	GDT800-O2253	f51r	f51r	f51r.4	3	L1	es	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04042	K12_CONTROL	okol	GDT800-O2253	f51r	f51r	f51r.4	3	R1	cheody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04043	K12_CONTROL	okol	GDT800-O2354	f55r	f55r	f55r.6	7	L1	kedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C04044	K12_CONTROL	okol	GDT800-O2354	f55r	f55r	f55r.6	7	R1	chdy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04045	K12_CONTROL	okol	GDT800-O2636	f6v	f6v	f6v.20	3	L1	choldar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04046	K12_CONTROL	okol	GDT800-O2636	f6v	f6v	f6v.20	3	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04047	K12_CONTROL	okol	GDT800-O2639	f6v	f6v	f6v.3	7	L1	ckhy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04048	K12_CONTROL	okol	GDT800-O2639	f6v	f6v	f6v.3	7	R1	rychos	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04049	K12_CONTROL	okol	GDT800-O2920	f77v	f77v	f77v.42	6	L1	cheolkaiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04050	K12_CONTROL	okol	GDT800-O2920	f77v	f77v	f77v.42	6	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04051	K12_CONTROL	okol	GDT800-O2974	f78v	f78v	f78v.14	5	L1	olkedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY	1	HOT|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY	0	0	0
G806-C04052	K12_CONTROL	okol	GDT800-O2974	f78v	f78v	f78v.14	5	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04053	K12_CONTROL	okol	GDT800-O2985	f78v	f78v	f78v.22	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04054	K12_CONTROL	okol	GDT800-O2985	f78v	f78v	f78v.22	1	R1	shey	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C04055	K12_CONTROL	okol	GDT800-O3022	f79r	f79r	f79r.10	4	L1	cheor	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C04056	K12_CONTROL	okol	GDT800-O3022	f79r	f79r	f79r.10	4	R1	sheeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04057	K12_CONTROL	okol	GDT800-O3029	f79r	f79r	f79r.15	5	L1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04058	K12_CONTROL	okol	GDT800-O3029	f79r	f79r	f79r.15	5	R1	dyty	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04059	K12_CONTROL	okol	GDT800-O3427	f82v	f82v	f82v.44	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04060	K12_CONTROL	okol	GDT800-O3427	f82v	f82v	f82v.44	1	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04061	K12_CONTROL	okol	GDT800-O3514	f83v	f83v	f83v.25	5	L1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C04062	K12_CONTROL	okol	GDT800-O3514	f83v	f83v	f83v.25	5	R1	dal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04063	K12_CONTROL	okol	GDT800-O3635	f86v5	f86v	f86v5.23	4	L1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C04064	K12_CONTROL	okol	GDT800-O3635	f86v5	f86v	f86v5.23	4	R1	chokar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04065	K12_CONTROL	okol	GDT800-O3769	f88r	f88r	f88r.15	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04066	K12_CONTROL	okol	GDT800-O3769	f88r	f88r	f88r.15	1	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04067	K12_CONTROL	okol	GDT800-O3773	f88r	f88r	f88r.19	7	L1	qockhol	0	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C04068	K12_CONTROL	okol	GDT800-O3773	f88r	f88r	f88r.19	7	R1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04069	K12_CONTROL	okol	GDT800-O3809	f88v	f88v	f88v.17	6	L1	qockhol	1	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C04070	K12_CONTROL	okol	GDT800-O3809	f88v	f88v	f88v.17	6	R1	cheedy	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C04071	K12_CONTROL	okol	GDT800-O3856	f89v1	f89v	f89v1.14	5	L1	shoky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C04072	K12_CONTROL	okol	GDT800-O3856	f89v1	f89v	f89v1.14	5	R1	chody	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C04073	K12_CONTROL	okol	GDT800-O3872	f89v1	f89v	f89v1.19	6	L1	qotchy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE	QUALITY|SCALAR	1	COLD|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C04074	K12_CONTROL	okol	GDT800-O3872	f89v1	f89v	f89v1.19	6	R1	ycheo	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C04075	K12_CONTROL	okol	GDT800-O3873	f89v1	f89v	f89v1.19	9	L1	cthody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
