anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
851	851	690	G407-E4271	G407-S680	f89r	PHARMA	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
852	852	691	G407-E4281	G407-S680	f89r	PHARMA	NONSTATE_CARD	oeckhy	O+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
853	853	692	G407-E4284	G407-S680	f89r	PHARMA	NONSTATE_CARD	ckho	CH+K+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	36	58	36	39	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
854	854	693	G407-E4288	G407-S680	f89r	PHARMA	NONSTATE_CARD	ockhy	O+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
855	855	694	G407-E4290	G407-S680	f89r	PHARMA	NONSTATE_CARD	ockhey	O+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
856	856	695	G407-E4292	G407-S680	f89r	PHARMA	NONSTATE_CARD	chchky	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
857	857	696	G407-E4297	G407-S681	f89r	PHARMA	NONSTATE_CARD	opcheor	O+P+CH+E+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	37	54	37	40	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
858	858	697	G407-E4298	G407-S681	f89r	PHARMA	STATE_CARD	opcheol	O+P+CH+E+OL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P20	2	2	1	50	72	50	53	dieselbe Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
859	859	698	G407-E4307	G407-S684	f89r	PHARMA	NONSTATE_CARD	cheok	CH+E+O+K	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	34	54	34	37	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
860	860	699	G407-E4322	G407-S685	f89r	PHARMA	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
861	861	700	G407-E4354	G407-S685	f89r	PHARMA	NONSTATE_CARD	scheor	S+CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	3	1	35	57	35	38	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
862	862	700	G407-E4354	G407-S685	f89r	PHARMA	NONSTATE_CARD	scheor	S+CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	3	3	1	71	93	52	55	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
863	863	701	G407-E4358	G407-S685	f89r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
864	864	702	G407-E4365	G407-S685	f89r	PHARMA	NONSTATE_CARD	keeokechy	K+EE+O+K+E+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	29	45	29	32	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
865	865	702	G407-E4365	G407-S685	f89r	PHARMA	NONSTATE_CARD	keeokechy	K+EE+O+K+E+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	58	74	45	48	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
866	866	703	G407-E4366	G407-S685	f89r	PHARMA	NONSTATE_CARD	cthey	CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
867	867	704	G407-E4370	G407-S685	f89r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
868	868	705	G407-E4374	G407-S685	f89r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
869	869	706	G407-E4394	G407-S685	f89r	PHARMA	NONSTATE_CARD	chkaiin	CH+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P18	2	2	1	28	42	28	31	den Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
870	870	707	G407-E4418	G407-S690	f95v	HERBAL	NONSTATE_CARD	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	36	54	36	39	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
871	871|872	708|709	G407-E4419	G407-S690	f95v	HERBAL	NONSTATE_CARD	archytaiin	AR+CH+Y+T+AIIN	Y|AIIN	COORDINATED_DISTINCT_ARGUMENTS	EXPLICIT_COORDINATE	GDT573-P22	2|2	2|2	2	55	93	55	60	den Pflanzenposten und den Arbeitswert	beide	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
872	873	710	G407-E4420	G407-S690	f95v	HERBAL	NONSTATE_CARD	shekoiin	SH+E+K+O+IIN	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	36	57	36	39	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
873	874	711	G407-E4424	G407-S690	f95v	HERBAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	32	50	32	35	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
874	875	712	G407-E4432	G407-S691	f95v	HERBAL	STATE_CARD	shekydy	SH+E+K+Y+DY	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	33	51	33	36	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
875	876	713	G407-E4439	G407-S692	f95v	HERBAL	NONSTATE_CARD	shos	SH+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	41	65	41	44	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
876	877	714	G407-E4448	G407-S692	f95v	HERBAL	NONSTATE_CARD	chals	CH+AL+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	40	64	40	43	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
877	878|879	715|716	G407-E4456	G407-S693	f95v	HERBAL	NONSTATE_CARD	chdykain	CHD+Y+K+AIN	Y|AIN	COORDINATED_DISTINCT_ARGUMENTS	EXPLICIT_COORDINATE	GDT573-P22	2|2	2|2	2	60	101	60	65	den Pflanzenposten und den Materialanteil	beide	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
878	880	717	G407-E4457	G407-S693	f95v	HERBAL	NONSTATE_CARD	ytasal	Y+T+A_ADDR+S+AL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	40	58	40	43	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
879	881	718	G407-E4461	G407-S695	f95v	HERBAL	NONSTATE_CARD	oekshy	O+E+K+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	36	54	36	39	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
880	882	719	G407-E4469	G407-S695	f95v	HERBAL	NONSTATE_CARD	tshor	T+SH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	40	58	40	43	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
881	883	720	G407-E4470	G407-S695	f95v	HERBAL	NONSTATE_CARD	qoksh	OK+SH	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P08	2	2	1	58	81	58	61	dieselbe Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
882	884	721	G407-E4479	G407-S696	f95v	HERBAL	STATE_CARD	tchody	T+CH+O+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	45	69	45	48	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
883	885	722	G407-E4486	G407-S697	f95v	HERBAL	STATE_CARD	chcthykedy	CH+CH+T+Y+K+E+DY	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	43	61	43	46	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
884	886	722	G407-E4486	G407-S697	f95v	HERBAL	STATE_CARD	chcthykedy	CH+CH+T+Y+K+E+DY	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	74	92	59	62	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
885	887	723	G407-E4490	G407-S698	f95v	HERBAL	NONSTATE_CARD	tchedy	T+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	44	62	44	47	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
886	888	724	G407-E4493	G407-S698	f95v	HERBAL	NONSTATE_CARD	shekshey	SH+E+K+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	30	48	30	33	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
887	889	724	G407-E4493	G407-S698	f95v	HERBAL	NONSTATE_CARD	shekshey	SH+E+K+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	62	80	47	50	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
888	890	725	G407-E4495	G407-S699	f95v	HERBAL	NONSTATE_CARD	okshey	OK+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	53	71	53	56	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
889	891	726	G407-E4496	G407-S699	f95v	HERBAL	STATE_CARD	ytshedy	Y+T+SH+E+DY	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	40	58	40	43	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
890	892	727	G407-E4504	G407-S702	f95v	HERBAL	NONSTATE_CARD	tshdal	T+SH+D_ADDR+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	46	70	46	49	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
891	893	728	G407-E4505	G407-S702	f95v	HERBAL	NONSTATE_CARD	qokshy	OK+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	53	71	53	56	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
892	894	729	G407-E4508	G407-S704	f95v	HERBAL	NONSTATE_CARD	dkshey	D_ADDR+K+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	36	54	36	39	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
893	895	730	G407-E4522	G407-S705	f95v	HERBAL	NONSTATE_CARD	kchdy	K+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	40	58	40	43	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
894	896	731	G407-E4526	G407-S707	f95v	HERBAL	NONSTATE_CARD	sheos	SH+E+O+S	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P07	2	2	1	41	65	41	44	denselben Materialanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
895	897	732	G407-E4529	G407-S707	f95v	HERBAL	NONSTATE_CARD	chtal	CH+T+AL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	38	59	38	41	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
896	898	733	G407-E4532	G407-S708	f95v	HERBAL	STATE_CARD	okchedy	OK+CHD+DY	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	60	81	60	63	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
897	899	734	G407-E4538	G407-S709	f95v	HERBAL	NONSTATE_CARD	kshed	K+SH+E+D_ADDR	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	39	60	39	42	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
898	900	735	G407-E4543	G407-S709	f95v	HERBAL	STATE_CARD	skchdy	S+K+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	3	1	39	63	39	42	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
899	901	735	G407-E4543	G407-S709	f95v	HERBAL	STATE_CARD	skchdy	S+K+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	3	3	1	81	105	60	63	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
900	902	736	G407-E4545	G407-S710	f95v	HERBAL	NONSTATE_CARD	sheyk	SH+E+Y+K	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	33	51	33	36	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
901	903	737	G407-E4552	G407-S711	f95v	HERBAL	NONSTATE_CARD	pshedar	P+SH+E+D_ADDR+AR	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	42	63	42	45	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
902	904	738	G407-E4554	G407-S712	f95v	HERBAL	STATE_CARD	kshedy	K+SH+E+DY	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	39	60	39	42	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
903	905	739	G407-E4555	G407-S713	f95v	HERBAL	STATE_CARD	qotches	OT+CH+E+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	45	66	45	48	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
904	906	740	G407-E4558	G407-S713	f95v	HERBAL	NONSTATE_CARD	shekaiin	SH+E+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	30	45	30	33	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
905	907	741	G407-E4560	G407-S713	f95v	HERBAL	NONSTATE_CARD	tshes	T+SH+E+S	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P07	2	3	1	43	67	43	46	denselben Materialanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
906	908	741	G407-E4560	G407-S713	f95v	HERBAL	NONSTATE_CARD	tshes	T+SH+E+S	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P07	3	3	1	78	102	57	60	denselben Materialanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
907	909	742	G407-E4562	G407-S713	f95v	HERBAL	STATE_CARD	shotshey	SH+OT+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	43	61	43	46	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
908	910	743	G407-E4566	G407-S714	f95v	HERBAL	STATE_CARD	olkchdy	OL+K+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	48	66	48	51	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
909	911	744	G407-E4568	G407-S714	f95v	HERBAL	NONSTATE_CARD	shcthy	SH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	31	49	31	34	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
910	912	744	G407-E4568	G407-S714	f95v	HERBAL	NONSTATE_CARD	shcthy	SH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	61	79	46	49	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
911	913	745	G407-E4570	G407-S714	f95v	HERBAL	NONSTATE_CARD	tchdaiin	T+CHD+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	41	56	41	44	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
912	914	746	G407-E4576	G407-S715	f95v	HERBAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	30	48	30	33	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
913	915	746	G407-E4576	G407-S715	f95v	HERBAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	60	78	45	48	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
914	916	747	G515-E0001	G515-S001	f4r	HERBAL	NONSTATE_CARD	kodalchy	K+O+D_ADDR+AL+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
915	917	748	G515-E0002	G515-S001	f4r	HERBAL	STATE_CARD	chpady	CH+P+A_ADDR+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	40	64	40	43	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
916	918	749	G515-E0013	G515-S002	f4r	HERBAL	STATE_CARD	cthol	CH+T+OL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P08	2	2	1	48	71	48	51	dieselbe Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
917	919	750	G515-E0014	G515-S002	f4r	HERBAL	NONSTATE_CARD	shtchy	SH+T+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	33	51	33	36	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
918	920	750	G515-E0014	G515-S002	f4r	HERBAL	NONSTATE_CARD	shtchy	SH+T+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	65	83	50	53	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
919	921	751	G515-E0031	G515-S002	f4r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
920	922	752	G515-E0040	G515-S004	f4r	HERBAL	STATE_CARD	cthol	CH+T+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	46	67	46	49	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
921	923	753	G515-E0042	G515-S004	f4r	HERBAL	NONSTATE_CARD	cthom	CH+T+O+M_LOCAL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	38	59	38	41	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
922	924	754	G515-E0046	G515-S004	f4r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
923	925	755	G515-E0047	G515-S004	f4r	HERBAL	STATE_CARD	cpholdy	CH+P+OL+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	48	72	48	51	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
924	926	756	G515-E0049	G515-S005	f4r	HERBAL	NONSTATE_CARD	ckhochy	CH+K+O+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	29	47	29	32	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
925	927	756	G515-E0049	G515-S005	f4r	HERBAL	NONSTATE_CARD	ckhochy	CH+K+O+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	60	78	45	48	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
926	928	757	G515-E0055	G515-S005	f4r	HERBAL	STATE_CARD	shyshol	SH+Y+SH+OL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	43	61	43	46	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
927	929	758	G515-E0056	G515-S005	f4r	HERBAL	NONSTATE_CARD	cphaiin	CH+P+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	31	46	31	34	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
928	930	759	G515-E0064	G515-S005	f4r	HERBAL	NONSTATE_CARD	cthey	CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
