projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
626	1	GDT800-O3778	5114	G407-E3880	f88r	f88r	f88r.22	5	6	ol	o	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
627	1	GDT800-O3779	5118	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2462	f88r	f88r	f88r.24	2	2	am	a	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
628	1	GDT800-O3780	5123	G407-E3885	f88r	f88r	f88r.26	4	7	cthol	ctho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S651	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
629	1	GDT800-O3781	5127	G407-E3889	f88r	f88r	f88r.27	1	9	qokol	qoko	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
630	1	GDT800-O3782	5128	G407-E3890	f88r	f88r	f88r.27	2	9	chol	cho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
631	1	GDT800-O3783	5129	G407-E3891	f88r	f88r	f88r.27	3	9	qokol	qoko	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
632	1	GDT800-O3784	5130	G407-E3892	f88r	f88r	f88r.27	4	9	qokol	qoko	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
633	1	GDT800-O3785	5131	G407-E3893	f88r	f88r	f88r.27	5	9	chol	cho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
634	1	GDT800-O3786	5135	G407-E3897	f88r	f88r	f88r.27	9	9	oldal	olda	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
635	1	GDT800-O3787	5137	G407-E3899	f88r	f88r	f88r.28	2	10	cheol	cheo	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
636	1	GDT800-O3788	5138	G407-E3900	f88r	f88r	f88r.28	3	10	chol	cho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
637	1	GDT800-O3789	5148	G407-E3910	f88r	f88r	f88r.29	3	9	qokol	qoko	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
638	1	GDT800-O3790	5149	G407-E3911	f88r	f88r	f88r.29	4	9	cheol	cheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
639	1	GDT800-O3791	5151	G407-E3913	f88r	f88r	f88r.29	6	9	qokol	qoko	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
640	1	GDT800-O3792	5153	G407-E3915	f88r	f88r	f88r.29	8	9	chol	cho	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
641	1	GDT800-O3793	5154	G407-E3916	f88r	f88r	f88r.29	9	9	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
642	1	GDT800-O3794	5158	G407-E3920	f88r	f88r	f88r.30	4	7	cheol	cheo	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
643	1	GDT800-O3795	5164	G407-E3926	f88r	f88r	f88r.31	3	6	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
644	1	GDT800-O3796	5165	G407-E3927	f88r	f88r	f88r.31	4	6	dol	do	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S652	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
645	1	GDT800-O3797	5167	G407-E3929	f88r	f88r	f88r.31	6	6	cheom	cheo	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S652	1	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
646	1	GDT800-O3816	5180	G407-E3936	f88v	f88v	f88v.6	7	8	cheokal	cheoka	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S653	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
647	1	GDT800-O3817	5190	G407-E3946	f88v	f88v	f88v.7	9	9	qokeom	qokeo	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S653	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
648	1	GDT800-O3818	5199	G407-E3955	f88v	f88v	f88v.8	9	9	cheokam	cheoka	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S654	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
649	1	GDT800-O3807	5232	G407-E3984	f88v	f88v	f88v.16	9	9	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S658	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
650	1	GDT800-O3808	5237	G407-E3989	f88v	f88v	f88v.17	5	8	qockhol	qockho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S658	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
651	1	GDT800-O3809	5238	G407-E3990	f88v	f88v	f88v.17	6	8	okol	oko	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S658	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
652	1	GDT800-O3810	5248	G407-E4000	f88v	f88v	f88v.18	8	8	chotam	chota	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S660	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
653	1	GDT800-O3811	5251	G407-E4003	f88v	f88v	f88v.19	3	9	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S660	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
654	1	GDT800-O3812	5260	G407-E4012	f88v	f88v	f88v.20	3	5	oteol	oteo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S660	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
655	1	GDT800-O3813	5267	G407-E4019	f88v	f88v	f88v.21	5	8	dam	da	m	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S662	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
656	1	GDT800-O3814	5280	G407-E4032	f88v	f88v	f88v.23	1	9	tol	to	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S663	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
657	1	GDT800-O3815	5283	G407-E4035	f88v	f88v	f88v.23	4	9	sheol	sheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S663	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
658	1	GDT800-O3843	5315	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	f89r1	f89r	f89r1.3	1	1	oldam	olda	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
659	1	GDT800-O3844	5331	G407-E4074	f89r1	f89r	f89r1.7	4	9	dal	da	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
660	1	GDT800-O3845	5336	G407-E4079	f89r1	f89r	f89r1.7	9	9	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
661	1	GDT800-O3846	5337	G407-E4080	f89r1	f89r	f89r1.8	1	9	qokeol	qokeo	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
662	1	GDT800-O3847	5338	G407-E4081	f89r1	f89r	f89r1.8	2	9	chol	cho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
663	1	GDT800-O3848	5340	G407-E4083	f89r1	f89r	f89r1.8	4	9	chol	cho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
664	1	GDT800-O3849	5345	G407-E4088	f89r1	f89r	f89r1.8	9	9	dam	da	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
665	1	GDT800-O3819	5357	G407-E4100	f89r1	f89r	f89r1.10	3	10	chol	cho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
666	1	GDT800-O3820	5361	G407-E4104	f89r1	f89r	f89r1.10	7	10	dal	da	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S668	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
667	1	GDT800-O3821	5366	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1091	f89r1	f89r	f89r1.12	1	2	chol	cho	l	1	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
668	1	GDT800-O3822	5373	G407-E4110	f89r1	f89r	f89r1.15	3	8	sheol	sheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S669	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
669	1	GDT800-O3823	5377	G407-E4114	f89r1	f89r	f89r1.15	7	8	dal	da	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S669	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
670	1	GDT800-O3824	5379	G407-E4116	f89r1	f89r	f89r1.16	1	11	om	o	m	10	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S669	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
671	1	GDT800-O3825	5386	G407-E4123	f89r1	f89r	f89r1.16	8	11	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S670	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
672	1	GDT800-O3826	5398	G407-E4135	f89r1	f89r	f89r1.17	9	9	dam	da	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S670	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
673	1	GDT800-O3827	5400	G407-E4137	f89r1	f89r	f89r1.18	2	7	al	a	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S670	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
674	1	GDT800-O3828	5401	G407-E4138	f89r1	f89r	f89r1.18	3	7	dal	da	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S670	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
675	1	GDT800-O3829	5404	G407-E4141	f89r1	f89r	f89r1.18	6	7	al	a	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S671	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
676	1	GDT800-O3830	5413	G407-E4150	f89r1	f89r	f89r1.19	8	9	ydam	yda	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
677	1	GDT800-O3831	5415	G407-E4152	f89r1	f89r	f89r1.20	1	9	daim	dai	m	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
678	1	GDT800-O3832	5416	G407-E4153	f89r1	f89r	f89r1.20	2	9	cheom	cheo	m	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
679	1	GDT800-O3833	5421	G407-E4158	f89r1	f89r	f89r1.20	7	9	dal	da	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
680	1	GDT800-O3834	5422	G407-E4159	f89r1	f89r	f89r1.20	8	9	chom	cho	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
681	1	GDT800-O3835	5425	G407-E4162	f89r1	f89r	f89r1.21	2	10	dam	da	m	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
682	1	GDT800-O3836	5427	G407-E4164	f89r1	f89r	f89r1.21	4	10	dal	da	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
683	1	GDT800-O3837	5430	G407-E4167	f89r1	f89r	f89r1.21	7	10	otcham	otcha	m	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
684	1	GDT800-O3838	5431	G407-E4168	f89r1	f89r	f89r1.21	8	10	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
685	1	GDT800-O3839	5436	G407-E4173	f89r1	f89r	f89r1.22	3	10	sheol	sheo	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
686	1	GDT800-O3840	5440	G407-E4177	f89r1	f89r	f89r1.22	7	10	qotol	qoto	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
687	1	GDT800-O3841	5443	G407-E4180	f89r1	f89r	f89r1.22	10	10	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S672	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
688	1	GDT800-O3842	5451	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	f89r1	f89r	f89r1.25	1	1	saldam	salda	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
689	0	NONE	5460	G407-E4188	f89r2	f89r	f89r2.6	2	15	cheodal	cheoda	l	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S673	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
690	0	NONE	5464	G407-E4192	f89r2	f89r	f89r2.6	6	15	cheal	chea	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
691	0	NONE	5466	G407-E4194	f89r2	f89r	f89r2.6	8	15	dal	da	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
692	0	NONE	5473	G407-E4201	f89r2	f89r	f89r2.6	15	15	daim	dai	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
693	0	NONE	5476	G407-E4204	f89r2	f89r	f89r2.7	3	16	cheodal	cheoda	l	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
694	0	NONE	5488	G407-E4216	f89r2	f89r	f89r2.7	15	16	dol	do	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
695	0	NONE	5490	G407-E4218	f89r2	f89r	f89r2.8	1	13	tol	to	l	12	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S675	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
696	0	NONE	5505	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1230	f89r2	f89r	f89r2.10	1	3	okol	oko	l	2	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
