book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
2670	P1003-E0159	f77r	BIOLOGICAL	f77r.16	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S181	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2671	P1003-E0160	f77r	BIOLOGICAL	f77r.16	P	lol	L+OL	LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S182	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2672	P1003-E0161	f77r	BIOLOGICAL	f77r.17	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S182	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2673	P1003-E0162	f77r	BIOLOGICAL	f77r.17	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S183	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2674	P1003-E0163	f77r	BIOLOGICAL	f77r.17	P	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S184	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2675	P1003-E0164	f77r	BIOLOGICAL	f77r.17	P	sheed	SH+EE+D_ADDR	HALTEN · LÄNGER · TEIL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Teilbecken oder Arbeitsanteil	RUNNING_STATEMENT	P1006-S185	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2676	P1003-E0165	f77r	BIOLOGICAL	f77r.17	P	qeey	CARRIER_Q+EE+Y	BEGINN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S185	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2677	P1003-E0166	f77r	BIOLOGICAL	f77r.17	P	saiin	S+AIIN	AUSWÄHLEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S185	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2678	P1003-E0167	f77r	BIOLOGICAL	f77r.17	P	sheety	SH+EE+T+Y	HALTEN · LÄNGER · STELLEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stufe oder Stellung setzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S185	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2679	P1003-E0168	f77r	BIOLOGICAL	f77r.17	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S185	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2680	P1003-E0169	f77r	BIOLOGICAL	f77r.17	P	lol	L+OL	LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2681	P1003-E0170	f77r	BIOLOGICAL	f77r.18	P	daiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2682	P1003-E0171	f77r	BIOLOGICAL	f77r.18	P	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2683	P1003-E0172	f77r	BIOLOGICAL	f77r.18	P	lshey	L+SH+E+Y	LEITEN · HALTEN · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · kurz halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2684	P1003-E0173	f77r	BIOLOGICAL	f77r.18	P	qo	O	AUSFÜHREN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2685	P1003-E0174	f77r	BIOLOGICAL	f77r.18	P	l	L	LEITEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2686	P1003-E0175	f77r	BIOLOGICAL	f77r.18	P	or	OR	ANSATZ	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: laufende Anordnung oder Stationsfassung	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2687	P1003-E0176	f77r	BIOLOGICAL	f77r.18	P	chees	SH+EE+S_ADDR	HALTEN · LÄNGER · SONDERORT	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · besondere Stationsstelle	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2688	P1003-E0177	f77r	BIOLOGICAL	f77r.18	P	sheckhedy	SH+E+CKH+E+DY	HALTEN · KURZ · DURCHLASS · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · durch sichtbaren Anschluss/Durchlass · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S186	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2689	P1003-E0178	f77r	BIOLOGICAL	f77r.18	P	qol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S187	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2690	P1003-E0179	f77r	BIOLOGICAL	f77r.18	P	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	RUNNING_STATEMENT	P1006-S187	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2691	P1003-E0180	f77r	BIOLOGICAL	f77r.18	P	qotaiin	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S187	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2692	P1003-E0181	f77r	BIOLOGICAL	f77r.19	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S187	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2693	P1003-E0182	f77r	BIOLOGICAL	f77r.19	P	lchey	L+Y	LEITEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S188	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2694	P1003-E0183	f77r	BIOLOGICAL	f77r.19	P	lsheey	L+SH+EE+Y	LEITEN · HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S188	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2695	P1003-E0184	f77r	BIOLOGICAL	f77r.19	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S188	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2696	P1003-E0185	f77r	BIOLOGICAL	f77r.19	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S189	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2697	P1003-E0186	f77r	BIOLOGICAL	f77r.19	P	qokar	OK+AR	SETZEN · QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · von Ausgangs-/Entnahmestelle	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2698	P1003-E0187	f77r	BIOLOGICAL	f77r.19	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2699	P1003-E0188	f77r	BIOLOGICAL	f77r.19	P	laiin	L+AIIN	LEITEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2700	P1003-E0189	f77r	BIOLOGICAL	f77r.19	P	chey	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2701	P1003-E0190	f77r	BIOLOGICAL	f77r.20	P	qotain	OT+AIN	DANACH · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · eine Füllung oder Portion	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2702	P1003-E0191	f77r	BIOLOGICAL	f77r.20	P	sheal	SH+E+AL	HALTEN · KURZ · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2703	P1003-E0192	f77r	BIOLOGICAL	f77r.20	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S190	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2704	P1003-E0193	f77r	BIOLOGICAL	f77r.20	P	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S191	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2705	P1003-E0194	f77r	BIOLOGICAL	f77r.20	P	qokain	OK+AIN	SETZEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion	RUNNING_STATEMENT	P1006-S191	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2706	P1003-E0195	f77r	BIOLOGICAL	f77r.20	P	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S191	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2707	P1003-E0196	f77r	BIOLOGICAL	f77r.20	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S191	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2708	P1003-E0197	f77r	BIOLOGICAL	f77r.20	P	dalchedy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle · zur nächsten Station versetzen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S192	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2709	P1003-E0198	f77r	BIOLOGICAL	f77r.21	P	chedaiin	CHD+AIIN	UMSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S193	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2710	P1003-E0199	f77r	BIOLOGICAL	f77r.21	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S193	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2711	P1003-E0200	f77r	BIOLOGICAL	f77r.21	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S194	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2712	P1003-E0201	f77r	BIOLOGICAL	f77r.21	P	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S195	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2713	P1003-E0202	f77r	BIOLOGICAL	f77r.21	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S196	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2714	P1003-E0203	f77r	BIOLOGICAL	f77r.21	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S196	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2715	P1003-E0204	f77r	BIOLOGICAL	f77r.21	P	shear	SH+E+AR	HALTEN · KURZ · QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · von Ausgangs-/Entnahmestelle	RUNNING_STATEMENT	P1006-S196	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2716	P1003-E0205	f77r	BIOLOGICAL	f77r.21	P	olaiiny	OL+AIIN+Y	FORTSETZEN · MASS · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · nach vorgeschriebenem Maß · dieser Stationsposten	RUNNING_STATEMENT	P1006-S196	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2717	P1003-E0206	f77r	BIOLOGICAL	f77r.22	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S196	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2718	P1003-E0207	f77r	BIOLOGICAL	f77r.22	P	al	AL	ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S197	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2719	P1003-E0208	f77r	BIOLOGICAL	f77r.22	P	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S197	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2720	P1003-E0209	f77r	BIOLOGICAL	f77r.22	P	r	R	MERKEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2721	P1003-E0210	f77r	BIOLOGICAL	f77r.22	P	oin	O+IIN	AUSFÜHREN · STUFE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Stationsstufe	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2722	P1003-E0211	f77r	BIOLOGICAL	f77r.22	P	chy	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2723	P1003-E0212	f77r	BIOLOGICAL	f77r.22	P	chedaiin	CHD+AIIN	UMSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2724	P1003-E0213	f77r	BIOLOGICAL	f77r.22	P	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2725	P1003-E0214	f77r	BIOLOGICAL	f77r.22	P	okedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S198	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2726	P1003-E0215	f77r	BIOLOGICAL	f77r.22	P	qoky	OK+Y	SETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S199	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2727	P1003-E0216	f77r	BIOLOGICAL	f77r.23	P	sheoky	SH+E+OK+Y	HALTEN · KURZ · SETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · an der Station ansetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S199	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2728	P1003-E0217	f77r	BIOLOGICAL	f77r.23	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S199	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2729	P1003-E0218	f77r	BIOLOGICAL	f77r.23	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S199	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2730	P1003-E0219	f77r	BIOLOGICAL	f77r.23	P	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S199	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2731	P1003-E0220	f77r	BIOLOGICAL	f77r.23	P	olshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station halten · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S200	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2732	P1003-E0221	f77r	BIOLOGICAL	f77r.23	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S201	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2733	P1003-E0222	f77r	BIOLOGICAL	f77r.23	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2734	P1003-E0223	f77r	BIOLOGICAL	f77r.23	P	qokal	OK+AL	SETZEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2735	P1003-E0224	f77r	BIOLOGICAL	f77r.24	P	daiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2736	P1003-E0225	f77r	BIOLOGICAL	f77r.24	P	dol	D_ADDR+OL	TEIL · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2737	P1003-E0226	f77r	BIOLOGICAL	f77r.24	P	shor	SH+OR	HALTEN · ANSATZ	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · laufende Anordnung oder Stationsfassung	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2738	P1003-E0227	f77r	BIOLOGICAL	f77r.24	P	cphey	CPH+E+Y	UMLEITEN · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zum anderen Becken umleiten · kurz halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2739	P1003-E0228	f77r	BIOLOGICAL	f77r.24	P	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	LEITEN · NEBENWEG · NEHMEN · KURZ · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · Nebenrinne oder Nebenstation · aus Becken oder Vorrat entnehmen · kurz halten · zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2740	P1003-E0229	f77r	BIOLOGICAL	f77r.24	P	shear	SH+E+AR	HALTEN · KURZ · QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · von Ausgangs-/Entnahmestelle	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2741	P1003-E0230	f77r	BIOLOGICAL	f77r.24	P	qolchy	OL+CH+Y	FORTSETZEN · NEHMEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · aus Becken oder Vorrat entnehmen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2742	P1003-E0231	f77r	BIOLOGICAL	f77r.25	P	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S202	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
