universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
710	ASTRO	A3	f69v	329	f69v.2	f69v.2:34	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::34::13019	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:34	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ody	[LOKALER EXEMPLARTEXT 34/38; KEINE KARTENGLOSSE] Nummer	Lauf der	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	b13d5d4fd5f2e39fdc6e	dabaf48ff93a00608261	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
711	ASTRO	A3	f69v	330	f69v.2	f69v.2:35	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::35::13020	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:35	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	airchy	[LOKALER EXEMPLARTEXT 35/38; KEINE KARTENGLOSSE] aus	Arbeitskleider. Regel	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	c164d5b629eda843dd46	26aee3c28858620b8cec	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
712	ASTRO	A3	f69v	331	f69v.2	f69v.2:36	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::36::13021	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:36	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	choky	[LOKALER EXEMPLARTEXT 36/38; KEINE KARTENGLOSSE] einer	16: verbinde zwei	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	d04488436a1b2f0b350d	eecbea50dc71d3dce93e	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
713	ASTRO	A3	f69v	332	f69v.2	f69v.2:37	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::37::13022	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:37	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ychey	[LOKALER EXEMPLARTEXT 37/38; KEINE KARTENGLOSSE] anderen	Restposten nur	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	079af69b9736a16ea514	c7e450cc0bbbf167c0c1	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
714	ASTRO	A3	f69v	333	f69v.2	f69v.2:38	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::38::13023	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:38	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chey	[LOKALER EXEMPLARTEXT 38/38; KEINE KARTENGLOSSE] Tafel.	nach gleicher Geruchs-	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	2e3779e98cfd2eadbc86	d84523c4bdb8a1dace8c	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
715	ASTRO	A3	f69v	334	f69v.3	f69v.3:1	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::1::13024	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:1	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	doair	[LOKALER EXEMPLARTEXT 1/29; KEINE KARTENGLOSSE] Die folgenden	und Farbprobe.	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	6cf6b979be9362f1ed51	9129708686ecb13b2280	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
716	ASTRO	A3	f69v	335	f69v.3	f69v.3:2	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::2::13025	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:2	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otaldal	[LOKALER EXEMPLARTEXT 2/29; KEINE KARTENGLOSSE] kurzen Regeln	Regel 17:	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	bf71e8317ff39a69ef6f	a396a0974c8dd2428a76	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
717	ASTRO	A3	f69v	336	f69v.3	f69v.3:3	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::3::13026	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:3	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dair	[LOKALER EXEMPLARTEXT 3/29; KEINE KARTENGLOSSE] nennen Bad,	teile eine starke	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	922f041122603480ef3c	2d10de511c0d38e5e38b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
718	ASTRO	A3	f69v	337	f69v.3	f69v.3:4	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::4::13027	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:4	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chdy	[LOKALER EXEMPLARTEXT 4/29; KEINE KARTENGLOSSE] Waschung, Salbung,	Charge in	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	cb804e4e04290279bc31	12966bb388cb329bba04	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
719	ASTRO	A3	f69v	338	f69v.3	f69v.3:5	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::5::13028	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:5	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otoar	[LOKALER EXEMPLARTEXT 5/29; KEINE KARTENGLOSSE] Ruhe,	zwei kleinere Dienstportionen.	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	1bd61fa5ead79d7b62d9	9cfa104889abde47d089	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
720	ASTRO	A3	f69v	339	f69v.3	f69v.3:6	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::6::13029	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:6	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ar	[LOKALER EXEMPLARTEXT 6/29; KEINE KARTENGLOSSE] Maß	Regel 18:	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	90d502396e2668e95648	127c8e46c4e1e692fb49	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
721	ASTRO	A3	f69v	340	f69v.3	f69v.3:7	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::7::13030	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:7	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chy	[LOKALER EXEMPLARTEXT 7/29; KEINE KARTENGLOSSE] oder	fülle den	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	91716dc494dde2d3573b	08567c5be499c9e901d1	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
722	ASTRO	A3	f69v	341	f69v.3	f69v.3:8	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::8::13031	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:8	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	qoteor	[LOKALER EXEMPLARTEXT 8/29; KEINE KARTENGLOSSE] Aderlass	oberen Kasten vor	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	06bede2a705fccecd816	1d1dd5e7572f01f1d86d	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
723	ASTRO	A3	f69v	342	f69v.3	f69v.3:9	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::9::13032	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:9	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	cho	[LOKALER EXEMPLARTEXT 9/29; KEINE KARTENGLOSSE] nur	Öffnung des	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	44df1b17037bfded32f6	ec05b3e23211f43c4191	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
724	ASTRO	A3	f69v	343	f69v.3	f69v.3:10	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::10::13033	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:10	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	qotair	[LOKALER EXEMPLARTEXT 10/29; KEINE KARTENGLOSSE] als	ersten Zulaufs. Regel	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	bed3c01df6cb6309e470	33cf3d904d0fc55b434c	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
725	ASTRO	A3	f69v	344	f69v.3	f69v.3:11	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::11::13034	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:11	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chda	[LOKALER EXEMPLARTEXT 11/29; KEINE KARTENGLOSSE] konkrete	19: schließe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	b59663fa93f647dd5d54	285b22b0a15b0dc11aa8	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
726	ASTRO	A3	f69v	345	f69v.3	f69v.3:12	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::12::13035	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:12	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oteeal	[LOKALER EXEMPLARTEXT 12/29; KEINE KARTENGLOSSE] Editionsfassung.	den unteren	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	d3d5278e8e8673f5851a	8b875d666d1ad2cc490f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
727	ASTRO	A3	f69v	346	f69v.3	f69v.3:13	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::13::13036	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:13	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	cheor	[LOKALER EXEMPLARTEXT 13/29; KEINE KARTENGLOSSE] Gleiche	Ablauf vor jeder	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	edc4b679b59b095b2206	ca38d06fcf9f3f5c0418	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
728	ASTRO	A3	f69v	347	f69v.3	f69v.3:14	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::14::13037	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:14	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ar	[LOKALER EXEMPLARTEXT 14/29; KEINE KARTENGLOSSE] vollständige	neuen Beschickung.	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	0ecd6e86730f027fb83b	8beaab6a973bf14201e6	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
729	ASTRO	A3	f69v	348	f69v.3	f69v.3:15	RUBRIC3	ASTRO_LOCAL_ADDRESS::f69v::f69v.3::15::13038	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.3:15	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC3	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	air	[LOKALER EXEMPLARTEXT 15/29; KEINE KARTENGLOSSE] Einträge	Regel 20: reinige	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	9e021ceded0fd164cabe	f1bb256c0af097622229	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
