combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
582	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G02	A2:L002	A:A2:G011	otchl	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.02 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] bewahrt einen eigenen	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
583	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G03	A2:L002	A:A2:G012	qokeeedy	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.03 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] lokalen Namen; der	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
584	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G04	A2:L002	A:A2:G013	cheey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.04 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] Benutzer findet sie	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
585	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G05	A2:L002	A:A2:G014	cheeteey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.05 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] nach Lage	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
586	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G06	A2:L002	A:A2:G015	yteody	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.06 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] und nach	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
587	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G07	A2:L002	A:A2:G016	chpor	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.07 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] einem außerhalb	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
588	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G08	A2:L002	A:A2:G017	cheokorchey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.08 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] dieser Seite	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
589	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G09	A2:L002	A:A2:G018	chod	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.09 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] erlernten Himmelsort.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
590	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G01	A2:L003	A:A2:G019	ykor	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/8; KEINE KARTENGLOSSE] Für die vollständige Vergleichsausgabe	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
591	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G02	A2:L003	A:A2:G020	shey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.02 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/8; KEINE KARTENGLOSSE] setzt der Herausgeber Haus	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
592	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G03	A2:L003	A:A2:G021	qocheey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.03 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 3/8; KEINE KARTENGLOSSE] eins an Quelllocus neun	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
593	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G04	A2:L003	A:A2:G022	chokal	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.04 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 4/8; KEINE KARTENGLOSSE] und zählt bis	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
594	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G05	A2:L003	A:A2:G023	okeey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.05 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 5/8; KEINE KARTENGLOSSE] Quelllocus sechsunddreißig; weder	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
595	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G06	A2:L003	A:A2:G024	ror	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.06 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 6/8; KEINE KARTENGLOSSE] dieser Anfang noch	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
596	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G07	A2:L003	A:A2:G025	eckhear	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.07 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 7/8; KEINE KARTENGLOSSE] diese Richtung ist	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
597	A2	ASTRO_SCHEDULE	f68r1	f68r1.3	A2:HEADER:L03:G08	A2:L003	A:A2:G026	daram	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 03.08 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 8/8; KEINE KARTENGLOSSE] im Blatt bewiesen.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
598	A2	ASTRO_SCHEDULE	f68r1	f68r1.4	A2:HEADER:L04:G01	A2:L004	A:A2:G027	dchor	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 04.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Die Namen Alnat bis Arexe stammen aus	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
599	A2	ASTRO_SCHEDULE	f68r1	f68r1.4	A2:HEADER:L04:G02	A2:L004	A:A2:G028	okaiiin	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 04.02 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] einem lateinischen Picatrix-Vergleich und lesen kein Voynich-Gebilde.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
600	A2	ASTRO_SCHEDULE	f68r1	f68r1.5	A2:HEADER:L05:G01	A2:L005	A:A2:G029	yky	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 05.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Benutzer bringt den Mondort aus Kalender oder Beobachtung mit.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
601	A2	ASTRO_SCHEDULE	f68r1	f68r1.6	A2:HEADER:L06:G01	A2:L006	A:A2:G030	dary	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 06.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Er wählt danach genau eine gezeichnete Sternstelle.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
602	A2	ASTRO_SCHEDULE	f68r1	f68r1.7	A2:HEADER:L07:G01	A2:L007	A:A2:G031	chkchykoly	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 07.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Ihre Wirkung wird in einem getrennten Regeltext nachgeschlagen.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
603	A2	ASTRO_SCHEDULE	f68r1	f68r1.8	A2:CENTER:G01	A2:L008	A:A2:G032	okodaly	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CENTRAL_OWNER_KEY	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Zentralen Katalogbesitzer als opaken Mittelpunkt setzen	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Mond als externer Editionsbesitzer eines Katalogs aus achtundzwanzig Häusern; kein Wortwert der Oberfläche.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
