global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
599	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.4	A2:G028	okaiiin	Katalogkopf-Fragment 04.02 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
600	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.5	A2:G029	yky	Katalogkopf-Fragment 05.01 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
601	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.6	A2:G030	dary	Katalogkopf-Fragment 06.01 lesen; keine Stationsnummer ableiten	identify	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
602	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.7	A2:G031	chkchykoly	Katalogkopf-Fragment 07.01 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
603	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.8	A2:G032	okodaly	Zentralen Katalogbesitzer als opaken Mittelpunkt setzen	the Moon governing the twenty-eight stations	CENTRAL_OWNER_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
604	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.9	A2:G033	odchecthy	Gezeichnete Ortsadresse f68r1.9 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.9	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
605	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.10	A2:G034	otcheody	Gezeichnete Ortsadresse f68r1.10 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.10	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
606	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.11	A2:G035	okoaly	Gezeichnete Ortsadresse f68r1.11 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.11	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
607	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.12	A2:G036	chocfhy	Gezeichnete Ortsadresse f68r1.12 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.12	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
608	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.13	A2:G037	octhey	Gezeichnete Ortsadresse f68r1.13 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.13	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
609	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.14	A2:G038	otshey	Gezeichnete Ortsadresse f68r1.14 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.14	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
610	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.15	A2:G039	otydy	Gezeichnete Ortsadresse f68r1.15 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.15	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
611	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.16	A2:G040	okear	Gezeichnete Ortsadresse f68r1.16 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.16	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
612	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.17	A2:G041	cphocthy	Gezeichnete Ortsadresse f68r1.17 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.17	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
613	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.18	A2:G042	ytchody	Gezeichnete Ortsadresse f68r1.18 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.18	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
614	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.19	A2:G043	otys	Gezeichnete Ortsadresse f68r1.19 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.19	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
615	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.20	A2:G044	olor	Gezeichnete Ortsadresse f68r1.20 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.20	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
616	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.21	A2:G045	ockhy	Gezeichnete Ortsadresse f68r1.21 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.21	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
617	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.22	A2:G046	ofcheor	Gezeichnete Ortsadresse f68r1.22 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.22	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
618	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.23	A2:G047	otchdy	Gezeichnete Ortsadresse f68r1.23 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.23	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
619	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.24	A2:G048	otykchs	Gezeichnete Ortsadresse f68r1.24 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.24	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
620	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.25	A2:G049	otol	Gezeichnete Ortsadresse f68r1.25 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.25	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
621	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.26	A2:G050	otor	Gezeichnete Ortsadresse f68r1.26 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.26	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
622	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.27	A2:G051	oiinar	Gezeichnete Ortsadresse f68r1.27 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.27	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
623	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.28	A2:G052	okoldy	Gezeichnete Ortsadresse f68r1.28 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.28	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
624	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.29	A2:G053	ykchdy	Gezeichnete Ortsadresse f68r1.29 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.29	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
625	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.30	A2:G054	oeeody	Gezeichnete Ortsadresse f68r1.30 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.30	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
626	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.31	A2:G055	ocphy	Gezeichnete Ortsadresse f68r1.31 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.31	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
627	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.32	A2:G056	okeeodal	Gezeichnete Ortsadresse f68r1.32 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.32	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
628	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.33	A2:G057	okshor	Gezeichnete Ortsadresse f68r1.33 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.33	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
629	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.34	A2:G058	osdaiin	Gezeichnete Ortsadresse f68r1.34 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.34	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
630	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.35	A2:G059	otochedy	Gezeichnete Ortsadresse f68r1.35 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.35	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
631	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.36	A2:G060	dolchedy	Gezeichnete Ortsadresse f68r1.36 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.36	SPATIAL_ADDRESS_LABEL	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
632	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.37	A2:G061	oky	Zentrallegende Fragment 01 lesen; keine Umlaufrichtung erzeugen	the Moon	CENTRAL_LEGEND_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
633	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.37	A2:G062	okchdy	Zentrallegende Fragment 02 lesen; keine Umlaufrichtung erzeugen	governs	CENTRAL_LEGEND_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
634	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.37	A2:G063	okardy	Zentrallegende Fragment 03 lesen; keine Umlaufrichtung erzeugen	the whole circuit	CENTRAL_LEGEND_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
635	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.37	A2:G064	qear	Zentrallegende Fragment 04 lesen; keine Umlaufrichtung erzeugen	of twenty-eight	CENTRAL_LEGEND_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
636	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.37	A2:G065	oygy	Zentrallegende Fragment 05 lesen; keine Umlaufrichtung erzeugen	lunar stations	CENTRAL_LEGEND_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
637	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G001	dair	Regelband 1, Fragment 01: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
638	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G002	cheyky	Regelband 1, Fragment 02: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
639	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G003	otaza	Regelband 1, Fragment 03: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
640	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G004	sar	Regelband 1, Fragment 04: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
641	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G005	ar	Regelband 1, Fragment 05: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
642	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G006	chykar	Regelband 1, Fragment 06: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
643	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G007	okoirsh	Regelband 1, Fragment 07: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
644	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G008	ar	Regelband 1, Fragment 08: Konsultationsmodus lesen; Inhalt opak halten	inspect the pictured schedule	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
645	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G009	chetody	Regelband 1, Fragment 09: Konsultationsmodus lesen; Inhalt opak halten	if the condition is favourable	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
646	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G010	okeeos	Regelband 1, Fragment 10: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
647	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G011	o	Regelband 1, Fragment 11: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
648	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G012	tey	Regelband 1, Fragment 12: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
649	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G013	otokeeey	Regelband 1, Fragment 13: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
650	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G014	okeeody	Regelband 1, Fragment 14: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
651	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G015	okeey	Regelband 1, Fragment 15: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
652	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G016	doiir	Regelband 1, Fragment 16: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
653	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G017	teeo	Regelband 1, Fragment 17: Konsultationsmodus lesen; Inhalt opak halten	inspect the pictured schedule	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
654	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G018	y	Regelband 1, Fragment 18: Konsultationsmodus lesen; Inhalt opak halten	if the condition is favourable	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
655	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G019	chey	Regelband 1, Fragment 19: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
656	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G020	ot	Regelband 1, Fragment 20: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
657	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G021	y	Regelband 1, Fragment 21: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
658	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G022	okedy	Regelband 1, Fragment 22: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
659	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G023	chsdy	Regelband 1, Fragment 23: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
660	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G024	okeod	Regelband 1, Fragment 24: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
661	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G025	y	Regelband 1, Fragment 25: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
662	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G026	dy	Regelband 1, Fragment 26: Konsultationsmodus lesen; Inhalt opak halten	inspect the pictured schedule	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
663	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G027	choaiin	Regelband 1, Fragment 27: Konsultationsmodus lesen; Inhalt opak halten	if the condition is favourable	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
664	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G028	okar	Regelband 1, Fragment 28: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
665	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G029	okar	Regelband 1, Fragment 29: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
666	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G030	chol	Regelband 1, Fragment 30: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
667	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G031	chees	Regelband 1, Fragment 31: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
668	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G032	yto	Regelband 1, Fragment 32: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
669	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G033	odair	Regelband 1, Fragment 33: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
670	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G034	oty	Regelband 1, Fragment 34: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
671	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G035	oteeo	Regelband 1, Fragment 35: Konsultationsmodus lesen; Inhalt opak halten	inspect the pictured schedule	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
672	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G036	dar	Regelband 1, Fragment 36: Konsultationsmodus lesen; Inhalt opak halten	if the condition is favourable	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
673	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G037	o	Regelband 1, Fragment 37: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
674	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G038	eykeody	Regelband 1, Fragment 38: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
675	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G039	dchor	Regelband 1, Fragment 39: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
676	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.1	A3:G040	char	Regelband 1, Fragment 40: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
677	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G041	yka	Regelband 2, Fragment 01: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
678	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G042	chol	Regelband 2, Fragment 02: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
679	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G043	ykar	Regelband 2, Fragment 03: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
680	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G044	dal	Regelband 2, Fragment 04: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
681	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G045	ykady	Regelband 2, Fragment 05: Konsultationsmodus lesen; Inhalt opak halten	inspect the pictured schedule	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
682	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G046	iokeeor	Regelband 2, Fragment 06: Konsultationsmodus lesen; Inhalt opak halten	if the condition is favourable	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
683	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G047	cheey	Regelband 2, Fragment 07: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
684	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G048	choly	Regelband 2, Fragment 08: Konsultationsmodus lesen; Inhalt opak halten	if adverse, withhold it	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
685	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G049	ykeeal	Regelband 2, Fragment 09: Konsultationsmodus lesen; Inhalt opak halten	keep the usual measure	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
686	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G050	cheo	Regelband 2, Fragment 10: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
687	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G051	oaram	Regelband 2, Fragment 11: Konsultationsmodus lesen; Inhalt opak halten	repeat only once	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
688	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G052	ockhy	Regelband 2, Fragment 12: Konsultationsmodus lesen; Inhalt opak halten	close the consultation	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
689	WORK_CALENDAR_LOOKUP	f69v	A3	f69v.2	A3:G053	sheey	Regelband 2, Fragment 13: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station	SCHEDULE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
