group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
354	A3	f69v	f69v.3	21	A3:G099	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 21 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
355	A3	f69v	f69v.3	22	A3:G100	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 22 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
356	A3	f69v	f69v.3	23	A3:G101	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 23 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
357	A3	f69v	f69v.3	24	A3:G102	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 24 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
358	A3	f69v	f69v.3	25	A3:G103	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 25 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
359	A3	f69v	f69v.3	26	A3:G104	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 26 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
360	A3	f69v	f69v.3	27	A3:G105	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 27 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
361	A3	f69v	f69v.3	28	A3:G106	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 28 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
362	A3	f69v	f69v.3	29	A3:G107	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 29 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
363	A3	f69v	f69v.4	1	A3:G108	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_01.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
364	A3	f69v	f69v.4	2	A3:G109	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_01.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
365	A3	f69v	f69v.5	1	A3:G110	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_02.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
366	A3	f69v	f69v.5	2	A3:G111	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_02.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
367	A3	f69v	f69v.6	1	A3:G112	A3_LEFT_RADIAL_SLOT_03	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_03.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
368	A3	f69v	f69v.7	1	A3:G113	A3_LEFT_RADIAL_SLOT_04	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_04.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
369	A3	f69v	f69v.8	1	A3:G114	A3_LEFT_RADIAL_SLOT_05	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_05.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
370	A3	f69v	f69v.9	1	A3:G115	A3_LEFT_RADIAL_SLOT_06	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_06.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
371	A3	f69v	f69v.10	1	A3:G116	A3_LEFT_RADIAL_SLOT_07	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_07.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
372	A3	f69v	f69v.11	1	A3:G117	A3_LEFT_RADIAL_SLOT_08	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_08.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
373	A3	f69v	f69v.12	1	A3:G118	A3_LEFT_RADIAL_SLOT_09	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_09.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
374	A3	f69v	f69v.13	1	A3:G119	A3_LEFT_RADIAL_SLOT_10	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_10.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
375	A3	f69v	f69v.14	1	A3:G120	A3_LEFT_RADIAL_SLOT_11	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_11.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
376	A3	f69v	f69v.15	1	A3:G121	A3_LEFT_RADIAL_SLOT_12	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_12.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
377	A3	f69v	f69v.16	1	A3:G122	A3_LEFT_RADIAL_SLOT_13	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_13.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
378	A3	f69v	f69v.17	1	A3:G123	A3_LEFT_RADIAL_SLOT_14	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_14.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
379	A3	f69v	f69v.18	1	A3:G124	A3_LEFT_RADIAL_SLOT_15	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_15.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
380	A3	f69v	f69v.19	1	A3:G125	A3_LEFT_RADIAL_SLOT_16	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_16.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
381	A3	f69v	f69v.20	1	A3:G126	A3_LEFT_RADIAL_SLOT_17	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_17.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
382	A3	f69v	f69v.21	1	A3:G127	A3_LEFT_RADIAL_SLOT_18	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_18.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
383	A3	f69v	f69v.22	1	A3:G128	A3_LEFT_RADIAL_SLOT_19	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_19.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
384	A3	f69v	f69v.23	1	A3:G129	A3_LEFT_RADIAL_SLOT_20	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_20.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
385	A3	f69v	f69v.24	1	A3:G130	A3_LEFT_RADIAL_SLOT_21	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_21.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
386	A3	f69v	f69v.25	1	A3:G131	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_22.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
387	A3	f69v	f69v.25	2	A3:G132	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_22.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
388	A3	f69v	f69v.26	1	A3:G133	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_23.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
389	A3	f69v	f69v.26	2	A3:G134	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_23.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
390	A3	f69v	f69v.27	1	A3:G135	A3_LEFT_RADIAL_SLOT_24	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_24.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
391	A3	f69v	f69v.28	1	A3:G136	A3_LEFT_RADIAL_SLOT_25	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_25.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
392	A3	f69v	f69v.29	1	A3:G137	A3_LEFT_RADIAL_SLOT_26	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_26.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
393	A3	f69v	f69v.30	1	A3:G138	A3_LEFT_RADIAL_SLOT_27	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_27.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
394	A3	f69v	f69v.31	1	A3:G139	A3_LEFT_RADIAL_SLOT_28	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_28.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
395	A3	f69v	f69v.31	2	A3:G140	A3_LEFT_RADIAL_SLOT_28	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_28.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
