unified_serial	compiler_mode	page	unit_id	local_address	visible_or_opaque_identity	registered_identity	default_meaning_de	continuous_reading_de	owner_or_namespace
702	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:26	A3:G066	A3:G066	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
703	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:27	A3:G067	A3:G067	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
704	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:28	A3:G068	A3:G068	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
705	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:29	A3:G069	A3:G069	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
706	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:30	A3:G070	A3:G070	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
707	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:31	A3:G071	A3:G071	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
708	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:32	A3:G072	A3:G072	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
709	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:33	A3:G073	A3:G073	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
710	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:34	A3:G074	A3:G074	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
711	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:35	A3:G075	A3:G075	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
712	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:36	A3:G076	A3:G076	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
713	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:37	A3:G077	A3:G077	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
714	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:38	A3:G078	A3:G078	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
715	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:1	A3:G079	A3:G079	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
716	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:2	A3:G080	A3:G080	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
717	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:3	A3:G081	A3:G081	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
718	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:4	A3:G082	A3:G082	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
719	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:5	A3:G083	A3:G083	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
720	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:6	A3:G084	A3:G084	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
721	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:7	A3:G085	A3:G085	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
722	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:8	A3:G086	A3:G086	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
723	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:9	A3:G087	A3:G087	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
724	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:10	A3:G088	A3:G088	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
725	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:11	A3:G089	A3:G089	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
726	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:12	A3:G090	A3:G090	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
727	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:13	A3:G091	A3:G091	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
728	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:14	A3:G092	A3:G092	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
729	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:15	A3:G093	A3:G093	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
730	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:16	A3:G094	A3:G094	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
731	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:17	A3:G095	A3:G095	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
732	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:18	A3:G096	A3:G096	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
733	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:19	A3:G097	A3:G097	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
734	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:20	A3:G098	A3:G098	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
735	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:21	A3:G099	A3:G099	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
736	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:22	A3:G100	A3:G100	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
737	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:23	A3:G101	A3:G101	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
738	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:24	A3:G102	A3:G102	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
739	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:25	A3:G103	A3:G103	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
740	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:26	A3:G104	A3:G104	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
741	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:27	A3:G105	A3:G105	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
742	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:28	A3:G106	A3:G106	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
743	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:29	A3:G107	A3:G107	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_ONLY
744	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.4:1	A3:G108	A3:G108	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
745	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.4:2	A3:G109	A3:G109	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
746	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.5:1	A3:G110	A3:G110	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
747	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.5:2	A3:G111	A3:G111	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
748	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.6:1	A3:G112	A3:G112	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
749	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.7:1	A3:G113	A3:G113	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
750	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.8:1	A3:G114	A3:G114	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
751	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.9:1	A3:G115	A3:G115	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
752	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.10:1	A3:G116	A3:G116	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
753	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.11:1	A3:G117	A3:G117	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
754	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.12:1	A3:G118	A3:G118	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
755	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.13:1	A3:G119	A3:G119	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
756	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.14:1	A3:G120	A3:G120	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
757	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.15:1	A3:G121	A3:G121	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
