edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
3905	G407-E3905	G407-S652	17	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shear	SH+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Halte dieselbe Ansatzeinheit; vom Ausgangsgefäß; auf Grad I.	Halte dieselbe Ansatzeinheit; vom Ausgangsgefäß; auf Grad I.	Halte dieselbe Ansatzeinheit; vom Ausgangsgefäß; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3906	G407-E3906	G407-S652	18	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ar	AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte dieselbe Ansatzeinheit; vom Ausgangsgefäß.	Im laufenden Gang halte dieselbe Ansatzeinheit; vom Ausgangsgefäß.	Im laufenden Gang halte dieselbe Ansatzeinheit; vom Ausgangsgefäß.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3907	G407-E3907	G407-S652	19	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	alsy	AL+S+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten; zum Zielgefäß.	Wähle den Drogenposten; zum Zielgefäß.	Wähle den Drogenposten; zum Zielgefäß.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3908	G407-E3908	G407-S652	20	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	kor	K+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu.	Gib die Ansatzeinheit zu.	Gib die Ansatzeinheit zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3909	G407-E3909	G407-S652	21	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3910	G407-E3910	G407-S652	22	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3911	G407-E3911	G407-S652	23	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3912	G407-E3912	G407-S652	24	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chody	CH+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; als Ausführung; an der D-Stelle.	Nimm den Drogenposten; als Ausführung; an der D-Stelle.	Nimm den Drogenposten; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3913	G407-E3913	G407-S652	25	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3914	G407-E3914	G407-S652	26	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	kchor	K+CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu und nimm sie.	Gib die Ansatzeinheit zu und nimm sie.	Gib die Ansatzeinheit zu und nimm sie.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3915	G407-E3915	G407-S652	27	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3916	G407-E3916	G407-S652	28	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm dieselbe Ansatzeinheit; zum Zielgefäß.	Im laufenden Gang nimm dieselbe Ansatzeinheit; zum Zielgefäß.	Im laufenden Gang nimm dieselbe Ansatzeinheit; zum Zielgefäß.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3917	G407-E3917	G407-S652	29	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ykeeey	Y+K+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den äußeren Drogenposten und den inneren Drogenposten zu; auf Grad III.	Gib den äußeren Drogenposten und den inneren Drogenposten zu; auf Grad III.	Gib den äußeren Drogenposten und den inneren Drogenposten zu; auf Grad III.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3918	G407-E3918	G407-S652	30	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere ihn; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3919	G407-E3919	G407-S652	31	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheotey	CH+E+O+T+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und stelle ihn ein; beim Nehmen: auf Grad I; als Ausführung; beim Einstellen: ebenfalls auf Grad I.	Nimm den Drogenposten und stelle ihn ein; beim Nehmen: auf Grad I; als Ausführung; beim Einstellen: ebenfalls auf Grad I.	Nimm den Drogenposten und stelle ihn ein; beim Nehmen: auf Grad I; als Ausführung; beim Einstellen: ebenfalls auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3920	G407-E3920	G407-S652	32	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3921	G407-E3921	G407-S652	33	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeor	OK+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3922	G407-E3922	G407-S652	34	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chetchy	CH+E+T+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten, stelle ihn ein und nimm ihn; auf Grad I.	Nimm den Drogenposten, stelle ihn ein und nimm ihn; auf Grad I.	Nimm den Drogenposten, stelle ihn ein und nimm ihn; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3923	G407-E3923	G407-S652	35	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ofal	O+LOCAL_CHAR_F+AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm denselben Drogenposten; zum Zielgefäß; als Ausführung; bei der f-Kennmarke.	Im laufenden Gang nimm denselben Drogenposten; zum Zielgefäß; als Ausführung; bei der f-Kennmarke.	Im laufenden Gang nimm denselben Drogenposten; zum Zielgefäß; als Ausführung; bei der f-Kennmarke.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3924	G407-E3924	G407-S652	36	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dar	D_ADDR+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm denselben Drogenposten; vom Ausgangsgefäß; an der D-Stelle.	Im laufenden Gang nimm denselben Drogenposten; vom Ausgangsgefäß; an der D-Stelle.	Im laufenden Gang nimm denselben Drogenposten; vom Ausgangsgefäß; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3925	G407-E3925	G407-S652	37	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chear	CH+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten; vom Ausgangsgefäß; auf Grad I.	Nimm denselben Drogenposten; vom Ausgangsgefäß; auf Grad I.	Nimm denselben Drogenposten; vom Ausgangsgefäß; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3926	G407-E3926	G407-S652	38	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3927	G407-E3927	G407-S652	39	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dol	D_ADDR+OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten; an der D-Stelle.	Weiter im laufenden Gang: nimm denselben Drogenposten; an der D-Stelle.	Weiter im laufenden Gang: nimm denselben Drogenposten; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3928	G407-E3928	G407-S652	40	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekeor	CARRIER_Q+O+E+K+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu; als neuen Einsatz; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	Gib die Ansatzeinheit zu; als neuen Einsatz; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	Gib die Ansatzeinheit zu; als neuen Einsatz; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3929	G407-E3929	G407-S652	41	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheom	CH+E+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der AM-Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der AM-Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der AM-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3930	G407-E3930	G407-S653	1	f88v	PHARMA	erste Gefaess-/Zutatengruppe	teodal	T+E+O+D_ADDR+AL	NONSTATE_CARD	NOT_APPLICABLE	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der D-Stelle.	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der D-Stelle.	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3931	G407-E3931	G407-S653	2	f88v	PHARMA	erste Gefaess-/Zutatengruppe	lkeo	L+K+E+O	NONSTATE_CARD	NOT_APPLICABLE	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3932	G407-E3932	G407-S653	3	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm und markiere; auf Grad I und als Ausführung.	Nimm und markiere; auf Grad I und als Ausführung.	Nimm und markiere; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3933	G407-E3933	G407-S653	4	f88v	PHARMA	erste Gefaess-/Zutatengruppe	roshckhy	R+O+SH+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Markiere den Drogenposten, halte ihn, nimm ihn und gib ihn zu; als Ausführung.	Markiere den Drogenposten, halte ihn, nimm ihn und gib ihn zu; als Ausführung.	Markiere den Drogenposten, halte ihn, nimm ihn und gib ihn zu; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3934	G407-E3934	G407-S653	5	f88v	PHARMA	erste Gefaess-/Zutatengruppe	sorshy	S+OR+SH+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Ansatzeinheit und den Drogenposten und halte sie und ihn.	Wähle die Ansatzeinheit und den Drogenposten und halte sie und ihn.	Wähle die Ansatzeinheit und den Drogenposten und halte sie und ihn.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3935	G407-E3935	G407-S653	6	f88v	PHARMA	erste Gefaess-/Zutatengruppe	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3936	G407-E3936	G407-S653	7	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cheokal	CH+E+O+K+AL	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Mengenwert und gib ihn zu; zum Zielgefäß; auf Grad I und als Ausführung.	Nimm denselben Mengenwert und gib ihn zu; zum Zielgefäß; auf Grad I und als Ausführung.	Nimm denselben Mengenwert und gib ihn zu; zum Zielgefäß; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3937	G407-E3937	G407-S653	8	f88v	PHARMA	erste Gefaess-/Zutatengruppe	saldaiin	S+AL+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Mengenwert; zum Zielgefäß; an der D-Stelle.	Wähle den Mengenwert; zum Zielgefäß; an der D-Stelle.	Wähle den Mengenwert; zum Zielgefäß; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3938	G407-E3938	G407-S653	9	f88v	PHARMA	erste Gefaess-/Zutatengruppe	dshor	D_ADDR+SH+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Ansatzeinheit; an der D-Stelle.	Halte die Ansatzeinheit; an der D-Stelle.	Halte die Ansatzeinheit; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3939	G407-E3939	G407-S653	10	f88v	PHARMA	erste Gefaess-/Zutatengruppe	shor	SH+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Ansatzeinheit.	Halte die Ansatzeinheit.	Halte die Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3940	G407-E3940	G407-S653	11	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qokeody	OK+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der D-Stelle.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der D-Stelle.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3941	G407-E3941	G407-S653	12	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qokeo	OK+E+O	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Drogenposten als Ansatz an; auf Grad I und als Ausführung.	Setze denselben Drogenposten als Ansatz an; auf Grad I und als Ausführung.	Setze denselben Drogenposten als Ansatz an; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3942	G407-E3942	G407-S653	13	f88v	PHARMA	erste Gefaess-/Zutatengruppe	lchey	L+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Drogenposten als Ansatz an; über die Gefäßverbindung.	Im laufenden Gang setze den Drogenposten als Ansatz an; über die Gefäßverbindung.	Im laufenden Gang setze den Drogenposten als Ansatz an; über die Gefäßverbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3943	G407-E3943	G407-S653	14	f88v	PHARMA	erste Gefaess-/Zutatengruppe	chkeor	CH+K+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit und gib sie zu; auf Grad I.	Nimm die Ansatzeinheit und gib sie zu; auf Grad I.	Nimm die Ansatzeinheit und gib sie zu; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3944	G407-E3944	G407-S653	15	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3945	G407-E3945	G407-S653	16	f88v	PHARMA	erste Gefaess-/Zutatengruppe	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3946	G407-E3946	G407-S653	17	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qokeom	OK+E+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Mengenwert als Ansatz an; auf Grad I und als Ausführung; an der AM-Stelle.	Setze denselben Mengenwert als Ansatz an; auf Grad I und als Ausführung; an der AM-Stelle.	Setze denselben Mengenwert als Ansatz an; auf Grad I und als Ausführung; an der AM-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3947	G407-E3947	G407-S653	18	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qoaiin	CARRIER_Q+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Mengenwert als Ansatz an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Mengenwert als Ansatz an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Mengenwert als Ansatz an; als neuen Einsatz und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3948	G407-E3948	G407-S653	19	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cheoy	CH+E+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; auf Grad I und als Ausführung.	Nimm den Drogenposten; auf Grad I und als Ausführung.	Nimm den Drogenposten; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3949	G407-E3949	G407-S653	20	f88v	PHARMA	erste Gefaess-/Zutatengruppe	olcheody	OL+CH+E+O+DY	STATE_CARD	OL+DY	Weiter: nimm denselben Drogenposten; auf Grad I und als Ausführung; schließe den Schritt.	Weiter: nimm denselben Drogenposten; auf Grad I und als Ausführung; schließe den Schritt.	Weiter: nimm denselben Drogenposten; auf Grad I und als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3950	G407-E3950	G407-S654	1	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qoekeol	O+E+K+E+OL	STATE_CARD	OL	Weiter: gib denselben Drogenposten zu; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	Weiter: gib denselben Drogenposten zu; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	Weiter: gib denselben Drogenposten zu; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3951	G407-E3951	G407-S654	2	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cho	HO	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib denselben Drogenposten zu; in der bezeichneten Klasse.	Im laufenden Gang gib denselben Drogenposten zu; in der bezeichneten Klasse.	Im laufenden Gang gib denselben Drogenposten zu; in der bezeichneten Klasse.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3952	G407-E3952	G407-S654	3	f88v	PHARMA	erste Gefaess-/Zutatengruppe	chckhy	CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und gib ihn zu.	Nimm den Drogenposten und gib ihn zu.	Nimm den Drogenposten und gib ihn zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3953	G407-E3953	G407-S654	4	f88v	PHARMA	erste Gefaess-/Zutatengruppe	qoeey	O+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenposten zu; als Ausführung und auf Grad II.	Im laufenden Gang gib den Drogenposten zu; als Ausführung und auf Grad II.	Im laufenden Gang gib den Drogenposten zu; als Ausführung und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3954	G407-E3954	G407-S654	5	f88v	PHARMA	erste Gefaess-/Zutatengruppe	key	K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten zu; auf Grad I.	Gib den Drogenposten zu; auf Grad I.	Gib den Drogenposten zu; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3955	G407-E3955	G407-S654	6	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cheokam	CH+E+O+K+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten und gib ihn zu; auf Grad I und als Ausführung; an der AM-Stelle.	Nimm denselben Drogenposten und gib ihn zu; auf Grad I und als Ausführung; an der AM-Stelle.	Nimm denselben Drogenposten und gib ihn zu; auf Grad I und als Ausführung; an der AM-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3956	G407-E3956	G407-S654	7	f88v	PHARMA	erste Gefaess-/Zutatengruppe	choeey	HO+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenposten zu; auf Grad II; in der bezeichneten Klasse.	Im laufenden Gang gib den Drogenposten zu; auf Grad II; in der bezeichneten Klasse.	Im laufenden Gang gib den Drogenposten zu; auf Grad II; in der bezeichneten Klasse.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
