visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
790	G407-E4244	G407-S678	f89r	PHARMA	lkeopol	L+K+E+O+P+OL	K|P	2	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten und setze den Posten ein	gib den Posten und setze den Posten ein	über die Verbindung; auf Grad I; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und setze den Posten ein; über die Verbindung; auf Grad I; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
791	G407-E4248	G407-S678	f89r	PHARMA	olkey	OL+K+E+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
792	G407-E4249	G407-S678	f89r	PHARMA	okeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
793	G407-E4251	G407-S678	f89r	PHARMA	okeeol	OK+EE+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
794	G407-E4260	G407-S678	f89r	PHARMA	koldam	K+OL+DY	K	1	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert	gib den Wert	NONE	CONTINUE_THEN_CLOSE	Weiter: gib den Wert; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
795	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	CH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert	nimm den Wert	auf Grad I; zur Ausführung	CONTINUE_THEN_CLOSE	Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
796	G407-E4272	G407-S680	f89r	PHARMA	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
797	G407-E4277	G407-S680	f89r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
798	G407-E4294	G407-S681	f89r	PHARMA	sheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
799	G407-E4298	G407-S681	f89r	PHARMA	opcheol	O+P+CH+E+OL	P|CH	2	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit ein und nimm die Einheit	setze die Einheit ein und nimm die Einheit	zur Ausführung; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze die Einheit ein und nimm die Einheit; zur Ausführung; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
800	G407-E4299	G407-S681	f89r	PHARMA	shody	SH+O+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	zur Ausführung	CLOSE_CURRENT_OPERATION	Halte die Einheit; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
801	G407-E4300	G407-S682	f89r	PHARMA	sholdy	SH+OL+D_ADDR+Y	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	hier	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
802	G407-E4309	G407-S684	f89r	PHARMA	keol	K+E+OL	K	1	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert	gib den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
803	G407-E4314	G407-S684	f89r	PHARMA	okeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
804	G407-E4316	G407-S684	f89r	PHARMA	ykeody	Y+K+E+O+DY	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad I; zur Ausführung	CLOSE_CURRENT_OPERATION	Gib den Posten; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
805	G407-E4320	G407-S685	f89r	PHARMA	okeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
806	G407-E4323	G407-S685	f89r	PHARMA	yokeeol	Y+OK+EE+OL	OK	1	Y	VISIBLE_ARGUMENT_IN_CARD	setze den Posten	setze den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
807	G407-E4326	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
808	G407-E4332	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
809	G407-E4339	G407-S685	f89r	PHARMA	sheol	SH+E+OL	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
810	G407-E4369	G407-S685	f89r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
811	G407-E4376	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
812	G407-E4399	G407-S686	f95v	HERBAL	tchody	T+CH+O+DY	T|CH	2	NONE	NO_ACTIVE_ARGUMENT	stelle ein und nimm	stelle ein und nimm	zur Ausführung	CLOSE_CURRENT_OPERATION	Stelle ein und nimm; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
813	G407-E4401	G407-S687	f95v	HERBAL	shody	SH+O+DY	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	zur Ausführung	CLOSE_CURRENT_OPERATION	Halte; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
814	G407-E4407	G407-S689	f95v	HERBAL	olsain	OL+S+AIN	S	1	AIN	VISIBLE_ARGUMENT_IN_CARD	wähle den Anteil	wähle den Anteil	NONE	CONTINUE_CURRENT_OPERATION	Weiter: wähle den Anteil.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
815	G407-E4409	G407-S689	f95v	HERBAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
816	G407-E4410	G407-S690	f95v	HERBAL	qotchey	OT+CHD+Y	CHD	1	Y	VISIBLE_ARGUMENT_IN_CARD	bearbeite den Posten	bearbeite den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: bearbeite den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
817	G407-E4427	G407-S690	f95v	HERBAL	okalody	OK+AL+O+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	zum Zielort; zur Ausführung	CLOSE_CURRENT_OPERATION	Setze den Anteil; zum Zielort; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
818	G407-E4429	G407-S691	f95v	HERBAL	olkain	OL+K+AIN	K	1	AIN	VISIBLE_ARGUMENT_IN_CARD	gib den Anteil	gib den Anteil	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Anteil.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
819	G407-E4432	G407-S691	f95v	HERBAL	shekydy	SH+E+K+Y+DY	SH|K	2	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten und gib den Posten	halte den Posten und gib den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten und gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
820	G407-E4442	G407-S692	f95v	HERBAL	olkaiin	OL+K+AIIN	K	1	AIIN	VISIBLE_ARGUMENT_IN_CARD	gib den Wert	gib den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
821	G407-E4459	G407-S694	f95v	HERBAL	olteedy	OL+T+EE+DY	T	1	AIN	INHERITED_ARGUMENT_CONTEXT	stelle den Anteil ein	stelle den Anteil ein	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: stelle den Anteil ein; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
822	G407-E4474	G407-S695	f95v	HERBAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
823	G407-E4479	G407-S696	f95v	HERBAL	tchody	T+CH+O+DY	T|CH	2	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein und nimm den Posten	stelle den Posten ein und nimm den Posten	zur Ausführung	CLOSE_CURRENT_OPERATION	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
824	G407-E4486	G407-S697	f95v	HERBAL	chcthykedy	CH+CH+T+Y+K+E+DY	CH|CH|T|K	4	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten zweimal und stelle den Posten ein und gib den Posten	nimm den Posten und nimm den Posten und stelle den Posten ein und gib den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Nimm den Posten zweimal und stelle den Posten ein und gib den Posten; auf Grad I; abschließen.	DIRECT_ADJACENT_REPEAT_COMPRESSED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
825	G407-E4496	G407-S699	f95v	HERBAL	ytshedy	Y+T+SH+E+DY	T|SH	2	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein und halte den Posten	stelle den Posten ein und halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein und halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
826	G407-E4501	G407-S700	f95v	HERBAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
827	G407-E4506	G407-S702	f95v	HERBAL	dchdy	CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
828	G407-E4507	G407-S703	f95v	HERBAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
829	G407-E4510	G407-S704	f95v	HERBAL	otchdy	OT+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	ADVANCE_THEN_CLOSE	Danach: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
830	G407-E4517	G407-S705	f95v	HERBAL	olkar	OL+K+AR	K	1	AIN	INHERITED_ARGUMENT_CONTEXT	gib den Anteil	gib den Anteil	vom Ausgang	CONTINUE_CURRENT_OPERATION	Weiter: gib den Anteil; vom Ausgang.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
831	G407-E4523	G407-S705	f95v	HERBAL	dolkain	D_ADDR+OL+K+AIN	K	1	AIN	VISIBLE_ARGUMENT_IN_CARD	gib den Anteil	gib den Anteil	hier	CONTINUE_CURRENT_OPERATION	Weiter: gib den Anteil; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
832	G407-E4525	G407-S706	f95v	HERBAL	dchody	D_ADDR+CH+O+DY	CH	1	AIN	INHERITED_ARGUMENT_CONTEXT	nimm den Anteil	nimm den Anteil	hier; zur Ausführung	CLOSE_CURRENT_OPERATION	Nimm den Anteil; hier; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
833	G407-E4531	G407-S707	f95v	HERBAL	okedy	OK+E+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
834	G407-E4532	G407-S708	f95v	HERBAL	okchedy	OK+CHD+DY	OK|CHD	2	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert und bearbeite den Wert	setze den Wert und bearbeite den Wert	NONE	CLOSE_CURRENT_OPERATION	Setze den Wert und bearbeite den Wert; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
835	G407-E4537	G407-S709	f95v	HERBAL	shol	SH+OL	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
836	G407-E4543	G407-S709	f95v	HERBAL	skchdy	S+K+CHD+DY	S|K|CHD	3	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten und gib den Posten und bearbeite den Posten	wähle den Posten und gib den Posten und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
837	G407-E4553	G407-S711	f95v	HERBAL	shedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
838	G407-E4554	G407-S712	f95v	HERBAL	kshedy	K+SH+E+DY	K|SH	2	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert und halte den Wert	gib den Wert und halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Gib den Wert und halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
839	G407-E4555	G407-S713	f95v	HERBAL	qotches	OT+CH+E+S	CH|S	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und wähle den Wert	nimm den Wert und wähle den Wert	auf Grad I	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Wert und wähle den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
840	G407-E4562	G407-S713	f95v	HERBAL	shotshey	SH+OT+SH+E+Y	SH|SH	2	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten und halte den Posten	halte den Posten und halte den Posten	auf Grad I	ADVANCE_TO_NEXT_OPERATION	Danach: halte den Posten und halte den Posten; auf Grad I.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
841	G407-E4566	G407-S714	f95v	HERBAL	olkchdy	OL+K+CHD+Y	K|CHD	2	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten und bearbeite den Posten	gib den Posten und bearbeite den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und bearbeite den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
842	G407-E4569	G407-S714	f95v	HERBAL	dolkchy	D_ADDR+OL+K+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	hier	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
843	G515-E0002	G515-S001	f4r	HERBAL	chpady	CH+P+A_ADDR+DY	CH|P	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein	nimm den Posten und setze den Posten ein	hier	CLOSE_CURRENT_OPERATION	Nimm den Posten und setze den Posten ein; hier; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
844	G515-E0003	G515-S002	f4r	HERBAL	sheol	SH+E+OL	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
845	G515-E0011	G515-S002	f4r	HERBAL	shol	SH+OL	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
846	G515-E0012	G515-S002	f4r	HERBAL	shol	SH+OL	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
847	G515-E0013	G515-S002	f4r	HERBAL	cthol	CH+T+OL	CH|T	2	OR	INHERITED_ARGUMENT_CONTEXT	nimm die Einheit und stelle die Einheit ein	nimm die Einheit und stelle die Einheit ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm die Einheit und stelle die Einheit ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
848	G515-E0019	G515-S002	f4r	HERBAL	otchol	OT+CH+OL	CH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert	nimm den Wert	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Wert; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
849	G515-E0026	G515-S002	f4r	HERBAL	qotchol	OT+CH+OL	CH	1	AIN	INHERITED_ARGUMENT_CONTEXT	nimm den Anteil	nimm den Anteil	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Anteil; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
850	G515-E0035	G515-S003	f4r	HERBAL	tydy	T+Y+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	NONE	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
851	G515-E0040	G515-S004	f4r	HERBAL	cthol	CH+T+OL	CH|T	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und stelle den Wert ein	nimm den Wert und stelle den Wert ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und stelle den Wert ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
852	G515-E0044	G515-S004	f4r	HERBAL	shol	SH+OL	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
853	G515-E0045	G515-S004	f4r	HERBAL	shol	SH+OL	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
