control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0405	H4_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.16	B	B	2	B|B|2	2	3	lchedy	qokeedy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	0	0
G776-C0406	H3_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.24	B	B	2	B|B|2	5	6	raiin	qokeey	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	0	0
G776-C0407	H4_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.24	B	B	2	B|B|2	7	8	lkeey	qokeey	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	0	0
G776-C0408	H3_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.24	B	B	2	B|B|2	9	10	raiin	ydy	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	0	0
G776-C0409	H4_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.29	B	B	2	B|B|2	3	4	lchedy	qokeedy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty	0	0
G776-C0410	H4_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.32	B	B	2	B|B|2	4	5	lchey	lcheckhy	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	0	0
G776-C0411	H4_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.32	B	B	2	B|B|2	7	8	lr	chey	1	1	MIDDLE	H4	r	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	verschachtelter H3-Kopf oder Bezugsslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	0	0
G776-C0412	H3_MEDIAL_EXACT_OUTGOING	f82r	f82	f82r.9	B	B	2	B|B|2	4	5	rchey	dairchey	1	1	MIDDLE	H3	chey	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ssholshecthy qokaiin chkedy rchey dairchey qokaiin	0	0
G776-C0413	H3_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.11	B	B	2	B|B|2	9	10	rol	qotedy	1	1	MIDDLE	H3	ol	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	0	0
G776-C0414	H4_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.14	B	B	2	B|B|2	2	3	lchey	rol	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dalchedy lchey rol rol cheey s ain shey	0	0
G776-C0415	H3_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.15	B	B	2	B|B|2	7	8	rchedy	pchedy	1	1	MIDDLE	H3	chedy	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tar sheckhy qokal qokain cheol tedy rchedy pchedy rsheol dal	0	0
G776-C0416	H4_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.16	B	B	2	B|B|2	2	3	lchey	cheey	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam	0	0
G776-C0417	H3_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.17	B	B	2	B|B|2	8	9	rcheey	qotedy	1	1	MIDDLE	H3	cheey	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	0	0
G776-C0418	H3_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.20	B	B	2	B|B|2	4	5	rshedy	qokedy	1	1	MIDDLE	H3	shedy	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tolsheol qokedy qolkedy rshedy qokedy rsheedar oinoly	0	0
G776-C0419	H3_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.25	B	B	2	B|B|2	5	6	ral	tchdarol	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qok sheol kechey qoty ral tchdarol sheytchdy qokal	0	0
G776-C0420	H4_MEDIAL_EXACT_OUTGOING	f82v	f82	f82v.6	B	B	2	B|B|2	2	3	lshedy	qotol	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokedy lshedy qotol dol shedy shedy dy darotedy chetedy lokam	0	0
G776-C0421	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.11	B	B	2	B|B|2	9	10	lchedy	lo	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	0	0
G776-C0422	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.14	B	B	2	B|B|2	6	7	lchedy	qokaiin	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	0	0
G776-C0423	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.3	B	B	2	B|B|2	7	8	lchedy	qokaiin	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar	0	0
G776-C0424	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.32	B	B	2	B|B|2	3	4	lchedy	qokey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheol qokchedy lchedy qokey	0	0
G776-C0425	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.36	B	B	2	B|B|2	5	6	lshedy	qoky	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sor aiin shy shey lshedy qoky	0	0
G776-C0426	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.37	B	B	2	B|B|2	3	4	lchedy	qokol	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sol lkedy lchedy qokol shedy	0	0
G776-C0427	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.41	B	B	2	B|B|2	2	3	lchedy	qolkain	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	solkey lchedy qolkain dal	0	0
G776-C0428	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.48	B	B	2	B|B|2	3	4	lol	chdal	1	1	MIDDLE	H4	ol	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dal cheol lol chdal aiin	0	0
G776-C0429	H3_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.52	B	B	2	B|B|2	3	4	raly	ol	1	1	MIDDLE	H3	aly	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff-/Materialstufe I, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	solkeey qekey raly ol	0	0
G776-C0430	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.6	B	B	2	B|B|2	8	9	lchedy	qoky	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	0	0
G776-C0431	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.7	B	B	2	B|B|2	2	3	lsheedy	qeeedy	1	1	MIDDLE	H4	sheedy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy	0	0
G776-C0432	H4_MEDIAL_EXACT_OUTGOING	f83r	f83	f83r.9	B	B	2	B|B|2	4	5	lsheedy	qokchdy	1	1	MIDDLE	H4	sheedy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	0	0
G776-C0433	H4_MEDIAL_EXACT_OUTGOING	f83v	f83	f83v.13	B	B	2	B|B|2	4	5	lched	qolky	1	1	MIDDLE	H4	ched	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Mittel-/Schlussform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qol chey qo lched qolky qokal chedy chedy daiin chckhy cheor ol lal	0	0
G776-C0434	H3_MEDIAL_EXACT_OUTGOING	f83v	f83	f83v.14	B	B	2	B|B|2	7	8	rchedy	cheol	1	1	MIDDLE	H3	chedy	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	0	0
G776-C0435	H4_MEDIAL_EXACT_OUTGOING	f85r2	f85	f85r2.23	C	B	2	C|B|2	2	3	lcheol	chol	1	1	MIDDLE	H4	cheol	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ol lcheol chol ol sheoly	0	0
G776-C0436	H4_MEDIAL_EXACT_OUTGOING	f86v3	f86	f86v3.20	C	B	2	C|B|2	8	9	lkar	ary	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lshodair ykcho dar chody ykeeody qochey chckhey lkar ary	0	0
G776-C0437	H4_MEDIAL_EXACT_OUTGOING	f86v5	f86	f86v5.18	T	B	2	T|B|2	5	6	lkaiin	os	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	0	0
G776-C0438	H4_MEDIAL_EXACT_OUTGOING	f86v5	f86	f86v5.38	T	B	2	T|B|2	5	6	lchody	ykar	1	1	MIDDLE	H4	chody	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trocken aufbereitetes Ergebnis, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sol odaiin ykeeshy ytchey lchody ykar shey ytaiin	0	0
G776-C0439	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.11	T	B	2	T|B|2	8	9	lchdol	or	1	1	MIDDLE	H4	chdol	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial-Maßslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar	0	0
G776-C0440	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.14	T	B	2	T|B|2	8	9	lkey	okar	1	1	MIDDLE	H4	key	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain	0	0
G776-C0441	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.18	T	B	2	T|B|2	9	10	lkar	otal	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytaiin ytair dalol ytal dar aiiin chol olkchey lkar otal qotardam	0	0
G776-C0442	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.27	T	B	2	T|B|2	2	3	lkar	dal	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	alshdr lkar dal kshd shdar shedy qody sheey qotedy olkeey qokchdy ramshy	0	0
G776-C0443	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.28	T	B	2	T|B|2	5	6	lor	qokchdy	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy	0	0
G776-C0444	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.36	T	B	2	T|B|2	8	9	lkaiin	olkaiin	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin	0	0
G776-C0445	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.38	T	B	2	T|B|2	9	10	lkaiin	oltam	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam	0	0
G776-C0446	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.42	T	B	2	T|B|2	7	8	lkar	chdy	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	otaiin qokain otal otal lt al lkar chdy qotol qokain	0	0
G776-C0447	H4_MEDIAL_EXACT_OUTGOING	f86v6	f86	f86v6.5	T	B	2	T|B|2	2	3	lol	chol	1	1	MIDDLE	H4	ol	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	0	0
G776-C0448	H4_MEDIAL_EXACT_OUTGOING	f8r	f8	f8r.14	H	A	1	H|A|1	8	9	lody	cholal	1	1	MIDDLE	H4	ody	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	fertig aufbereitete Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	o ey shol chofydy sho chey kshey lody cholal	0	0
G776-C0449	H3_MEDIAL_EXACT_OUTGOING	f8v	f8	f8v.12	H	A	1	H|A|1	3	4	rol	dal	1	1	MIDDLE	H3	ol	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchar cho rol dal shear chchotaiin chal daiin	0	0
G776-C0450	H4_MEDIAL_EXACT_OUTGOING	f8v	f8	f8v.14	H	A	1	H|A|1	3	4	lokaiin	shol	1	1	MIDDLE	H4	okaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Zubereitung: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shor okol lokaiin shol kol char cthey tchy ckham	0	0
G776-C0451	H4_MEDIAL_EXACT_OUTGOING	f93r	f93	f93r.27	H	A	1	H|A|1	3	4	los	ckheody	1	1	MIDDLE	H4	os	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsposten	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokor cheo los ckheody	0	0
G776-C0452	H4_MEDIAL_EXACT_OUTGOING	f99v	f99	f99v.23	P	A	1	P|A|1	6	7	lchol	okeol	1	1	MIDDLE	H4	chol	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	0	0
