complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
1306	4423	G407-S599	17	f83r	ACTION:G407-E3625@1:SH	G407-E3625	RUNNING:G407-E3625@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3623:RUNNING:G407-E3623@2	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	NO
1307	4425	G407-S600	1	f83r	ACTION:G407-E3626@3:T	G407-E3626	RUNNING:G407-E3626@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken	Temperiere den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	NO
1308	4426	G407-S600	2	f83r	ACTION:G407-E3628@1:SH	G407-E3628	RUNNING:G407-E3628@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	TYPE_DEFAULT:AIN	Halte im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	NO
1309	4428	G407-S601	1	f83r	ACTION:G407-E3629@1:SH	G407-E3629	RUNNING:G407-E3629@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3629:RUNNING:G407-E3629@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
1310	4429	G407-S601	2	f83r	ACTION:G407-E3630@2:CHD	G407-E3630	RUNNING:G407-E3630@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	denselben Körper	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3629@1:SH	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	NO
1311	4432	G407-S604	2	f83r	ACTION:G407-E3636@2:T	G407-E3636	RUNNING:G407-E3636@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3636@2:T	Temperiere den Stationsansatz auf Grad III	Temperiere den Stationsansatz auf Grad III	NO
1312	4433	G407-S604	3	f83r	ACTION:G407-E3637@1:OK	G407-E3637	RUNNING:G407-E3637@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3636@2:T	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
1313	4435	G407-S605	1	f83r	ACTION:G407-E3638@1:OK	G407-E3638	RUNNING:G407-E3638@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3638@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
1314	4436	G407-S605	2	f83r	ACTION:G407-E3639@1:S	G407-E3639	RUNNING:G407-E3639@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3639@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	NO
1315	4438	G407-S605	4	f83r	ACTION:G407-E3640@2:K	G407-E3640	RUNNING:G407-E3640@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3640@2:K	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	YES
1316	4440	G407-S605	6	f83r	ACTION:G407-E3641@1:OK	G407-E3641	RUNNING:G407-E3641@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3640@2:K	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
1317	4443	G407-S607	2	f83r	ACTION:G407-E3644@1:CHD	G407-E3644	RUNNING:G407-E3644@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3644@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
1318	4444	G407-S607	3	f83r	ACTION:G407-E3645@2:K	G407-E3645	RUNNING:G407-E3645@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3644@1:CHD	Führe auf Grad I und über den Stationskontakt oder die Leitung zu	Führe denselben Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung zu	YES
1319	4446	G407-S608	1	f83r	ACTION:G407-E3646@1:OK	G407-E3646	RUNNING:G407-E3646@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3646@2:CHD	Beschicke oder bereite vor	Beschicke oder bereite den Stationsansatz vor	YES
1320	4447	G407-S608	2	f83r	ACTION:G407-E3646@2:CHD	G407-E3646	RUNNING:G407-E3646@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3646@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
1321	4448	G407-S608	3	f83r	ACTION:G407-E3647@1:OK	G407-E3647	RUNNING:G407-E3647@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3646@2:CHD	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
1322	4450	G407-S609	1	f83r	ACTION:G407-E3648@1:CH	G407-E3648	RUNNING:G407-E3648@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3648@3:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1323	4451	G407-S609	2	f83r	ACTION:G407-E3648@2:CH	G407-E3648	RUNNING:G407-E3648@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3648@3:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1324	4452	G407-S609	3	f83r	ACTION:G407-E3648@3:K	G407-E3648	RUNNING:G407-E3648@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3648@3:K	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	YES
1325	4453	G407-S609	4	f83r	ACTION:G407-E3649@1:S	G407-E3649	RUNNING:G407-E3649@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
1326	4454	G407-S609	5	f83r	ACTION:G407-E3650@1:CHD	G407-E3650	RUNNING:G407-E3650@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	denselben Strom	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3649@1:S	Behandle den Ansatz entlang des Stationswegs oder Kanals	Behandle denselben Strom entlang des Stationswegs oder Kanals	NO
1327	4456	G407-S609	7	f83r	ACTION:G407-E3651@2:CHD	G407-E3651	RUNNING:G407-E3651@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	NO
1328	4458	G407-S611	1	f83r	ACTION:G407-E3653@1:CHD	G407-E3653	RUNNING:G407-E3653@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3653@1:CHD	Behandle die Anwendungsportion	Behandle die Anwendungsportion	NO
1329	4459	G407-S611	2	f83r	ACTION:G407-E3654@1:CHD	G407-E3654	RUNNING:G407-E3654@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	3	Y+AIIN+AIIN	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3654@1:CHD	Behandle den Stationsansatz und das Stations- oder Badmaß	Behandle den Stationsansatz und das Stationsmaß	NO
1330	4466	G407-S613	1	f83r	ACTION:G407-E3659@1:T	G407-E3659	RUNNING:G407-E3659@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
1331	4467	G407-S613	2	f83r	ACTION:G407-E3659@2:CHD	G407-E3659	RUNNING:G407-E3659@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3659@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
1332	4471	G407-S614	1	f83r	ACTION:G407-E3661@1:OK	G407-E3661	RUNNING:G407-E3661@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
1333	4472	G407-S614	2	f83r	ACTION:G407-E3662@1:SH	G407-E3662	RUNNING:G407-E3662@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
1334	4474	G407-S616	1	f83r	ACTION:G407-E3664@1:SH	G407-E3664	RUNNING:G407-E3664@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	DEFINITE	RIGHT:G407-E3664:RUNNING:G407-E3664@7	Halte im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	NO
1335	4475	G407-S616	2	f83r	ACTION:G407-E3664@3:CH	G407-E3664	RUNNING:G407-E3664@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3664@4:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1336	4476	G407-S616	3	f83r	ACTION:G407-E3664@4:T	G407-E3664	RUNNING:G407-E3664@4	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3664@4:T	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	NO
1337	4477	G407-S616	4	f83r	ACTION:G407-E3665@1:SH	G407-E3665	RUNNING:G407-E3665@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3664:RUNNING:G407-E3664@7	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
1338	4478	G407-S616	5	f83r	ACTION:G407-E3665@3:CH	G407-E3665	RUNNING:G407-E3665@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3665@4:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1339	4479	G407-S616	6	f83r	ACTION:G407-E3665@4:T	G407-E3665	RUNNING:G407-E3665@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+OR	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3665@4:T	Reguliere den Stationsansatz und die Becken- oder Körpereinheit	Reguliere den Stationsansatz und die Stationseinheit	NO
1340	4481	G407-S616	8	f83r	ACTION:G407-E3667@1:CHD	G407-E3667	RUNNING:G407-E3667@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3667@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
1341	4482	G407-S616	9	f83r	ACTION:G407-E3668@1:S	G407-E3668	RUNNING:G407-E3668@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3667@1:CHD	Wähle die Einheit in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	Wähle denselben Stationsansatz in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	NO
1342	4483	G407-S616	10	f83r	ACTION:G407-E3669@1:CH	G407-E3669	RUNNING:G407-E3669@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3669@2:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1343	4484	G407-S616	11	f83r	ACTION:G407-E3669@2:T	G407-E3669	RUNNING:G407-E3669@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3669@2:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
1344	4485	G407-S616	12	f83r	ACTION:G407-E3670@1:T	G407-E3670	RUNNING:G407-E3670@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	3	Y+AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3670@1:T	Reguliere den Stationsansatz und das Stations- oder Badmaß zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken	NO
1345	4488	G407-S616	15	f83r	ACTION:G407-E3673@1:SH	G407-E3673	RUNNING:G407-E3673@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E3672	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
1346	4490	G407-S619	1	f83r	ACTION:G407-E3678@1:CHD	G407-E3678	RUNNING:G407-E3678@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3678@1:CHD	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO
1347	4493	G407-S619	4	f83r	ACTION:G407-E3681@1:OK	G407-E3681	RUNNING:G407-E3681@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3681@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	YES
1348	4494	G407-S619	5	f83r	ACTION:G407-E3682@1:OK	G407-E3682	RUNNING:G407-E3682@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3682@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
1349	4495	G407-S619	6	f83r	ACTION:G407-E3683@1:T	G407-E3683	RUNNING:G407-E3683@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
1350	4497	G407-S619	8	f83r	ACTION:G407-E3684@1:SH	G407-E3684	RUNNING:G407-E3684@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E3682	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
1351	4499	G407-S621	1	f83r	ACTION:G407-E3687@1:CHD	G407-E3687	RUNNING:G407-E3687@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIN+Y	BODY_PART	Körperteil	das Körperteil	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3687@1:CHD	Behandle die Anwendungsportion und den Stationsansatz	Behandle den Körperteil	NO
1352	4500	G407-S621	2	f83r	ACTION:G407-E3688@1:OK	G407-E3688	RUNNING:G407-E3688@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY_PART	Körperteil	dasselbe Körperteil	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3687@1:CHD	Beschicke oder bereite auf Grad II vor	Bereite dasselbe Körperteil auf Grad II vor	YES
1353	4502	G407-S622	1	f83r	ACTION:G407-E3689@1:SH	G407-E3689	RUNNING:G407-E3689@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3689@2:CH	Halte den Zustand	Halte den Stationsansatz	YES
1354	4503	G407-S622	2	f83r	ACTION:G407-E3689@2:CH	G407-E3689	RUNNING:G407-E3689@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3689@1:SH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
1355	4504	G407-S622	3	f83r	ACTION:G407-E3689@3:K	G407-E3689	RUNNING:G407-E3689@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3689@2:CH	Führe auf Grad I zu	Führe denselben Stationsansatz auf Grad I zu	YES
1356	4506	G407-S623	1	f83r	ACTION:G407-E3690@1:SH	G407-E3690	RUNNING:G407-E3690@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3690@2:CH	Halte den Zustand	Halte den Stationsansatz	YES
1357	4507	G407-S623	2	f83r	ACTION:G407-E3690@2:CH	G407-E3690	RUNNING:G407-E3690@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3690@1:SH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
1358	4508	G407-S623	3	f83r	ACTION:G407-E3690@3:K	G407-E3690	RUNNING:G407-E3690@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3690@2:CH	Führe auf Grad I zu	Führe denselben Stationsansatz auf Grad I zu	YES
1359	4510	G407-S624	1	f83r	ACTION:G407-E3691@1:S	G407-E3691	RUNNING:G407-E3691@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3691@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	NO
1360	4511	G407-S624	2	f83r	ACTION:G407-E3692@1:CH	G407-E3692	RUNNING:G407-E3692@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3692@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1361	4512	G407-S624	3	f83r	ACTION:G407-E3692@2:K	G407-E3692	RUNNING:G407-E3692@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3692@2:K	Führe den Stationsansatz auf Grad II zu	Führe den Stationsansatz auf Grad II zu	YES
