host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
4042	G407-S531	15	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3354@1:K	G407-E3354	K	RUNNING:G407-E3354@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3354@1:K	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
4043	G407-S531	16	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3355@1:OK	G407-E3355	OK	RUNNING:G407-E3355@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3355@1:OK	Beschicke oder bereite den Stationsansatz auf Grad III vor	Beschicke oder bereite den Stationsansatz auf Grad III vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad III vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4044	G407-S531	17	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3356@1:R	G407-E3356	R	RUNNING:G407-E3356@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3356@3:S	Kennzeichne oder prüfe an der Stations-Hauptstelle	Kennzeichne oder prüfe an der Stations-Hauptstelle	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe den Stationsansatz an der Stations-Hauptstelle	YES	ALL_ACTIONS_OBJECT_COMPLETE
4045	G407-S531	18	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3356@3:S	G407-E3356	S	RUNNING:G407-E3356@3	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3356@3:S	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle den Stationsansatz aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
4046	G407-S531	19	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3357@1:SH	G407-E3357	SH	RUNNING:G407-E3357@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3357:RUNNING:G407-E3357@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
4047	G407-S531	20	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3358@1:CH	G407-E3358	CH	RUNNING:G407-E3358@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3358@2:T	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
4048	G407-S531	21	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3358@2:T	G407-E3358	T	RUNNING:G407-E3358@2	T_PHYSICAL_GRADE_TEMPER	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3358@2:T	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Temperiere den Stationsansatz auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
4049	G407-S531	22	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3359@1:OK	G407-E3359	OK	RUNNING:G407-E3359@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	4	Y+Y+AIIN+Y	Stationsansatz|Stationsansatz|Stations- oder Badmaß|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3359@1:OK	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß auf Grad II und über den Stationskontakt oder die Leitung vor	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß auf Grad II und über den Stationskontakt oder die Leitung vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß auf Grad II und über den Stationskontakt oder die Leitung vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4050	G407-S531	23	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3363@1:OK	G407-E3363	OK	RUNNING:G407-E3363@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3359@1:OK	Beschicke oder bereite auf Grad III vor	Beschicke oder bereite auf Grad III vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite denselben Stationsansatz auf Grad III vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
4051	G407-S531	24	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3363@3:DY	G407-E3363	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4052	G407-S532	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3364@2:CHD	G407-E3364	CHD	RUNNING:G407-E3364@2	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
4053	G407-S532	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3364@3:DY	G407-E3364	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4054	G407-S534	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3367@2:CH	G407-E3367	CH	RUNNING:G407-E3367@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3367@2:CH	Entnimm oder lass den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	Entnimm oder lass den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	NO	ALL_ACTIONS_OBJECT_COMPLETE
4055	G407-S534	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3368@1:OK	G407-E3368	OK	RUNNING:G407-E3368@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3368@1:OK	Beschicke oder bereite den Stationsansatz in Anwendungsform und auf Grad I vor	Beschicke oder bereite den Stationsansatz in Anwendungsform und auf Grad I vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz in Anwendungsform und auf Grad I vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4056	G407-S534	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3369@1:S	G407-E3369	S	RUNNING:G407-E3369@1	S_BIO_DIVERT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Leite den Strom zur Zielstation oder ins Zielbecken um	NO	ALL_ACTIONS_OBJECT_COMPLETE
4057	G407-S534	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3370@1:R	G407-E3370	R	RUNNING:G407-E3370@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	Maßangabe	die Maßangabe	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3370@1:R	Kennzeichne oder prüfe das Stations- oder Badmaß	Kennzeichne oder prüfe das Stations- oder Badmaß	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe die Maßangabe	YES	ALL_ACTIONS_OBJECT_COMPLETE
4058	G407-S534	5	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3371@1:OK	G407-E3371	OK	RUNNING:G407-E3371@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3371@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4059	G407-S534	6	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3372@2:K	G407-E3372	K	RUNNING:G407-E3372@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3372@2:K	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
4060	G407-S534	7	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3373@1:OK	G407-E3373	OK	RUNNING:G407-E3373@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3373@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4061	G407-S534	8	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3374@1:R	G407-E3374	R	RUNNING:G407-E3374@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	2	AIIN+Y	Stations- oder Badmaß|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3374@1:R	Kennzeichne oder prüfe das Stations- oder Badmaß und den Stationsansatz	Kennzeichne oder prüfe das Stations- oder Badmaß und den Stationsansatz	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe das Stations- oder Badmaß und den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
4062	G407-S534	9	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3375@2:DY	G407-E3375	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4063	G407-S535	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3376:STATE_CARD	G407-E3376	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle	NO	NON_ACTION_RETAINED
4064	G407-S535	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3376@2:OL	G407-E3376	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
4065	G407-S535	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3377@4:S	G407-E3377	S	RUNNING:G407-E3377@4	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit in Anwendungsform, auf Grad I und als neuer Bad- oder Stationsansatz aus	Wähle die Stationseinheit in Anwendungsform, auf Grad I und als neuer Bad- oder Stationsansatz aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle die Stationseinheit in Anwendungsform, auf Grad I aus; übernimm die ausgewählte Einheit als neuen Bad- oder Stationsansatz	YES	ALL_ACTIONS_OBJECT_COMPLETE
4066	G407-S535	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3377@6:DY	G407-E3377	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4067	G407-S536	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3378@1:SH	G407-E3378	SH	RUNNING:G407-E3378@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:AL	Halte im Bad auf Grad II und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	NO	ALL_ACTIONS_OBJECT_COMPLETE
4068	G407-S536	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3379@1:SH	G407-E3379	SH	RUNNING:G407-E3379@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E3378	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte denselben Stationsansatz im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
4069	G407-S536	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3379@3:DY	G407-E3379	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4070	G407-S537	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3380@2:SH	G407-E3380	SH	RUNNING:G407-E3380@2	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:L	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
4071	G407-S537	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3381@2:CH	G407-E3381	CH	RUNNING:G407-E3381@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3381@3:K	Entnimm oder lass in Anwendungsform ab	Entnimm oder lass in Anwendungsform ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz in Anwendungsform ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
4072	G407-S537	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3381@3:K	G407-E3381	K	RUNNING:G407-E3381@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3381@3:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad I zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
