event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
353	B4	f83r	f83r.39	F125	B4-S015	b5df9126607030b95175	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:b5df9126607030b95175] > [CARD:KLAR?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den örtlichen Prüfzustand der Charge feststellen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Charge|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
354	B4	f83r	f83r.39	F125	B4-S015	9da1b6ac2c929daea697	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:9da1b6ac2c929daea697] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Ein abgemessener Anteil.	0.34	Badehaus-technischer Rivale am selben Besitzer: Bodensatz zurückhalten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
355	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:21ed2873b71e57269c08] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Für die angegebene Dauer.	0.34	Badehaus-technischer Rivale am selben Besitzer: Klarstand im Register buchen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Dauer	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
356	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	DIRECT_VISIBLE	MEDIUM	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:42cdc187d5b9ffc60063] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Öffne danach den oberen Lauf.	0.40	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
357	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Flüssigkeit|Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
358	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:94df4847b7b16c98394a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Das untere Becken.	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Becken	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
360	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:883a6708116c342cb10b] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gieße das erwärmte Wasser ein.	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wasser|Wärme/Temperatur|Strom/Flussrichtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
361	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-Lauf-/Mehrarmknotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
362	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	DIRECT_VISIBLE	MEDIUM	RECORD_START__RESET_ALL_LOCAL_STATE	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:601b77449028deed39de] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Ziehe es ab und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
363	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:87411f84689b4f93a303] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Erwärme es einmal und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
364	B5	f83r	f83r.47	F131	B5-S003	abb23e5e6936b4147f76	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:abb23e5e6936b4147f76] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Für einen Zeitabschnitt.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Dauer	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Übergabebecken E mit Wärmeschale W5 und Leitung L5; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
366	B5	f83r	f83r.48	F132	B5-S003	dcda95c81a5460feb191	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F132; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
367	B5	f83r	f83r.48	F132	B5-S003	8c97dfde96fbc78e3355	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:8c97dfde96fbc78e3355] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Bis es warm ist.	0.34	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
368	B5	f83r	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:00d8ebe3c68294eeac39] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Mit der vorigen Mischung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitungsadresse im Register notieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Mischung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
369	B5	f83r	f83r.48	F132	B5-S003	2f1c5e56e8f0ff459065	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	EXACT_WORKING_MNEMONIC	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
370	B5	f83r	f83r.49	F133	B5-S003	dcda95c81a5460feb191	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F133; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
371	B5	f83r	f83r.49	F133	B5-S003	fcc1deda9e24ec268eb0	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:fcc1deda9e24ec268eb0] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die zweite Öffnung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
372	B5	f83r	f83r.49	F133	B5-S003	6f7ff8287eddf4da9fdb	B5_LEFT_OPEN_FRINGE_STATION	linker offener Fransen-Endposten	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B5_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Rühre, bis alles gleichmäßig vermischt ist.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge an den nächsten Lauf übergeben; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
373	B6	f83r	f83r.52	F134	B6-S001	1bfd786e6b8b63734a59	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechter S-Lauf-/Mehrarm-Endposten	DIRECT_VISIBLE	MEDIUM	RECORD_START__RESET_ALL_LOCAL_STATE	[OWNER:B6_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:1bfd786e6b8b63734a59] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Richte die bezeichnete Beckenstation ein.	0.40	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Becken	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
374	B6	f83r	f83r.52	F134	B6-S001	43eb9aa12959b4d5cdc9	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechter S-Lauf-/Mehrarm-Endposten	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B6_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:43eb9aa12959b4d5cdc9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Ohne Kochen.	0.40	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
375	B6	f83r	f83r.52	F134	B6-S001	3e9c7f217843b588489d	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechter S-Lauf-/Mehrarm-Endposten	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B6_RIGHT_S_RUN_MULTIPORT_STATION] > [OPAQUE_CARD:3e9c7f217843b588489d] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die erste Öffnung.	0.40	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
