bath_action_ordinal	source_event_id	action_slot_id	statement_id	physical_page	locus	surface	component_recipe	upstream_selection_route	typing_card_id	reference_scope_card_id	typing_token	scope_source_pointer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	selected_participant_position	participant_np_sequence_de	bath_frame	modifier_id_sequence	modifier_root_sequence	modifier_group_count	modifier_suffix_de	gdt595_clause_de	gdt596_reconstructed_clause_de	exact_replay	host_attachment_rival	default_survives_with_rival	guard
230	G407-E3611	RUNNING:G407-E3611@4	G407-S597	f83r	f83r.18	pdalshdy	P+DA+L+SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3611:RUNNING:G407-E3611@6	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE|M14_CONTACT	D_ADDR|L	2	 an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
231	G407-E3612	RUNNING:G407-E3612@1	G407-S597	f83r	f83r.18	shocphedy	SH+O+CH+P+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:O	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M02_APPLY	O	1	 in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
232	G407-E3614	RUNNING:G407-E3614@1	G407-S598	f83r	f83r.18	shedy	SH+E+DY	WRITTEN_OR_UNIT	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	OR_UNIT	HOST:G407-E3614:RUNNING:G407-E3613@2	DEFINITE	BATH_UNIT	Badeinheit	FEMININE	die	die Badeinheit	1	1	die Badeinheit	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte die Badeinheit im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
233	G407-E3615	RUNNING:G407-E3615@3	G407-S599	f83r	f83r.18	opshedy	O+P+SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3615:RUNNING:G407-E3615@5	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
234	G407-E3616	RUNNING:G407-E3616@2	G407-S599	f83r	f83r.18	otshdy	OT+SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3616:RUNNING:G407-E3616@4	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
235	G407-E3618	RUNNING:G407-E3618@1	G407-S599	f83r	f83r.18	shdy	SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3618:RUNNING:G407-E3618@3	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
236	G407-E3621	RUNNING:G407-E3621@1	G407-S599	f83r	f83r.19	shedaiin	SH+E+AIIN	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	HANDOFF:G407-E3619:RUNNING:G407-E3619@4	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M01_FILL|M05_GRADE_I	AIIN_FILL|E	1	 bei der angegebenen Füllung auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
237	G407-E3625	RUNNING:G407-E3625@1	G407-S599	f83r	f83r.19	shedy	SH+E+DY	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_PORTION	HANDOFF:G407-E3623:RUNNING:G407-E3623@2	ANAPHORIC	PORTION	Anwendungsportion	FEMININE	dieselbe	dieselbe Anwendungsportion	1	1	dieselbe Anwendungsportion	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
238	G407-E3628	RUNNING:G407-E3628@1	G407-S600	f83r	f83r.19	shedy	SH+E+DY	GDT569_AIN_PORTION_PROMOTION	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	AIN_PORTION_DEFAULT	TYPE_DEFAULT:AIN	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	1	die Anwendungsportion	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
239	G407-E3629	RUNNING:G407-E3629@1	G407-S601	f83r	f83r.19	shey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3629:RUNNING:G407-E3629@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
240	G407-E3662	RUNNING:G407-E3662@1	G407-S614	f83r	f83r.23	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
241	G407-E3664	RUNNING:G407-E3664@1	G407-S616	f83r	f83r.23	shecthedy	SH+E+CH+T+E+D_ADDR+Y	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_INHERIT_STATION	RIGHT:G407-E3664:RUNNING:G407-E3664@7	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	YES	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
242	G407-E3665	RUNNING:G407-E3665@1	G407-S616	f83r	f83r.23	shecthy	SH+E+CH+T+Y	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	HANDOFF:G407-E3664:RUNNING:G407-E3664@7	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
243	G407-E3673	RUNNING:G407-E3673@1	G407-S616	f83r	f83r.24	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3672	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
244	G407-E3684	RUNNING:G407-E3684@1	G407-S619	f83r	f83r.26	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3682	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
245	G407-E3693	RUNNING:G407-E3693@1	G407-S624	f83r	f83r.28	sheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3693:RUNNING:G407-E3693@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
246	G407-E3695	RUNNING:G407-E3695@1	G407-S625	f83r	f83r.28	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
247	G407-E3698	RUNNING:G407-E3698@1	G407-S627	f83r	f83r.29	cheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3698:RUNNING:G407-E3698@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
248	G407-E3718	RUNNING:G407-E3718@1	G407-S635	f83r	f83r.33	sheekchy	SH+EE+K+CH+Y	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT595:G407-E3718:RUNNING:G407-E3714@3|RUNNING:G407-E3715@1	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
249	G407-E3733	RUNNING:G407-E3733@1	G407-S636	f83r	f83r.36	shey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3733:RUNNING:G407-E3733@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
250	G407-E3734	RUNNING:G407-E3734@2	G407-S636	f83r	f83r.36	lshedy	L+SH+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
251	G407-E3740	RUNNING:G407-E3740@1	G407-S639	f83r	f83r.37	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
252	G407-E3746	RUNNING:G407-E3746@1	G407-S641	f83r	f83r.39	shey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3746:RUNNING:G407-E3746@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
253	G407-E3768	RUNNING:G407-E3768@1	G407-S643	f83r	f83r.44	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
254	G407-E3771	RUNNING:G407-E3771@1	G407-S646	f83r	f83r.47	shedal	SH+E+AL	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:AL	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M12_TARGET	E|AL	2	 auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
