unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
688	ASTRO	f69v	A3	A3:G052	ockhy	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
689	ASTRO	f69v	A3	A3:G053	sheey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
690	ASTRO	f69v	A3	A3:G054	aiin	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
691	ASTRO	f69v	A3	A3:G055	y	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
692	ASTRO	f69v	A3	A3:G056	daiial	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
693	ASTRO	f69v	A3	A3:G057	cheody	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
694	ASTRO	f69v	A3	A3:G058	cheal	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
695	ASTRO	f69v	A3	A3:G059	yetey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
696	ASTRO	f69v	A3	A3:G060	chear	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
697	ASTRO	f69v	A3	A3:G061	y	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
698	ASTRO	f69v	A3	A3:G062	dy	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
699	ASTRO	f69v	A3	A3:G063	ykey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
700	ASTRO	f69v	A3	A3:G064	ch	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
701	ASTRO	f69v	A3	A3:G065	y	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
702	ASTRO	f69v	A3	A3:G066	dy	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
703	ASTRO	f69v	A3	A3:G067	chol	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
704	ASTRO	f69v	A3	A3:G068	ykar	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
705	ASTRO	f69v	A3	A3:G069	ol	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
706	ASTRO	f69v	A3	A3:G070	y	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
707	ASTRO	f69v	A3	A3:G071	ykeeody	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
708	ASTRO	f69v	A3	A3:G072	chey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
709	ASTRO	f69v	A3	A3:G073	dal	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
710	ASTRO	f69v	A3	A3:G074	ody	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
711	ASTRO	f69v	A3	A3:G075	airchy	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
712	ASTRO	f69v	A3	A3:G076	choky	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
713	ASTRO	f69v	A3	A3:G077	ychey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
714	ASTRO	f69v	A3	A3:G078	chey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
715	ASTRO	f69v	A3	A3:G079	doair	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
716	ASTRO	f69v	A3	A3:G080	otaldal	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
717	ASTRO	f69v	A3	A3:G081	dair	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
718	ASTRO	f69v	A3	A3:G082	chdy	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
719	ASTRO	f69v	A3	A3:G083	otoar	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
720	ASTRO	f69v	A3	A3:G084	ar	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
721	ASTRO	f69v	A3	A3:G085	chy	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
722	ASTRO	f69v	A3	A3:G086	qoteor	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
723	ASTRO	f69v	A3	A3:G087	cho	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
724	ASTRO	f69v	A3	A3:G088	qotair	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
725	ASTRO	f69v	A3	A3:G089	chda	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
726	ASTRO	f69v	A3	A3:G090	oteeal	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
727	ASTRO	f69v	A3	A3:G091	cheor	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
728	ASTRO	f69v	A3	A3:G092	ar	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
729	ASTRO	f69v	A3	A3:G093	air	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
730	ASTRO	f69v	A3	A3:G094	oteody	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
731	ASTRO	f69v	A3	A3:G095	ytyd	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
732	ASTRO	f69v	A3	A3:G096	a	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
733	ASTRO	f69v	A3	A3:G097	dchy	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
734	ASTRO	f69v	A3	A3:G098	otoly	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
735	ASTRO	f69v	A3	A3:G099	okeodal	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
736	ASTRO	f69v	A3	A3:G100	oteoarar	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
737	ASTRO	f69v	A3	A3:G101	cheteeser	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
738	ASTRO	f69v	A3	A3:G102	dair	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
739	ASTRO	f69v	A3	A3:G103	chey	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
740	ASTRO	f69v	A3	A3:G104	okody	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
741	ASTRO	f69v	A3	A3:G105	dal	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
742	ASTRO	f69v	A3	A3:G106	oteey	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
743	ASTRO	f69v	A3	A3:G107	oteey	Etikettensegment im rechtes Gesichts-, Licht- oder Planetenrad	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	F69_RIGHT_WHEEL_NS	einen Licht-, Gestirn- oder Komplexionszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
744	ASTRO	f69v	A3	A3:G108	okeey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
745	ASTRO	f69v	A3	A3:G109	sar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
746	ASTRO	f69v	A3	A3:G110	okeo	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
747	ASTRO	f69v	A3	A3:G111	dy	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
748	ASTRO	f69v	A3	A3:G112	ochoyk	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
749	ASTRO	f69v	A3	A3:G113	ykeey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
750	ASTRO	f69v	A3	A3:G114	ytory	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
751	ASTRO	f69v	A3	A3:G115	oeesy	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
752	ASTRO	f69v	A3	A3:G116	ytody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
753	ASTRO	f69v	A3	A3:G117	okody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
754	ASTRO	f69v	A3	A3:G118	otody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
755	ASTRO	f69v	A3	A3:G119	okeal	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
756	ASTRO	f69v	A3	A3:G120	okeod	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
