register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E3094	P912-E1553	BIOLOGICAL	f83r	P1009-S539	f83r.16	chealror	AL+R+OR	AL+R+OR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3095	P912-E1554	BIOLOGICAL	f83r	P1009-S539	f83r.17	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	D_ADDR+CH+E+O+K+E+D_ADDR+Y	8	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3096	P912-E1555	BIOLOGICAL	f83r	P1009-S539	f83r.17	lkeed	L+K+EE+D_ADDR	L+K+EE+D_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3097	P912-E1556	BIOLOGICAL	f83r	P1009-S539	f83r.17	shckhey	SH+CH+K+E+Y	SH+CH+K+E+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3098	P912-E1557	BIOLOGICAL	f83r	P1009-S539	f83r.17	ytaiin	Y+T+AIIN	Y+T+AIIN	3	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3099	P912-E1558	BIOLOGICAL	f83r	P1009-S539	f83r.17	shechy	SH+E+CH+Y	SH+E+CH+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3100	P912-E1559	BIOLOGICAL	f83r	P1009-S539	f83r.17	schety	S+CH+E+T+Y	S+CH+E+T+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3101	P912-E1560	BIOLOGICAL	f83r	P1009-S539	f83r.18	pdalshdy	P+DA+L+SH+D_ADDR+Y	P+DA+L+SH+D_ADDR+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3102	P912-E1561	BIOLOGICAL	f83r	P1009-S539	f83r.18	shocphedy	SH+O+CH+P+E+DY	SH+O+CH+P+E+DY	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3103	P912-E1562	BIOLOGICAL	f83r	P1009-S540	f83r.18	otor	OT+OR	OT+OR	2	UNCHANGED	YES	HERBAL|CELESTIAL	f10r|f68r1|f71v	HERBAL|CELESTIAL	f10r|f68r1|f71v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3104	P912-E1563	BIOLOGICAL	f83r	P1009-S540	f83r.18	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3105	P912-E1564	BIOLOGICAL	f83r	P1009-S541	f83r.18	opshedy	O+P+SH+E+Y	O+P+SH+E+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3106	P912-E1565	BIOLOGICAL	f83r	P1009-S541	f83r.18	otshdy	OT+SH+D_ADDR+Y	OT+SH+D_ADDR+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3107	P912-E1566	BIOLOGICAL	f83r	P1009-S541	f83r.18	qokedol	OK+E+D_ADDR+OL	OK+E+D_ADDR+OL	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3108	P912-E1567	BIOLOGICAL	f83r	P1009-S541	f83r.18	shdy	SH+D_ADDR+Y	SH+D_ADDR+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3109	P912-E1568	BIOLOGICAL	f83r	P1009-S541	f83r.18	soldy	S+OL+D_ADDR+Y	S+OL+D_ADDR+Y	4	UNCHANGED	YES	NONE	NONE	HERBAL|PHARMA	f18r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3110	P912-E1569	BIOLOGICAL	f83r	P1009-S541	f83r.19	sar	S+AR	S+AR	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f88r	HERBAL|PHARMA	f17r|f55v|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3111	P912-E1570	BIOLOGICAL	f83r	P1009-S541	f83r.19	shedaiin	SH+E+AIIN	SH+E+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3112	P912-E1571	BIOLOGICAL	f83r	P1009-S541	f83r.19	ockhey	O+CH+K+E+Y	O+CH+K+E+Y	5	UNCHANGED	YES	PHARMA	f89r	PHARMA	f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3113	P912-E1572	BIOLOGICAL	f83r	P1009-S541	f83r.19	sain	S+AIN	S+AIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f67r2|f89r	HERBAL|CELESTIAL|PHARMA	f17r|f67r2|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3114	P912-E1573	BIOLOGICAL	f83r	P1009-S541	f83r.19	ched	CHD	CHD	1	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3115	P912-E1574	BIOLOGICAL	f83r	P1009-S541	f83r.19	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3116	P912-E1575	BIOLOGICAL	f83r	P1009-S542	f83r.19	qetal	CARRIER_Q+E+T+AL	CARRIER_Q+E+T+AL	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3117	P912-E1576	BIOLOGICAL	f83r	P1009-S542	f83r.19	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3118	P912-E1577	BIOLOGICAL	f83r	P1009-S542	f83r.19	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3119	P912-E1578	BIOLOGICAL	f83r	P1009-S543	f83r.19	shey	SH+E+Y	SH+E+Y	3	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f68r1|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f68r1|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3120	P912-E1579	BIOLOGICAL	f83r	P1009-S543	f83r.19	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3121	P912-E1580	BIOLOGICAL	f83r	P1009-S544	f83r.20	solkeedy	OL+K+EE+D_ADDR+Y	OL+K+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3122	P912-E1581	BIOLOGICAL	f83r	P1009-S544	f83r.20	qoteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3123	P912-E1582	BIOLOGICAL	f83r	P1009-S545	f83r.20	qokeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	HERBAL|PHARMA	f56r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f68r1|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3124	P912-E1583	BIOLOGICAL	f83r	P1009-S545	f83r.20	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3125	P912-E1584	BIOLOGICAL	f83r	P1009-S546	f83r.20	sol	OL	OL	1	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3126	P912-E1585	BIOLOGICAL	f83r	P1009-S546	f83r.20	cheeety	EEE+T+Y	EEE+T+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3127	P912-E1586	BIOLOGICAL	f83r	P1009-S546	f83r.20	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3128	P912-E1587	BIOLOGICAL	f83r	P1009-S547	f83r.20	qoky	OK+Y	OK+Y	2	UNCHANGED	YES	HERBAL|PHARMA	f13r|f88v	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3129	P912-E1588	BIOLOGICAL	f83r	P1009-S547	f83r.20	saiin	S+AIIN	S+AIIN	2	UNCHANGED	YES	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3130	P912-E1589	BIOLOGICAL	f83r	P1009-S547	f83r.21	solkeedy	OL+K+EE+D_ADDR+Y	OL+K+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3131	P912-E1590	BIOLOGICAL	f83r	P1009-S547	f83r.21	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3132	P912-E1591	BIOLOGICAL	f83r	P1009-S548	f83r.21	otedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3133	P912-E1592	BIOLOGICAL	f83r	P1009-S549	f83r.21	sol	OL	OL	1	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3134	P912-E1593	BIOLOGICAL	f83r	P1009-S549	f83r.21	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3135	P912-E1594	BIOLOGICAL	f83r	P1009-S549	f83r.21	lkedy	L+K+E+DY	L+K+E+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3136	P912-E1595	BIOLOGICAL	f83r	P1009-S550	f83r.21	qokchedy	OK+CHD+Y	OK+CHD+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3137	P912-E1596	BIOLOGICAL	f83r	P1009-S550	f83r.21	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3138	P912-E1597	BIOLOGICAL	f83r	P1009-S551	f83r.21	chckhdy	CH+CH+K+D_ADDR+Y	CH+CH+K+D_ADDR+Y	5	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3139	P912-E1598	BIOLOGICAL	f83r	P1009-S551	f83r.21	sar	S+AR	S+AR	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f88r	HERBAL|PHARMA	f17r|f55v|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3140	P912-E1599	BIOLOGICAL	f83r	P1009-S551	f83r.22	schedair	CHD+AIR	CHD+AIR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3141	P912-E1600	BIOLOGICAL	f83r	P1009-S551	f83r.22	otchedy	OT+CHD+DY	OT+CHD+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3142	P912-E1601	BIOLOGICAL	f83r	P1009-S552	f83r.22	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3143	P912-E1602	BIOLOGICAL	f83r	P1009-S553	f83r.22	chedain	CHD+AIN	CHD+AIN	2	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3144	P912-E1603	BIOLOGICAL	f83r	P1009-S553	f83r.22	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3145	P912-E1604	BIOLOGICAL	f83r	P1009-S553	f83r.22	qotedaiin	OT+E+AIIN	OT+E+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3146	P912-E1605	BIOLOGICAL	f83r	P1009-S553	f83r.22	otaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	CELESTIAL	f71v|f72r	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3147	P912-E1606	BIOLOGICAL	f83r	P1009-S553	f83r.22	otedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3148	P912-E1607	BIOLOGICAL	f83r	P1009-S554	f83r.22	ldy	L+DY	L+DY	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3149	P912-E1608	BIOLOGICAL	f83r	P1009-S555	f83r.23	tchedy	T+CHD+Y	T+CHD+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3150	P912-E1609	BIOLOGICAL	f83r	P1009-S555	f83r.23	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3151	P912-E1610	BIOLOGICAL	f83r	P1009-S556	f83r.23	qokal	OK+AL	OK+AL	2	UNCHANGED	YES	PHARMA	f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f68r1|f71v|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3152	P912-E1611	BIOLOGICAL	f83r	P1009-S556	f83r.23	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3153	P912-E1612	BIOLOGICAL	f83r	P1009-S557	f83r.23	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3154	P912-E1613	BIOLOGICAL	f83r	P1009-S558	f83r.23	shecthedy	SH+E+CH+T+E+D_ADDR+Y	SH+E+CH+T+E+D_ADDR+Y	7	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3155	P912-E1614	BIOLOGICAL	f83r	P1009-S558	f83r.23	shecthy	SH+E+CH+T+Y	SH+E+CH+T+Y	5	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3156	P912-E1615	BIOLOGICAL	f83r	P1009-S558	f83r.23	otor	OT+OR	OT+OR	2	UNCHANGED	YES	HERBAL|CELESTIAL	f10r|f68r1|f71v	HERBAL|CELESTIAL	f10r|f68r1|f71v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3157	P912-E1616	BIOLOGICAL	f83r	P1009-S558	f83r.23	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3158	P912-E1617	BIOLOGICAL	f83r	P1009-S558	f83r.24	soiiin	S+O+LOCAL_CHAR_I+IIN	S+O+LOCAL_CHAR_I+IIN	4	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3159	P912-E1618	BIOLOGICAL	f83r	P1009-S558	f83r.24	checthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL	f10r|f11r|f17r|f18r|f56r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3160	P912-E1619	BIOLOGICAL	f83r	P1009-S558	f83r.24	chety	T+Y	T+Y	2	UNCHANGED	YES	NONE	NONE	HERBAL	f10r|f13r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3161	P912-E1620	BIOLOGICAL	f83r	P1009-S558	f83r.24	otaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	CELESTIAL	f71v|f72r	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3162	P912-E1621	BIOLOGICAL	f83r	P1009-S558	f83r.24	olsaly	OL+AL+Y	OL+AL+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3163	P912-E1622	BIOLOGICAL	f83r	P1009-S558	f83r.24	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3164	P912-E1623	BIOLOGICAL	f83r	P1009-S559	f83r.25	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3165	P912-E1624	BIOLOGICAL	f83r	P1009-S560	f83r.25	qolchey	OL+Y	OL+Y	2	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3166	P912-E1625	BIOLOGICAL	f83r	P1009-S560	f83r.25	qokeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	HERBAL|PHARMA	f56r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f68r1|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3167	P912-E1626	BIOLOGICAL	f83r	P1009-S560	f83r.25	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3168	P912-E1627	BIOLOGICAL	f83r	P1009-S561	f83r.25	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3169	P912-E1628	BIOLOGICAL	f83r	P1009-S561	f83r.25	otal	OT+AL	OT+AL	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3170	P912-E1629	BIOLOGICAL	f83r	P1009-S561	f83r.26	otchey	OT+Y	OT+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL	f56r|f67r2|f72r	HERBAL|CELESTIAL	f10r|f11r|f13r|f56r|f67r2|f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3171	P912-E1630	BIOLOGICAL	f83r	P1009-S561	f83r.26	qokeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	HERBAL|PHARMA	f56r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f68r1|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3172	P912-E1631	BIOLOGICAL	f83r	P1009-S561	f83r.26	qoky	OK+Y	OK+Y	2	UNCHANGED	YES	HERBAL|PHARMA	f13r|f88v	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3173	P912-E1632	BIOLOGICAL	f83r	P1009-S561	f83r.26	tol	T+OL	T+OL	2	UNCHANGED	YES	PHARMA	f88v|f89r	HERBAL|PHARMA	f11r|f18r|f56r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3174	P912-E1633	BIOLOGICAL	f83r	P1009-S561	f83r.26	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3175	P912-E1634	BIOLOGICAL	f83r	P1009-S562	f83r.26	qokylddy	OK+Y+L+D_ADDR+DY	OK+Y+L+D_ADDR+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3176	P912-E1635	BIOLOGICAL	f83r	P1009-S563	f83r.27	dain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3177	P912-E1636	BIOLOGICAL	f83r	P1009-S563	f83r.27	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3178	P912-E1637	BIOLOGICAL	f83r	P1009-S563	f83r.27	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3179	P912-E1638	BIOLOGICAL	f83r	P1009-S564	f83r.27	shckhedy	SH+CH+K+E+DY	SH+CH+K+E+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3180	P912-E1639	BIOLOGICAL	f83r	P1009-S565	f83r.27	shckhedy	SH+CH+K+E+DY	SH+CH+K+E+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3181	P912-E1640	BIOLOGICAL	f83r	P1009-S566	f83r.28	saiin	S+AIIN	S+AIIN	2	UNCHANGED	YES	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3182	P912-E1641	BIOLOGICAL	f83r	P1009-S566	f83r.28	cheeky	CH+K+EE+Y	CH+K+EE+Y	4	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3183	P912-E1642	BIOLOGICAL	f83r	P1009-S566	f83r.28	sheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3184	P912-E1643	BIOLOGICAL	f83r	P1009-S566	f83r.28	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3185	P912-E1644	BIOLOGICAL	f83r	P1009-S567	f83r.28	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3186	P912-E1645	BIOLOGICAL	f83r	P1009-S568	f83r.28	oldy	OL+DY	OL+DY	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f13r|f55v|f67r2|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f13r|f18r|f55v|f67r2|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3187	P912-E1646	BIOLOGICAL	f83r	P1009-S569	f83r.29	salchedy	S+AL+CHD+Y	S+AL+CHD+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3188	P912-E1647	BIOLOGICAL	f83r	P1009-S569	f83r.29	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3189	P912-E1648	BIOLOGICAL	f83r	P1009-S569	f83r.29	qody	CARRIER_Q+O+DY	CARRIER_Q+O+DY	3	UNCHANGED	YES	HERBAL|PHARMA	f17r|f89r	HERBAL|PHARMA	f17r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3190	P912-E1649	BIOLOGICAL	f83r	P1009-S570	f83r.29	kesd	K+E+S_ADDR+D_ADDR	K+E+S_ADDR+D_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3191	P912-E1650	BIOLOGICAL	f83r	P1009-S570	f83r.29	oldy	OL+DY	OL+DY	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f13r|f55v|f67r2|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f13r|f18r|f55v|f67r2|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
