voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
225	GDT581-V225	G407-A03950	G407-E3613	G407-S598	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otor	OT+OR	OR	ARGUMENT	2	G407-A03950:G407-E3613@2:OR#1	BOUNDED_NEXT_CARD_ACTION	G407-E3614@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E3614@1:SH	G407-E3614@1:SH	P	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze die Stationseinheit ein.	GDT581-EV194	Bezug auf das folgende Halten [G407-E3614@1:SH]: die Stationseinheit [G407-A03950:G407-E3613@2:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
226	GDT581-V226	G407-A03986	G407-E3642	G407-S606	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otedy	OT+E+DY	E	GRADE	2	G407-A03986:G407-E3642@2:E#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3642:OT>G<DY	CONTROL:G407-E3642:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV195	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3642:OT>G<DY]: auf Grad I [G407-A03986:G407-E3642@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
227	GDT581-V227	G407-A04002	G407-E3658	G407-S612	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	L	RELATION	1	G407-A04002:G407-E3658@1:L#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Bearbeite denselben Stationswert; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV196	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: über die sichtbare Verbindung [G407-A04002:G407-E3658@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
228	GDT581-V228	G407-A04035	G407-E3686	G407-S621	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dain	AIN	AIN	ARGUMENT	1	G407-A04035:G407-E3686@1:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E3687@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E3687@1:CHD	G407-E3687@1:CHD	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	GDT581-EV197	Bezug auf das folgende Bearbeiten [G407-E3687@1:CHD]: den Stationsanteil [G407-A04035:G407-E3686@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
229	GDT581-V229	G407-A04059	G407-E3710	G407-S633	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	L	RELATION	1	G407-A04059:G407-E3710@1:L#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV198	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: über die sichtbare Verbindung [G407-A04059:G407-E3710@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
230	GDT581-V230	G407-A04095	G407-E3741	G407-S640	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	or	OR	OR	ARGUMENT	1	G407-A04095:G407-E3741@1:OR#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit.	GDT581-EV199	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: die Stationseinheit [G407-A04095:G407-E3741@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
231	GDT581-V231	G407-A04096	G407-E3742	G407-S640	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	Y	ARGUMENT	1	G407-A04096:G407-E3742@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3743@2:CH	CH	PRIMARY_ACTION	ACTION:G407-E3743@2:CH	G407-E3743@2:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV200	Bezug auf das folgende Entnehmen [G407-E3743@2:CH]: den Stationsposten [G407-A04096:G407-E3742@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
232	GDT581-V232	G407-A04274	G407-E3907	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	alsy	AL+S+Y	AL	RELATION	1	G407-A04274:G407-E3907@1:AL#1	INHERITED_ACTION	G407-E3905@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E3905@1:SH	G407-E3905@1:SH	S	wähle	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Wähle den Drogenposten; zum Zielgefäß.	GDT581-EV201	Bezug auf das fortgeführte Halten [G407-E3905@1:SH]: zum Zielgefäß [G407-A04274:G407-E3907@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
233	GDT581-V233	G407-A04352	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	archeey	AR+CH+EE+Y	AR	RELATION	1	G407-A04352:G407-E3963@1:AR#1	PREVIOUS_CARD_ACTION	G407-E3962@4:CH	CH	PRIMARY_ACTION	ACTION:G407-E3962@4:CH	G407-E3962@4:CH	CH	nimm	SAME_ROOT_DIFFERENT_ACTION_OCCURRENCE	EXPLICIT_PRIMARY_HEAD_BLOCK	Nimm den Drogenposten; vom Ausgangsgefäß; auf Grad II.	GDT581-EV202	Bezug auf das vorangehende Nehmen [G407-E3962@4:CH]: vom Ausgangsgefäß [G407-A04352:G407-E3963@1:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
234	GDT581-V234	G407-A04367	G407-E3974	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	Y	ARGUMENT	1	G407-A04367:G407-E3974@1:Y#1	OWNER_ONLY	OWNER:zweite Gefaess-/Zutatengruppe	OWNER	OWNER_CONTEXT	OWNER:zweite Gefaess-/Zutatengruppe	OWNER:zweite Gefaess-/Zutatengruppe	K	gib	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: gib den Drogenposten und den Mengenwert zu; bei der f-Kennmarke.	GDT581-EV203	Bezug auf den Besitzerrahmen [OWNER:zweite Gefaess-/Zutatengruppe]: den Drogenposten [G407-A04367:G407-E3974@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
235	GDT581-V235	G407-A04368	G407-E3974	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	AIIN	ARGUMENT	4	G407-A04368:G407-E3974@4:AIIN#1	OWNER_ONLY	OWNER:zweite Gefaess-/Zutatengruppe	OWNER	OWNER_CONTEXT	OWNER:zweite Gefaess-/Zutatengruppe	OWNER:zweite Gefaess-/Zutatengruppe	K	gib	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: gib den Drogenposten und den Mengenwert zu; bei der f-Kennmarke.	GDT581-EV203	Bezug auf den Besitzerrahmen [OWNER:zweite Gefaess-/Zutatengruppe]: den Mengenwert [G407-A04368:G407-E3974@4:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
236	GDT581-V236	G407-A04369	G407-E3975	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	oraiin	OR+AIIN	OR	ARGUMENT	1	G407-A04369:G407-E3975@1:OR#1	BOUNDED_NEXT_CARD_ACTION	G407-E3976@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E3976@2:SH	G407-E3976@2:SH	K	gib	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang gib die Ansatzeinheit und den Mengenwert zu.	GDT581-EV204	Bezug auf das folgende Halten [G407-E3976@2:SH]: die Ansatzeinheit [G407-A04369:G407-E3975@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
237	GDT581-V237	G407-A04370	G407-E3975	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	oraiin	OR+AIIN	AIIN	ARGUMENT	2	G407-A04370:G407-E3975@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E3976@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E3976@2:SH	G407-E3976@2:SH	K	gib	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang gib die Ansatzeinheit und den Mengenwert zu.	GDT581-EV204	Bezug auf das folgende Halten [G407-E3976@2:SH]: den Mengenwert [G407-A04370:G407-E3975@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
238	GDT581-V238	G407-A04441	G407-E4027	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	qoteo	OT+E+O	E	GRADE	2	G407-A04441:G407-E4027@2:E#1	BOUNDED_NEXT_CARD_ACTION	G407-E4028@2:CHD	CHD	CONTROL_ENVELOPE	CONTROL:G407-E4027:OT>G<END	CONTROL:G407-E4027:OT>G<END	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte denselben Drogenanteil; auf Grad I und als Ausführung.	GDT581-EV205	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4027:OT>G<END]: auf Grad I [G407-A04441:G407-E4027@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
239	GDT581-V239	G407-A04479	G407-E4060	G407-S665	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	shy	Y	Y	ARGUMENT	1	G407-A04479:G407-E4060@1:Y#1	PREVIOUS_CARD_ACTION	G407-E4059@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E4059@1:CH	G407-E4059@1:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere den Drogenposten.	GDT581-EV206	Bezug auf das vorangehende Nehmen [G407-E4059@1:CH]: den Drogenposten [G407-A04479:G407-E4060@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
240	GDT581-V240	G407-A04545	G407-E4121	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	dalchom	AL+CHD+DY	AL	RELATION	1	G407-A04545:G407-E4121@1:AL#1	INHERITED_ACTION	G407-E4118@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E4118@1:OK	G407-E4118@1:OK	CHD	bearbeite	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Bearbeite denselben Mengenwert; zum Zielgefäß; schließe den Schritt.	GDT581-EV207	Bezug auf das fortgeführte Ansetzen [G407-E4118@1:OK]: zum Zielgefäß [G407-A04545:G407-E4121@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
241	GDT581-V241	G407-A04546	G407-E4122	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	chy	Y	Y	ARGUMENT	1	G407-A04546:G407-E4122@1:Y#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER:Gefäß-/Pflanzenteilgruppe B	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Drogenposten.	GDT581-EV208	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: den Drogenposten [G407-A04546:G407-E4122@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
242	GDT581-V242	G407-A04563	G407-E4136	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	dals	AL+S	AL	RELATION	1	G407-A04563:G407-E4136@1:AL#1	INHERITED_ACTION	G407-E4131@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E4131@1:OK	G407-E4131@1:OK	S	wähle	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Wähle denselben Mengenwert; zum Zielgefäß.	GDT581-EV209	Bezug auf das fortgeführte Ansetzen [G407-E4131@1:OK]: zum Zielgefäß [G407-A04563:G407-E4136@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
243	GDT581-V243	G407-A04570	G407-E4141	G407-S671	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	al	AL	AL	RELATION	1	G407-A04570:G407-E4141@1:AL#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER:Gefäß-/Pflanzenteilgruppe B	CH	nimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß.	GDT581-EV210	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß [G407-A04570:G407-E4141@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
244	GDT581-V244	G407-A04571	G407-E4142	G407-S671	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daldal	AL+AL	AL	RELATION	1	G407-A04571:G407-E4142@1:AL#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER:Gefäß-/Pflanzenteilgruppe B	CH	nimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß im äußeren und im inneren Zweig.	GDT581-EV211	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß im äußeren Zweig [G407-A04571:G407-E4142@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
245	GDT581-V245	G407-A04572	G407-E4142	G407-S671	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daldal	AL+AL	AL	RELATION	2	G407-A04572:G407-E4142@2:AL#2	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe B	OWNER:Gefäß-/Pflanzenteilgruppe B	CH	nimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß im äußeren und im inneren Zweig.	GDT581-EV211	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß im inneren Zweig [G407-A04572:G407-E4142@2:AL#2].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
246	GDT581-V246	G407-A04627	G407-E4192	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	cheal	AL	AL	RELATION	1	G407-A04627:G407-E4192@1:AL#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe D	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe D	OWNER:Gefäß-/Pflanzenteilgruppe D	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze als Ansatz an; zum Zielgefäß.	GDT581-EV212	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe D]: zum Zielgefäß [G407-A04627:G407-E4192@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
247	GDT581-V247	G407-A04672	G407-E4233	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	qoteol	OT+E+OL	E	GRADE	2	G407-A04672:G407-E4233@2:E#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe E	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E4233:OT>G<OL	CONTROL:G407-E4233:OT>G<OL	CH	nimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; führe den Gang weiter.	GDT581-EV213	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4233:OT>G<OL]: auf Grad I [G407-A04672:G407-E4233@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
248	GDT581-V248	G407-A04673	G407-E4234	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	oldaiin	OL+D_ADDR+AIIN	AIIN	ARGUMENT	3	G407-A04673:G407-E4234@3:AIIN#1	OWNER_ONLY	OWNER:Gefäß-/Pflanzenteilgruppe E	OWNER	OWNER_CONTEXT	OWNER:Gefäß-/Pflanzenteilgruppe E	OWNER:Gefäß-/Pflanzenteilgruppe E	CH	nimm	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: nimm den Mengenwert; an der D-Stelle.	GDT581-EV214	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe E]: den Mengenwert [G407-A04673:G407-E4234@3:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
249	GDT581-V249	G407-A04750	G407-E4306	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	AIIN	ARGUMENT	1	G407-A04750:G407-E4306@1:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E4307@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E4307@1:CH	G407-E4307@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Mengenwert.	GDT581-EV215	Bezug auf das folgende Nehmen [G407-E4307@1:CH]: den Mengenwert [G407-A04750:G407-E4306@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
250	GDT581-V250	G407-A04809	G407-E4355	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sy	Y	Y	ARGUMENT	1	G407-A04809:G407-E4355@1:Y#1	PREVIOUS_CARD_ACTION	G407-E4354@2:CH	CH	PRIMARY_ACTION	ACTION:G407-E4354@2:CH	G407-E4354@2:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere den Drogenposten.	GDT581-EV216	Bezug auf das vorangehende Nehmen [G407-E4354@2:CH]: den Drogenposten [G407-A04809:G407-E4355@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
251	GDT581-V251	G407-A04810	G407-E4356	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sorcheey	OR+Y	OR	ARGUMENT	1	G407-A04810:G407-E4356@1:OR#1	INHERITED_ACTION	G407-E4354@2:CH	CH	PRIMARY_ACTION	ACTION:G407-E4354@2:CH	G407-E4354@2:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	GDT581-EV217	Bezug auf das fortgeführte Nehmen [G407-E4354@2:CH]: die Ansatzeinheit [G407-A04810:G407-E4356@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
252	GDT581-V252	G407-A04811	G407-E4356	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sorcheey	OR+Y	Y	ARGUMENT	2	G407-A04811:G407-E4356@2:Y#1	INHERITED_ACTION	G407-E4354@2:CH	CH	PRIMARY_ACTION	ACTION:G407-E4354@2:CH	G407-E4354@2:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	GDT581-EV217	Bezug auf das fortgeführte Nehmen [G407-E4354@2:CH]: den Drogenposten [G407-A04811:G407-E4356@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
253	GDT581-V253	G407-A04859	G407-E4402	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	qofaiin	CARRIER_Q+O+LOCAL_CHAR_F+AIIN	AIIN	ARGUMENT	4	G407-A04859:G407-E4402@4:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E4403@3:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E4403@3:CHD	G407-E4403@3:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	GDT581-EV218	Bezug auf das folgende Bearbeiten [G407-E4403@3:CHD]: den Arbeitswert [G407-A04859:G407-E4402@4:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
254	GDT581-V254	G407-A04862	G407-E4405	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	qotedaiin	OT+E+AIIN	E	GRADE	2	G407-A04862:G407-E4405@2:E#1	BOUNDED_NEXT_CARD_ACTION	G407-E4406@1:SH	SH	CONTROL_ENVELOPE	CONTROL:G407-E4405:OT>G<END	CONTROL:G407-E4405:OT>G<END	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: bearbeite den Arbeitswert; auf Grad I.	GDT581-EV219	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4405:OT>G<END]: auf Grad I [G407-A04862:G407-E4405@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
255	GDT581-V255	G407-A04863	G407-E4405	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	qotedaiin	OT+E+AIIN	AIIN	ARGUMENT	3	G407-A04863:G407-E4405@3:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E4406@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E4406@1:SH	G407-E4406@1:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: bearbeite den Arbeitswert; auf Grad I.	GDT581-EV219	Bezug auf das folgende Halten [G407-E4406@1:SH]: den Arbeitswert [G407-A04863:G407-E4405@3:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
256	GDT581-V256	G407-A04878	G407-E4419	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	archytaiin	AR+CH+Y+T+AIIN	AR	RELATION	1	G407-A04878:G407-E4419@1:AR#1	PREVIOUS_CARD_ACTION	G407-E4418@4:P	P	PRIMARY_ACTION	ACTION:G407-E4418@4:P	G407-E4418@4:P	CH	nimm	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Nimm den Pflanzenposten und den Arbeitswert und stelle beide ein; vom Ausgangsmaterial.	GDT581-EV220	Bezug auf das vorangehende Einsetzen [G407-E4418@4:P]: vom Ausgangsmaterial [G407-A04878:G407-E4419@1:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
257	GDT581-V257	G407-A04889	G407-E4428	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	daiin	AIIN	AIIN	ARGUMENT	1	G407-A04889:G407-E4428@1:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E4429@2:K	K	PRIMARY_ACTION	ACTION:G407-E4429@2:K	G407-E4429@2:K	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	GDT581-EV221	Bezug auf das folgende Zugeben [G407-E4429@2:K]: den Arbeitswert [G407-A04889:G407-E4428@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
