local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
657	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1039	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1039	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	qkol	OL	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R107	LOCAL_RECORD:G475-R107	G474-B115	LOCAL_BUNDLE:G474-B115	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
658	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1040	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	oldam	OL+AM_ADDR	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R107	LOCAL_RECORD:G475-R107	G474-B116	LOCAL_BUNDLE:G474-B116	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
659	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1041	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1041	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	otoldy	OT+OL	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R108	LOCAL_RECORD:G475-R108	G474-B117	LOCAL_BUNDLE:G474-B117	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
660	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1042	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	ararchodaiin	AR+AR+AIIN	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R109	LOCAL_RECORD:G475-R109	G474-B118	LOCAL_BUNDLE:G474-B118	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
661	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1090	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1090	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	ykyd	Y+K+Y+D_ADDR	4	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R110	LOCAL_RECORD:G475-R110	G474-B119	LOCAL_BUNDLE:G474-B119	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
662	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1091	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1091	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	chol	OL	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R110	LOCAL_RECORD:G475-R110	G474-B120	LOCAL_BUNDLE:G474-B120	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
663	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1092	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1092	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	ches	CH+E+S	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R110	LOCAL_RECORD:G475-R110	G474-B120	LOCAL_BUNDLE:G474-B120	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
664	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1093	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1093	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	otorain	OT+AIN	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R111	LOCAL_RECORD:G475-R111	G474-B121	LOCAL_BUNDLE:G474-B121	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
665	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1094	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1094	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	okaiin	OK+AIIN	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R112	LOCAL_RECORD:G475-R112	G474-B122	LOCAL_BUNDLE:G474-B122	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
666	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1095	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1095	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	dan	AIN	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R112	LOCAL_RECORD:G475-R112	G474-B122	LOCAL_BUNDLE:G474-B122	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
667	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1175	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	ykocfhy	CH+LOCAL_CHAR_F+Y	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R113	LOCAL_RECORD:G475-R113	G474-B123	LOCAL_BUNDLE:G474-B123	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
668	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1176	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	saldam	AL+AM_ADDR	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R114	LOCAL_RECORD:G475-R114	G474-B124	LOCAL_BUNDLE:G474-B124	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
669	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1177	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	sydarary	D_ADDR+AR+AR	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R115	LOCAL_RECORD:G475-R115	G474-B125	LOCAL_BUNDLE:G474-B125	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
670	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1178	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1178	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	yddy	Y+D_ADDR+Y	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R116	LOCAL_RECORD:G475-R116	G474-B126	LOCAL_BUNDLE:G474-B126	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
671	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1179	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1179	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	odory	OR+Y	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R117	LOCAL_RECORD:G475-R117	G474-B127	LOCAL_BUNDLE:G474-B127	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
672	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1180	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1180	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	doly	OL+Y	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R117	LOCAL_RECORD:G475-R117	G474-B128	LOCAL_BUNDLE:G474-B128	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
673	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1181	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1181	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	opchosam	AM_ADDR	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R118	LOCAL_RECORD:G475-R118	G474-B129	LOCAL_BUNDLE:G474-B129	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
674	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	AL+SH+OL	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R119	LOCAL_RECORD:G475-R119	G474-B130	LOCAL_BUNDLE:G474-B130	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
675	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	opcheor	O+P+CH+E+OR	5	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R120	LOCAL_RECORD:G475-R120	G474-B131	LOCAL_BUNDLE:G474-B131	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
676	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1228	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1228	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	otold	OT+OL	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R121	LOCAL_RECORD:G475-R121	G474-B132	LOCAL_BUNDLE:G474-B132	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
677	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1229	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1229	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	y	Y	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R121	LOCAL_RECORD:G475-R121	G474-B132	LOCAL_BUNDLE:G474-B132	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
678	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1230	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1230	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	okol	OK+OL	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R122	LOCAL_RECORD:G475-R122	G474-B133	LOCAL_BUNDLE:G474-B133	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
679	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1231	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1231	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	shol	SH+OL	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R122	LOCAL_RECORD:G475-R122	G474-B133	LOCAL_BUNDLE:G474-B133	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
680	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1232	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1232	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	dy	Y	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R122	LOCAL_RECORD:G475-R122	G474-B133	LOCAL_BUNDLE:G474-B133	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
681	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1233	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1233	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	opchoroiin	O+IIN	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R123	LOCAL_RECORD:G475-R123	G474-B134	LOCAL_BUNDLE:G474-B134	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
682	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1296	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1296	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	korainy	K+OR+AIN+Y	4	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R124	LOCAL_RECORD:G475-R124	G474-B135	LOCAL_BUNDLE:G474-B135	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
683	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1297	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1297	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	sodar	S+O+DA+R	4	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R125	LOCAL_RECORD:G475-R125	G474-B136	LOCAL_BUNDLE:G474-B136	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
684	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1298	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1298	f89r	PHARMA	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	cheys	Y+S	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R126	LOCAL_RECORD:G475-R126	G474-B137	LOCAL_BUNDLE:G474-B137	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
685	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1299	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1299	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	cheody	CH+E+O+Y	4	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R127	LOCAL_RECORD:G475-R127	G474-B138	LOCAL_BUNDLE:G474-B138	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
686	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1300	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1300	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	oporain	AIN	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R128	LOCAL_RECORD:G475-R128	G474-B139	LOCAL_BUNDLE:G474-B139	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
687	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1301	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1301	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	okshdchos	OK+SH	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R129	LOCAL_RECORD:G475-R129	G474-B140	LOCAL_BUNDLE:G474-B140	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
688	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1408	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1408	f89r	PHARMA	f89r2.29	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	okain	OK+AIN	2	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R130	LOCAL_RECORD:G475-R130	G474-B141	LOCAL_BUNDLE:G474-B141	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
689	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1409	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1409	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	yorain	AIN	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R131	LOCAL_RECORD:G475-R131	G474-B142	LOCAL_BUNDLE:G474-B142	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
690	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1410	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1410	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ofakal	O+LOCAL_CHAR_F+AL	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R132	LOCAL_RECORD:G475-R132	G474-B143	LOCAL_BUNDLE:G474-B143	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
691	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1411	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1411	f89r	PHARMA	f89r2.32	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	otalsy	OT+AL+Y	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R133	LOCAL_RECORD:G475-R133	G474-B144	LOCAL_BUNDLE:G474-B144	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
692	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1412	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1412	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ytarem	AR	1	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R134	LOCAL_RECORD:G475-R134	G474-B145	LOCAL_BUNDLE:G474-B145	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
693	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1413	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1413	f89r	PHARMA	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	otolarol	OT+OL+AR+OL	4	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R135	LOCAL_RECORD:G475-R135	G474-B146	LOCAL_BUNDLE:G474-B146	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
694	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0254	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0254	f66r	SOURCE_SECTION_T	f66r.1	sichtbare Randkennungszone von f66r	rary	R+AR+Y	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
695	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0255	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0255	f66r	SOURCE_SECTION_T	f66r.2	sichtbare Randkennungszone von f66r	rals	R+AL+S	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
696	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0256	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0256	f66r	SOURCE_SECTION_T	f66r.3	sichtbare Randkennungszone von f66r	qor	OR	1	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
697	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0257	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0257	f66r	SOURCE_SECTION_T	f66r.4	sichtbare Randkennungszone von f66r	dary	DA+R+Y	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
698	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0258	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0258	f66r	SOURCE_SECTION_T	f66r.5	sichtbare Randkennungszone von f66r	ykeol	Y+K+E+OL	4	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
699	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0259	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0259	f66r	SOURCE_SECTION_T	f66r.6	sichtbare Randkennungszone von f66r	saly	S+AL+Y	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
700	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0260	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0260	f66r	SOURCE_SECTION_T	f66r.7	sichtbare Randkennungszone von f66r	salf	S+AL+LOCAL_CHAR_F	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
701	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0261	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0261	f66r	SOURCE_SECTION_T	f66r.8	sichtbare Randkennungszone von f66r	fary	LOCAL_CHAR_F+AR+Y	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
702	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0262	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0262	f66r	SOURCE_SECTION_T	f66r.9	sichtbare Randkennungszone von f66r	qotesy	OT+E+S+Y	4	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
703	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0263	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0263	f66r	SOURCE_SECTION_T	f66r.10	sichtbare Randkennungszone von f66r	ykaly	Y+K+AL+Y	4	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
704	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0264	GDT515_NEW_LOCAL_51	GDT515_SECOND_RANDOM4_LOCAL	G515-E0264	f66r	SOURCE_SECTION_T	f66r.11	sichtbare Randkennungszone von f66r	doly	D_ADDR+OL+Y	3	MARGINAL_LABEL_CARD	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MARGINAL_LABEL_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
