focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
4954	G407-A04954	GDT407_5051_ATTACHMENT_EDITION	G407-A04954	G407-S697	G407-E4484	f95v	HERBAL	F95V_WHOLE_PLANT	sheody	SH+E+O+D_ADDR+Y	SH+E+O+D_ADDR+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4484	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4484@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4955	G407-A04955	GDT407_5051_ATTACHMENT_EDITION	G407-A04955	G407-S697	G407-E4484	f95v	HERBAL	F95V_WHOLE_PLANT	sheody	SH+E+O+D_ADDR+Y	SH+E+O+D_ADDR+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4484	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4484@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4956	G407-A04956	GDT407_5051_ATTACHMENT_EDITION	G407-A04956	G407-S697	G407-E4485	f95v	HERBAL	F95V_WHOLE_PLANT	chedy	CHD+Y	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4485	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E4485@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4957	G407-A04957	GDT407_5051_ATTACHMENT_EDITION	G407-A04957	G407-S697	G407-E4486	f95v	HERBAL	F95V_WHOLE_PLANT	chcthykedy	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4486	3	T	1	PRIMARY_ACTION	ACTION:G407-E4486@3:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4958	G407-A04958	GDT407_5051_ATTACHMENT_EDITION	G407-A04958	G407-S697	G407-E4486	f95v	HERBAL	F95V_WHOLE_PLANT	chcthykedy	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	E	GRAD I	GRADE	1	6	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4486	5	K	1	PRIMARY_ACTION	ACTION:G407-E4486@5:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4959	G407-A04959	GDT407_5051_ATTACHMENT_EDITION	G407-A04959	G407-S698	G407-E4487	f95v	HERBAL	F95V_WHOLE_PLANT	ety	E+T+Y	E+T+Y	E	GRAD I	GRADE	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4487	2	T	1	PRIMARY_ACTION	ACTION:G407-E4487@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4960	G407-A04960	GDT407_5051_ATTACHMENT_EDITION	G407-A04960	G407-S698	G407-E4487	f95v	HERBAL	F95V_WHOLE_PLANT	ety	E+T+Y	E+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4487	2	T	1	PRIMARY_ACTION	ACTION:G407-E4487@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4961	G407-A04961	GDT407_5051_ATTACHMENT_EDITION	G407-A04961	G407-S698	G407-E4488	f95v	HERBAL	F95V_WHOLE_PLANT	dain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4487	2	T	1	PRIMARY_ACTION	ACTION:G407-E4487@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4962	G407-A04962	GDT407_5051_ATTACHMENT_EDITION	G407-A04962	G407-S698	G407-E4489	f95v	HERBAL	F95V_WHOLE_PLANT	al	AL	AL	AL	ZIELORT	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E4487	2	T	1	PRIMARY_ACTION	ACTION:G407-E4487@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4963	G407-A04963	GDT407_5051_ATTACHMENT_EDITION	G407-A04963	G407-S698	G407-E4490	f95v	HERBAL	F95V_WHOLE_PLANT	tchedy	T+CHD+Y	T+CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4490	2	CHD	1	PRIMARY_ACTION	ACTION:G407-E4490@2:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4964	G407-A04964	GDT407_5051_ATTACHMENT_EDITION	G407-A04964	G407-S698	G407-E4491	f95v	HERBAL	F95V_WHOLE_PLANT	qokal	OK+AL	OK+AL	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4491	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4491@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4965	G407-A04965	GDT407_5051_ATTACHMENT_EDITION	G407-A04965	G407-S698	G407-E4492	f95v	HERBAL	F95V_WHOLE_PLANT	oty	OT+Y	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4491	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4491@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4966	G407-A04966	GDT407_5051_ATTACHMENT_EDITION	G407-A04966	G407-S698	G407-E4493	f95v	HERBAL	F95V_WHOLE_PLANT	shekshey	SH+E+K+SH+E+Y	SH+E+K+SH+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4493	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4493@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4967	G407-A04967	GDT407_5051_ATTACHMENT_EDITION	G407-A04967	G407-S698	G407-E4493	f95v	HERBAL	F95V_WHOLE_PLANT	shekshey	SH+E+K+SH+E+Y	SH+E+K+SH+E+Y	E	GRAD I	GRADE	2	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4493	4	SH	2	PRIMARY_ACTION	ACTION:G407-E4493@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4968	G407-A04968	GDT407_5051_ATTACHMENT_EDITION	G407-A04968	G407-S698	G407-E4493	f95v	HERBAL	F95V_WHOLE_PLANT	shekshey	SH+E+K+SH+E+Y	SH+E+K+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	6	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4493	4	SH	2	PRIMARY_ACTION	ACTION:G407-E4493@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4969	G407-A04969	GDT407_5051_ATTACHMENT_EDITION	G407-A04969	G407-S698	G407-E4494	f95v	HERBAL	F95V_WHOLE_PLANT	otaldy	OT+AL+DY	OT+AL+DY	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4493	4	SH	2	PRIMARY_ACTION	ACTION:G407-E4493@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4970	G407-A04970	GDT407_5051_ATTACHMENT_EDITION	G407-A04970	G407-S699	G407-E4495	f95v	HERBAL	F95V_WHOLE_PLANT	okshey	OK+SH+E+Y	OK+SH+E+Y	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4495	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4495@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4971	G407-A04971	GDT407_5051_ATTACHMENT_EDITION	G407-A04971	G407-S699	G407-E4495	f95v	HERBAL	F95V_WHOLE_PLANT	okshey	OK+SH+E+Y	OK+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4495	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4495@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4972	G407-A04972	GDT407_5051_ATTACHMENT_EDITION	G407-A04972	G407-S699	G407-E4496	f95v	HERBAL	F95V_WHOLE_PLANT	ytshedy	Y+T+SH+E+DY	Y+T+SH+E+DY	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4496	2	T	1	PRIMARY_ACTION	ACTION:G407-E4496@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4973	G407-A04973	GDT407_5051_ATTACHMENT_EDITION	G407-A04973	G407-S699	G407-E4496	f95v	HERBAL	F95V_WHOLE_PLANT	ytshedy	Y+T+SH+E+DY	Y+T+SH+E+DY	E	GRAD I	GRADE	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4496	3	SH	1	PRIMARY_ACTION	ACTION:G407-E4496@3:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4974	G407-A04974	GDT407_5051_ATTACHMENT_EDITION	G407-A04974	G407-S700	G407-E4497	f95v	HERBAL	F95V_WHOLE_PLANT	okarar	OK+AR+AR	OK+AR+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4497	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4497@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4975	G407-A04975	GDT407_5051_ATTACHMENT_EDITION	G407-A04975	G407-S700	G407-E4497	f95v	HERBAL	F95V_WHOLE_PLANT	okarar	OK+AR+AR	OK+AR+AR	AR	AUSGANG	RELATION	2	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4497	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4497@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4976	G407-A04976	GDT407_5051_ATTACHMENT_EDITION	G407-A04976	G407-S700	G407-E4498	f95v	HERBAL	F95V_WHOLE_PLANT	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4498	2	T	1	PRIMARY_ACTION	ACTION:G407-E4498@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4977	G407-A04977	GDT407_5051_ATTACHMENT_EDITION	G407-A04977	G407-S700	G407-E4498	f95v	HERBAL	F95V_WHOLE_PLANT	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4498	2	T	1	PRIMARY_ACTION	ACTION:G407-E4498@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4978	G407-A04978	GDT407_5051_ATTACHMENT_EDITION	G407-A04978	G407-S700	G407-E4499	f95v	HERBAL	F95V_WHOLE_PLANT	chdy	CHD+Y	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4499	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E4499@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4979	G407-A04979	GDT407_5051_ATTACHMENT_EDITION	G407-A04979	G407-S700	G407-E4500	f95v	HERBAL	F95V_WHOLE_PLANT	otal	OT+AL	OT+AL	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4499	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E4499@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4980	G407-A04980	GDT407_5051_ATTACHMENT_EDITION	G407-A04980	G407-S700	G407-E4501	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	SH+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4501	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4501@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4981	G407-A04981	GDT407_5051_ATTACHMENT_EDITION	G407-A04981	G407-S701	G407-E4502	f95v	HERBAL	F95V_WHOLE_PLANT	odaiin	O+D_ADDR+AIIN	O+D_ADDR+AIIN	AIIN	WERT	ARGUMENT	1	3	3	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S701	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:F95V_WHOLE_PLANT	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4982	G407-A04982	GDT407_5051_ATTACHMENT_EDITION	G407-A04982	G407-S701	G407-E4503	f95v	HERBAL	F95V_WHOLE_PLANT	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S701	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:F95V_WHOLE_PLANT	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4983	G407-A04983	GDT407_5051_ATTACHMENT_EDITION	G407-A04983	G407-S702	G407-E4504	f95v	HERBAL	F95V_WHOLE_PLANT	tshdal	T+SH+D_ADDR+AL	T+SH+D_ADDR+AL	AL	ZIELORT	RELATION	1	4	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4504	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4504@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4984	G407-A04984	GDT407_5051_ATTACHMENT_EDITION	G407-A04984	G407-S702	G407-E4505	f95v	HERBAL	F95V_WHOLE_PLANT	qokshy	OK+SH+Y	OK+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4505	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4505@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4985	G407-A04985	GDT407_5051_ATTACHMENT_EDITION	G407-A04985	G407-S703	G407-E4507	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	SH+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4507	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4507@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4986	G407-A04986	GDT407_5051_ATTACHMENT_EDITION	G407-A04986	G407-S704	G407-E4508	f95v	HERBAL	F95V_WHOLE_PLANT	dkshey	D_ADDR+K+SH+E+Y	D_ADDR+K+SH+E+Y	E	GRAD I	GRADE	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4508	3	SH	1	PRIMARY_ACTION	ACTION:G407-E4508@3:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4987	G407-A04987	GDT407_5051_ATTACHMENT_EDITION	G407-A04987	G407-S704	G407-E4508	f95v	HERBAL	F95V_WHOLE_PLANT	dkshey	D_ADDR+K+SH+E+Y	D_ADDR+K+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4508	3	SH	1	PRIMARY_ACTION	ACTION:G407-E4508@3:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4988	G407-A04988	GDT407_5051_ATTACHMENT_EDITION	G407-A04988	G407-S704	G407-E4509	f95v	HERBAL	F95V_WHOLE_PLANT	chefar	CH+E+LOCAL_CHAR_F+AR	CH+E+LOCAL_CHAR_F+AR	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4509	1	CH	1	PRIMARY_ACTION	ACTION:G407-E4509@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4989	G407-A04989	GDT407_5051_ATTACHMENT_EDITION	G407-A04989	G407-S704	G407-E4509	f95v	HERBAL	F95V_WHOLE_PLANT	chefar	CH+E+LOCAL_CHAR_F+AR	CH+E+LOCAL_CHAR_F+AR	AR	AUSGANG	RELATION	1	4	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4509	1	CH	1	PRIMARY_ACTION	ACTION:G407-E4509@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4990	G407-A04990	GDT407_5051_ATTACHMENT_EDITION	G407-A04990	G407-S705	G407-E4512	f95v	HERBAL	F95V_WHOLE_PLANT	shedar	SH+E+D_ADDR+AR	SH+E+D_ADDR+AR	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4512	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4512@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4991	G407-A04991	GDT407_5051_ATTACHMENT_EDITION	G407-A04991	G407-S705	G407-E4512	f95v	HERBAL	F95V_WHOLE_PLANT	shedar	SH+E+D_ADDR+AR	SH+E+D_ADDR+AR	AR	AUSGANG	RELATION	1	4	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4512	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4512@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4992	G407-A04992	GDT407_5051_ATTACHMENT_EDITION	G407-A04992	G407-S705	G407-E4514	f95v	HERBAL	F95V_WHOLE_PLANT	dshey	D_ADDR+SH+E+Y	D_ADDR+SH+E+Y	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4514	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4514@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4993	G407-A04993	GDT407_5051_ATTACHMENT_EDITION	G407-A04993	G407-S705	G407-E4514	f95v	HERBAL	F95V_WHOLE_PLANT	dshey	D_ADDR+SH+E+Y	D_ADDR+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4514	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4514@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4994	G407-A04994	GDT407_5051_ATTACHMENT_EDITION	G407-A04994	G407-S705	G407-E4515	f95v	HERBAL	F95V_WHOLE_PLANT	kain	K+AIN	K+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4515	1	K	1	PRIMARY_ACTION	ACTION:G407-E4515@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4995	G407-A04995	GDT407_5051_ATTACHMENT_EDITION	G407-A04995	G407-S705	G407-E4516	f95v	HERBAL	F95V_WHOLE_PLANT	qokar	OK+AR	OK+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4516	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4516@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4996	G407-A04996	GDT407_5051_ATTACHMENT_EDITION	G407-A04996	G407-S705	G407-E4517	f95v	HERBAL	F95V_WHOLE_PLANT	olkar	OL+K+AR	OL+K+AR	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4517	2	K	1	PRIMARY_ACTION	ACTION:G407-E4517@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
