local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
1820	LOCAL_COMPONENT:P1008-E1175@2	P1008-E1175	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R113	ykocfhy	CH+LOCAL_CHAR_F+Y	2	LOCAL_CHAR_F	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1175@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1821	LOCAL_COMPONENT:P1008-E1175@3	P1008-E1175	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R113	ykocfhy	CH+LOCAL_CHAR_F+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1175@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1822	LOCAL_COMPONENT:P1008-E1176@1	P1008-E1176	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R114	saldam	AL+AM_ADDR	1	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R114	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1823	LOCAL_COMPONENT:P1008-E1176@2	P1008-E1176	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R114	saldam	AL+AM_ADDR	2	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R114	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1824	LOCAL_COMPONENT:P1008-E1177@1	P1008-E1177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R115	sydarary	D_ADDR+AR+AR	1	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R115	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1825	LOCAL_COMPONENT:P1008-E1177@2	P1008-E1177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R115	sydarary	D_ADDR+AR+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R115	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1826	LOCAL_COMPONENT:P1008-E1177@3	P1008-E1177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R115	sydarary	D_ADDR+AR+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R115	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1827	LOCAL_COMPONENT:P1008-E1178@1	P1008-E1178	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1178	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R116	yddy	Y+D_ADDR+Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R116	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1828	LOCAL_COMPONENT:P1008-E1178@2	P1008-E1178	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1178	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R116	yddy	Y+D_ADDR+Y	2	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R116	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1829	LOCAL_COMPONENT:P1008-E1178@3	P1008-E1178	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1178	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R116	yddy	Y+D_ADDR+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R116	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1830	LOCAL_COMPONENT:P1008-E1179@1	P1008-E1179	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1179	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R117	odory	OR+Y	1	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R117	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1831	LOCAL_COMPONENT:P1008-E1179@2	P1008-E1179	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1179	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R117	odory	OR+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R117	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1832	LOCAL_COMPONENT:P1008-E1180@1	P1008-E1180	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1180	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R117	doly	OL+Y	1	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1180@1:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1833	LOCAL_COMPONENT:P1008-E1180@2	P1008-E1180	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1180	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R117	doly	OL+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R117	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1834	LOCAL_COMPONENT:P1008-E1181@1	P1008-E1181	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1181	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R118	opchosam	AM_ADDR	1	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R118	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1835	LOCAL_COMPONENT:P1008-E1182@1	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R119	saloiinsheol	AL+SH+OL	1	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1182@2:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1836	LOCAL_COMPONENT:P1008-E1182@2	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R119	saloiinsheol	AL+SH+OL	2	SH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1182@2:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1837	LOCAL_COMPONENT:P1008-E1182@3	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R119	saloiinsheol	AL+SH+OL	3	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1182@3:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1838	LOCAL_COMPONENT:P1008-E1183@1	P1008-E1183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R120	opcheor	O+P+CH+E+OR	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1183@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1839	LOCAL_COMPONENT:P1008-E1183@2	P1008-E1183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R120	opcheor	O+P+CH+E+OR	2	P	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1183@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1840	LOCAL_COMPONENT:P1008-E1183@3	P1008-E1183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R120	opcheor	O+P+CH+E+OR	3	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1183@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1841	LOCAL_COMPONENT:P1008-E1183@4	P1008-E1183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R120	opcheor	O+P+CH+E+OR	4	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1183@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1842	LOCAL_COMPONENT:P1008-E1183@5	P1008-E1183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1183	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	LOCAL_RECORD:G475-R120	opcheor	O+P+CH+E+OR	5	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1183@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1843	LOCAL_COMPONENT:P1008-E1228@1	P1008-E1228	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1228	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R121	otold	OT+OL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1228@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1844	LOCAL_COMPONENT:P1008-E1228@2	P1008-E1228	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1228	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R121	otold	OT+OL	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1228@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1845	LOCAL_COMPONENT:P1008-E1229@1	P1008-E1229	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1229	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R121	y	Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R121	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1846	LOCAL_COMPONENT:P1008-E1230@1	P1008-E1230	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1230	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R122	okol	OK+OL	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1230@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1847	LOCAL_COMPONENT:P1008-E1230@2	P1008-E1230	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1230	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R122	okol	OK+OL	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1230@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1848	LOCAL_COMPONENT:P1008-E1231@1	P1008-E1231	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1231	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R122	shol	SH+OL	1	SH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1231@1:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1849	LOCAL_COMPONENT:P1008-E1231@2	P1008-E1231	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1231	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R122	shol	SH+OL	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1231@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1850	LOCAL_COMPONENT:P1008-E1232@1	P1008-E1232	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1232	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R122	dy	Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R122	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1851	LOCAL_COMPONENT:P1008-E1233@1	P1008-E1233	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1233	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R123	opchoroiin	O+IIN	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R123	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1852	LOCAL_COMPONENT:P1008-E1233@2	P1008-E1233	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1233	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	LOCAL_RECORD:G475-R123	opchoroiin	O+IIN	2	IIN	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R123	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1853	LOCAL_COMPONENT:P1008-E1296@1	P1008-E1296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1296	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R124	korainy	K+OR+AIN+Y	1	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1296@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1854	LOCAL_COMPONENT:P1008-E1296@2	P1008-E1296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1296	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R124	korainy	K+OR+AIN+Y	2	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1296@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1855	LOCAL_COMPONENT:P1008-E1296@3	P1008-E1296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1296	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R124	korainy	K+OR+AIN+Y	3	AIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1296@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1856	LOCAL_COMPONENT:P1008-E1296@4	P1008-E1296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1296	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R124	korainy	K+OR+AIN+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1296@1:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1857	LOCAL_COMPONENT:P1008-E1297@1	P1008-E1297	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1297	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R125	sodar	S+O+DA+R	1	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1297@1:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1858	LOCAL_COMPONENT:P1008-E1297@2	P1008-E1297	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1297	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R125	sodar	S+O+DA+R	2	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1297@1:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1859	LOCAL_COMPONENT:P1008-E1297@3	P1008-E1297	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1297	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R125	sodar	S+O+DA+R	3	DA	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1297@4:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1860	LOCAL_COMPONENT:P1008-E1297@4	P1008-E1297	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1297	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R125	sodar	S+O+DA+R	4	R	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1297@4:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1861	LOCAL_COMPONENT:P1008-E1298@1	P1008-E1298	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1298	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R126	cheys	Y+S	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1298@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1862	LOCAL_COMPONENT:P1008-E1298@2	P1008-E1298	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1298	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R126	cheys	Y+S	2	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1298@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1863	LOCAL_COMPONENT:P1008-E1299@1	P1008-E1299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1299	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R127	cheody	CH+E+O+Y	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1299@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1864	LOCAL_COMPONENT:P1008-E1299@2	P1008-E1299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1299	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R127	cheody	CH+E+O+Y	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1299@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1865	LOCAL_COMPONENT:P1008-E1299@3	P1008-E1299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1299	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R127	cheody	CH+E+O+Y	3	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1299@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1866	LOCAL_COMPONENT:P1008-E1299@4	P1008-E1299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1299	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R127	cheody	CH+E+O+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1299@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1867	LOCAL_COMPONENT:P1008-E1300@1	P1008-E1300	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1300	GDT479_MICRORECORD_183	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	LOCAL_RECORD:G475-R128	oporain	AIN	1	AIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R128	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
