selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
344	GDT564-C0344	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Danach: halte den Posten; auf Grad II.	2	G407-E3305 || G515-E0572	2	f66r || f82r	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
345	GDT564-C0345	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	Y	Danach: stelle den Posten ein; auf Grad II.	1	G407-E1090	1	f71v	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
346	GDT564-C0346	OT+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; zur Ausführung.	1	G407-E1105	1	f71v	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
347	GDT564-C0347	OT+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Danach: wähle den Wert; zur Ausführung.	1	G407-E1258	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
348	GDT564-C0348	OT+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Danach: nimm den Posten; zur Ausführung; abschließen.	1	G407-E3998	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
349	GDT564-C0349	OT+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; zur Ausführung; abschließen.	1	G407-E4575	1	f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
350	GDT564-C0350	OT+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; zur Ausführung; abschließen.	1	G407-E1662	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
351	GDT564-C0351	OT+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=NONE	SH	NONE	Danach: halte; zur Ausführung; abschließen.	1	G407-E3970	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_OBJECTLESS_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
352	GDT564-C0352	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Danach: nimm den Wert; weiterführen.	1	G407-E4235	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
353	GDT564-C0353	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=OR	CH	OR	Danach: nimm die Einheit; weiterführen.	2	G407-E0279 || G407-E0621	2	f10r || f24v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
354	GDT564-C0354	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; weiterführen.	2	G407-E0158 || G407-E3995	2	f1r || f88v	2	PHARMA || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
355	GDT564-C0355	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Danach: wähle den Posten; weiterführen.	1	G407-E0354	1	f11r	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
356	GDT564-C0356	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIIN	SH	AIIN	Danach: halte den Wert; weiterführen.	1	G407-E2449	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
357	GDT564-C0357	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIN	SH	AIN	Danach: halte den Anteil; weiterführen.	1	G407-E1830	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
358	GDT564-C0358	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; weiterführen.	2	G407-E4177 || G515-E0514	2	f66r || f89r	2	PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
359	GDT564-C0359	OT+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Danach: stelle den Posten ein; weiterführen.	1	G515-E0081	1	f20v	1	HERBAL	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
360	GDT564-C0360	OT+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	OR	Danach: nimm die Einheit.	3	G407-E0293 || G407-E1034 || G407-E1113	3	f10r || f68r1 || f71v	2	CELESTIAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
361	GDT564-C0361	OT+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=P	P	OR	Danach: setze die Einheit ein.	1	G407-E3613	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
362	GDT564-C0362	OT+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	OR	Danach: halte die Einheit.	2	G407-E0300 || G515-E0101	2	f10r || f20v	1	HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
363	GDT564-C0363	OT+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	OR	Danach: stelle die Einheit ein.	3	G407-E0233 || G407-E0306 || G407-E3666	2	f10r || f83r	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
364	GDT564-C0364	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	Y	Danach: nimm den Posten.	2	G407-E0878 || G515-E0084	2	f20v || f56r	1	HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
365	GDT564-C0365	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	Y	Danach: bearbeite den Posten.	2	G407-E3435 || G407-E3680	2	f82r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
366	GDT564-C0366	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	Y	Danach: gib den Posten.	7	G407-E0324 || G407-E0382 || G407-E0913 || G407-E1241 || G407-E2261 || G407-E3046 || G407-E3495	7	f11r || f13r || f67r2 || f72r || f76r || f81v || f83r	3	BIOLOGICAL || CELESTIAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
367	GDT564-C0367	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Danach: setze den Posten.	8	G407-E1104 || G407-E1735 || G407-E2207 || G407-E2767 || G407-E3420 || G407-E3421 || G407-E4473 || G407-E4492	6	f71v || f75r || f76r || f81r || f82r || f95v	3	BIOLOGICAL || CELESTIAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
368	GDT564-C0368	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=P	P	Y	Danach: setze den Posten ein.	2	G515-E0033 || G515-E0391	2	f4r || f66r	2	HERBAL || SOURCE_SECTION_T	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
369	GDT564-C0369	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	Y	Danach: wähle den Posten.	6	G407-E0362 || G407-E0801 || G407-E0899 || G407-E1819 || G407-E1935 || G407-E2221	4	f11r || f56r || f75r || f76r	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
370	GDT564-C0370	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Danach: halte den Posten.	7	G407-E0299 || G407-E1866 || G407-E2650 || G407-E3018 || G515-E0059 || G515-E0093 || G515-E0138	6	f10r || f20v || f4r || f76r || f77r || f81v	2	BIOLOGICAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
371	GDT564-C0371	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	Y	Danach: stelle den Posten ein.	6	G407-E0238 || G407-E0305 || G407-E0883 || G407-E1297 || G407-E1656 || G515-E0090	5	f10r || f20v || f56r || f72r || f75r	3	BIOLOGICAL || CELESTIAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
372	GDT564-C0372	P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	P|CHD	AIN	Setze den Anteil ein und bearbeite den Anteil; abschließen.	1	G407-E2765	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
373	GDT564-C0373	P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	P|CHD	Y	Setze den Posten ein und bearbeite den Posten; abschließen.	10	G407-E1477 || G407-E1534 || G407-E1666 || G407-E2147 || G407-E2327 || G407-E2613 || G407-E2876 || G407-E2931 || G407-E3395 || G515-E0575	7	f66r || f75r || f76r || f77r || f81r || f81v || f82r	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
374	GDT564-C0374	P+SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	P|SH	AIN	Weiter: setze den Anteil ein und halte den Anteil.	1	G407-E0132	1	f1r	1	SOURCE_SECTION_T	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
375	GDT564-C0375	P+SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	P|SH	NONE	Weiter: setze ein und halte.	1	G407-E4143	1	f89r	1	PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_OBJECTLESS_OPERATION	STATEMENT_INITIAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
376	GDT564-C0376	R+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	R	AIN	Weiter: markiere den Anteil.	1	G407-E2945	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
377	GDT564-C0377	R+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	R	Y	Weiter: markiere den Posten.	3	G407-E1664 || G407-E1887 || G407-E3137	3	f75r || f76r || f81v	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
378	GDT564-C0378	R+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	R|SH	AIN	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	1	G407-E1781	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
379	GDT564-C0379	R+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	R|SH	Y	Markiere den Posten und halte den Posten; auf Grad I; abschließen.	1	G407-E3399	1	f82r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
380	GDT564-C0380	SH+E+CH+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	SH|CH|K	OR	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen.	1	G407-E2481	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
381	GDT564-C0381	SH+E+CH+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	SH|CH|K	Y	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen.	1	G407-E2783	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
382	GDT564-C0382	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	SH	AIIN	Halte den Wert; auf Grad I; abschließen.	22	G407-E1947 || G407-E2266 || G407-E2357 || G407-E2389 || G407-E2414 || G407-E2416 || G407-E2444 || G407-E2448 || G407-E2450 || G407-E2461 || G407-E2503 || G407-E2552 || G407-E2597 || G407-E2634 || G407-E2906 || G407-E3224 || G407-E3227 || G407-E3336 || G407-E3489 || G407-E4553 || G515-E0401 || G515-E0523	7	f66r || f76r || f77r || f81r || f82r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
383	GDT564-C0383	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	SH	AIN	Halte den Anteil; auf Grad I; abschließen.	18	G407-E1717 || G407-E1719 || G407-E1746 || G407-E1778 || G407-E1829 || G407-E1993 || G407-E2028 || G407-E2032 || G407-E2043 || G407-E2169 || G407-E2245 || G407-E3134 || G407-E3314 || G407-E3315 || G407-E3625 || G407-E3628 || G407-E4026 || G407-E4409	7	f75r || f76r || f81v || f82r || f83r || f88v || f95v	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
384	GDT564-C0384	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	SH	NONE	Halte; auf Grad I; abschließen.	5	G515-E0204 || G515-E0436 || G515-E0447 || G515-E0457 || G515-E0458	2	f31r || f66r	2	HERBAL || SOURCE_SECTION_T	1	CURRENT4_GDT539	VISIBLE_ACTION_OBJECTLESS_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
385	GDT564-C0385	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	SH	OR	Halte die Einheit; auf Grad I; abschließen.	10	G407-E1560 || G407-E1852 || G407-E2313 || G407-E2336 || G407-E2881 || G407-E2997 || G407-E3067 || G407-E3550 || G407-E3614 || G515-E0434	6	f66r || f75r || f76r || f81r || f81v || f83r	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
386	GDT564-C0386	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	SH	Y	Halte den Posten; auf Grad I; abschließen.	64	G407-E1431 || G407-E1520 || G407-E1563 || G407-E1579 || G407-E1584 || G407-E1658 || G407-E1699 || G407-E1702 || G407-E1706 || G407-E1713 || G407-E1723 || G407-E1776 || G407-E1789 || G407-E1845 || G407-E1888 || G407-E1901 || G407-E1973 || G407-E2005 || G407-E2006 || G407-E2010 || G407-E2101 || G407-E2102 || G407-E2104 || G407-E2143 || G407-E2159 || G407-E2160 || G407-E2162 || G407-E2181 || G407-E2272 || G407-E2353 || G407-E2537 || G407-E2612 || G407-E2628 || G407-E2736 || G407-E2792 || G407-E2822 || G407-E2824 || G407-E2839 || G407-E2869 || G407-E2914 || G407-E2917 || G407-E3034 || G407-E3049 || G407-E3079 || G407-E3090 || G407-E3097 || G407-E3216 || G407-E3304 || G407-E3332 || G407-E3404 || G407-E3426 || G407-E3460 || G407-E3497 || G407-E3570 || G407-E3580 || G407-E3662 || G407-E3673 || G407-E3684 || G407-E3695 || G407-E3740 || G407-E3768 || G407-E4501 || G407-E4507 || G515-E0485	9	f66r || f75r || f76r || f77r || f81r || f81v || f82r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
387	GDT564-C0387	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	SH	AIIN	Weiter: halte den Wert; auf Grad I.	6	G407-E3763 || G407-E3858 || G407-E4339 || G515-E0355 || G515-E0544 || G515-E0571	4	f66r || f83r || f88r || f89r	3	BIOLOGICAL || PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
388	GDT564-C0388	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	SH	AIN	Weiter: halte den Anteil; auf Grad I.	1	G407-E1648	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
389	GDT564-C0389	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	SH	NONE	Weiter: halte; auf Grad I.	3	G407-E2205 || G407-E4110 || G515-E0003	3	f4r || f76r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_OBJECTLESS_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
