dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D0143	cheokeeo	CH+E+OK+EE+O	ENTNEHMEN + KURZ + ANSETZEN + LAENGER + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1177	shol	SH+OL	HALTEN + FORTSETZEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0679	olaiin	OL+AIIN	FORTSETZEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1068	saiin	S+AIIN	WAEHLEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0961	qokeeol	OK+EE+OL	ANSETZEN + LAENGER + FORTSETZEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0804	otchykey	OT+Y+K+E+Y	DANACH/NAECHSTER + DIESER POSTEN + ZUGEBEN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0131	chekeal	CHK+E+AL	BEHANDELN + KURZ + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0832	oteosaiin	OT+E+O+S_ADDR+AIIN	DANACH/NAECHSTER + KURZ + AUSFUEHREN + STERN-/S-STELLE + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0133	chekey	CHK+E+Y	BEHANDELN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0637	okeolol	OK+E+OL+OL	ANSETZEN + KURZ + FORTSETZEN + FORTSETZEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0549	oeey	O+EE+Y	AUSFUEHREN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0732	opotey	O+P+O+T+E+Y	AUSFUEHREN + EINSETZEN + AUSFUEHREN + EINSTELLEN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0019	al	AL	ZIELSTELLE	4	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0806	otecheo	OT+E+CHEO	DANACH/NAECHSTER + KURZ + AUSZUG/EINTRAG	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0662	okoly	OK+OL+Y	ANSETZEN + FORTSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0768	otalaiin	OT+AL+AIIN	DANACH/NAECHSTER + ZIELSTELLE + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0822	oteo	OT+E+O	DANACH/NAECHSTER + KURZ + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0022	alals	AL+AL+S_ADDR	ZIELSTELLE + ZIELSTELLE + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0048	araly	AR+AL+Y	ENTNAHMESTELLE + ZIELSTELLE + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0828	oteoeey	OT+E+O+EE+Y	DANACH/NAECHSTER + KURZ + AUSFUEHREN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0607	okealar	OK+E+AL+AR	ANSETZEN + KURZ + ZIELSTELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0805	otear	OT+E+AR	DANACH/NAECHSTER + KURZ + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0052	araydy	AR+A_ADDR+Y+DY	ENTNAHMESTELLE + LOKALE ADRESSE + DIESER POSTEN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0597	okcheo	OK+CHEO	ANSETZEN + AUSZUG/EINTRAG	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0838	otey	OT+E+Y	DANACH/NAECHSTER + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1329	ykeey	Y+K+EE+Y	DIESER POSTEN + ZUGEBEN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1251	tchy	T+Y	EINSTELLEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0864	otsheo	OT+SH+E+O	DANACH/NAECHSTER + HALTEN + KURZ + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0836	oteotey	OT+E+O+T+E+Y	DANACH/NAECHSTER + KURZ + AUSFUEHREN + EINSTELLEN + KURZ + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1164	shey	SH+E+Y	HALTEN + KURZ + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1125	shecth	SH+E+CTH	HALTEN + KURZ + BEREITSTELLEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0725	opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	AUSFUEHREN + EINSETZEN + ENTNEHMEN + KURZ + FORTSETZEN + TEILSTELLE + LAUF	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0336	dateey	DA+T+EE+Y	ZWEITE STUFE + EINSTELLEN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1078	sal	S+AL	WAEHLEN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0235	choteey	CH+OT+EE+Y	ENTNEHMEN + DANACH/NAECHSTER + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0200	choeteedy	HO+E+T+EE+DY	TEIL + KURZ + EINSTELLEN + LAENGER + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0835	oteoteotsho	OT+E+O+T+E+O+T+SH+O	DANACH/NAECHSTER + KURZ + AUSFUEHREN + EINSTELLEN + KURZ + AUSFUEHREN + EINSTELLEN + HALTEN + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1368	yteos	Y+T+E+O+S_ADDR	DIESER POSTEN + EINSTELLEN + KURZ + AUSFUEHREN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0021	alain	AL+AIN	ZIELSTELLE + PORTION	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1150	sheodaly	SH+E+O+AL+Y	HALTEN + KURZ + AUSFUEHREN + ZIELSTELLE + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0220	cholkal	OL+K+AL	FORTSETZEN + ZUGEBEN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0208	chokear	OK+E+AR	ANSETZEN + KURZ + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0219	cholaiin	OL+AIIN	FORTSETZEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0815	oteeoal	OT+EE+O+AL	DANACH/NAECHSTER + LAENGER + AUSFUEHREN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1138	sheeos	SH+EE+O+S_ADDR	HALTEN + LAENGER + AUSFUEHREN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0818	otees	OT+EE+S_ADDR	DANACH/NAECHSTER + LAENGER + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0681	olar	OL+AR	FORTSETZEN + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0839	otoaiin	OT+O+AIIN	DANACH/NAECHSTER + AUSFUEHREN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1218	sos	S_ADDR+O+S_ADDR	STERN-/S-STELLE + AUSFUEHREN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1263	todaiin	T+O+AIIN	EINSTELLEN + AUSFUEHREN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0202	chokain	OK+AIN	ANSETZEN + PORTION	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0769	otalal	OT+AL+AL	DANACH/NAECHSTER + ZIELSTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0809	oteeam	OT+EE+AM_ADDR	DANACH/NAECHSTER + LAENGER + INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0770	otalalg	OT+AL+AL+G_LABEL	DANACH/NAECHSTER + ZIELSTELLE + ZIELSTELLE + G-ZEICHEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1308	ykary	Y+K+AR+Y	DIESER POSTEN + ZUGEBEN + ENTNAHMESTELLE + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0869	oty	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0670	oky	OK+Y	ANSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0540	ody	O+DY	AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0043	ar	AR	ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0580	okala	OK+AL+A_ADDR	ANSETZEN + ZIELSTELLE + LOKALE ADRESSE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0845	otody	OT+O+DY	DANACH/NAECHSTER + AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0774	otald	OT+AL+D_LABEL	DANACH/NAECHSTER + ZIELSTELLE + D-ZEICHEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0776	otaldar	OT+AL+D_ADDR+AR	DANACH/NAECHSTER + ZIELSTELLE + TEILSTELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0649	okody	OK+O+Y	ANSETZEN + AUSFUEHREN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0734	opysam	O+P+Y+S_ADDR+AM_ADDR	AUSFUEHREN + EINSETZEN + DIESER POSTEN + STERN-/S-STELLE + INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0050	arar	AR+AR	ENTNAHMESTELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0778	otaldy	OT+AL+DY	DANACH/NAECHSTER + ZIELSTELLE + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0638	okeoly	OK+E+OL+Y	ANSETZEN + KURZ + FORTSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0672	okydy	OK+Y+DY	ANSETZEN + DIESER POSTEN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0624	okees	OK+EE+S_LABEL	ANSETZEN + LAENGER + S-ZEICHEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0284	daii	DA+IIN	ZWEITE STUFE + STUFE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0038	amdy	AM_ADDR+DY	INNENSTELLE + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0787	otar	OT+AR	DANACH/NAECHSTER + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0037	am	AM_ADDR	INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0047	aral	AR+AL	ENTNAHMESTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0762	otair	OT+AIR	DANACH/NAECHSTER + LAUF	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0102	chedaiin	CHD+AIIN	UMSETZEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1112	shchey	SH+Y	HALTEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0065	chalaly	CH+AL+AL+Y	ENTNEHMEN + ZIELSTELLE + ZIELSTELLE + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0237	chotol	CH+OT+OL	ENTNEHMEN + DANACH/NAECHSTER + FORTSETZEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0109	chedy	CHD+Y	UMSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0813	oteeeor	OT+EEE+OR	DANACH/NAECHSTER + VOLLSTAENDIG + ANSATZ	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0026	alody	AL+O+DY	ZIELSTELLE + AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0810	oteedar	OT+EE+AR	DANACH/NAECHSTER + LAENGER + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1255	teey	T+EE+Y	EINSTELLEN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0313	dalal	AL+AL	ZIELSTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0149	cheoltey	CH+E+OL+T+E+Y	ENTNEHMEN + KURZ + FORTSETZEN + EINSTELLEN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1140	sheeteey	SH+EE+T+EE+Y	HALTEN + LAENGER + EINSTELLEN + LAENGER + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0621	okeeol	OK+EE+OL	ANSETZEN + LAENGER + FORTSETZEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1324	ykeeos	Y+K+EE+O+S_ADDR	DIESER POSTEN + ZUGEBEN + LAENGER + AUSFUEHREN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1300	ykair	Y+K+AIR	DIESER POSTEN + ZUGEBEN + LAUF	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0051	arar	AR+AR	ENTNAHMESTELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0027	alos	AL+O+S_ADDR	ZIELSTELLE + AUSFUEHREN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0018	al	AL	ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0772	otalar	OT+AL+AR	DANACH/NAECHSTER + ZIELSTELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0771	otalam	OT+AL+AM_ADDR	DANACH/NAECHSTER + ZIELSTELLE + INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0371	dolaram	D_ADDR+OL+AR+AM_ADDR	TEILSTELLE + FORTSETZEN + ENTNAHMESTELLE + INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0589	okaram	OK+AR+AM_ADDR	ANSETZEN + ENTNAHMESTELLE + INNENSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0833	oteosal	OT+E+O+S_ADDR+AL	DANACH/NAECHSTER + KURZ + AUSFUEHREN + STERN-/S-STELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1084	salols	S_LABEL+AL+OL+S_LABEL	S-ZEICHEN + ZIELSTELLE + FORTSETZEN + S-ZEICHEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0582	okaldal	OK+AL+AL	ANSETZEN + ZIELSTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1339	ykolaiin	Y+K+OL+AIIN	DIESER POSTEN + ZUGEBEN + FORTSETZEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0767	otal	OT+AL	DANACH/NAECHSTER + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0824	oteoal	OT+E+O+AL	DANACH/NAECHSTER + KURZ + AUSFUEHREN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0007	aildy	A_ADDR+IIN+L+DY	LOKALE ADRESSE + STUFE + LEITEN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
