root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
ol+k+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	28	26	21	5	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:7;BARE+BOUND_E+BARE:5;BARE+BARE+BOUND_E:5;BARE+BARE+BARE:4;Q_BARE+BARE+BOUND_E:2;BARE+BOUND_E+BOUND_E:2;BARE+BOUND_E+FREE_R:1	P:26;L:1;C:1	olkchedy:5;olkeechy:3;olkchy:3;olkchey:3;solkchy:1;qolkchey:1;solkchedy:1;olkeshey:1	0.19230769230769232	0.0	33	32	22	5	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:9;BARE+BARE+BOUND_E:6;BARE+BARE+BARE:6;BARE+BOUND_E+BARE:6;BARE+BOUND_E+BOUND_E:2;Q_BARE+BARE+BARE:1;Q_BARE+BARE+BOUND_E:1;BARE+BOUND_E+FREE_R:1	P:32;L:1	olkchedy:6;olkchey:4;olkchy:4;olkeechy:3;olkechy:2;solkchy:1;qolkchy:1;solkchedy:1	0.1875	0.0	28	27	21	5	BARE+BARE+BARE	BARE+BARE+BARE:6;BARE+BARE+BOUND_E:6;BARE+BOUND_E+BARE:6;BARE+BARE+BOUND_D:4;BARE+BOUND_E+BOUND_E:2;Q_BARE+BOUND_E+BARE:1;Q_BARE+BARE+BOUND_E:1;BARE+BOUND_E+FREE_R:1	P:27;L:1	olkchy:4;olkeechy:3;olkchey:3;olkchedy:3;olkche:2;tolkch:1;solkchy:1;solkchedy:1	0.25925925925925924	0.0
ol+k+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	9	4	BARE+BARE+BARE	BARE+BARE+BARE:6;BARE+BOUND_E+BARE:2;Q_BARE+BOUND_E+BARE:1	P:9	olkchdy:4;tolkchdy:1;qolkeshdy:1;olkshdy:1;olkechdy:1;olkeechdy:1	0.2222222222222222	0.2222222222222222	9	8	9	5	BARE+BARE+BARE	BARE+BARE+BARE:6;Q_BARE+BOUND_E+BARE:1;BARE+BOUND_E+BARE:1	P:8;L:1	olkchdy:4;tolkchdy:1;olkchdal:1;qolkeshdy:1;olkshdy:1;olkeechdy:1	0.25	0.25	4	3	4	3	BARE+BARE+BARE	BARE+BARE+BARE:3	P:3;L:1	olkchdy:2;olkchdal:1;dolkshdy:1	0.0	0.0
ol+k+Ho	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			C:1	olkcho:1	0.0	0.0	1	0	1	1			C:1	olkcho:1	0.0	0.0	1	0	1	1			C:1	olkcho:1	0.0	0.0
ol+k+Hok	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	olkchokeedy:1	1.0	0.0	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	olkchokeedy:1	1.0	0.0	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	olkchokeedy:1	1.0	0.0
ol+k+Hs	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			L:1	olkchs:1	0.0	0.0	1	0	1	1			L:1	olkchs:1	0.0	0.0	1	0	1	1			L:1	olkchs:1	0.0	0.0
ol+k+cth	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+FREE_A+BARE	BARE+FREE_A+BARE:1	P:1	olkaycthy:1	0.0	1.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	olkeeycthy:1	0.0	1.0	1	1	1	1	BARE+FREE_A+BARE	BARE+FREE_A+BARE:1	P:1	olkaycthy:1	0.0	1.0
ol+k+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+FREE_R+FREE_A	BARE+FREE_R+FREE_A:1	P:1	olkardam:1	0.0	1.0	2	2	2	1	BARE+FREE_A+BARE	BARE+FREE_A+BARE:1;BARE+FREE_R+FREE_A:1	P:2	olkady:1;olkardam:1	0.0	0.5										
ol+k+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BOUND_D+REL_I	BARE+BOUND_D+REL_I:1	P:1	olkedykain:1	0.0	0.0																				
ol+k+k+H	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BOUND_E+BARE+BOUND_D	BARE+BOUND_E+BARE+BOUND_D:1	P:1	olkeealkchedy:1	1.0	0.0											1	1	1	1	BARE+BOUND_E+BARE+BOUND_D	BARE+BOUND_E+BARE+BOUND_D:1	P:1	olkeealkchedy:1	1.0	0.0
ol+k+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	5	6	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5	P:5;R:1;C:1	olkeeo:4;olkao:1;olkoaiin:1;polkeeo:1	0.2	0.0	8	6	7	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:6	P:6;R:1;L:1	olkeeo:4;olkao:1;olko:1;olkeoy:1;polkeeo:1	0.5	0.0	10	7	8	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:7	P:7;C:2;R:1	olkeeo:6;olkao:1;olkoaiin:1;olkeo:1;polkeeo:1	0.2857142857142857	0.0
ol+k+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	7	8	5	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:6;BARE+BOUND_E+FREE_L:1	P:7;C:2	olkeeody:6;olkeeodaiin:1;olkeody:1;olkeeodal:1	0.14285714285714285	0.0	10	9	9	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:8;BARE+BOUND_E+FREE_L:1	P:9;C:1	olkeeody:7;olkeody:2;olkeeodal:1	0.1111111111111111	0.1111111111111111	7	6	7	5	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5;BARE+BOUND_E+REL_I:1	P:6;C:1	olkeeody:6;tolkeeodaiin:1	0.3333333333333333	0.0
ol+k+oii	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olkoiin:1	0.0	0.0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olkoiin:1	0.0	0.0
ol+k+ok	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	0	1	1			L:1	olkoky:1	0.0	0.0																				
ol+k+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	17	15	15	6	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:10;BARE+BARE+BARE:4;Q_BARE+BOUND_E+BARE:1	P:15;C:1;L:1	olkeol:7;olkol:3;olkeeol:2;yolkol:1;tolkeol:1;olkeeoly:1;qolkeeoly:1;tolkol:1	0.2	0.06666666666666667	17	14	14	6	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:9;BARE+BARE+BARE:4;BARE+FREE_L+BARE:1	P:14;L:2;C:1	olkeol:7;olkol:5;yolkol:1;tolkeol:1;olkeeoly:1;olkeeol:1;olkalol:1	0.2857142857142857	0.07142857142857142	16	14	14	6	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:9;BARE+BARE+BARE:4;Q_BARE+BOUND_E+BARE:1	P:14;C:1;L:1	olkeol:7;olkol:4;yolkol:1;tolkeol:1;olkeeoly:1;qolkeeoly:1;olkeeol:1	0.21428571428571427	0.07142857142857142
ol+k+ol+H	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BARE+BOUND_D	BARE+BARE+BARE+BOUND_D:1	P:1	olkolshedy:1	0.0	0.0																				
ol+k+ol+d	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BARE+BARE	BARE+BOUND_E+BARE+BARE:1	P:1	olkeeoldy:1	0.0	1.0	1	1	1	1	BARE+BOUND_E+BARE+BARE	BARE+BOUND_E+BARE+BARE:1	P:1	olkeeoldy:1	0.0	1.0	2	2	2	2	BARE+BARE+BARE+BARE	BARE+BARE+BARE+BARE:1;BARE+BOUND_E+BARE+BARE:1	P:2	olkoldy:1;olkeeoldy:1	0.0	1.0
ol+k+ol+k+o	5	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BOUND_E+BARE+BOUND_E+BARE	BARE+BOUND_E+BARE+BOUND_E+BARE:1	P:1	olkeeolkeeo:1	1.0	0.0																				
ol+k+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	4	7	5	BARE+BARE+BARE	BARE+BARE+BARE:3;BARE+BOUND_E+BARE:1	P:4;C:2;L:1	olkor:3;olkory:1;olkalor:1;olkeor:1;olkeeor:1	0.5	0.0	8	6	8	5	BARE+BARE+BARE	BARE+BARE+BARE:4;BARE+BOUND_E+BARE:2	P:6;C:1;L:1	olkor:4;olkeeor:2;olkory:1;olkeor:1	0.3333333333333333	0.0	7	4	7	5	BARE+BARE+BARE	BARE+BARE+BARE:3;BARE+BOUND_E+BARE:1	P:4;C:2;L:1	olkor:3;olkory:1;olkalor:1;olkeor:1;olkeeor:1	0.5	0.0
ol+k+orar	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BOUND_E+FREE_L	BARE+BOUND_E+FREE_L:1	P:1	olkeeoraral:1	0.0	0.0
ol+k+os	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	olkeeos:1	1.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	olkeeos:1	1.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	olkeeos:1	1.0	0.0
ol+k+r	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BARE+REL_I+BARE	BARE+REL_I+BARE:1	P:1	tolkaiinr:1	0.0	0.0
ol+k+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+REL_I+BARE	BARE+REL_I+BARE:1	P:1	olkais:1	0.0	0.0										
ol+kaiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkaiir:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkaiir:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkaiir:1	0.0	0.0
ol+kair	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	5	4	5	4	BARE+BARE	BARE+BARE:4	P:4;C:1	olkair:5	0.0	0.0	4	4	4	2	BARE+BARE	BARE+BARE:4	P:4	olkair:4	0.0	0.0	5	4	5	3	BARE+BARE	BARE+BARE:4	P:4;C:1	olkair:4;kolkair:1	0.0	0.0
ol+kal	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			L:1	olkalaiin:1	0.0	0.0	1	0	1	1			L:1	olkalaiin:1	0.0	0.0	1	0	1	1			L:1	olkalaiin:1	0.0	0.0
ol+kd	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkdy:1	0.0	1.0
ol+keees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkeees:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkeees:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkeees:1	0.0	0.0
ol+keer	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkeeyr:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkeeyr:1	0.0	1.0										
ol+kees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	3	3	2	BARE+BARE	BARE+BARE:3	P:3	olkees:3	0.6666666666666666	0.0	3	3	3	2	BARE+BARE	BARE+BARE:3	P:3	olkees:3	0.6666666666666666	0.0	3	3	3	2	BARE+BARE	BARE+BARE:3	P:3	olkees:3	0.6666666666666666	0.0
ol+keii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolkeiin:1	0.0	0.0
ol+kes	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solkes:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solkes:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solkes:1	1.0	0.0
ol+kh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			L:1	olaikhy:1	0.0	0.0										
ol+kii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	polkiin:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	polkiin:1	1.0	0.0										
ol+kiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkiir:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkiir:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkiir:1	0.0	0.0
ol+kl	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkl:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkl:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olkl:1	0.0	0.0
ol+o	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	15	15	14	3	BARE+BARE	BARE+BARE:10;BARE+BOUND_D:2;BARE+REL_I:1;BARE+Q_BARE:1;BARE+BOUND_E:1	P:15	olo:4;olom:3;dolo:1;oloy:1;oloaiin:1;oloeedy:1;olpoy:1;olqo:1	0.06666666666666667	0.26666666666666666	16	15	15	4	BARE+BARE	BARE+BARE:10;BARE+BOUND_D:2;BARE+REL_I:1;BARE+Q_BARE:1;BARE+BOUND_E:1	P:15;L:1	olo:5;olom:3;oloy:2;dolo:1;oloaiin:1;oloeedy:1;olqo:1;oloeeey:1	0.06666666666666667	0.26666666666666666	16	16	15	3	BARE+BARE	BARE+BARE:11;BARE+BOUND_D:2;BARE+REL_I:1;BARE+Q_BARE:1;BARE+BOUND_E:1	P:16	olo:5;olom:3;dolo:1;oloy:1;oloaiin:1;oloeedy:1;olfoy:1;olqo:1	0.0625	0.25
ol+o+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	tolosheey:1	0.0	0.0																				
ol+o+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olockhy:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olockhy:1	0.0	0.0
ol+o+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+Q_REL_I	BARE+BARE+Q_REL_I:1	P:1	oloqorain:1	0.0	1.0	1	1	1	1	BARE+BOUND_E+REL_I	BARE+BOUND_E+REL_I:1	P:1	oloeorain:1	0.0	1.0	1	1	1	1	BARE+BARE+Q_REL_I	BARE+BARE+Q_REL_I:1	P:1	oloqorain:1	0.0	1.0
ol+od	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	4	4	1	BARE+BARE	BARE+BARE:3;Q_BARE+BARE:1	P:4	dolody:1;olody:1;qolody:1;ykolody:1	0.0	0.25	4	4	4	1	BARE+BARE	BARE+BARE:3;Q_BARE+BARE:1	P:4	dolody:1;olody:1;qolody:1;ykolody:1	0.0	0.25	3	3	3	1	BARE+BARE	BARE+BARE:2;Q_BARE+BARE:1	P:3	dolody:1;qolody:1;ykolody:1	0.0	0.3333333333333333
ol+oesdr	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			R:1	oloesdr:1	0.0	0.0										
ol+oh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olohy:1	0.0	1.0										
ol+oi	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	Q_BARE+BARE	Q_BARE+BARE:1	P:1	qoloin:1	1.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	oloin:1;ykoloin:1	0.0	0.0										
ol+oi+kh	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olpoikhy:1	0.0	0.0										
ol+oii	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	4	4	4	3	BARE+BARE	BARE+BARE:4	P:4	oloiin:4	0.0	0.5	6	6	6	3	BARE+BARE	BARE+BARE:6	P:6	oloiin:5;soloiin:1	0.16666666666666666	0.3333333333333333	4	4	4	3	BARE+BARE	BARE+BARE:4	P:4	oloiin:4	0.0	0.75
ol+oiii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oloiiin:1	0.0	0.0
ol+oiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oloiir:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oloiir:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oloiir:1	0.0	1.0
ol+oir	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	oloiram:1	0.0	1.0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	oloiram:1	0.0	1.0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	oloiram:1	0.0	1.0
ol+ok	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	3	4	2	BARE+BARE	BARE+BARE:2;BARE+FREE_R:1	P:3;R:1	oloky:2;olokeey:1;olokar:1	0.0	0.6666666666666666	4	4	3	1	BARE+BARE	BARE+BARE:2;BARE+FREE_R:1;BARE+BOUND_D:1	P:4	oloky:2;olokar:1;tolokeedy:1	0.0	0.5	5	5	4	2	BARE+BARE	BARE+BARE:2;BARE+REL_I:1;BARE+FREE_R:1;BARE+BOUND_D:1	P:5	oloky:2;ykolokain:1;olokar:1;tolokeedy:1	0.0	0.6
ol+ol	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	27	20	22	6	BARE+BARE	BARE+BARE:18;Q_BARE+BARE:1;FREE_R+BARE:1	P:21;L:4;R:1;C:1	olol:18;tolol:1;ololy:1;ypolol:1;qolol:1;solarol:1;dolol:1;ololary:1	0.15	0.4	25	19	21	6	BARE+BARE	BARE+BARE:18;Q_BARE+BARE:1	P:20;L:3;R:1;C:1	olol:18;tolol:1;ololy:1;ypolol:1;qolol:1;dolol:1;ololary:1;solol:1	0.15789473684210525	0.3684210526315789	26	19	22	6	BARE+BARE	BARE+BARE:19	P:20;L:4;R:1;C:1	olol:19;tolol:1;ololy:1;ypolol:1;dolol:1;ololary:1;ololal:1;solol:1	0.15789473684210525	0.42105263157894735
ol+ol+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ololchey:1	0.0	1.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ololchey:1	0.0	1.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ololchey:1	0.0	1.0
ol+ol+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	2	BARE+BARE+BARE	BARE+BARE+BARE:2;BARE+BARE+FREE_L:1	P:3	ololdy:2;ololdal:1	0.0	0.0	3	3	3	2	BARE+BARE+BARE	BARE+BARE+BARE:2;BARE+BARE+FREE_L:1	P:3	ololdy:2;ololdal:1	0.0	0.0	3	3	3	2	BARE+BARE+BARE	BARE+BARE+BARE:2;BARE+BARE+FREE_L:1	P:3	ololdy:2;ololdal:1	0.0	0.0
ol+ol+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	Q_BARE+BARE+BOUND_D	Q_BARE+BARE+BOUND_D:1	P:1	qololkeedy:1	0.0	0.0
ol+ol+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	olols:2	0.0	0.0	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	olols:2	0.0	0.0	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	olols:2	0.0	0.0
ol+or	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	43	39	28	7	BARE+BARE	BARE+BARE:37;FREE_L+BARE:1;BARE+REL_I:1	P:39;C:3;L:1	olor:30;dolor:3;polor:2;tolor:1;folor:1;ykolor:1;olalor:1;solor:1	0.1794871794871795	0.1794871794871795	45	43	31	7	BARE+BARE	BARE+BARE:39;FREE_L+BARE:2;REL_I+BARE:1;BARE+REL_I:1	P:43;L:1;C:1	olor:31;olalor:2;dolor:2;polor:2;olaiior:1;tolor:1;folor:1;ykolor:1	0.20930232558139536	0.18604651162790697	38	35	26	7	BARE+BARE	BARE+BARE:31;BARE+REL_I:2;FREE_L+BARE:1;BARE+FREE_L:1	P:35;C:2;L:1	olor:25;oloraiin:2;dolor:2;polor:2;tolor:1;folor:1;olalor:1;solor:1	0.2	0.17142857142857143
ol+or+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olord:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olord:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olord:1	0.0	0.0
ol+or+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+FREE_R+BARE:1	P:2	oloro:1;folorarom:1	0.5	0.0	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+FREE_R+BARE:1	P:2	oloro:1;folorarom:1	0.5	0.0	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+FREE_R+BARE:1	P:2	oloro:1;folorarom:1	0.5	0.0
ol+or+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olorol:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olorol:1	0.0	1.0										
ol+os	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	2	2	BARE+BARE	BARE+BARE:3	P:3	olos:2;polos:1	0.3333333333333333	0.0	3	3	2	2	BARE+BARE	BARE+BARE:3	P:3	olos:2;tolos:1	0.3333333333333333	0.0	4	4	3	2	BARE+BARE	BARE+BARE:4	P:4	olos:2;polos:1;dolos:1	0.25	0.0
ol+ot	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	kolotam:1	0.0	1.0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	kolotag:1	0.0	1.0
ol+ot+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	olotchedy:1	0.0	0.0										
ol+s	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	39	31	34	8	BARE+BARE	BARE+BARE:25;BARE+REL_I:3;FREE_A+BARE:1;BARE+FREE_R:1;BARE+FREE_L:1	P:31;L:8	ols:22;sols:3;olsaiin:2;olsy:2;dolas:1;olsar:1;dols:1;dolsain:1	0.03225806451612903	0.41935483870967744	34	28	29	7	BARE+BARE	BARE+BARE:21;BARE+REL_I:3;BARE+FREE_R:2;FREE_L+BARE:1;BARE+FREE_L:1	P:28;L:6	ols:18;sols:3;olsaiin:2;olsy:2;olsar:2;olals:1;dolsain:1;qolsa:1	0.07142857142857142	0.39285714285714285	36	28	32	8	BARE+BARE	BARE+BARE:23;BARE+REL_I:3;BARE+FREE_R:1;BARE+FREE_L:1	P:28;L:8	ols:18;sols:3;olsaiin:2;olsy:2;olsar:1;dols:1;dolsain:1;qolsa:1	0.07142857142857142	0.35714285714285715
ol+s+Hees	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	kolschees:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	kolschees:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	kolschees:1	0.0	1.0
