left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
ok	ok	1	BOUND_D>Q_BARE;BOUND_D>Q_BOUND_D;BOUND_D>Q_BOUND_E;BOUND_D>Q_REL_I;BOUND_E>Q_BARE;BOUND_E>Q_BOUND_E	576	84	6	Q_BOUND_D>Q_BOUND_D:70;Q_BOUND_E>Q_BOUND_D:28;Q_BOUND_D>Q_BOUND_E:24;Q_BOUND_E>Q_BOUND_E:23;BOUND_D>Q_BOUND_D:21;Q_BOUND_D>Q_REL_I:19;Q_BOUND_D>BOUND_D:15;Q_REL_I>REL_I:15;Q_BOUND_D>Q_FREE_L:14;Q_BOUND_E>BOUND_E:12;BOUND_E>Q_BOUND_E:11;REL_I>REL_I:11;Q_BOUND_E>Q_REL_I:11;BOUND_E>BOUND_E:10;Q_BOUND_D>BOUND_E:9;Q_BOUND_E>BOUND_D:9;REL_I>Q_REL_I:9;Q_BOUND_D>REL_I:8;Q_REL_I>FREE_L:8;Q_BOUND_D>Q_BARE:8;Q_BOUND_D>Q_FREE_R:8;Q_BOUND_E>Q_BARE:7;BOUND_D>Q_BOUND_E:7;BOUND_D>BOUND_D:6;BOUND_D>BOUND_E:6;Q_FREE_R>FREE_R:6;Q_BOUND_E>REL_I:6;BOUND_D>Q_BARE:6;BOUND_E>Q_REL_I:5;FREE_R>BOUND_D:5;Q_REL_I>FREE_R:5;REL_I>FREE_L:5;Q_REL_I>Q_REL_I:5;BOUND_E>Q_BOUND_D:5;REL_I>FREE_R:4;Q_BOUND_E>Q_FREE_L:4;Q_BOUND_D>FREE_L:4;Q_REL_I>BOUND_D:4;BOUND_D>Q_REL_I:4;Q_REL_I>Q_BOUND_D:4;Q_BARE>REL_I:3;BOUND_D>FREE_L:3;BOUND_E>FREE_L:3;Q_BOUND_E>FREE_R:3;Q_BOUND_D>FREE_R:3;Q_FREE_L>FREE_R:3;Q_FREE_L>FREE_L:3;Q_BOUND_E>Q_FREE_R:3;Q_FREE_R>Q_BOUND_E:3;Q_FREE_L>Q_FREE_L:3;Q_REL_I>Q_FREE_R:3;Q_FREE_R>Q_REL_I:3;Q_FREE_R>Q_FREE_L:3;BOUND_E>BARE:2;FREE_L>BARE:2;BOUND_D>FREE_A:2;REL_I>FREE_A:2;REL_I>BARE:2;Q_FREE_R>REL_I:2;Q_FREE_L>Q_FREE_R:2;Q_FREE_L>Q_REL_I:2;FREE_L>Q_FREE_L:2;FREE_L>BOUND_D:2;BOUND_E>Q_FREE_R:2;Q_BOUND_D>Q_FREE_A:2;FREE_L>REL_I:2;FREE_R>REL_I:2;Q_BOUND_E>FREE_L:2;Q_FREE_L>Q_FREE_A:2;Q_BARE>Q_FREE_L:2;FREE_L>Q_BOUND_D:2;Q_FREE_L>BOUND_E:2;REL_I>Q_BOUND_D:2;Q_REL_I>BOUND_E:2;Q_FREE_R>BOUND_E:2;BOUND_D>Q_FREE_L:2;BOUND_E>BOUND_D:2;REL_I>Q_FREE_L:2;BOUND_E>FREE_R:2;BOUND_D>REL_I:2;Q_BARE>Q_BARE:1;Q_BARE>FREE_L:1;Q_FREE_R>FREE_A:1;FREE_R>BARE:1;FREE_R>Q_BARE:1;FREE_L>Q_FREE_R:1;Q_FREE_L>FREE_A:1;Q_REL_I>Q_FREE_L:1;Q_FREE_L>Q_BOUND_E:1;FREE_L>Q_BOUND_E:1;Q_FREE_R>Q_BARE:1;Q_REL_I>FREE_A:1;Q_FREE_L>BOUND_D:1;FREE_L>FREE_A:1;REL_I>BOUND_D:1;FREE_R>Q_BOUND_D:1;Q_BARE>BOUND_D:1;BARE>Q_FREE_L:1;FREE_R>BOUND_E:1;Q_BARE>BARE:1;Q_FREE_L>Q_BOUND_D:1;Q_BOUND_D>BARE:1;Q_FREE_L>REL_I:1;Q_BARE>Q_BOUND_D:1;FREE_A>Q_FREE_R:1;BARE>Q_FREE_R:1;Q_REL_I>Q_BARE:1;FREE_R>Q_REL_I:1;FREE_R>Q_FREE_R:1;BOUND_E>Q_BARE:1;BARE>BARE:1;BOUND_E>Q_FREE_L:1;Q_BARE>Q_BOUND_E:1;BOUND_E>REL_I:1;FREE_L>FREE_L:1;REL_I>Q_FREE_R:1;Q_FREE_R>BOUND_D:1;Q_BARE>BOUND_E:1;FREE_L>FREE_R:1;FREE_L>BOUND_E:1;REL_I>Q_BOUND_E:1;Q_REL_I>Q_BOUND_E:1	564	79	6	Q_BOUND_D>Q_BOUND_D:64;Q_BOUND_E>Q_BOUND_D:28;Q_BOUND_D>Q_BOUND_E:23;Q_BOUND_E>Q_BOUND_E:23;BOUND_D>Q_BOUND_D:20;Q_BOUND_D>Q_REL_I:19;Q_REL_I>REL_I:15;Q_BOUND_E>BOUND_E:15;Q_BOUND_D>BOUND_D:14;Q_BOUND_D>Q_FREE_L:13;BOUND_E>Q_BOUND_E:11;Q_BOUND_E>Q_REL_I:11;REL_I>REL_I:10;Q_BOUND_D>Q_FREE_R:9;REL_I>Q_REL_I:9;Q_BOUND_D>BOUND_E:8;Q_BOUND_D>REL_I:8;Q_REL_I>FREE_L:8;Q_BOUND_D>Q_BARE:8;Q_BOUND_E>BOUND_D:8;BOUND_D>Q_BOUND_E:8;BOUND_E>BOUND_E:8;Q_FREE_R>FREE_R:7;BOUND_D>BOUND_D:6;Q_BOUND_E>REL_I:6;Q_REL_I>BOUND_D:6;BOUND_D>Q_BARE:6;BOUND_E>Q_REL_I:5;BOUND_D>BOUND_E:5;FREE_R>BOUND_D:5;Q_BOUND_E>Q_BARE:5;Q_REL_I>Q_REL_I:5;BOUND_E>Q_BOUND_D:5;Q_REL_I>FREE_R:4;REL_I>FREE_L:4;Q_BOUND_D>FREE_L:4;BOUND_D>Q_REL_I:4;Q_REL_I>Q_BOUND_D:4;Q_REL_I>BOUND_E:4;Q_BARE>REL_I:3;BOUND_D>FREE_L:3;REL_I>FREE_R:3;Q_BOUND_E>FREE_R:3;Q_BOUND_D>FREE_R:3;Q_FREE_L>Q_REL_I:3;Q_FREE_L>FREE_L:3;Q_BOUND_E>Q_FREE_R:3;Q_FREE_R>Q_BOUND_E:3;Q_FREE_L>Q_FREE_L:3;Q_FREE_R>Q_REL_I:3;Q_FREE_R>Q_FREE_L:3;BOUND_E>BOUND_D:3;FREE_L>BARE:2;BOUND_D>FREE_A:2;REL_I>FREE_A:2;Q_FREE_R>REL_I:2;Q_FREE_L>Q_FREE_R:2;Q_FREE_L>FREE_R:2;FREE_L>Q_FREE_L:2;BOUND_E>FREE_L:2;FREE_L>BOUND_D:2;BOUND_E>Q_FREE_R:2;Q_BOUND_D>Q_FREE_A:2;Q_BOUND_E>Q_FREE_L:2;Q_BARE>BOUND_D:2;Q_REL_I>Q_FREE_R:2;Q_BARE>Q_FREE_L:2;FREE_L>Q_BOUND_D:2;Q_FREE_L>BOUND_E:2;REL_I>Q_BOUND_D:2;Q_FREE_R>BOUND_E:2;BOUND_D>Q_FREE_L:2;REL_I>Q_FREE_L:2;BOUND_E>Q_BARE:2;BOUND_E>Q_FREE_L:2;BOUND_E>FREE_R:2;BOUND_D>REL_I:2;FREE_L>REL_I:2;FREE_A>BARE:1;Q_BARE>Q_BARE:1;Q_BARE>FREE_L:1;Q_FREE_R>FREE_A:1;FREE_R>BARE:1;FREE_R>Q_BARE:1;FREE_L>Q_FREE_R:1;REL_I>BARE:1;Q_REL_I>Q_FREE_L:1;Q_FREE_L>Q_BOUND_E:1;FREE_L>Q_BOUND_E:1;Q_FREE_R>Q_BARE:1;Q_REL_I>FREE_A:1;Q_FREE_L>BOUND_D:1;REL_I>BOUND_D:1;FREE_R>REL_I:1;FREE_R>Q_BOUND_D:1;REL_I>BOUND_E:1;BARE>Q_FREE_L:1;Q_FREE_L>Q_FREE_A:1;FREE_R>BOUND_E:1;BOUND_E>BARE:1;Q_FREE_L>Q_BOUND_D:1;Q_BOUND_D>BARE:1;Q_FREE_L>REL_I:1;Q_BARE>Q_BOUND_D:1;FREE_A>Q_FREE_R:1;BARE>Q_FREE_R:1;Q_REL_I>Q_BARE:1;FREE_R>Q_REL_I:1;FREE_R>Q_FREE_R:1;BARE>BARE:1;BARE>FREE_R:1;Q_BARE>Q_BOUND_E:1;BOUND_E>REL_I:1;BARE>FREE_L:1;FREE_L>FREE_L:1;REL_I>Q_FREE_R:1;BOUND_D>Q_FREE_A:1;BOUND_D>Q_FREE_R:1;Q_FREE_R>BOUND_D:1;Q_BARE>BOUND_E:1;Q_BOUND_E>FREE_L:1;FREE_L>FREE_R:1;FREE_L>BOUND_E:1;REL_I>Q_BOUND_E:1;Q_REL_I>BARE:1;Q_REL_I>Q_BOUND_E:1	550	83	6	Q_BOUND_E>Q_BOUND_E:47;Q_BOUND_D>Q_BOUND_D:38;Q_BOUND_E>Q_BOUND_D:29;Q_BOUND_D>Q_BOUND_E:28;Q_BOUND_E>BOUND_E:21;Q_BOUND_E>Q_REL_I:20;BOUND_E>Q_BOUND_E:17;BOUND_D>Q_BOUND_D:11;Q_REL_I>REL_I:11;Q_BOUND_D>Q_REL_I:11;Q_BOUND_D>Q_FREE_L:10;BOUND_D>Q_BOUND_E:10;Q_BOUND_E>Q_BARE:10;Q_BOUND_D>BOUND_E:10;Q_BOUND_E>REL_I:9;BOUND_E>BOUND_E:9;BOUND_D>BOUND_E:8;Q_BOUND_D>BOUND_D:8;REL_I>Q_REL_I:8;REL_I>REL_I:7;Q_REL_I>FREE_L:7;Q_BOUND_E>Q_FREE_L:7;Q_BOUND_D>Q_FREE_R:7;BOUND_E>Q_BOUND_D:6;BOUND_E>Q_REL_I:6;Q_BOUND_E>BOUND_D:6;Q_BOUND_D>Q_BARE:5;Q_REL_I>BOUND_D:5;Q_REL_I>BOUND_E:5;BOUND_E>Q_BARE:5;BOUND_E>FREE_L:4;Q_FREE_R>FREE_R:4;Q_BOUND_E>FREE_R:4;Q_REL_I>FREE_R:4;REL_I>FREE_L:4;Q_BOUND_D>REL_I:4;BOUND_D>Q_BARE:4;Q_REL_I>Q_REL_I:4;BOUND_E>BARE:3;Q_BARE>REL_I:3;BOUND_E>BOUND_D:3;REL_I>FREE_R:3;Q_FREE_L>FREE_R:3;Q_FREE_L>FREE_L:3;Q_BOUND_E>Q_FREE_R:3;Q_FREE_R>Q_BOUND_E:3;Q_BOUND_D>FREE_L:3;Q_FREE_L>BOUND_E:3;BOUND_D>Q_REL_I:3;Q_FREE_L>Q_FREE_L:3;Q_REL_I>Q_FREE_R:3;Q_FREE_R>Q_REL_I:3;Q_REL_I>Q_BOUND_E:3;BOUND_E>REL_I:3;FREE_L>BARE:2;REL_I>FREE_A:2;FREE_R>Q_BARE:2;REL_I>BARE:2;Q_FREE_R>REL_I:2;Q_FREE_L>Q_FREE_R:2;Q_FREE_L>Q_REL_I:2;FREE_L>Q_BOUND_E:2;BOUND_E>Q_FREE_R:2;FREE_L>REL_I:2;FREE_R>REL_I:2;Q_BOUND_D>FREE_R:2;Q_BARE>BOUND_E:2;Q_FREE_L>Q_FREE_A:2;FREE_R>BOUND_E:2;Q_REL_I>Q_BOUND_D:2;REL_I>Q_BOUND_E:2;BOUND_D>Q_FREE_L:2;Q_BARE>Q_BOUND_E:2;REL_I>Q_FREE_L:2;Q_FREE_R>Q_FREE_L:2;Q_BARE>Q_BARE:1;Q_BARE>Q_FREE_A:1;Q_BARE>FREE_L:1;Q_FREE_R>FREE_A:1;FREE_R>BARE:1;BOUND_D>FREE_L:1;BOUND_E>FREE_A:1;FREE_L>Q_FREE_R:1;Q_REL_I>Q_FREE_L:1;FREE_L>Q_FREE_L:1;Q_FREE_L>Q_BOUND_E:1;Q_FREE_R>Q_BARE:1;Q_REL_I>FREE_A:1;FREE_L>BOUND_D:1;FREE_L>FREE_A:1;Q_BOUND_D>Q_FREE_A:1;REL_I>BOUND_D:1;FREE_R>Q_BOUND_E:1;REL_I>BOUND_E:1;BARE>Q_FREE_L:1;Q_BARE>Q_FREE_L:1;FREE_L>Q_BOUND_D:1;Q_BARE>BARE:1;Q_FREE_L>Q_BOUND_D:1;REL_I>Q_BOUND_D:1;Q_FREE_R>BOUND_E:1;Q_BOUND_D>BARE:1;Q_FREE_L>REL_I:1;Q_BOUND_E>FREE_L:1;FREE_A>Q_FREE_R:1;BARE>Q_FREE_R:1;Q_REL_I>Q_BARE:1;FREE_R>Q_REL_I:1;BOUND_D>BOUND_D:1;FREE_R>Q_FREE_R:1;Q_BARE>Q_REL_I:1;BARE>BARE:1;BARE>FREE_R:1;BARE>FREE_L:1;BOUND_D>Q_FREE_A:1;Q_FREE_R>BOUND_D:1;BOUND_E>Q_FREE_L:1;Q_BOUND_E>Q_FREE_A:1;BOUND_D>REL_I:1;FREE_L>FREE_R:1;FREE_L>BOUND_E:1;FREE_R>BOUND_D:1
ok	ok+H	1	BOUND_D>Q_BARE	32	28	4	BOUND_D>Q_BARE:3;Q_BOUND_E>BARE:3;BARE>BARE:2;FREE_R>BARE:2;Q_FREE_L>BARE:2;Q_REL_I>Q_BARE:2;Q_BOUND_D>BARE:2;Q_BOUND_E>Q_BARE:2;Q_FREE_A>Q_BARE:1;BOUND_E>Q_FREE_L:1;FREE_L>BARE:1;Q_BOUND_D>Q_BOUND_E:1;Q_REL_I>FREE_L:1;FREE_L>FREE_R:1;BOUND_E>BOUND_E:1;BOUND_D>BARE:1;Q_REL_I>Q_FREE_L:1;BOUND_E>BARE:1;REL_I>Q_BOUND_E:1;Q_REL_I>BARE:1;REL_I>BARE:1;BOUND_E>Q_BARE:1	32	27	5	Q_BOUND_E>Q_BARE:4;BOUND_D>Q_BARE:3;Q_REL_I>Q_BARE:3;FREE_R>BARE:2;Q_FREE_L>BARE:2;Q_BOUND_E>BARE:2;Q_BOUND_D>BARE:2;Q_FREE_A>Q_BARE:1;BARE>BARE:1;BOUND_E>Q_FREE_L:1;Q_BOUND_D>Q_BARE:1;FREE_L>BARE:1;Q_BOUND_D>Q_BOUND_E:1;Q_REL_I>FREE_L:1;BOUND_E>BOUND_E:1;BOUND_D>BARE:1;Q_REL_I>Q_FREE_L:1;BOUND_E>BARE:1;REL_I>Q_BOUND_E:1;Q_REL_I>BARE:1;REL_I>BARE:1	33	26	5	Q_BOUND_E>Q_BARE:4;BOUND_E>BARE:3;BARE>BARE:2;FREE_R>BARE:2;BOUND_E>Q_BARE:2;Q_BOUND_E>BARE:2;Q_REL_I>BARE:2;Q_BOUND_D>BARE:2;Q_REL_I>Q_BARE:2;Q_FREE_A>Q_BARE:1;BOUND_E>Q_FREE_L:1;FREE_L>BARE:1;Q_BOUND_D>Q_BOUND_E:1;Q_REL_I>FREE_L:1;FREE_L>FREE_R:1;BOUND_E>BOUND_E:1;REL_I>Q_BOUND_E:1;REL_I>BARE:1;REL_I>BOUND_E:1;BOUND_D>Q_BARE:1;Q_FREE_L>BARE:1
ok	ok+H+od	1	BOUND_D>Q_BARE	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1
ok	ok+Hd	1		10	9	4	Q_BOUND_D>Q_BOUND_E:2;FREE_R>Q_BARE:1;BOUND_D>BARE:1;BOUND_D>Q_BARE:1;Q_BARE>BARE:1;Q_BOUND_D>Q_BARE:1;Q_REL_I>BOUND_E:1;Q_REL_I>BARE:1;REL_I>BOUND_E:1	10	8	4	Q_BOUND_D>Q_BARE:3;FREE_R>Q_BARE:1;BOUND_D>BARE:1;BOUND_D>Q_BARE:1;Q_REL_I>BOUND_E:1;Q_REL_I>BARE:1;REL_I>BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1	4	4	2	Q_BOUND_E>Q_BOUND_E:1;Q_BARE>BARE:1;Q_REL_I>BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1
ok	ok+Hk	0						1	1	1	Q_BOUND_D>Q_BARE:1				
ok	ok+Ho	1		3	3	2	Q_REL_I>Q_BARE:1;REL_I>BARE:1;Q_BOUND_E>Q_BARE:1	2	2	1	Q_REL_I>Q_BARE:1;REL_I>BARE:1	1	1	1	REL_I>BARE:1
ok	ok+Hod	0						1	1	1	REL_I>REL_I:1	1	1	1	REL_I>REL_I:1
ok	ok+d	1		4	4	4	FREE_L>FREE_L:2;BARE>FREE_L:1;Q_REL_I>Q_FREE_A:1	4	4	3	BARE>FREE_L:1;Q_FREE_L>FREE_A:1;FREE_L>FREE_L:1;Q_REL_I>Q_FREE_A:1	3	3	3	BARE>FREE_L:1;FREE_L>FREE_L:1;Q_REL_I>Q_FREE_A:1
ok	ok+ed	0										1	1	1	Q_BARE>Q_FREE_L:1
ok	ok+j	0										1	1	1	Q_FREE_L>FREE_A:1
ok	ok+o	1	BOUND_E>Q_BOUND_E	9	6	3	Q_FREE_L>BOUND_E:1;Q_BOUND_E>Q_BARE:1;BOUND_E>Q_BOUND_E:1;BOUND_E>BOUND_E:1;Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;Q_BOUND_E>Q_BOUND_E:1;FREE_R>BARE:1	12	10	4	Q_BOUND_E>Q_BARE:2;BOUND_E>BARE:1;Q_FREE_L>Q_FREE_A:1;Q_FREE_L>BOUND_E:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_E>BOUND_E:1;Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;FREE_R>BARE:1;BOUND_D>BARE:1	13	10	4	BOUND_E>Q_BOUND_E:3;Q_BOUND_E>Q_BOUND_E:3;BOUND_E>BARE:1;BOUND_D>Q_BOUND_E:1;Q_FREE_L>BOUND_E:1;Q_BOUND_E>Q_BARE:1;Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BOUND_E:1;FREE_R>BARE:1
ok	ok+od	1	BOUND_E>Q_BARE;BOUND_E>Q_BOUND_E	14	13	4	Q_BOUND_E>Q_BOUND_E:4;BOUND_E>Q_BOUND_E:3;Q_BOUND_D>BOUND_E:2;Q_BOUND_E>BOUND_E:2;Q_BOUND_D>Q_BARE:1;BOUND_E>Q_BARE:1;BOUND_D>Q_BOUND_E:1	14	13	4	Q_BOUND_E>Q_BOUND_E:4;Q_BOUND_D>BOUND_E:3;BOUND_E>Q_BOUND_E:3;Q_BOUND_E>BOUND_E:2;BOUND_E>Q_BARE:1;BOUND_D>Q_BOUND_E:1	10	10	3	Q_BOUND_E>BOUND_E:3;Q_BOUND_E>Q_BOUND_E:3;Q_BOUND_D>Q_BARE:1;BOUND_E>Q_BARE:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_D>BOUND_E:1
ok	ok+odair	1		1	1	1	Q_BOUND_E>Q_BOUND_E:1	1	1	1	Q_BOUND_E>Q_BOUND_E:1	1	1	1	Q_BOUND_E>Q_BOUND_E:1
ok	ok+okil	0		1	1	1	Q_BOUND_D>Q_BARE:1	1	1	1	Q_BOUND_D>Q_BARE:1				
ok	ok+ol	1	BOUND_E>Q_BARE;BOUND_E>Q_BOUND_E	24	22	4	Q_BOUND_D>Q_BARE:4;Q_BOUND_E>Q_BOUND_E:3;FREE_R>BARE:2;BOUND_E>Q_BARE:2;Q_BOUND_E>BOUND_E:2;BOUND_D>BOUND_E:2;REL_I>BOUND_E:1;Q_BARE>Q_BARE:1;BOUND_E>BOUND_E:1;FREE_R>Q_BARE:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_D>BOUND_E:1;Q_FREE_L>Q_BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;Q_FREE_L>BOUND_E:1	25	23	4	Q_BOUND_D>Q_BARE:4;Q_BOUND_E>Q_BOUND_E:3;FREE_R>BARE:2;BOUND_E>Q_BARE:2;Q_BOUND_E>BOUND_E:2;BOUND_D>BOUND_E:2;REL_I>BOUND_E:1;BOUND_D>Q_BOUND_D:1;Q_BARE>Q_BARE:1;Q_BOUND_E>Q_BARE:1;BOUND_E>BOUND_E:1;FREE_R>Q_BARE:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;Q_FREE_L>BOUND_E:1	24	21	4	Q_BOUND_D>Q_BARE:3;Q_BOUND_E>Q_BARE:3;Q_BOUND_E>Q_BOUND_E:3;Q_BOUND_E>BOUND_E:3;FREE_R>BARE:2;REL_I>BOUND_E:1;BARE>BARE:1;BOUND_E>Q_BARE:1;Q_BARE>Q_BARE:1;BOUND_E>BOUND_E:1;BOUND_E>Q_BOUND_E:1;BOUND_D>BOUND_E:1;Q_FREE_L>Q_BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;Q_FREE_L>BOUND_E:1
ok	ok+ol+H	1	BOUND_E>Q_BOUND_E	2	2	1	BOUND_E>BARE:1;BOUND_E>Q_BOUND_E:1	2	2	2	BARE>BARE:1;BOUND_E>Q_BOUND_E:1	2	2	2	BARE>BARE:1;BOUND_E>Q_BOUND_E:1
ok	ok+ol+d	1		1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:1;FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
ok	ok+ol+ol	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
ok	ok+or	1	BOUND_E>Q_BOUND_E	6	6	3	FREE_L>BARE:1;REL_I>Q_BOUND_E:1;BOUND_E>Q_BOUND_E:1;BOUND_E>Q_FREE_L:1;Q_BOUND_E>BOUND_E:1;Q_BARE>Q_BOUND_E:1	8	8	4	Q_REL_I>BOUND_E:1;REL_I>Q_BOUND_E:1;BOUND_E>Q_BOUND_E:1;Q_FREE_L>BARE:1;Q_REL_I>Q_BARE:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_E>BOUND_E:1;Q_BARE>Q_BOUND_E:1	7	6	4	Q_REL_I>BOUND_E:1;FREE_L>BARE:1;REL_I>Q_BOUND_E:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_E>BOUND_E:1;Q_BARE>Q_BOUND_E:1;Q_FREE_R>BOUND_E:1
ok	ok+or+o	1		1	1	1	BOUND_D>Q_FREE_L:1	1	1	1	BOUND_D>Q_FREE_L:1	1	1	1	BOUND_D>Q_FREE_L:1
ok	ok+or+ol	0		1	1	1	Q_BOUND_E>BOUND_E:1					1	1	1	Q_BOUND_E>BOUND_E:1
ok	ok+os	1	BOUND_E>Q_BOUND_E	4	3	2	Q_REL_I>BOUND_E:1;Q_REL_I>Q_REL_I:1;BOUND_E>Q_BOUND_E:1;Q_FREE_R>BOUND_E:1	5	4	2	BOUND_E>Q_BOUND_E:2;Q_REL_I>Q_REL_I:1;Q_BOUND_E>Q_BOUND_E:1;Q_FREE_R>BOUND_E:1	2	1	1	Q_REL_I>Q_REL_I:1;BOUND_E>Q_BOUND_E:1
ok	ok+ot	1		1	1	1	Q_BOUND_E>BOUND_E:1	1	1	1	Q_BOUND_E>BOUND_E:1	1	1	1	Q_BOUND_E>BOUND_E:1
ok	ok+s	0		1	1	1	BOUND_E>Q_BOUND_E:1					1	1	1	BOUND_E>FREE_A:1
ok	ok+t	0		1	1	1	BOUND_D>BOUND_D:1								
ok	okail	1		2	2	1	Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BARE:1	2	2	1	Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BARE:1	2	2	1	Q_BOUND_E>Q_BARE:1;Q_BOUND_E>BARE:1
ok	okair	1		5	5	3	FREE_L>BARE:2;Q_FREE_L>Q_BARE:1;Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BARE:1	4	4	2	FREE_L>BARE:3;Q_BOUND_D>BARE:1	4	4	3	FREE_L>BARE:2;Q_FREE_L>Q_BARE:1;Q_BOUND_D>BARE:1
ok	okair+or	0						1	1	1	Q_FREE_L>Q_BARE:1				
ok	okal	1		1	1	1	REL_I>FREE_L:1	2	2	1	REL_I>REL_I:1;REL_I>FREE_L:1	2	2	1	REL_I>REL_I:1;REL_I>FREE_L:1
ok	okar	1		2	2	1	BOUND_D>FREE_A:1;Q_FREE_R>FREE_L:1	2	2	1	BOUND_D>FREE_A:1;Q_FREE_R>FREE_L:1	2	2	1	BOUND_D>FREE_A:1;Q_FREE_R>FREE_L:1
ok	okd	0						1	1	1	FREE_R>BARE:1	1	1	1	BOUND_E>Q_BARE:1
ok	okeel+k	0		1	1	1	Q_REL_I>BARE:1								
ok	okeer	0										1	1	1	Q_REL_I>BARE:1
ok	okees	1		4	4	3	BOUND_D>Q_BARE:1;Q_FREE_R>BARE:1;Q_BOUND_D>BARE:1;Q_REL_I>BARE:1	3	3	2	BOUND_D>Q_BARE:1;Q_FREE_R>BARE:1;Q_BOUND_D>BARE:1	2	2	2	Q_FREE_R>BARE:1;Q_BOUND_D>BARE:1
ok	okeii	0										1	1	1	Q_REL_I>BARE:1
ok	oker	1		1	1	1	Q_BOUND_D>Q_BARE:1	1	1	1	Q_BOUND_D>Q_BARE:1	1	1	1	Q_BOUND_D>Q_BARE:1
ok	okes	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	okh	0						1	1	1	REL_I>FREE_R:1				
ok	okil	0										1	1	1	Q_BARE>BARE:1
ok	okl	1		1	1	1	FREE_L>Q_REL_I:1	2	2	2	Q_BOUND_D>Q_BARE:1;FREE_L>Q_REL_I:1	1	1	1	FREE_L>Q_REL_I:1
ok	okl+k	0						1	1	1	Q_BARE>BARE:1				
ok	okl+or	0						1	1	1	REL_I>BARE:1				
