source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
250	d55e6cc1-1c4a-467b-8bae-3eb92342c861	06c2e569135aeafff5cc4249ce4e616c264cefe7c897ea54dbf33b6d37054e67	Musical Harmony	RES-V-588 (1), p. 164	c. 1600-1650 AD		Music Theory	"Printed woodcut illustration of a horizontal diagram inserted after page 164, folded in half and smaller in size than regular pages. It is contained in the Livre Troisiesmes of the 'Traitez des Consonances, des Dissonances, des Genres, des Modes & de la Composition'. The diagram follows a visual tradition of illustrating the Pythagorian relationship between musical temperament and mathematics using scales and relational archs, dating back to the early medieval period, namely to various of Boethius' manuscripts of De Musica. It presents a system of 25 chords and 24 intervals of the genres diatonic, chromatic and enharmonic. The diagram depicts the mathematical ratios between intervals such as diapente, diatessaron, etc., and the results of the addition of tones, meantones, etc.. This image was copied from Francisco de Salinas original design, because, as Mersenne states just before presenting the diagram: ""afins qu'il ne manque rien a nos discours & que l'oeil ait aussi bien son contentement que l'oreille & l'esprit"". By the sixteenth century, Pytaghorean tuning and 12-tone temperament were preferred, although the enharmonic notation is limititive in terms of actually playing music."	0	0	0	1	0
251	1cf7d9d2-4ea5-4ae7-9184-548b5a6b534f	fa02f0bb63180f998181cac589eedb4a6ba132480f242dbc9ac061c2a55ec0e9	Solar system	Harley 647, f. 19r	c. 0800 AD	Aratea | Zodiac	Astronomy | Astrology	"Illustration of an excerpt of book II of Pliny's Natural History, on the heavenly bodies. It shows the positions of the seven classical planets (ordered as follows: Earth, Moon, Mercury, Venus, Sun, Mars, Jupiter, and Saturn) followed by a eighth sphere to account for the ""Signifer"" or the zodiacal signs (from signum + -fer.). The seven planets are separated by determinate spaces, their celestial orbs following an harmony, which is here also represented by the references to “Tonus” and “Semit”, terms of music which Pythagoras employs naming the mathematical ratios of distances between the planets."	0	0	0	1	0
252	22c2799f-a833-478f-8919-9fb2cdf96be2	4e1cedc42d0b8e5460520ed68df1d6297586c10569f6649ef8dc6ecf6e3ff90a	Diagram of the harmony of the spheres	Burney 224, f. 191v	c. 1200 AD	Harmony of the Spheres	Astrology | Cosmology	Diagram of the harmony of the spheres, marked with names of Saturn, Jupiter, Mars, Mercury, Venus, the Sun, and the Moon. According to an ancient philosophical theory, the motion of celestial bodies is something akin to music (the so called 'musica universalis') because of the proportions between the spheres. The 'music' is not audible, but rather a mathematical concept. The structure of the cosmos is represented as a musical scale: the seven notes on the musical scale were associated with the planets, which were calculated to move at speeds that had the same relationship with each other as the notes of the musical scale. The intervals of the planets obeyed numerical proportions, existing cosmic harmony. The spacing of the planets follows the Pythagorean tuning, and hence the diagram contains references to his terminology. Thus, the interval between the Earth and the sphere of the fixed stars was considered to be a diapason; from the sphere of the Earth to the sphere of the Moon, one tone; from the sphere of the Moon to that of Mercury, one-half tone; from Mercury to Venus, one-half tone; from Venus to the Sun one and one-half tones; from the Sun to Mars one tone; from Mars to Jupiter one-half tone; from Jupiter to Saturn one-half tone; from Saturn to the fixed stars one-half tone. The sum of these intervals equals the six whole tones of the octave.	0	0	0	1	0
253	353f7fd3-b01f-4552-b338-6b7136216716	f5dd8694e9259b0a40190831cd085d5c7a63302b0c5fea6e195caf763b7bea39	God the Creator, Heaven and Hell	Additional 47682, f. 2	c. 1300-1350 AD		Theology | Geometry	In the center and inside the globe, God creator of the world, with his divine compass open. The depiction of Heaven above (with many angels) and the representation of Hell below (through the Mouth of Hell: the open and full of fire mouth of a huge monster – with teeth showing).	0	0	0	0	0
254	e32c1995-c905-46cb-983f-d0a68d22c3ae	3d9034e5db124627f4e8802c8feeb436660b1a1a5b349e32d908c4cad07bb84c	Arrest of Christ	Harley 1892, f. 47	c. 1500 AD		Christian Doctrine	Jesus being arrested by the soldiers and guards, having been cut off an ear to who tried to stop them, and Judas leaving the scene grabbing a purse (a reference to the thirty silver coins). Miniature with a full border including many instruments (namely hammer, nails, ladder, spear, sponge...) and scenes (namely the cock, the kiss of Judas...) from the Passion.	0	0	0	0	0
255	5ee95ed0-98b4-4481-802c-361c98e599d1	fdb93dedc0410b233ad020396a685d7a93e5462b0bb12f44cc32a2ba57d198be	Mnemonic Alphabet	OEXV 540 (P.4), p. 124	1482 AD		Pedagogy	The book includes pages with the letters of the alphabet being illustrated in a way to aid memory, presenting a mnemonics for each letter (in some cases more than one). The memory technique consists in presenting (1) different objects that drawn remind the shape of the letters of the alphabet, or (2) a word which first letter matches the letter represented. In this series of circles are represented the letters A, B and C. A is associated with 'arta' (beginning the word with an 'a', an image of a tool that seems similar to an opened scissor, an opened compass and a folding ladder; B with a mandolin and bulbs ('bulbi'); C with a horseshoe ('babatum'). The pictorial alphabet then plays a role in accessing memory of a letter-form.	0	0	0	1	0
256	e79c1be6-3fb2-4322-82c8-cadb6d7658ca	d8f85dab25cbd63cb004e15b628d1db3a966f7a6cd90a9e4fcdc43664a9935b8	Cosmographical Diagram	San Marco 190, f. 102r	c. 1000-1200 AD		Cosmography	The cosmographical diagram, on f. 102r, presents Martianus Capella's alternative system of planetary movements (orbits). Capella's work is a didactic allegory presenting the seven Liberal Arts. In what concerns his world system, he offers the reasons why Mercury and Venus orbit the Sun, while the Moon, the Sun itself, Mars, Jupiter and Saturn orbit the Earth; and it is common to find smaller diagrams of details of the planetary movements together with the large cosmographical diagram. In this manuscript, the orbits and planets are circular, drawn in orange, and on the outside of the composition the circle is divided in twelve zodiacal sections.	1	0	0	0	0
257	e8ab23e2-e8f5-4496-98f4-56722987358b	5651fb793bbef0113f573f514e5761e277b8ea98dbbf6d708493ace0ecfd6047	Harmony of the Spheres	MS. Digby 23a, f. 51v	1125 AD	Harmony of the Spheres	Philosophy | Astronomy	The first part of this codex includes a translation of the classical work by Plato 'Timaeus' (the second part contains the famous 'Chanson de Roland'). Probably produced in England, its relationship to the second part remains in question; the manuscript contains many glosses and notes and diagrams related to Calcidius commentary on Timaeus, to Macrobius and to Capella. It features many diagrams relating to astronomy and philosophy. In this case, folio 51v contains a full page diagram of the Harmony of the Spheres, attached to it is a small text on 'squaring the circle'. Typically, these diagrams represented the relationships between the Sun, the Moon and the five known planets, showing their distances in terms of musical intervals in order to explain how music and the universe were in harmony.	1	0	0	1	0
258	ea12c4d0-3da3-4a26-a243-5c467c4cb311	3940324220872902f9fe30807a65dbad2bff16799af25ac86c0aeb89e22f4ab0	Retrogradations	Latin 5239, f. 125v	c. 0900 AD	Apsides	Astronomy	Diagram of the apparent speeding and slowing down movements of the planets through the zodiac (retrogradations of the five planets, the moon and the sun), illustrating the chapter De absidibus earum, from Pliny the Elder’s Natural History. It is present in a computistical textbook manuscript covering the works of Isidorus, Dionysius, Maurus Servius, Bernard Itier, Bede and Abbo Floriacensis. The diagram is found on folio 125v, and is composed of a rotae, divided in 12 zodiacs (30º for each); inside it, the scribe placed 6 non-concentric circles in blue ink (drawn with a compass) and the planets are rotating at different distances from the centre (the Earth).	1	0	0	0	0
259	ea315133-3069-4921-b3b6-797217c1d2d4	bab657ce570d1ac08c31f92d2de387389c6980d7cd070dfe91548566e15843fa	Diagrams of star signs	Egerton 823, f. 33v	c. 1100 AD		Astrology	The twelve zodiacal signs represented as constellation diagrams, exhibiting, by points, lines and surfaces, recognized graphical patterns of stars seen in the night sky.	0	0	0	0	0
260	ecc4ba97-6314-4b54-9e5e-6497b9518cea	9c34d6c779a9cdc9f837ff01052ee86f67d698fd65e9d16b296afddf65e0767c	Microcosmic Man	Sloane MS 282, f. 18r	c. 1400-1450 AD	Zodiac Man	Medicine | Astrology	Sloane MS 282 is a collection of medical and astrological texts from different authors, from the 13th to the 17th century, with around 240 folios. In a gothic hand and coloured in brown, red and green, this diagram appears on f.18 (right after a Kalendarium by Joan, Princess of Wales, and a Versus de urinis, by Corbolensis). It is a complex diagram of a famous visual concept in the Middle Ages, the 'Zodiac Man' combined with features from another concept: the Microcosmos. It illustrates how the elements influence different parts of the human body's health and how the zodiacal signs and planetary movements can be used to calculate the proper occasion for medical interventions. The Zodiac Man takes the centre of the composition, in a correspondence to the planet Earth, and is surrounded by the circles of the elements, the planets and the zodiacs, and from them there are red thin lines to the human body.	0	0	1	0	0
