unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
728	CELESTIAL_ALMANAC	f69v	A3	f69v.3:14	A3:G092	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 14 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
729	CELESTIAL_ALMANAC	f69v	A3	f69v.3:15	A3:G093	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 15 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
730	CELESTIAL_ALMANAC	f69v	A3	f69v.3:16	A3:G094	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 16 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
731	CELESTIAL_ALMANAC	f69v	A3	f69v.3:17	A3:G095	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 17 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
732	CELESTIAL_ALMANAC	f69v	A3	f69v.3:18	A3:G096	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 18 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
733	CELESTIAL_ALMANAC	f69v	A3	f69v.3:19	A3:G097	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 19 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
734	CELESTIAL_ALMANAC	f69v	A3	f69v.3:20	A3:G098	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 20 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
735	CELESTIAL_ALMANAC	f69v	A3	f69v.3:21	A3:G099	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 21 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
736	CELESTIAL_ALMANAC	f69v	A3	f69v.3:22	A3:G100	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 22 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
737	CELESTIAL_ALMANAC	f69v	A3	f69v.3:23	A3:G101	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 23 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
738	CELESTIAL_ALMANAC	f69v	A3	f69v.3:24	A3:G102	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 24 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
739	CELESTIAL_ALMANAC	f69v	A3	f69v.3:25	A3:G103	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 25 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
740	CELESTIAL_ALMANAC	f69v	A3	f69v.3:26	A3:G104	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 26 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
741	CELESTIAL_ALMANAC	f69v	A3	f69v.3:27	A3:G105	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 27 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
742	CELESTIAL_ALMANAC	f69v	A3	f69v.3:28	A3:G106	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 28 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
743	CELESTIAL_ALMANAC	f69v	A3	f69v.3:29	A3:G107	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 29 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
744	CELESTIAL_ALMANAC	f69v	A3	f69v.4:1	A3:G108	A3_LEFT_RADIAL_SLOT_01 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_01.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
745	CELESTIAL_ALMANAC	f69v	A3	f69v.4:2	A3:G109	A3_LEFT_RADIAL_SLOT_01 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_01.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
746	CELESTIAL_ALMANAC	f69v	A3	f69v.5:1	A3:G110	A3_LEFT_RADIAL_SLOT_02 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_02.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
747	CELESTIAL_ALMANAC	f69v	A3	f69v.5:2	A3:G111	A3_LEFT_RADIAL_SLOT_02 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A3_LEFT_RADIAL_SLOT_02.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
748	CELESTIAL_ALMANAC	f69v	A3	f69v.6:1	A3:G112	A3_LEFT_RADIAL_SLOT_03 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_03.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
749	CELESTIAL_ALMANAC	f69v	A3	f69v.7:1	A3:G113	A3_LEFT_RADIAL_SLOT_04 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_04.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
750	CELESTIAL_ALMANAC	f69v	A3	f69v.8:1	A3:G114	A3_LEFT_RADIAL_SLOT_05 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_05.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
751	CELESTIAL_ALMANAC	f69v	A3	f69v.9:1	A3:G115	A3_LEFT_RADIAL_SLOT_06 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_06.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
752	CELESTIAL_ALMANAC	f69v	A3	f69v.10:1	A3:G116	A3_LEFT_RADIAL_SLOT_07 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_07.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
753	CELESTIAL_ALMANAC	f69v	A3	f69v.11:1	A3:G117	A3_LEFT_RADIAL_SLOT_08 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_08.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
754	CELESTIAL_ALMANAC	f69v	A3	f69v.12:1	A3:G118	A3_LEFT_RADIAL_SLOT_09 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_09.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
755	CELESTIAL_ALMANAC	f69v	A3	f69v.13:1	A3:G119	A3_LEFT_RADIAL_SLOT_10 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_10.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
756	CELESTIAL_ALMANAC	f69v	A3	f69v.14:1	A3:G120	A3_LEFT_RADIAL_SLOT_11 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_11.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
757	CELESTIAL_ALMANAC	f69v	A3	f69v.15:1	A3:G121	A3_LEFT_RADIAL_SLOT_12 @ A3_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_LEFT_RADIAL_SLOT_12.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
