edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
3880	G407-E3880	G407-S650	32	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: markiere denselben Mengenwert.	Weiter im laufenden Gang: markiere denselben Mengenwert.	Weiter im laufenden Gang markiere den Mengenwert [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3881	G407-E3881	G407-S650	33	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chorcholsal	CH+OR+OL+S+AL	STATE_CARD	OL	Weiter: nimm die Ansatzeinheit und wähle die Ansatzeinheit; zum Zielgefäß.	Weiter: nimm die Ansatzeinheit und wähle die Ansatzeinheit; zum Zielgefäß.	Weiter nimm die Ansatzeinheit und wähle die Ansatzeinheit; zum Zielgefäß.	NO	1:CH=nehmen | 2:OR=die Einheit | 3:OL=weiter | 4:S=wählen | 5:AL=zum Zielort	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3882	G407-E3882	G407-S651	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poeear	P+O+EE+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze die Ansatzeinheit [wie zuvor] ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	Setze die Ansatzeinheit [wie zuvor] ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	Setze die Ansatzeinheit [wie zuvor] ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3883	G407-E3883	G407-S651	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheoky	SH+E+OK+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten und setze den Drogenposten als Ansatz an; auf Grad I.	Halte den Drogenposten und setze den Drogenposten als Ansatz an; auf Grad I.	Halte den Drogenposten und setze den Drogenposten als Ansatz an; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3884	G407-E3884	G407-S651	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	olkeey	OL+K+EE+Y	STATE_CARD	OL	Weiter: gib den Drogenposten zu; auf Grad II.	Weiter: gib den Drogenposten zu; auf Grad II.	Weiter gib den Drogenposten zu; auf Grad II.	NO	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3885	G407-E3885	G407-S651	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cthol	CH+T+OL	STATE_CARD	OL	Weiter: nimm denselben Drogenposten und stelle denselben Drogenposten ein.	Weiter: nimm denselben Drogenposten und stelle denselben Drogenposten ein.	Weiter nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	NO	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3886	G407-E3886	G407-S651	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poldy	P+OL+D_ADDR+Y	STATE_CARD	OL	Weiter: setze den Drogenposten ein; an der bezeichneten Stelle.	Weiter: setze den Drogenposten ein; an der bezeichneten Stelle.	Weiter setze den Drogenposten ein; an der bezeichneten Stelle.	NO	1:P=einsetzen | 2:OL=weiter | 3:D_ADDR=hier | 4:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3887	G407-E3887	G407-S651	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3888	G407-E3888	G407-S651	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okoldy	OK+OL+DY	STATE_CARD	OL+DY	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; schließe den Schritt.	NO	1:OK=setzen | 2:OL=weiter | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3889	G407-E3889	G407-S652	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3890	G407-E3890	G407-S652	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3891	G407-E3891	G407-S652	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3892	G407-E3892	G407-S652	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3893	G407-E3893	G407-S652	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3894	G407-E3894	G407-S652	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; auf Grad II.	Halte den Drogenposten; auf Grad II.	Halte den Drogenposten; auf Grad II.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3895	G407-E3895	G407-S652	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte die Ansatzeinheit.	Im laufenden Gang halte die Ansatzeinheit.	Im laufenden Gang halte die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3896	G407-E3896	G407-S652	8	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3897	G407-E3897	G407-S652	9	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oldal	OL+DA+L	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	Weiter im laufenden Gang halte den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf der zweiten Stufe.	NO	1:OL=weiter | 2:DA=auf der zweiten Stufe | 3:L=über die Verbindung	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3898	G407-E3898	G407-S652	10	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ykar	Y+K+AR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten zu; vom Ausgangsgefäß.	Gib den Drogenposten zu; vom Ausgangsgefäß.	Gib den Drogenposten zu; vom Ausgangsgefäß.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3899	G407-E3899	G407-S652	11	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3900	G407-E3900	G407-S652	12	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang nimm den Drogenposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3901	G407-E3901	G407-S652	13	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Drogenposten.	Im laufenden Gang nimm den Drogenposten.	Im laufenden Gang nimm den Drogenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3902	G407-E3902	G407-S652	14	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ckhey	CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	Nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	Nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3903	G407-E3903	G407-S652	15	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3904	G407-E3904	G407-S652	16	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Ansatzeinheit.	Im laufenden Gang wähle die Ansatzeinheit.	Im laufenden Gang wähle die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3905	G407-E3905	G407-S652	17	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shear	SH+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	Halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	Halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3906	G407-E3906	G407-S652	18	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ar	AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang halte die Ansatzeinheit [wie zuvor]; vom Ausgangsgefäß.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3907	G407-E3907	G407-S652	19	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	alsy	AL+S+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten; zum Zielgefäß.	Wähle den Drogenposten; zum Zielgefäß.	Wähle den Drogenposten; zum Zielgefäß.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3908	G407-E3908	G407-S652	20	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	kor	K+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu.	Gib die Ansatzeinheit zu.	Gib die Ansatzeinheit zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3909	G407-E3909	G407-S652	21	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3910	G407-E3910	G407-S652	22	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3911	G407-E3911	G407-S652	23	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3912	G407-E3912	G407-S652	24	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chody	CH+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; als Ausführung; an der bezeichneten Stelle.	Nimm den Drogenposten; als Ausführung; an der bezeichneten Stelle.	Nimm den Drogenposten; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3913	G407-E3913	G407-S652	25	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3914	G407-E3914	G407-S652	26	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	kchor	K+CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu und nimm die Ansatzeinheit.	Gib die Ansatzeinheit zu und nimm die Ansatzeinheit.	Gib die Ansatzeinheit zu und nimm die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3915	G407-E3915	G407-S652	27	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	Weiter im laufenden Gang nimm die Ansatzeinheit [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3916	G407-E3916	G407-S652	28	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3917	G407-E3917	G407-S652	29	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ykeeey	Y+K+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten [außen] und den Drogenposten [innen] zu; auf Grad III.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu; auf Grad III.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu; auf Grad III.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3918	G407-E3918	G407-S652	30	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3919	G407-E3919	G407-S652	31	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheotey	CH+E+O+T+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I, als Ausführung und auf Grad I.	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I, als Ausführung und auf Grad I.	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I, als Ausführung und auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3920	G407-E3920	G407-S652	32	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3921	G407-E3921	G407-S652	33	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeor	OK+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	Setze die Ansatzeinheit als Ansatz an; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3922	G407-E3922	G407-S652	34	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chetchy	CH+E+T+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten, stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten, stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten, stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3923	G407-E3923	G407-S652	35	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ofal	O+LOCAL_CHAR_F+AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Drogenposten [wie zuvor]; zum Zielgefäß; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm den Drogenposten [wie zuvor]; zum Zielgefäß; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm den Drogenposten [wie zuvor]; zum Zielgefäß; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3924	G407-E3924	G407-S652	36	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dar	D_ADDR+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; an der bezeichneten Stelle.	Im laufenden Gang nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; an der bezeichneten Stelle.	Im laufenden Gang nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3925	G407-E3925	G407-S652	37	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chear	CH+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3926	G407-E3926	G407-S652	38	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang nimm den Drogenposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3927	G407-E3927	G407-S652	39	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dol	D_ADDR+OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	NO	1:D_ADDR=hier | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3928	G407-E3928	G407-S652	40	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekeor	CARRIER_Q+O+E+K+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I.	Gib die Ansatzeinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I.	Gib die Ansatzeinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3929	G407-E3929	G407-S652	41	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheom	CH+E+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3930	G407-E3930	G407-S653	1	f88v	PHARMA	erste Gefaess-/Zutatengruppe	teodal	T+E+O+D_ADDR+AL	NONSTATE_CARD	NOT_APPLICABLE	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Stelle ein; zum Zielgefäß; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3931	G407-E3931	G407-S653	2	f88v	PHARMA	erste Gefaess-/Zutatengruppe	lkeo	L+K+E+O	NONSTATE_CARD	NOT_APPLICABLE	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3932	G407-E3932	G407-S653	3	f88v	PHARMA	erste Gefaess-/Zutatengruppe	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm und markiere; auf Grad I und als Ausführung.	Nimm und markiere; auf Grad I und als Ausführung.	Nimm und markiere; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3933	G407-E3933	G407-S653	4	f88v	PHARMA	erste Gefaess-/Zutatengruppe	roshckhy	R+O+SH+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Markiere den Drogenposten, halte den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; als Ausführung.	Markiere den Drogenposten, halte den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; als Ausführung.	Markiere den Drogenposten, halte den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3934	G407-E3934	G407-S653	5	f88v	PHARMA	erste Gefaess-/Zutatengruppe	sorshy	S+OR+SH+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Ansatzeinheit und den Drogenposten und halte die Ansatzeinheit und den Drogenposten.	Wähle die Ansatzeinheit und den Drogenposten und halte die Ansatzeinheit und den Drogenposten.	Wähle die Ansatzeinheit und den Drogenposten und halte die Ansatzeinheit und den Drogenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
