assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_marker_sequence	marker_ordinal_in_sequence	recipe_atom_position	operator	working_value	outer_slot	position_realization_de	finite_voice_changed	guard
1562	G407-E4173	G407-S672	f89r	PHARMA	sheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1563	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1564	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1565	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1566	G407-E4190	G407-S673	f89r	PHARMA	cholkeedy	OL+K+EE+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1567	G407-E4190	G407-S673	f89r	PHARMA	cholkeedy	OL+K+EE+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1568	G407-E4191	G407-S674	f89r	PHARMA	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1569	G407-E4197	G407-S675	f89r	PHARMA	cpheeedol	CH+P+EEE+D_ADDR+OL	OL	1	5	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1570	G407-E4208	G407-S675	f89r	PHARMA	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	OL+OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1571	G407-E4208	G407-S675	f89r	PHARMA	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	OL+OL	2	9	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1572	G407-E4212	G407-S675	f89r	PHARMA	tchodol	T+CH+O+D_ADDR+OL	OL	1	5	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1573	G407-E4214	G407-S675	f89r	PHARMA	choldy	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1574	G407-E4216	G407-S675	f89r	PHARMA	dol	D_ADDR+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1575	G407-E4218	G407-S675	f89r	PHARMA	tol	T+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1576	G407-E4224	G407-S675	f89r	PHARMA	qody	CARRIER_Q+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1577	G407-E4231	G407-S677	f89r	PHARMA	porachol	P+O+R+A_ADDR+CH+OL	OL	1	6	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1578	G407-E4232	G407-S677	f89r	PHARMA	yody	Y+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1579	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1580	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1581	G407-E4234	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1582	G407-E4235	G407-S678	f89r	PHARMA	otol	OT+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1583	G407-E4235	G407-S678	f89r	PHARMA	otol	OT+OL	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1584	G407-E4238	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1585	G407-E4239	G407-S678	f89r	PHARMA	otchol	OT+CH+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1586	G407-E4239	G407-S678	f89r	PHARMA	otchol	OT+CH+OL	OT+OL	2	3	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1587	G407-E4241	G407-S678	f89r	PHARMA	otolpchy	OT+OL+P+CH+Y	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1588	G407-E4241	G407-S678	f89r	PHARMA	otolpchy	OT+OL+P+CH+Y	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1589	G407-E4244	G407-S678	f89r	PHARMA	lkeopol	L+K+E+O+P+OL	OL	1	6	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1590	G407-E4248	G407-S678	f89r	PHARMA	olkey	OL+K+E+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1591	G407-E4249	G407-S678	f89r	PHARMA	okeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1592	G407-E4251	G407-S678	f89r	PHARMA	okeeol	OK+EE+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1593	G407-E4253	G407-S678	f89r	PHARMA	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1594	G407-E4256	G407-S678	f89r	PHARMA	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1595	G407-E4258	G407-S678	f89r	PHARMA	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1596	G407-E4260	G407-S678	f89r	PHARMA	koldam	K+OL+DY	OL+DY	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1597	G407-E4260	G407-S678	f89r	PHARMA	koldam	K+OL+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1598	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1599	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	OL+DY	2	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1600	G407-E4262	G407-S680	f89r	PHARMA	dol	D_ADDR+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1601	G407-E4265	G407-S680	f89r	PHARMA	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1602	G407-E4272	G407-S680	f89r	PHARMA	qokeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1603	G407-E4277	G407-S680	f89r	PHARMA	qokol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1604	G407-E4293	G407-S681	f89r	PHARMA	kolches	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1605	G407-E4294	G407-S681	f89r	PHARMA	sheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1606	G407-E4298	G407-S681	f89r	PHARMA	opcheol	O+P+CH+E+OL	OL	1	5	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1607	G407-E4299	G407-S681	f89r	PHARMA	shody	SH+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1608	G407-E4300	G407-S682	f89r	PHARMA	sholdy	SH+OL+D_ADDR+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1609	G407-E4303	G407-S682	f89r	PHARMA	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1610	G407-E4303	G407-S682	f89r	PHARMA	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1611	G407-E4305	G407-S683	f89r	PHARMA	ytoldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1612	G407-E4305	G407-S683	f89r	PHARMA	ytoldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1613	G407-E4309	G407-S684	f89r	PHARMA	keol	K+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1614	G407-E4314	G407-S684	f89r	PHARMA	okeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1615	G407-E4316	G407-S684	f89r	PHARMA	ykeody	Y+K+E+O+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1616	G407-E4320	G407-S685	f89r	PHARMA	okeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1617	G407-E4323	G407-S685	f89r	PHARMA	yokeeol	Y+OK+EE+OL	OL	1	4	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1618	G407-E4326	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1619	G407-E4332	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1620	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1621	G407-E4339	G407-S685	f89r	PHARMA	sheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1622	G407-E4346	G407-S685	f89r	PHARMA	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1623	G407-E4350	G407-S685	f89r	PHARMA	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1624	G407-E4357	G407-S685	f89r	PHARMA	dol	D_ADDR+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1625	G407-E4369	G407-S685	f89r	PHARMA	qokol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1626	G407-E4376	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1627	G407-E4390	G407-S685	f89r	PHARMA	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1628	G407-E4393	G407-S685	f89r	PHARMA	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1629	G407-E4399	G407-S686	f95v	HERBAL	tchody	T+CH+O+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1630	G407-E4401	G407-S687	f95v	HERBAL	shody	SH+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1631	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1632	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1633	G407-E4405	G407-S689	f95v	HERBAL	qotedaiin	OT+E+AIIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1634	G407-E4407	G407-S689	f95v	HERBAL	olsain	OL+S+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1635	G407-E4408	G407-S689	f95v	HERBAL	sol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1636	G407-E4409	G407-S689	f95v	HERBAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1637	G407-E4410	G407-S690	f95v	HERBAL	qotchey	OT+CHD+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1638	G407-E4413	G407-S690	f95v	HERBAL	olor	OL+OR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1639	G407-E4416	G407-S690	f95v	HERBAL	qotaiin	OT+AIIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1640	G407-E4426	G407-S690	f95v	HERBAL	otain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1641	G407-E4427	G407-S690	f95v	HERBAL	okalody	OK+AL+O+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1642	G407-E4429	G407-S691	f95v	HERBAL	olkain	OL+K+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1643	G407-E4432	G407-S691	f95v	HERBAL	shekydy	SH+E+K+Y+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1644	G407-E4442	G407-S692	f95v	HERBAL	olkaiin	OL+K+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1645	G407-E4443	G407-S692	f95v	HERBAL	otalain	OT+AL+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1646	G407-E4450	G407-S692	f95v	HERBAL	olaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1647	G407-E4453	G407-S692	f95v	HERBAL	ldy	L+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1648	G407-E4458	G407-S693	f95v	HERBAL	otain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1649	G407-E4459	G407-S694	f95v	HERBAL	olteedy	OL+T+EE+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1650	G407-E4459	G407-S694	f95v	HERBAL	olteedy	OL+T+EE+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1651	G407-E4472	G407-S695	f95v	HERBAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1652	G407-E4473	G407-S695	f95v	HERBAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1653	G407-E4474	G407-S695	f95v	HERBAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1654	G407-E4475	G407-S696	f95v	HERBAL	otal	OT+AL	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1655	G407-E4479	G407-S696	f95v	HERBAL	tchody	T+CH+O+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1656	G407-E4486	G407-S697	f95v	HERBAL	chcthykedy	CH+CH+T+Y+K+E+DY	DY	1	7	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1657	G407-E4492	G407-S698	f95v	HERBAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1658	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1659	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1660	G407-E4496	G407-S699	f95v	HERBAL	ytshedy	Y+T+SH+E+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1661	G407-E4500	G407-S700	f95v	HERBAL	otal	OT+AL	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1662	G407-E4501	G407-S700	f95v	HERBAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1663	G407-E4506	G407-S702	f95v	HERBAL	dchdy	CHD+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1664	G407-E4507	G407-S703	f95v	HERBAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1665	G407-E4510	G407-S704	f95v	HERBAL	otchdy	OT+CHD+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1666	G407-E4510	G407-S704	f95v	HERBAL	otchdy	OT+CHD+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1667	G407-E4511	G407-S705	f95v	HERBAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1668	G407-E4517	G407-S705	f95v	HERBAL	olkar	OL+K+AR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1669	G407-E4520	G407-S705	f95v	HERBAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1670	G407-E4523	G407-S705	f95v	HERBAL	dolkain	D_ADDR+OL+K+AIN	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1671	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
1672	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
