statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
281	G407-S599	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	18	13	9	4	4	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:3|SH:5	CH:1|K:1|OK:1|P:1	"Wende in Anwendungsform an. Halte den Stationsansatz im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Beschicke oder bereite an der Stations-Arbeitsstelle vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wähle den Stationsansatz an der Stations-Arbeitsstelle aus. Fahre im selben Arbeitsgang fort. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte das Stations- oder Badmaß im Bad auf Grad I. Entnimm oder lass in Anwendungsform ab. Führe den Stationsansatz auf Grad I zu. Wähle die Anwendungsportion aus. Behandle den Ansatz. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Wende in Anwendungsform an. Halte den Körper im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Beschicke oder bereite an der Stations-Arbeitsstelle vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wähle den Stationsansatz an der Stations-Arbeitsstelle aus. Fahre im selben Arbeitsgang fort. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I. Entnimm oder lass in Anwendungsform ab. Führe den Stationsansatz auf Grad I zu. Wähle die Anwendungsportion aus. Behandle dieselbe Anwendungsportion. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang."	YES
282	G407-S600	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	2	0	2	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1|T:1	NONE	Temperiere auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken. Halte die Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
283	G407-S601	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	2	0	2	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1|SH:1	NONE	Halte den Stationsansatz im Bad auf Grad I. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Behandle denselben Körper über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
284	G407-S604	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	2	1	1	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	T:1	OK:1	Fahre im selben Arbeitsgang fort. Temperiere den Stationsansatz auf Grad III. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Temperiere den Stationsansatz auf Grad III. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
285	G407-S605	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	7	4	1	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	K:1|OK:2	Beschicke oder bereite den Stationsansatz vor. Wähle das Stations- oder Badmaß aus. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz an der Stations-Arbeitsstelle zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Wähle das Stationsmaß aus. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz an der Stations-Arbeitsstelle zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
286	G407-S607	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	2	1	1	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	K:1	Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Führe auf Grad I und über den Stationskontakt oder die Leitung zu. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Führe auf Grad I und über den Stationskontakt oder die Leitung zu. Schließe den Arbeitsgang.	YES
287	G407-S608	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	3	1	2	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:2	Beschicke oder bereite vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Beschicke oder bereite vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
288	G407-S609	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	6	3	3	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|S:1	CH:2|K:1	"Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz an der Stations-Arbeitsstelle zu. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Behandle den Ansatz entlang des Stationswegs oder Kanals. Beginne danach den nächsten Arbeitsgang.

Behandle den Ansatz. Schließe den Arbeitsgang."	"Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz an der Stations-Arbeitsstelle zu. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Behandle denselben Strom entlang des Stationswegs oder Kanals. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Schließe den Arbeitsgang."	YES
289	G407-S611	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	2	2	0	1	4	ALL_ACTIONS_OBJECT_COMPLETE	CHD:2	NONE	"Behandle die Anwendungsportion. Behandle den Stationsansatz und das Stations- oder Badmaß. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Behandle die Anwendungsportion. Behandle den Stationsansatz und das Stationsmaß. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
290	G407-S613	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	2	2	0	0	2	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1|T:1	NONE	"Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
291	G407-S614	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
292	G407-S616	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	16	12	9	3	6	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:3|T:4	CH:3	"Halte im Bad auf Grad I. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz und die Becken- oder Körpereinheit. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Wähle die Einheit in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus. Entnimm oder lass ab. Reguliere den Stationsansatz. Reguliere den Stationsansatz und das Stations- oder Badmaß zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz und die Stationseinheit. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Wähle denselben Stationsansatz in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus. Entnimm oder lass ab. Reguliere den Stationsansatz. Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
293	G407-S619	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	9	5	3	2	1	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1|T:1	OK:2	"Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Reguliere die Stationsbedingung. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Reguliere die Stationsbedingung. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
294	G407-S621	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:1	Behandle die Anwendungsportion und den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Behandle den Körperteil. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
295	G407-S622	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	3	0	3	0	1	GAP_ONLY_ACTIONS	NONE	CH:1|K:1|SH:1	Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	YES
296	G407-S623	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	3	0	3	0	1	GAP_ONLY_ACTIONS	NONE	CH:1|K:1|SH:1	Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	Halte den Zustand. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	YES
297	G407-S624	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	5	2	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1	CH:1|K:1|OK:1	Wähle das Stations- oder Badmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Halte den Stationsansatz im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Halte den Körper im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
298	G407-S625	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
299	G407-S627	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	3	3	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1|S:1|SH:1	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um. Behandle den Stationsansatz. Halte den Stationsansatz im Bad auf Grad II. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Schließe den Arbeitsgang.	Leite den Strom zur Zielstation oder ins Zielbecken um. Behandle den Stationsansatz. Halte den Körper im Bad auf Grad II. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Schließe den Arbeitsgang.	YES
300	G407-S629	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	OK:1	Wähle die Einheit aus. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Wähle die Stationseinheit aus. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
301	G407-S631	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	7	5	4	1	3	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|S:1|T:1	OK:1	"Beschicke oder bereite den Stationsansatz vor. Wähle das Stations- oder Badmaß aus. Temperiere auf Grad I. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Behandle den Ansatz. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz vor. Wähle das Stationsmaß aus. Temperiere denselben Stationsansatz auf Grad I. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Schließe den Arbeitsgang."	YES
302	G407-S634	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	4	2	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2	CH:1|OK:1	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite vor. Behandle den Stationsansatz. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite vor. Behandle den Stationsansatz. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
303	G407-S635	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	11	10	4	6	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:2|SH:1	CH:1|K:2|OK:2|SH:1	Beschicke oder bereite den Stationsansatz auf Grad I vor. Wähle das Stations- oder Badmaß aus. Halte im Bad auf Grad II. Führe zu. Entnimm oder lass den Stationsansatz ab. Beschicke oder bereite den Stationsansatz auf Grad I vor. Wähle die Anwendungsportion aus. Halte den Zustand. Führe den Stationsansatz zu. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz auf Grad I vor. Wähle das Stationsmaß aus. Halte denselben Stationsansatz im Bad auf Grad II. Führe zu. Entnimm oder lass den Stationsansatz ab. Beschicke oder bereite den Stationsansatz auf Grad I vor. Wähle die Anwendungsportion aus. Halte den Zustand. Führe den Stationsansatz zu. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
304	G407-S636	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	16	11	5	6	4	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:2|SH:2	CH:1|K:1|OK:3|SH:1	Halte den Zustand an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beschicke oder bereite den Stationsansatz vor. Wähle das Stations- oder Badmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite vor. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz. Wähle die Becken- oder Körpereinheit, das Stations- oder Badmaß und den Stationsansatz aus. Halte den Stationsansatz im Bad auf Grad I. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Halte den Zustand an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beschicke oder bereite den Stationsansatz vor. Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite vor. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz. Wähle die Stationseinheit, das Stationsmaß und den Stationsansatz aus. Halte den Körper im Bad auf Grad I. Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
305	G407-S638	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
306	G407-S639	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite vor. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite vor. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
307	G407-S641	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	12	9	4	5	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|S:1|SH:1	CH:2|K:2|OK:1	Beschicke oder bereite die Anwendungsportion vor. Halte den Stationsansatz im Bad auf Grad I. Führe die Anwendungsportion zu. Entnimm oder lass ab. Entnimm oder lass ab. Führe zur Zielstation oder ins Zielbecken zu. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Halte den Körper im Bad auf Grad I. Führe die Anwendungsportion zu. Entnimm oder lass ab. Entnimm oder lass ab. Führe zur Zielstation oder ins Zielbecken zu. Wähle die Stationseinheit aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
308	G407-S642	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	3	2	1	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2	K:1	Behandle das Stations- oder Badmaß. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle das Stationsmaß. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
309	G407-S643	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	18	11	6	5	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|S:1|SH:1|T:1	CH:2|K:2|SH:1	"Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Behandle den Stationsansatz. Behandle den Stationsansatz und das Stations- oder Badmaß über den Stationskontakt oder die Leitung. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Behandle den Stationsansatz. Behandle den Stationsansatz und das Stationsmaß über den Stationskontakt oder die Leitung. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
