gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
669	4273	G407-S576	11	f83r	BIOLOGICAL	ACTION:G407-E3528@4:P	G407-E3528	RUNNING:G407-E3528@4	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende auf Grad I an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
670	4276	G407-S578	2	f83r	BIOLOGICAL	ACTION:G407-E3531@1:OK	G407-E3531	RUNNING:G407-E3531@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
671	4279	G407-S579	1	f83r	BIOLOGICAL	ACTION:G407-E3532@1:R	G407-E3532	RUNNING:G407-E3532@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
672	4281	G407-S579	3	f83r	BIOLOGICAL	ACTION:G407-E3533@3:K	G407-E3533	RUNNING:G407-E3533@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
673	4282	G407-S579	4	f83r	BIOLOGICAL	ACTION:G407-E3534@3:P	G407-E3534	RUNNING:G407-E3534@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
674	4284	G407-S579	6	f83r	BIOLOGICAL	ACTION:G407-E3535@3:P	G407-E3535	RUNNING:G407-E3535@3	P	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Wende den Stationsansatz in Anwendungsform und als neuer Bad- oder Stationsansatz an	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
675	4286	G407-S579	8	f83r	BIOLOGICAL	ACTION:G407-E3536@2:K	G407-E3536	RUNNING:G407-E3536@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
676	4288	G407-S579	10	f83r	BIOLOGICAL	ACTION:G407-E3537@1:R	G407-E3537	RUNNING:G407-E3537@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
677	4289	G407-S579	11	f83r	BIOLOGICAL	ACTION:G407-E3537@2:CH	G407-E3537	RUNNING:G407-E3537@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
678	4291	G407-S579	13	f83r	BIOLOGICAL	ACTION:G407-E3538@1:CH	G407-E3538	RUNNING:G407-E3538@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad II und in der b-Variante ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
679	4295	G407-S579	17	f83r	BIOLOGICAL	ACTION:G407-E3541@2:K	G407-E3541	RUNNING:G407-E3541@2	K	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
680	4296	G407-S579	18	f83r	BIOLOGICAL	ACTION:G407-E3543@1:CH	G407-E3543	RUNNING:G407-E3543@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
681	4299	G407-S579	21	f83r	BIOLOGICAL	ACTION:G407-E3546@1:CH	G407-E3546	RUNNING:G407-E3546@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
682	4300	G407-S579	22	f83r	BIOLOGICAL	ACTION:G407-E3546@2:K	G407-E3546	RUNNING:G407-E3546@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
683	4305	G407-S580	1	f83r	BIOLOGICAL	ACTION:G407-E3551@1:OK	G407-E3551	RUNNING:G407-E3551@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
684	4306	G407-S580	2	f83r	BIOLOGICAL	ACTION:G407-E3552@1:CH	G407-E3552	RUNNING:G407-E3552@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
685	4307	G407-S580	3	f83r	BIOLOGICAL	ACTION:G407-E3552@2:K	G407-E3552	RUNNING:G407-E3552@2	K	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Führe die Anwendungsportion zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
686	4308	G407-S580	4	f83r	BIOLOGICAL	ACTION:G407-E3553@1:SH	G407-E3553	RUNNING:G407-E3553@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
687	4309	G407-S580	5	f83r	BIOLOGICAL	ACTION:G407-E3553@2:CH	G407-E3553	RUNNING:G407-E3553@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
688	4311	G407-S580	7	f83r	BIOLOGICAL	ACTION:G407-E3554@1:OK	G407-E3554	RUNNING:G407-E3554@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
689	4313	G407-S581	1	f83r	BIOLOGICAL	ACTION:G407-E3555@1:OK	G407-E3555	RUNNING:G407-E3555@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite entlang des Stationswegs oder Kanals vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
690	4318	G407-S583	1	f83r	BIOLOGICAL	ACTION:G407-E3559@3:CH	G407-E3559	RUNNING:G407-E3559@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, als neuer Bad- oder Stationsansatz und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
691	4319	G407-S583	2	f83r	BIOLOGICAL	ACTION:G407-E3559@4:K	G407-E3559	RUNNING:G407-E3559@4	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
692	4322	G407-S583	5	f83r	BIOLOGICAL	ACTION:G407-E3560@3:CH	G407-E3560	RUNNING:G407-E3560@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
693	4323	G407-S583	6	f83r	BIOLOGICAL	ACTION:G407-E3560@4:K	G407-E3560	RUNNING:G407-E3560@4	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
694	4325	G407-S583	8	f83r	BIOLOGICAL	ACTION:G407-E3562@1:OK	G407-E3562	RUNNING:G407-E3562@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I und zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
695	4327	G407-S583	10	f83r	BIOLOGICAL	ACTION:G407-E3563@3:CH	G407-E3563	RUNNING:G407-E3563@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
696	4328	G407-S583	11	f83r	BIOLOGICAL	ACTION:G407-E3563@4:K	G407-E3563	RUNNING:G407-E3563@4	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
697	4329	G407-S583	12	f83r	BIOLOGICAL	ACTION:G407-E3565@1:OK	G407-E3565	RUNNING:G407-E3565@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
698	4331	G407-S585	1	f83r	BIOLOGICAL	ACTION:G407-E3567@1:OK	G407-E3567	RUNNING:G407-E3567@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
699	4333	G407-S585	3	f83r	BIOLOGICAL	ACTION:G407-E3568@3:CH	G407-E3568	RUNNING:G407-E3568@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
700	4340	G407-S586	4	f83r	BIOLOGICAL	ACTION:G407-E3574@1:OK	G407-E3574	RUNNING:G407-E3574@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
701	4342	G407-S589	1	f83r	BIOLOGICAL	ACTION:G407-E3577@3:R	G407-E3577	RUNNING:G407-E3577@3	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe im zweiten Durchgang und über den Stationskontakt oder die Leitung	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
702	4343	G407-S589	2	f83r	BIOLOGICAL	ACTION:G407-E3578@1:OK	G407-E3578	RUNNING:G407-E3578@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
703	4345	G407-S589	4	f83r	BIOLOGICAL	ACTION:G407-E3579@1:OK	G407-E3579	RUNNING:G407-E3579@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
704	4349	G407-S591	1	f83r	BIOLOGICAL	ACTION:G407-E3581@1:OK	G407-E3581	RUNNING:G407-E3581@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
705	4355	G407-S593	1	f83r	BIOLOGICAL	ACTION:G407-E3584@1:OK	G407-E3584	RUNNING:G407-E3584@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
706	4356	G407-S593	2	f83r	BIOLOGICAL	ACTION:G407-E3585@1:SH	G407-E3585	RUNNING:G407-E3585@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
707	4357	G407-S593	3	f83r	BIOLOGICAL	ACTION:G407-E3585@2:CH	G407-E3585	RUNNING:G407-E3585@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
708	4362	G407-S593	8	f83r	BIOLOGICAL	ACTION:G407-E3590@3:CH	G407-E3590	RUNNING:G407-E3590@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
709	4365	G407-S593	11	f83r	BIOLOGICAL	ACTION:G407-E3593@1:SH	G407-E3593	RUNNING:G407-E3593@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
710	4366	G407-S593	12	f83r	BIOLOGICAL	ACTION:G407-E3593@2:CH	G407-E3593	RUNNING:G407-E3593@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
711	4377	G407-S596	3	f83r	BIOLOGICAL	ACTION:G407-E3598@1:OK	G407-E3598	RUNNING:G407-E3598@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
712	4382	G407-S597	3	f83r	BIOLOGICAL	ACTION:G407-E3602@1:OK	G407-E3602	RUNNING:G407-E3602@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
713	4383	G407-S597	4	f83r	BIOLOGICAL	ACTION:G407-E3603@1:CH	G407-E3603	RUNNING:G407-E3603@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
714	4385	G407-S597	6	f83r	BIOLOGICAL	ACTION:G407-E3604@2:R	G407-E3604	RUNNING:G407-E3604@2	R	GDT582_RETAINED_NON_TARGET	1	OR	Becken- oder Körpereinheit	Kennzeichne oder prüfe die Becken- oder Körpereinheit	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
715	4386	G407-S597	7	f83r	BIOLOGICAL	ACTION:G407-E3605@2:CH	G407-E3605	RUNNING:G407-E3605@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I und an der Stations-Arbeitsstelle ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
716	4387	G407-S597	8	f83r	BIOLOGICAL	ACTION:G407-E3605@5:K	G407-E3605	RUNNING:G407-E3605@5	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
717	4388	G407-S597	9	f83r	BIOLOGICAL	ACTION:G407-E3606@2:K	G407-E3606	RUNNING:G407-E3606@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
718	4389	G407-S597	10	f83r	BIOLOGICAL	ACTION:G407-E3607@1:SH	G407-E3607	RUNNING:G407-E3607@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
719	4390	G407-S597	11	f83r	BIOLOGICAL	ACTION:G407-E3607@2:CH	G407-E3607	RUNNING:G407-E3607@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
720	4391	G407-S597	12	f83r	BIOLOGICAL	ACTION:G407-E3607@3:K	G407-E3607	RUNNING:G407-E3607@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
721	4394	G407-S597	15	f83r	BIOLOGICAL	ACTION:G407-E3609@3:CH	G407-E3609	RUNNING:G407-E3609@3	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
722	4396	G407-S597	17	f83r	BIOLOGICAL	ACTION:G407-E3610@2:CH	G407-E3610	RUNNING:G407-E3610@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
723	4398	G407-S597	19	f83r	BIOLOGICAL	ACTION:G407-E3611@1:P	G407-E3611	RUNNING:G407-E3611@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende im zweiten Durchgang an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
724	4401	G407-S597	22	f83r	BIOLOGICAL	ACTION:G407-E3612@3:CH	G407-E3612	RUNNING:G407-E3612@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
725	4402	G407-S597	23	f83r	BIOLOGICAL	ACTION:G407-E3612@4:P	G407-E3612	RUNNING:G407-E3612@4	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende auf Grad I an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
726	4407	G407-S599	1	f83r	BIOLOGICAL	ACTION:G407-E3615@2:P	G407-E3615	RUNNING:G407-E3615@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
727	4411	G407-S599	5	f83r	BIOLOGICAL	ACTION:G407-E3617@1:OK	G407-E3617	RUNNING:G407-E3617@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite an der Stations-Arbeitsstelle vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
728	4419	G407-S599	13	f83r	BIOLOGICAL	ACTION:G407-E3622@2:CH	G407-E3622	RUNNING:G407-E3622@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
729	4420	G407-S599	14	f83r	BIOLOGICAL	ACTION:G407-E3622@3:K	G407-E3622	RUNNING:G407-E3622@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
730	4433	G407-S604	3	f83r	BIOLOGICAL	ACTION:G407-E3637@1:OK	G407-E3637	RUNNING:G407-E3637@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
731	4435	G407-S605	1	f83r	BIOLOGICAL	ACTION:G407-E3638@1:OK	G407-E3638	RUNNING:G407-E3638@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
732	4438	G407-S605	4	f83r	BIOLOGICAL	ACTION:G407-E3640@2:K	G407-E3640	RUNNING:G407-E3640@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
733	4440	G407-S605	6	f83r	BIOLOGICAL	ACTION:G407-E3641@1:OK	G407-E3641	RUNNING:G407-E3641@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
734	4444	G407-S607	3	f83r	BIOLOGICAL	ACTION:G407-E3645@2:K	G407-E3645	RUNNING:G407-E3645@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe auf Grad I und über den Stationskontakt oder die Leitung zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
735	4446	G407-S608	1	f83r	BIOLOGICAL	ACTION:G407-E3646@1:OK	G407-E3646	RUNNING:G407-E3646@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
736	4448	G407-S608	3	f83r	BIOLOGICAL	ACTION:G407-E3647@1:OK	G407-E3647	RUNNING:G407-E3647@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
737	4450	G407-S609	1	f83r	BIOLOGICAL	ACTION:G407-E3648@1:CH	G407-E3648	RUNNING:G407-E3648@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
738	4451	G407-S609	2	f83r	BIOLOGICAL	ACTION:G407-E3648@2:CH	G407-E3648	RUNNING:G407-E3648@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
739	4452	G407-S609	3	f83r	BIOLOGICAL	ACTION:G407-E3648@3:K	G407-E3648	RUNNING:G407-E3648@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
740	4471	G407-S614	1	f83r	BIOLOGICAL	ACTION:G407-E3661@1:OK	G407-E3661	RUNNING:G407-E3661@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
741	4475	G407-S616	2	f83r	BIOLOGICAL	ACTION:G407-E3664@3:CH	G407-E3664	RUNNING:G407-E3664@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
742	4478	G407-S616	5	f83r	BIOLOGICAL	ACTION:G407-E3665@3:CH	G407-E3665	RUNNING:G407-E3665@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
743	4483	G407-S616	10	f83r	BIOLOGICAL	ACTION:G407-E3669@1:CH	G407-E3669	RUNNING:G407-E3669@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
