completed_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed
566	4399	G407-S597	20	f83r	ACTION:G407-E3611@4:SH	G407-E3611	RUNNING:G407-E3611@4	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3611:RUNNING:G407-E3611@6	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	NO
567	4400	G407-S597	21	f83r	ACTION:G407-E3612@1:SH	G407-E3612	RUNNING:G407-E3612@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:O	Halte im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	YES
568	4405	G407-S598	2	f83r	ACTION:G407-E3614@1:SH	G407-E3614	RUNNING:G407-E3614@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	UNIT	Badeinheit	die Badeinheit	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3614:RUNNING:G407-E3613@2	Halte die Becken- oder Körpereinheit im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	YES
569	4408	G407-S599	2	f83r	ACTION:G407-E3615@3:SH	G407-E3615	RUNNING:G407-E3615@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3615:RUNNING:G407-E3615@5	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
570	4410	G407-S599	4	f83r	ACTION:G407-E3616@2:SH	G407-E3616	RUNNING:G407-E3616@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3616:RUNNING:G407-E3616@4	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	NO
571	4414	G407-S599	8	f83r	ACTION:G407-E3618@1:SH	G407-E3618	RUNNING:G407-E3618@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3618:RUNNING:G407-E3618@3	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	NO
572	4415	G407-S599	9	f83r	ACTION:G407-E3619@1:S	G407-E3619	RUNNING:G407-E3619@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3619@1:S	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	NO
573	4417	G407-S599	11	f83r	ACTION:G407-E3620@1:S	G407-E3620	RUNNING:G407-E3620@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
574	4418	G407-S599	12	f83r	ACTION:G407-E3621@1:SH	G407-E3621	RUNNING:G407-E3621@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3619:RUNNING:G407-E3619@4	Halte das Stations- oder Badmaß im Bad auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	YES
575	4421	G407-S599	15	f83r	ACTION:G407-E3623@1:S	G407-E3623	RUNNING:G407-E3623@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3623@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
576	4422	G407-S599	16	f83r	ACTION:G407-E3624@1:CHD	G407-E3624	RUNNING:G407-E3624@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3623@1:S	Behandle den Ansatz	Behandle dieselbe Anwendungsportion	YES
577	4423	G407-S599	17	f83r	ACTION:G407-E3625@1:SH	G407-E3625	RUNNING:G407-E3625@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3623:RUNNING:G407-E3623@2	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	YES
578	4425	G407-S600	1	f83r	ACTION:G407-E3626@3:T	G407-E3626	RUNNING:G407-E3626@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken	Temperiere den Stationsansatz auf Grad I, als neuer Bad- oder Stationsansatz und zur Zielstation oder ins Zielbecken	YES
579	4426	G407-S600	2	f83r	ACTION:G407-E3628@1:SH	G407-E3628	RUNNING:G407-E3628@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	TYPE_DEFAULT:AIN	Halte im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	YES
580	4428	G407-S601	1	f83r	ACTION:G407-E3629@1:SH	G407-E3629	RUNNING:G407-E3629@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3629:RUNNING:G407-E3629@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
581	4429	G407-S601	2	f83r	ACTION:G407-E3630@2:CHD	G407-E3630	RUNNING:G407-E3630@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY	Körper	denselben Körper	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3629@1:SH	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	YES
582	4432	G407-S604	2	f83r	ACTION:G407-E3636@2:T	G407-E3636	RUNNING:G407-E3636@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3636@2:T	Temperiere den Stationsansatz auf Grad III	Temperiere den Stationsansatz auf Grad III	NO
583	4436	G407-S605	2	f83r	ACTION:G407-E3639@1:S	G407-E3639	RUNNING:G407-E3639@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3639@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES
584	4443	G407-S607	2	f83r	ACTION:G407-E3644@1:CHD	G407-E3644	RUNNING:G407-E3644@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3644@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
585	4447	G407-S608	2	f83r	ACTION:G407-E3646@2:CHD	G407-E3646	RUNNING:G407-E3646@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3646@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
586	4453	G407-S609	4	f83r	ACTION:G407-E3649@1:S	G407-E3649	RUNNING:G407-E3649@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
587	4454	G407-S609	5	f83r	ACTION:G407-E3650@1:CHD	G407-E3650	RUNNING:G407-E3650@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	denselben Strom	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3649@1:S	Behandle den Ansatz entlang des Stationswegs oder Kanals	Behandle denselben Strom entlang des Stationswegs oder Kanals	YES
588	4456	G407-S609	7	f83r	ACTION:G407-E3651@2:CHD	G407-E3651	RUNNING:G407-E3651@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
589	4458	G407-S611	1	f83r	ACTION:G407-E3653@1:CHD	G407-E3653	RUNNING:G407-E3653@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3653@1:CHD	Behandle die Anwendungsportion	Behandle die Anwendungsportion	NO
590	4459	G407-S611	2	f83r	ACTION:G407-E3654@1:CHD	G407-E3654	RUNNING:G407-E3654@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3654@1:CHD	Behandle den Stationsansatz und das Stations- oder Badmaß	Behandle den Stationsansatz und das Stationsmaß	YES
591	4466	G407-S613	1	f83r	ACTION:G407-E3659@1:T	G407-E3659	RUNNING:G407-E3659@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
592	4467	G407-S613	2	f83r	ACTION:G407-E3659@2:CHD	G407-E3659	RUNNING:G407-E3659@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3659@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
593	4472	G407-S614	2	f83r	ACTION:G407-E3662@1:SH	G407-E3662	RUNNING:G407-E3662@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
594	4474	G407-S616	1	f83r	ACTION:G407-E3664@1:SH	G407-E3664	RUNNING:G407-E3664@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	DEFINITE	RIGHT:G407-E3664:RUNNING:G407-E3664@7	Halte im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES
595	4476	G407-S616	3	f83r	ACTION:G407-E3664@4:T	G407-E3664	RUNNING:G407-E3664@4	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3664@4:T	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle	NO
596	4477	G407-S616	4	f83r	ACTION:G407-E3665@1:SH	G407-E3665	RUNNING:G407-E3665@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3664:RUNNING:G407-E3664@7	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
597	4479	G407-S616	6	f83r	ACTION:G407-E3665@4:T	G407-E3665	RUNNING:G407-E3665@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3665@4:T	Reguliere den Stationsansatz und die Becken- oder Körpereinheit	Reguliere den Stationsansatz und die Stationseinheit	YES
598	4481	G407-S616	8	f83r	ACTION:G407-E3667@1:CHD	G407-E3667	RUNNING:G407-E3667@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3667@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
599	4482	G407-S616	9	f83r	ACTION:G407-E3668@1:S	G407-E3668	RUNNING:G407-E3668@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3667@1:CHD	Wähle die Einheit in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	Wähle denselben Stationsansatz in Anwendungsform, auf der Anwendungsstufe und in der Innenform aus	YES
600	4484	G407-S616	11	f83r	ACTION:G407-E3669@2:T	G407-E3669	RUNNING:G407-E3669@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3669@2:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
601	4485	G407-S616	12	f83r	ACTION:G407-E3670@1:T	G407-E3670	RUNNING:G407-E3670@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3670@1:T	Reguliere den Stationsansatz und das Stations- oder Badmaß zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz und das Stationsmaß zur Zielstation oder ins Zielbecken	YES
602	4488	G407-S616	15	f83r	ACTION:G407-E3673@1:SH	G407-E3673	RUNNING:G407-E3673@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E3672	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
603	4490	G407-S619	1	f83r	ACTION:G407-E3678@1:CHD	G407-E3678	RUNNING:G407-E3678@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3678@1:CHD	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO
604	4495	G407-S619	6	f83r	ACTION:G407-E3683@1:T	G407-E3683	RUNNING:G407-E3683@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
605	4497	G407-S619	8	f83r	ACTION:G407-E3684@1:SH	G407-E3684	RUNNING:G407-E3684@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E3682	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
606	4499	G407-S621	1	f83r	ACTION:G407-E3687@1:CHD	G407-E3687	RUNNING:G407-E3687@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	BODY_PART	Körperteil	das Körperteil	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3687@1:CHD	Behandle die Anwendungsportion und den Stationsansatz	Behandle den Körperteil	YES
607	4510	G407-S624	1	f83r	ACTION:G407-E3691@1:S	G407-E3691	RUNNING:G407-E3691@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3691@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES
608	4513	G407-S624	4	f83r	ACTION:G407-E3693@1:SH	G407-E3693	RUNNING:G407-E3693@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3693:RUNNING:G407-E3693@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
609	4516	G407-S625	1	f83r	ACTION:G407-E3695@1:SH	G407-E3695	RUNNING:G407-E3695@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
610	4518	G407-S627	1	f83r	ACTION:G407-E3697@1:S	G407-E3697	RUNNING:G407-E3697@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO
611	4519	G407-S627	2	f83r	ACTION:G407-E3697@3:CHD	G407-E3697	RUNNING:G407-E3697@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3697@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
612	4520	G407-S627	3	f83r	ACTION:G407-E3698@1:SH	G407-E3698	RUNNING:G407-E3698@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3698:RUNNING:G407-E3698@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
613	4523	G407-S629	1	f83r	ACTION:G407-E3702@1:S	G407-E3702	RUNNING:G407-E3702@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES
614	4527	G407-S631	2	f83r	ACTION:G407-E3706@1:S	G407-E3706	RUNNING:G407-E3706@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3706@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES
615	4528	G407-S631	3	f83r	ACTION:G407-E3707@1:T	G407-E3707	RUNNING:G407-E3707@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3705@1:OK	Temperiere auf Grad I	Temperiere denselben Stationsansatz auf Grad I	YES
616	4529	G407-S631	4	f83r	ACTION:G407-E3707@3:CHD	G407-E3707	RUNNING:G407-E3707@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3707@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
617	4531	G407-S631	6	f83r	ACTION:G407-E3708@2:CHD	G407-E3708	RUNNING:G407-E3708@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
618	4535	G407-S634	3	f83r	ACTION:G407-E3712@2:CHD	G407-E3712	RUNNING:G407-E3712@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3712@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
619	4536	G407-S634	4	f83r	ACTION:G407-E3713@2:CHD	G407-E3713	RUNNING:G407-E3713@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3712@2:CHD	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES
620	4539	G407-S635	2	f83r	ACTION:G407-E3716@1:S	G407-E3716	RUNNING:G407-E3716@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3716@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES
621	4540	G407-S635	3	f83r	ACTION:G407-E3718@1:SH	G407-E3718	RUNNING:G407-E3718@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E3718:RUNNING:G407-E3714@3|RUNNING:G407-E3715@1	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES
622	4544	G407-S635	7	f83r	ACTION:G407-E3720@1:S	G407-E3720	RUNNING:G407-E3720@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3720@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
623	4547	G407-S635	10	f83r	ACTION:G407-E3722@2:CHD	G407-E3722	RUNNING:G407-E3722@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3721@2:K	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES
