statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
583	P1009-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	qokain shey kain chckhal solchedy olchedy	OK+AIN | SH+E+Y | K+AIN | CH+CH+K+AL | S+OL+CHD+Y | OL+CHD+DY	SETZEN > HALTEN > GEBEN > NEHMEN > NEHMEN > GEBEN > WÄHLEN > UMSETZEN > UMSETZEN	ANTEIL×2+AKTIVER POSTEN×2	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	6	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+NEHMEN×2+HALTEN×1+GEBEN×2+WÄHLEN×1+UMSETZEN×2] > ARG[ANTEIL×2+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
584	P1009-S584	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	chedaiin solkey lchedy	CHD+AIIN | OL+K+E+Y | L+CHD+DY	UMSETZEN > GEBEN > UMSETZEN	WERT×1+AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	4	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN×1+UMSETZEN×2] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
585	P1009-S585	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	15	qolkain dal sol ol chcthdy l chedy lchdy daiin sheol chedy qotal sar skar shedy	OL+K+AIN | AL | OL | OL | CH+CH+T+D_ADDR+Y | L | CHD+Y | L+CHD+Y | AIIN | SH+E+OL | CHD+Y | OT+AL | S+AR | K+AR | SH+E+DY	GEBEN > NEHMEN > NEHMEN > EINSTELLEN > UMSETZEN > UMSETZEN > HALTEN > UMSETZEN > WÄHLEN > GEBEN > HALTEN	WERT×1+ANTEIL×1+AKTIVER POSTEN×4	ZIELORT×2+AUSGANG×2+VERBINDUNG×2	GRAD I×2	LICENSED_DY_CLOSE	14	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×2+HALTEN×2+GEBEN×2+WÄHLEN×1+EINSTELLEN×1+UMSETZEN×3] > ARG[WERT×1+ANTEIL×1+AKTIVER POSTEN×4] > REL[ZIELORT×2+AUSGANG×2+VERBINDUNG×2] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
586	P1009-S586	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	otchdy	OT+CHD+DY	UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
587	P1009-S587	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokchdy	OK+CHD+DY	SETZEN > UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+UMSETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
588	P1009-S588	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	9	shedal dal cheol lol chdal aiin sol daiiin chedy	SH+E+AL | AL | CH+E+O+L | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	HALTEN > NEHMEN > UMSETZEN > UMSETZEN	WERT×1+AKTIVER POSTEN×1	ZIELORT×3+VERBINDUNG×2	GRAD I×2	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	9	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×1+HALTEN×1+UMSETZEN×2] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[ZIELORT×3+VERBINDUNG×2] > GRAD[GRAD I×2] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
589	P1009-S589	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	16	solkeey qekey raly ol solchkal cheol qotar ol daiin ol dain chey ldalor sol rtain cthal	OL+K+EE+Y | E+K+E+Y | R+AL+Y | OL | S+OL+CH+K+AL | CH+E+O+L | OT+AR | OL | AIIN | OL | AIN | Y | L+AL+OR | OL | R+T+AIN | CH+T+AL	GEBEN > GEBEN > MARKIEREN > WÄHLEN > NEHMEN > GEBEN > NEHMEN > MARKIEREN > EINSTELLEN > NEHMEN > EINSTELLEN	WERT×1+ANTEIL×2+EINHEIT×1+AKTIVER POSTEN×4	ZIELORT×4+AUSGANG×1+VERBINDUNG×2	GRAD I×3+GRAD II×1	PAGE_END_OPEN	19	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×3+GEBEN×3+WÄHLEN×1+EINSTELLEN×2+MARKIEREN×2] > ARG[WERT×1+ANTEIL×2+EINHEIT×1+AKTIVER POSTEN×4] > REL[ZIELORT×4+AUSGANG×1+VERBINDUNG×2] > GRAD[GRAD I×3+GRAD II×1] > PAGE_END_OPEN	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
590	P1009-S590	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	47	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol ral sheom keol chear shekor qokor daiin sar s aiin oky sam oain or om otam okeom cheeor qokeody dar or om cheody qokeol cheol saiin cheos cheol doleeey or cheom cheojam yokeody cheom qoor cheeb ykeor shy sam	D_ADDR+OR+SH+E+O+Y | CH+T+E+OL | O+CH+K+E+Y | D_ADDR+OR+Y | SH+E+OR | SH+OL+LOCAL_CHAR_F+CH+OR | AL | CH+CH+T+OL | R+AL | SH+E+O+AM_ADDR | K+E+OL | CH+E+AR | SH+E+K+OR | OK+OR | AIIN | S+AR | S | AIIN | OK+Y | S+AM_ADDR | O+AIN | OR | O+AM_ADDR | OT+AM_ADDR | OK+E+O+AM_ADDR | CH+EE+OR | OK+E+O+D_ADDR+Y | D_ADDR+AR | OR | O+AM_ADDR | CH+E+O+Y | OK+E+OL | CH+E+O+L | S+AIIN | CH+E+O+S | CH+E+O+L | D_ADDR+OL+EEE+Y | OR | CH+E+O+AM_ADDR | CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR | Y+OK+E+O+D_ADDR+Y | CH+E+O+AM_ADDR | CARRIER_Q+O+OR | CH+EE+LOCAL_CHAR_B | Y+K+E+OR | Y | S+AM_ADDR	HALTEN > NEHMEN > EINSTELLEN > NEHMEN > GEBEN > HALTEN > HALTEN > NEHMEN > NEHMEN > NEHMEN > EINSTELLEN > MARKIEREN > HALTEN > GEBEN > NEHMEN > HALTEN > GEBEN > SETZEN > WÄHLEN > WÄHLEN > SETZEN > WÄHLEN > SETZEN > NEHMEN > SETZEN > NEHMEN > SETZEN > NEHMEN > WÄHLEN > NEHMEN > WÄHLEN > NEHMEN > NEHMEN > NEHMEN > SETZEN > NEHMEN > NEHMEN > GEBEN > WÄHLEN	WERT×3+ANTEIL×1+EINHEIT×12+AKTIVER POSTEN×11	ZIELORT×2+AUSGANG×3+VERBINDUNG×2	GRAD I×20+GRAD II×2+GRAD III×1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	57	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[sechzehn Drogenposten und drei Gefäßansätze] > HANDLUNG[SETZEN×6+NEHMEN×15+HALTEN×5+GEBEN×4+WÄHLEN×6+EINSTELLEN×2+MARKIEREN×1] > ARG[WERT×3+ANTEIL×1+EINHEIT×12+AKTIVER POSTEN×11] > REL[ZIELORT×2+AUSGANG×3+VERBINDUNG×2] > GRAD[GRAD I×20+GRAD II×2+GRAD III×1] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
591	P1009-S591	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	6	koay cphol orchor pcheoly otchol oldy	K+O+A_ADDR+Y | CH+P+OL | OR+CH+OR | P+CH+E+O+L+Y | OT+CH+OL | OL+DY	GEBEN > NEHMEN > EINSETZEN > NEHMEN > EINSETZEN > NEHMEN > NEHMEN	EINHEIT×2+AKTIVER POSTEN×2	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	6	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[sechzehn Drogenposten und drei Gefäßansätze] > HANDLUNG[NEHMEN×4+GEBEN×1+EINSETZEN×2] > ARG[EINHEIT×2+AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
592	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	33	salsaly dchey chokol daiin qoekol qoekol qockhol okol cheol dsheol qokeey s chy s aiin chor oteor aiin chosals teol chor olsheody qokeol shoy ol sheeol sheoldg ychey okaiin chol cheor ol chorcholsal	S+AL+S+AL+Y | CH+E+Y | OK+OL | AIIN | CARRIER_Q+O+E+K+OL | CARRIER_Q+O+E+K+OL | CARRIER_Q+O+CH+K+OL | OK+OL | CH+E+O+L | SH+E+OL | OK+EE+Y | S | Y | S | AIIN | CH+OR | OT+E+OR | AIIN | CH+O+S+AL+S | E+OL | CH+OR | O+L+SH+E+O+D_ADDR+Y | OK+E+OL | SH+O+Y | OL | SH+EE+OL | SH+E+OL+D_ADDR+LOCAL_CHAR_G | Y+Y | OK+AIIN | OL | CH+E+O+R | OL | CH+OR+OL+S+AL	WÄHLEN > WÄHLEN > NEHMEN > SETZEN > GEBEN > GEBEN > NEHMEN > GEBEN > SETZEN > NEHMEN > HALTEN > SETZEN > WÄHLEN > WÄHLEN > NEHMEN > NEHMEN > WÄHLEN > WÄHLEN > NEHMEN > HALTEN > SETZEN > HALTEN > HALTEN > HALTEN > SETZEN > NEHMEN > MARKIEREN > NEHMEN > WÄHLEN	WERT×4+EINHEIT×4+AKTIVER POSTEN×8	ZIELORT×4+VERBINDUNG×2	GRAD I×11+GRAD II×2	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	35	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[sechzehn Drogenposten und drei Gefäßansätze] > HANDLUNG[SETZEN×5+NEHMEN×8+HALTEN×5+GEBEN×3+WÄHLEN×7+MARKIEREN×1] > ARG[WERT×4+EINHEIT×4+AKTIVER POSTEN×8] > REL[ZIELORT×4+VERBINDUNG×2] > GRAD[GRAD I×11+GRAD II×2] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
593	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	7	poeear sheoky olkeey cthol poldy s okoldy	P+O+EE+AR | SH+E+OK+Y | OL+K+EE+Y | CH+T+OL | P+OL+D_ADDR+Y | S | OK+OL+DY	EINSETZEN > HALTEN > SETZEN > GEBEN > NEHMEN > EINSTELLEN > EINSETZEN > WÄHLEN > SETZEN	AKTIVER POSTEN×3	AUSGANG×1	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	7	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[sechzehn Drogenposten und drei Gefäßansätze] > HANDLUNG[SETZEN×2+NEHMEN×1+HALTEN×1+GEBEN×1+WÄHLEN×1+EINSTELLEN×1+EINSETZEN×2] > ARG[AKTIVER POSTEN×3] > REL[AUSGANG×1] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
594	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	41	qokol chol qokol qokol chol cheey or aiin oldal ykar cheol chol chey ckhey s or shear ar alsy kor chey qokol cheol chody qokol kchor chol dal ykeeey cheor cheotey cheol qokeor chetchy ofal dar chear chol dol qoekeor cheom	OK+OL | OL | OK+OL | OK+OL | OL | SH+EE+Y | OR | AIIN | OL+DA+L | Y+K+AR | CH+E+O+L | OL | Y | CH+K+E+Y | S | OR | SH+E+AR | AR | AL+S+Y | K+OR | Y | OK+OL | CH+E+O+L | CH+O+D_ADDR+Y | OK+OL | K+CH+OR | OL | AL | Y+K+EEE+Y | CH+E+O+R | CH+E+O+T+E+Y | CH+E+O+L | OK+E+OR | CH+E+T+CH+Y | O+LOCAL_CHAR_F+AL | D_ADDR+AR | CH+E+AR | OL | D_ADDR+OL | CARRIER_Q+O+E+K+E+OR | CH+E+O+AM_ADDR	SETZEN > SETZEN > SETZEN > HALTEN > GEBEN > NEHMEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > WÄHLEN > GEBEN > SETZEN > NEHMEN > NEHMEN > SETZEN > GEBEN > NEHMEN > GEBEN > NEHMEN > MARKIEREN > NEHMEN > EINSTELLEN > NEHMEN > SETZEN > NEHMEN > EINSTELLEN > NEHMEN > NEHMEN > GEBEN > NEHMEN	WERT×1+EINHEIT×6+AKTIVER POSTEN×11	ZIELORT×3+AUSGANG×5+VERBINDUNG×4	GRAD I×14+GRAD II×1+GRAD III×1	PAGE_END_OPEN	46	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[sechzehn Drogenposten und drei Gefäßansätze] > HANDLUNG[SETZEN×6+NEHMEN×12+HALTEN×2+GEBEN×6+WÄHLEN×2+EINSTELLEN×2+MARKIEREN×1] > ARG[WERT×1+EINHEIT×6+AKTIVER POSTEN×11] > REL[ZIELORT×3+AUSGANG×5+VERBINDUNG×4] > GRAD[GRAD I×14+GRAD II×1+GRAD III×1] > PAGE_END_OPEN	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
595	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	20	teodal lkeo cheor roshckhy sorshy aiin cheokal saldaiin dshor shor qokeody qokeo lchey chkeor qokeey daiin qokeom qoaiin cheoy olcheody	T+E+O+D_ADDR+AL | L+K+E+O | CH+E+O+R | R+O+SH+CH+K+Y | S+OR+SH+Y | AIIN | CH+E+O+K+AL | S+AL+D_ADDR+AIIN | D_ADDR+SH+OR | SH+OR | OK+E+O+D_ADDR+Y | OK+E+O | L+Y | CH+K+E+OR | OK+EE+Y | AIIN | OK+E+O+AM_ADDR | CARRIER_Q+O+AIIN | CH+E+O+Y | OL+CH+E+O+DY	EINSTELLEN > GEBEN > NEHMEN > MARKIEREN > MARKIEREN > HALTEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > WÄHLEN > HALTEN > HALTEN > SETZEN > SETZEN > NEHMEN > GEBEN > SETZEN > SETZEN > NEHMEN > NEHMEN	WERT×4+EINHEIT×4+AKTIVER POSTEN×6	ZIELORT×3+VERBINDUNG×2	GRAD I×10+GRAD II×1	LICENSED_DY_CLOSE	30	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[erste Gefaess-/Zutatengruppe] > HANDLUNG[SETZEN×4+NEHMEN×6+HALTEN×4+GEBEN×4+WÄHLEN×2+EINSTELLEN×1+MARKIEREN×2] > ARG[WERT×4+EINHEIT×4+AKTIVER POSTEN×6] > REL[ZIELORT×3+VERBINDUNG×2] > GRAD[GRAD I×10+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
596	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	19	qoekeol cho chckhy qoeey key cheokam choeey keeod y s aiin chody okearcheol archeey sairal dar cheorol chekol daraly	O+E+K+E+OL | HO | CH+K+Y | O+EE+Y | K+E+Y | CH+E+O+K+AM_ADDR | HO+EE+Y | K+EE+O+D_ADDR | Y | S | AIIN | CH+O+D_ADDR+Y | OK+E+AR+CH+E+O+L | AR+CH+EE+Y | S+AIR+AL | D_ADDR+AR | CH+E+O+R+OL | CH+K+OL | D_ADDR+AR+AL+Y	GEBEN > NEHMEN > GEBEN > GEBEN > NEHMEN > GEBEN > GEBEN > WÄHLEN > NEHMEN > SETZEN > NEHMEN > NEHMEN > WÄHLEN > NEHMEN > MARKIEREN > NEHMEN > GEBEN	WERT×1+AKTIVER POSTEN×8	ZIELORT×2+AUSGANG×4+VERBINDUNG×1+LAUF×1	GRAD I×7+GRAD II×4	OWNER_RESET_TO_BATCH_B	28	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[erste Gefaess-/Zutatengruppe] > HANDLUNG[SETZEN×1+NEHMEN×7+GEBEN×6+WÄHLEN×2+MARKIEREN×1] > ARG[WERT×1+AKTIVER POSTEN×8] > REL[ZIELORT×2+AUSGANG×4+VERBINDUNG×1+LAUF×1] > GRAD[GRAD I×7+GRAD II×4] > OWNER_RESET_TO_BATCH_B	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
597	P1009-S597	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	1	kosholdy	K+O+SH+OL+DY	GEBEN > HALTEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[HALTEN×1+GEBEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
598	P1009-S598	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	1	qotody	OT+O+DY	BESITZERGETRAGEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
599	P1009-S599	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	3	opykey oldaiin qoteody	O+P+Y+K+E+Y | OL+D_ADDR+AIIN | OT+E+O+DY	EINSETZEN > GEBEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD I×2	LICENSED_DY_CLOSE	5	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[GEBEN×1+EINSETZEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
600	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	19	yfolaiin oraiin ysheod sheo sheody qokeody qoky chees cheody qokeody dal qokeey qokeody chor oteody qockhol okol cheedy qokody	Y+LOCAL_CHAR_F+OL+AIIN | OR+AIIN | Y+SH+E+O+D_ADDR | SH+E+O | SH+E+O+D_ADDR+Y | OK+E+O+D_ADDR+Y | OK+Y | SH+EE+S_ADDR | CH+E+O+Y | OK+E+O+D_ADDR+Y | AL | OK+EE+Y | OK+E+O+D_ADDR+Y | CH+OR | OT+E+O+Y | CARRIER_Q+O+CH+K+OL | OK+OL | CH+EE+D_ADDR+Y | OK+O+DY	HALTEN > HALTEN > HALTEN > SETZEN > SETZEN > HALTEN > NEHMEN > SETZEN > SETZEN > SETZEN > NEHMEN > NEHMEN > GEBEN > SETZEN > NEHMEN > SETZEN	WERT×2+EINHEIT×2+AKTIVER POSTEN×11	ZIELORT×1	GRAD I×8+GRAD II×3	LICENSED_DY_CLOSE	27	2	2	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[SETZEN×7+NEHMEN×4+HALTEN×4+GEBEN×1] > ARG[WERT×2+EINHEIT×2+AKTIVER POSTEN×11] > REL[ZIELORT×1] > GRAD[GRAD I×8+GRAD II×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
601	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	6	ykeeor chockhy otol cheeol cheody qotody	Y+K+EE+OR | HO+CH+K+Y | OT+OL | SH+EE+OL | CH+E+O+Y | OT+O+DY	GEBEN > NEHMEN > GEBEN > HALTEN > NEHMEN	EINHEIT×1+AKTIVER POSTEN×3	NONE	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	7	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[NEHMEN×2+HALTEN×1+GEBEN×2] > ARG[EINHEIT×1+AKTIVER POSTEN×3] > REL[NONE] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
602	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	18	soteol chotam odaiin sheo ol qokeey olaiin cheody chocthey oteody dy sqokeodaiin cheody oteol cheockhy chody toairy oteeody	S+OT+E+OL | CH+OT+AM_ADDR | O+D_ADDR+AIIN | SH+E+O | OL | OK+EE+Y | OL+AIIN | CH+E+O+Y | CH+O+CH+T+E+Y | OT+E+O+Y | Y | S+OK+E+O+D_ADDR+AIIN | CH+E+O+Y | OT+E+OL | CH+E+O+CH+K+Y | CH+O+D_ADDR+Y | T+O+AIR+Y | OT+EE+O+DY	WÄHLEN > NEHMEN > HALTEN > SETZEN > NEHMEN > NEHMEN > NEHMEN > EINSTELLEN > WÄHLEN > SETZEN > NEHMEN > NEHMEN > NEHMEN > GEBEN > NEHMEN > EINSTELLEN	WERT×3+AKTIVER POSTEN×9	LAUF×1	GRAD I×9+GRAD II×2	LICENSED_DY_CLOSE	24	0	0	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[SETZEN×2+NEHMEN×8+HALTEN×1+GEBEN×1+WÄHLEN×2+EINSTELLEN×2] > ARG[WERT×3+AKTIVER POSTEN×9] > REL[LAUF×1] > GRAD[GRAD I×9+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
603	P1009-S603	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	1	cpheody	CH+P+E+O+DY	NEHMEN > EINSETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[NEHMEN×1+EINSETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
604	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	9	ykchey dam cheor chaly korain dairodain ykeodain dain shedy	Y+K+CH+E+Y | DA+AM_ADDR | CH+E+O+R | CH+AL+Y | K+OR+AIN | D_ADDR+AIR+O+D_ADDR+AIN | Y+K+E+O+D_ADDR+AIN | AIN | SH+E+DY	GEBEN > NEHMEN > NEHMEN > MARKIEREN > NEHMEN > GEBEN > GEBEN > HALTEN	ANTEIL×4+EINHEIT×1+AKTIVER POSTEN×4	ZIELORT×1+LAUF×1	GRAD I×4	LICENSED_DY_CLOSE	15	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[zweite Gefaess-/Zutatengruppe] > HANDLUNG[NEHMEN×3+HALTEN×1+GEBEN×3+MARKIEREN×1] > ARG[ANTEIL×4+EINHEIT×1+AKTIVER POSTEN×4] > REL[ZIELORT×1+LAUF×1] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
