replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E3735	P1008-E1248	P1026-E3735	f89r	PHARMA	P1009-S620	f89r2.12	oeeor	O+EE+OR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3736	P1008-E1249	P1026-E3736	f89r	PHARMA	P1009-S620	f89r2.12	or	OR	1	UNCHANGED	YES	f10r|f17r|f18r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r	f10r|f17r|f18r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3737	P1008-E1250	P1026-E3737	f89r	PHARMA	P1009-S620	f89r2.13	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3738	P1008-E1251	P1026-E3738	f89r	PHARMA	P1009-S620	f89r2.13	olkey	OL+K+E+Y	4	RESEGMENTED	YES	NONE	f83r	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3739	P1008-E1252	P1026-E3739	f89r	PHARMA	P1009-S620	f89r2.13	okeol	OK+E+OL	3	UNCHANGED	YES	f72r|f81v	f72r|f76r|f81v|f82r|f88r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3740	P1008-E1253	P1026-E3740	f89r	PHARMA	P1009-S620	f89r2.13	okey	OK+E+Y	3	UNCHANGED	YES	f67r2|f75r|f76r|f82r	f67r2|f75r|f76r|f81v|f82r|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3741	P1008-E1254	P1026-E3741	f89r	PHARMA	P1009-S620	f89r2.13	okeeol	OK+EE+OL	3	UNCHANGED	YES	f72r|f83r	f72r|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3742	P1008-E1255	P1026-E3742	f89r	PHARMA	P1009-S620	f89r2.13	qoor	CARRIER_Q+O+OR	3	UNCHANGED	YES	f88r	f88r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3743	P1008-E1256	P1026-E3743	f89r	PHARMA	P1009-S620	f89r2.13	ol	OL	1	UNCHANGED	YES	f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3744	P1008-E1257	P1026-E3744	f89r	PHARMA	P1009-S620	f89r2.13	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f56r|f88r|f88v	f10r|f13r|f17r|f18r|f56r|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3745	P1008-E1258	P1026-E3745	f89r	PHARMA	P1009-S620	f89r2.13	cheky	CH+K+E+Y	4	UNCHANGED	YES	f55v|f72r|f75r|f81v|f83r	f55v|f72r|f75r|f81v|f83r|f88r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3746	P1008-E1259	P1026-E3746	f89r	PHARMA	P1009-S620	f89r2.13	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f17r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3747	P1008-E1260	P1026-E3747	f89r	PHARMA	P1009-S620	f89r2.13	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3748	P1008-E1261	P1026-E3748	f89r	PHARMA	P1009-S620	f89r2.13	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f17r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3749	P1008-E1262	P1026-E3749	f89r	PHARMA	P1009-S620	f89r2.13	cheol	CH+E+O+L	4	UNCHANGED	YES	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3750	P1008-E1263	P1026-E3750	f89r	PHARMA	P1009-S620	f89r2.13	koldam	K+OL+DY	3	UNCHANGED	YES	NONE	f75r	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3751	P1008-E1264	P1026-E3751	f89r	PHARMA	P1009-S621	f89r2.13	olcheol	OL+CH+E+O+DY	5	UNCHANGED	YES	NONE	f72r|f88v	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3752	P1008-E1265	P1026-E3752	f89r	PHARMA	P1009-S622	f89r2.13	dol	D_ADDR+OL	2	UNCHANGED	YES	f13r|f76r|f77r|f81v|f82r|f88r	f11r|f13r|f76r|f77r|f81v|f82r|f88r	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3753	P1008-E1266	P1026-E3753	f89r	PHARMA	P1009-S622	f89r2.13	cheol	CH+E+O+L	4	UNCHANGED	YES	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3754	P1008-E1267	P1026-E3754	f89r	PHARMA	P1009-S622	f89r2.14	tos	T+O+S	3	UNCHANGED	YES	f88v	f88v	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3755	P1008-E1268	P1026-E3755	f89r	PHARMA	P1009-S622	f89r2.14	ol	OL	1	UNCHANGED	YES	f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3756	P1008-E1269	P1026-E3756	f89r	PHARMA	P1009-S622	f89r2.14	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f56r|f88r|f88v	f10r|f13r|f17r|f18r|f56r|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3757	P1008-E1270	P1026-E3757	f89r	PHARMA	P1009-S622	f89r2.14	ydaiin	Y+D_ADDR+AIIN	3	UNCHANGED	YES	f18r|f67r2	f18r|f67r2	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3758	P1008-E1271	P1026-E3758	f89r	PHARMA	P1009-S622	f89r2.14	chey	Y	1	UNCHANGED	YES	f18r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3759	P1008-E1272	P1026-E3759	f89r	PHARMA	P1009-S622	f89r2.14	s	S	1	UNCHANGED	YES	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3760	P1008-E1273	P1026-E3760	f89r	PHARMA	P1009-S622	f89r2.14	oiiin	O+IIN	2	UNCHANGED	YES	f72r|f81v	f13r|f67r2|f72r|f76r|f77r|f81v	BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3761	P1008-E1274	P1026-E3761	f89r	PHARMA	P1009-S622	f89r2.14	chckhy	CH+K+Y	3	UNCHANGED	YES	f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f88v	f10r|f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3762	P1008-E1275	P1026-E3762	f89r	PHARMA	P1009-S622	f89r2.14	qokeol	OK+E+OL	3	UNCHANGED	YES	f82r|f88r	f72r|f76r|f81v|f82r|f88r	BIOLOGICAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3763	P1008-E1276	P1026-E3763	f89r	PHARMA	P1009-S622	f89r2.14	okey	OK+E+Y	3	UNCHANGED	YES	f67r2|f75r|f76r|f82r	f67r2|f75r|f76r|f81v|f82r|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3764	P1008-E1277	P1026-E3764	f89r	PHARMA	P1009-S622	f89r2.14	okeey	OK+EE+Y	3	UNCHANGED	YES	f68r1|f71v|f72r|f75r|f76r|f81v	f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3765	P1008-E1278	P1026-E3765	f89r	PHARMA	P1009-S622	f89r2.14	keey	K+EE+Y	3	UNCHANGED	YES	f56r|f71v|f72r|f76r	f56r|f71v|f72r|f76r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3766	P1008-E1279	P1026-E3766	f89r	PHARMA	P1009-S622	f89r2.14	eky	E+K+Y	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3767	P1008-E1280	P1026-E3767	f89r	PHARMA	P1009-S622	f89r2.14	qokol	OK+OL	2	UNCHANGED	YES	f17r|f77r|f83r|f88r	f10r|f11r|f17r|f18r|f56r|f67r2|f71v|f77r|f83r|f88r|f88v	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3768	P1008-E1281	P1026-E3768	f89r	PHARMA	P1009-S622	f89r2.14	okeey	OK+EE+Y	3	UNCHANGED	YES	f68r1|f71v|f72r|f75r|f76r|f81v	f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3769	P1008-E1282	P1026-E3769	f89r	PHARMA	P1009-S622	f89r2.14	dal	AL	1	UNCHANGED	YES	f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3770	P1008-E1283	P1026-E3770	f89r	PHARMA	P1009-S622	f89r2.14	cheeody	CH+EE+O+D_ADDR+Y	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3771	P1008-E1284	P1026-E3771	f89r	PHARMA	P1009-S622	f89r2.14	oeckhy	O+E+CH+K+Y	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3772	P1008-E1285	P1026-E3772	f89r	PHARMA	P1009-S622	f89r2.15	ycheo	Y+CH+E+O	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3773	P1008-E1286	P1026-E3773	f89r	PHARMA	P1009-S622	f89r2.15	keeo	K+EE+O	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3774	P1008-E1287	P1026-E3774	f89r	PHARMA	P1009-S622	f89r2.15	ckho	CH+K+O	3	RESEGMENTED	YES	NONE	f17r	NONE	HERBAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3775	P1008-E1288	P1026-E3775	f89r	PHARMA	P1009-S622	f89r2.15	saiin	S+AIIN	2	UNCHANGED	YES	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3776	P1008-E1289	P1026-E3776	f89r	PHARMA	P1009-S622	f89r2.15	okeo	OK+E+O	3	UNCHANGED	YES	f67r2|f71v|f72r	f67r2|f71v|f72r|f88v	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3777	P1008-E1290	P1026-E3777	f89r	PHARMA	P1009-S622	f89r2.15	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3778	P1008-E1291	P1026-E3778	f89r	PHARMA	P1009-S622	f89r2.15	ockhy	O+CH+K+Y	4	UNCHANGED	YES	f67r2	f67r2	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3779	P1008-E1292	P1026-E3779	f89r	PHARMA	P1009-S622	f89r2.15	s	S	1	UNCHANGED	YES	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3780	P1008-E1293	P1026-E3780	f89r	PHARMA	P1009-S622	f89r2.15	ockhey	O+CH+K+E+Y	5	UNCHANGED	YES	f83r	f76r|f82r|f83r|f88r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3781	P1008-E1294	P1026-E3781	f89r	PHARMA	P1009-S622	f89r2.15	saiin	S+AIIN	2	UNCHANGED	YES	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3782	P1008-E1295	P1026-E3782	f89r	PHARMA	P1009-S622	f89r2.15	chchky	CH+K+Y	3	UNCHANGED	YES	NONE	f10r|f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v	NONE	HERBAL|BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3783	P1008-E1302	P1026-E3783	f89r	PHARMA	P1009-S623	f89r2.22	kolches	OL+Y	2	UNCHANGED	YES	NONE	f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r	NONE	HERBAL|BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3784	P1008-E1303	P1026-E3784	f89r	PHARMA	P1009-S623	f89r2.22	sheol	SH+E+OL	3	UNCHANGED	YES	f72r|f75r|f76r|f82r|f83r|f88v	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3785	P1008-E1304	P1026-E3785	f89r	PHARMA	P1009-S623	f89r2.22	qokeoefy	OK+E+O+D_ADDR+Y	5	UNCHANGED	YES	NONE	f55v|f72r|f88r|f88v	NONE	HERBAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3786	P1008-E1305	P1026-E3786	f89r	PHARMA	P1009-S623	f89r2.22	sheey	SH+EE+Y	3	UNCHANGED	YES	f72r|f76r|f77r|f81v|f82r|f83r	f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3787	P1008-E1306	P1026-E3787	f89r	PHARMA	P1009-S623	f89r2.22	opcheor	O+P+CH+E+OR	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3788	P1008-E1307	P1026-E3788	f89r	PHARMA	P1009-S623	f89r2.22	opcheol	O+P+CH+E+OL	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3789	P1008-E1308	P1026-E3789	f89r	PHARMA	P1009-S623	f89r2.22	shody	SH+O+DY	3	UNCHANGED	YES	f77r	f77r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3790	P1008-E1309	P1026-E3790	f89r	PHARMA	P1009-S624	f89r2.22	sholdy	SH+OL+D_ADDR+Y	4	RESEGMENTED	YES	f18r	f18r	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3791	P1008-E1310	P1026-E3791	f89r	PHARMA	P1009-S624	f89r2.22	qokal	OK+AL	2	UNCHANGED	YES	f75r|f76r|f77r|f81v|f82r|f83r	f18r|f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3792	P1008-E1311	P1026-E3792	f89r	PHARMA	P1009-S624	f89r2.22	chey	Y	1	UNCHANGED	YES	f18r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3793	P1008-E1312	P1026-E3793	f89r	PHARMA	P1009-S624	f89r2.22	oldy	OL+DY	2	UNCHANGED	YES	f13r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r	f13r|f18r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3794	P1008-E1313	P1026-E3794	f89r	PHARMA	P1009-S625	f89r2.22	sheodal	SH+E+O+AL	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3795	P1008-E1314	P1026-E3795	f89r	PHARMA	P1009-S625	f89r2.22	ytoldy	OL+DY	2	UNCHANGED	YES	NONE	f13r|f18r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r	NONE	HERBAL|BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3796	P1008-E1315	P1026-E3796	f89r	PHARMA	P1009-S626	f89r2.23	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3797	P1008-E1316	P1026-E3797	f89r	PHARMA	P1009-S626	f89r2.23	cheok	CH+E+O+K	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3798	P1008-E1317	P1026-E3798	f89r	PHARMA	P1009-S626	f89r2.23	o	O	1	UNCHANGED	YES	f10r|f17r|f56r|f72r|f75r|f76r|f83r	f10r|f17r|f56r|f72r|f75r|f76r|f77r|f83r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3799	P1008-E1318	P1026-E3799	f89r	PHARMA	P1009-S626	f89r2.23	keol	K+E+OL	3	UNCHANGED	YES	f56r|f88r	f56r|f88r	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3800	P1008-E1319	P1026-E3800	f89r	PHARMA	P1009-S626	f89r2.23	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
