component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
SH+O+CH+T+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	dc102614c251d3f3ba6edb2bb9a6b01dda98bac274dc057b7e72c904d28d4b72	fe4a5ffb71808f0535cbd65776d6ca5faf0f8f9cf2ca6ece0658bf0a797c987b
SH+O+DY	T0_EXACT_OBSERVED	3	7	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	ee13dbc881d7fb0af8c9b6d07050b8e4246928577f0f20b6e0a9cbed0cb5f51f	37f3763ad8d33e1e8ee1c8430ce87afb7183c7c278584c31b8b26ca8a6468e39
SH+O+D_ADDR	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	a5ed166533dd4f03489c19b3857486d620a529a762282ddb3fd68b3bbe8a75ef	310b8af52b47ea78be9bd6eccdc0b4b03d394f7817ffa43188e2c887e36d8fe7
SH+O+D_ADDR+AIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	88669dca6a2d542c5459a66937bdca93187f066c0c40f57660d9c0cc148fddc2	afb6e0c6d68d36cdf35c86038966fc800de3622892d973b17e0a11aae13af697	74c150115da5a5a4ee6ee87e80f7738a730882828d93e0c8ce4cf1e41aed9632
SH+O+D_ADDR+AN	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	38d5a0dd57e5b371dbb61958a63daaada0eebcd24fc09b7d22d985bbff2b571d	814c8cc0f1ae0b76ce1699de2ba9db04ef41401dcccda58ab6bdd3856a5c3547
SH+O+D_ADDR+AR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	e164011bdc3d474793e81abfe9b8ebdaf338d056db6d33714d8ca35dbfefe35d	499c129cfaa4fe0e183db700a243240609f22855b8b3c3747d03b387f4c1225e
SH+O+E+T+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	5bcc09c535743fab47e1757a62cb4d70442e27f8f6227f82be01affa8dc9b24d	33cb8f07b2c0674f2cdc5cd6c9b5611813a3cc3bd539d6ffec183d61b78976c2
SH+O+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	e0b5230ca4481f9a63ebfd5fbb67ac8d20d90327cbc9d51ea28e56d4a92a63f0	5a31017a7e9066f706804c202e32a3b5b7917484818a1d7b09bf5436b206ba52
SH+O+P+CH+O	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	156702c7e1727bd924ac18c362f23500074b7b1d6b24f941a4f1ab6733b175fd	0922de14a4d463ff3be16fdc24acb5521cc12cdad4f2e0e9d174c123a4b20f79
SH+O+S	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	af014070aa292379d1850018d8f09a94e8cf026e6de2a93364020ec1547c8db4	772b0f3d00c4a0467f20cc237838eb319eebf2403f73671d38cc56f075ee25f2
SH+O+SH+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	9e2e7876047beaba4619c731b4a99ffddfa2e6656e75d3d980ab4864a39a6169	bbc2bee970a7893b8b80023349e7e91b45aebfc813cdf3c8e65854dbb1b8e858
SH+O+Y	T0_EXACT_OBSERVED	3	3	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	af939c86713ba810b45d31ac43ca002b5350a338db3522bce3c132afd294ba1e	54972083257e8347e4c3574156746ce3ff8efddc73c4a37025efe634d1d62f42
SH+O+Y+LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	e164011bdc3d474793e81abfe9b8ebdaf338d056db6d33714d8ca35dbfefe35d	499c129cfaa4fe0e183db700a243240609f22855b8b3c3747d03b387f4c1225e
SH+O+Y+T+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	11ba1b95fad2bc52620e6d18c5f61ee9f5d23cdf7cdc763156aaa6615cf9c4cd	3e640044032642f5cccf00d2a669ed261dc71f432549d486556b4dbb824426cd
SH+OK	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	9ded6d18e83677a5b2c468a154e85767c711d6cdd9886f6a7afbd82cd04d2965	26c2a999a0fd34b914798b4a46e6438e14001c0f22fe112de028470437ae49fe
SH+OK+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	d8da4a518090112c84c279c7bad2fcaefcf266ba430df0076c228121549c17cc	6ecd35e9d43f3be31d4c14c3b8102a3ae74d972aa1a4f22c95b3933498375746
SH+OK+AIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	441f50fb9de3591842e2dac9062d6e43b7eeffc337c77e36ec8597c77af807e8	694fb7dbcb12eb7e70890d2f7f06a94ee7e466d5ff8fe2e6eb8c377d9eef5161	ee622097ae1139b8a8a30e18dc2f5c90ef02c4d9dd6f4c0087772775b6237d8c
SH+OK+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	24fc8f1dd65f026033d2c7fdbd4beeaaee717765778b7a158334d53a3d29aba8	d4d968b48ac906423600968475a556df0874b2cbb07278ebac2f46cc6bd46d42
SH+OK+CH+EE+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	3bfea56546765bce6f770f727d2891fa4db765b08a71b8a16e5178254393b142	d9dfc62813eb21d04d8033ee845e8975f004f4382d90ff9d520809772fe5dc80
SH+OK+CH+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	d357347bb935a9cc660083387f91fdd5fd48818048dac0ef342a942596679ae6	3a02e3f78ddca75cc04b3e07ee31575ee5e25de7133ab44d8e3a34bb77651d2d
SH+OK+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	11ef643767e6a1fe9dcfe8cc8e94794c276858ade4b0a19460d5103b8cd08038	073799e8a343181c933e08ac70f964bcc391876011d6e6ead4f5dbddab839d20
SH+OK+Y	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	470079317fe4ec5b7f6c6b8410f8434e2360e03f2efb9d29f2f737b04ddb21b1	8aa259be66f5c14c7d204c1237c709d1f69d58c013859f92babc66ea71bd2b4a
SH+OL	T0_EXACT_OBSERVED	2	18	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	50926378f937448903533020d14ac199ded624ffc23acbab46e10bdea8ce90ce	56b2ecd4e520bb7a83d18fdd50d0ac00ce4f6751c33172f4ec52b536fd74efe0
SH+OL+D_ADDR+Y	T0_EXACT_OBSERVED	4	3	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	82bcf1795152e84dc350eb7af4a2224879e80dd89e83209fc03af5ee16d25025	041b42ca70e81f3dc9a6d2487c824b7cbb9040765463a58fcd55bed5eb8a780c
SH+OL+LOCAL_CHAR_F+CH+OR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	8873c646c1c3ff4d1f4d42f0efdb59d1a033aeb74a51ab151a24c489b0064ee5	9ceb55e0ff1ca92b3f8090ea648a06ae9e065ab80284bb8d18331e85b99f8b9b
SH+OR	T0_EXACT_OBSERVED	2	12	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	73219064834b0d6072ffaf2fbee8fcaff7e782d4f0be0d6887d7bdd95f5221ff	344819ae41098abff642b9d9fff778647a8616b4e4394714e1bdd3c194beebc6
SH+OR+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	a0a6fb5926085c7fb28f938e8e87a2645b157f61ccabb06080c50718c65ea8c8	29bdbbd6c931431be057bd56586bea13a21eccbb144d61312dab2727d62e8578
SH+OR+O+D_ADDR+O	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	6d4d8470b7a4ee7cc5a742d84e1a9cea6ad633563a171ae7a12fb60c89a0b2a7	b136773e566f3121318a2550452fd4481743f233ddc4151a41e1a2ce2adbe881
SH+OR+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	833228047d7981c598aa36d47f72ea8dbec49a91f74867801f30be3ce3b19c74	b7fbea2600186c5fbefa35513d0691cad6cf936e0af291d229a3b149407f141f
SH+OT+EE+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	084deab7ccde59b998b3f6246fcefe650c1c23ccff5907a014689bcb75a8037c	019fe57f8147562bfe11f0fa07b594e168e95fc82124754c03295e6d55285884
SH+OT+SH+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	791be1db79af4d8c6077fbfb5deaf7724b7e6b5e1b3e822d245c7ca5736ac608	baa6a81be71fd54ac14f43dfe1ef169606665ad15b9d2d891b0a90453711e03f
SH+T+OL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	9d46c28570fd82a41aed2053385b7a91aed44680aa1a2682f6ee0b4c9ac88fbb	ddb61c35506d94428e2f701be68b67aad83a3f9237b82118bfd797c71640679f
SH+Y	T0_EXACT_OBSERVED	2	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	5f17670bd06a5b2d56811a4b71353cd847a11d9d05f9719eb4352173bf809a6d	cd37d060f63d32ea4cd745d32ed231c427a9ea5a03edd459187d346123f16947
SH+Y+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	7b96d9dde2e3847ca4ad06245bd9aa88244e3c0892f92e6957a5cfd64b60a64f	b3fe5deb7e26dca9e36710f16a96ed5e7e4c77e85db8fc6dcec9c0f1ef8b7e58
SH+Y+Y	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	b5874425492a4b3e6447cfdd3a989457c449dd7b10ec768ab2e17ef63e3bb120	8644096279a344d691853abf9fd3f8d032d3be743cdbb2ec3c40bb74f5cc5343
T	T0_EXACT_OBSERVED	1	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	cfa715c6c9dc9444ac8ec262157a232abf375796056f8420e0a6cee57a49268e	b15f8d98f51f28c15c64cd1ea14c48e14bc903ad44435660cdddf0eceb71654d
T+AIIN	T0_EXACT_OBSERVED	2	5	49	5	245	0	1	5	2df417ace50d3b2c11e97e89bead9023422345b310dc06f894f7d4c7597e0496	f095c96181facc18002aa3f5ccbad8e9b3d829a68072906c24d4aab85029143c	b84a123c5065d38539f0ee074ad1fdd45d90079c954f850f0343563682ce2563
T+AIN	T0_EXACT_OBSERVED	2	2	49	5	245	0	1	5	8afafd7d767b0f744afcc28c756fc8c3613ac3f14b8867c6d9e4e11c89dfcdb7	f0e21259c9d4f1f8f0387d70872e17edc59f9db549c20393c6bb672424e33ab1	afb5847c81eb2da131cdcdd5833fdc0e92cab0e16b56f3c0fbbd83bca094bf24
T+AIR	T4_NARROW_APPENDIX	2	2	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	d491b0d5a89f3f66ca34f49f408f04a7f85e1882e7a400dc36f27c043f847b94	e46a040678a3be3b03165f93da1bb1d5172ed78218dee4e80fb20185a26ce3c6
T+AL	T0_EXACT_OBSERVED	2	3	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	6c7fa517421da1ee85627c6e9961eddad9c9fcf2b6daef0269c7b9a66012d7ea	74726ab464525cd7a957a155e16eac53a75bc5a3665f737ffa14c8d3d177c344
T+AL+AM_ADDR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	51a2741ec122c75605c9667a6a02883f2793690fa3c25f61b132bf2fe2da78c6	2f652591c8865c465ade5f3c6d46a4858afaefb61d64a650a3c88eb9649a0578
T+AL+O+D_ADDR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	df89f79243808603a13ee19758a527a07a5b55195311b36647cccc4cac89701b	1c7bc189acb1e34730ed420c5c69da98fcb7240bf4dc611adcb4527fba88be1c
T+AL+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	99db094a7f1403e987a72d966363fa3dac5bb4b97d7fe892ca33ab13dc2a7494	77ab00cc69f532a77923c1ecb615c619e727c1eaa8b5af16d4a784be4524e013
T+AR	T0_EXACT_OBSERVED	2	4	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	660da8f9c828e3c82a5361772909ffe64269faf1af4e0b0b501047c8c7768eab	5767a380a99e8a543086f89871441f22474232e9e62d76e44bb0f9f105792522
T+CH+AR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	3391ae05c8f06a52f0261bf78c646b95600d99b38f5af3f9c38396d87065615c	f456b701d994a62774e1d5a9873a95067c6d0fe04e82514c3f8f69fef63f966d
T+CH+E+O+L	T0_EXACT_OBSERVED	5	2	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	4a3d7bc9737f79c8f399215c12e3130578b7c4f4651e18c2867fb38bbde5e4d3	1fb91b7951c13381ac1a9e9fa180a72c116995b421224f23855b70ed04a552b8
T+CH+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	98e27c643aed511f9bde49c5a634ebba3f571f3e466cf94ebe353d5fa07f92d0	7d90b0bb3dcc3b0ad091050109afc7fb2b820b8baf28656fc70893beaa93e1bd
T+CH+O	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	8d2ce49556d4ecaee955d75375b65432f9ca9f487b51112b00300a924fc9068d	650801a50681905f4b6d4d16c3313b38bf2573def195ba2ba8d4b47715b23e6d
T+CH+O+DY	T0_EXACT_OBSERVED	4	3	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	fa3806d6ed4a91f676b17439989723df472c77fc352405e122cc8e75e9710534	10ebe3dd66d200359539802bda892a74d02c8acd3b200a41121ab71de241aa98
T+CH+O+D_ADDR+AR	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	ce7a1b0cffeaca9e97337be91d6b6cba0baeb5c14903a323f797a3e364615e81	333d49c009e24d213198fc4581db11d79c20ce8b513d794bb32c1aa35774be50
T+CH+O+D_ADDR+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	6064eadda7409eeb941ec011657e5354d7183a8f4e39dc0f12f72f13931545d9	90da6224c29053766c5ad55a2ad18b1b260381509a4e5b613f89a4b9b77e0dd1
T+CH+OR	T0_EXACT_OBSERVED	3	2	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	9f26bb6308f20d6dfacb12019c33d244073fa3c7b6926e7fdbe2b798e6009817	1b1701d777624050dd7a13904e02c7ac08b529da89fe2325b1e04b7df38b3626
T+CHD	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	22	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	74eb4c2c9923e1ff585f9011b3c7107df534bff32bc2c7f0c441471e34b21f41	0baee061f2acf7bb227ae431f22a469478783dd5903f4b344b0b66963be41abe
T+CHD+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	dfb4419a3e627550b47886dfac740f1add5bd39ccc1a65c5812ece362c7049ee	7d381c490a53424b46a53c84f0021158a5303c253f59bc35f875092b7f0bc27c	0f32eb85e64bfc64b0f2f07c79c1a70ef05120fda0270345ec7bd1669005e1e0
T+CHD+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	1b694d9176f9754ddbb952b5bc0df465168795d4bf3440b58288673b694c89e6	9ec83000f8f932db29a399b88ad73ee330a19c7daa8125b3c395f47e42bb36cf	d41fb136b603b72fc3c1418258aa718ce36674a233976628dab1769ef787a2c3
T+CHD+OR	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	b9c408edb0e62a4adf006225207554756de33e5413d5b68545eb942e987e0d5b	a451b9ea0a027f8d09e7fb41766c2d9ecc0ace55cd2947ec5ac8273b47837f2e	1f2cbea06822d22712c11971b8865fe295ee4b06c206c238e69e98799a04de75
T+CHD+Y	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	c4648b174b6c6d99a26529aebc3ea80ce65736a97431741845982380a72ec4f5	bb7b01f5b2f37853d63449f0303fe8eaf4d62407710c5d0c92bffd86b41e74f8
T+E+CHD+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	e828f3dc4afe0a3e2564d0ce0881eaff5d41d83346f5516e896c3c7fca4db7aa	b05da3ec2f900fd8cbda9fabc4fb9c3665f09d0dd1daa4a459fb529952e06038
T+E+DY	T0_EXACT_OBSERVED	3	4	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	75287e15697f69e58c62b358d9f2045f81214d1c1c8bf4250ec3b4aeb34ecec6	13ec2cbf6a96470fb3b5bf65bab2a7fc6999b98fafeccb69a53746749c2f21ed
T+E+O	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	850a2500a214e2968a026c5b4e905374f261373fb4231ec406a594590897c4b9	e3cbdba38b2fb021bb6df06dc4c5a36aaadc7919e1de762fc104349618163ba4
T+E+O+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	fc73b2919389c74aef3243c96ab3af95c4ce91c8960e6875597d47035f905512	8dd5c349fa0d69972058670b113004e2fd5bfa21ef3b59bdb017974b201fa108
T+E+O+D_ADDR+AL	T0_EXACT_OBSERVED	5	2	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	767d5d0bc946b2d19875d6dfcbb1c7ed7d735b2a518d2b80f589f4cc4b7fc5ee	55d595f1e51066815e966bb76b6a0776f49e90dc665c2a2da5b0252791cf43b6
T+E+Y	T0_EXACT_OBSERVED	3	4	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	8eedc48ea242550335cd66d408bc6d96add4630b36bd264d390e6c46c13be518	f98b8a4fe54847bd3f2fe7493242dab0b0bb65cbdc271f9d3c2c9200bc4a5c96
T+EE+O+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	ef47f5471b3e18726434416b92976e117c4f245fb174d858346385a7c76a3399	78a62d31c3e3f467c843ddfe7e41ecf4f2ddc615fdab58339c3ffeedd17c8e4b
T+EE+OL+AIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	8afafd7d767b0f744afcc28c756fc8c3613ac3f14b8867c6d9e4e11c89dfcdb7	eac94f66e01c79de31b3e020872f675716b433669ed11946c5190eed55ce1be4	d1b0a39f64a7c68ce115f19c205a66f483dfa854431e9076269c685595e4c760
T+EE+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	b46654b7571ab49b4d22bb1d09949a67f69f7be80d08a87c5612281aea1a1aed	51fa7e5b7f4f2ba2da1a9504cf586e8903ff041a650391857d8721cebfd28dc2
T+EEE+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	ec2f4c443cdd285ddf8dee140a7f79af92fa1aa3e130e2ee7f083f00869f26f3	bc9d547c26faf8046191f3218f36c20878cb24a43260c52d36e5a84b324d4a9c
T+L	T4_NARROW_APPENDIX	2	2	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	bf0f3f6d5cabc363a0e11fc0284c33e88d891b4c4a7b3da96dd2f532b5067b17	ce1450cc0ca7a978785606f265e10f4ca52ef0e07c59c1f88e0475a9805fb356
T+O+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	2df417ace50d3b2c11e97e89bead9023422345b310dc06f894f7d4c7597e0496	7b0be2b47c310b42013f37fd039061d15c46b9393a85c1b15329e89e865aa103	bb8e5ab829bc102c1fa10681f91f14a6ccbd6b544a32d4991084f8927a2f1b15
T+O+AIR+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	46267fe20d8480c04889ba495c3acf5f59fdecf6f222246a4dafde930b5bdbb4	c061c002acb69ba75a80e373916b505a559c3f20b83d5f02dea86bc05c6ea355
T+O+CH+OL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	07e16b483d5000f8e5c7170f4cf6a507318ab520655f868e9f88dc0c6d51f53b	ce6aea839782406b916f95c2a39234d23a2d160ac1c5f4180c1bf922e5296cd2
T+O+CH+S+O	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	ace3154dbc352d14e1c435e5fbc4c47cd2828822e30c762e0ab85fdbd4465d3f	25087e0bab64bb9988c55c4dbb0a6a18432058ae4f04a61140f34913c765184d
T+O+S	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	ba04b146032dcb47ea99dbf98e986bab91ed6ed53f314b249f1ac634c79a6432	ebff9f218c8959a4969217d92b1273f55b5a28af4a05dc43f6e77a824d87c1ea
T+OK+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	cdbbc4b02918693c458476598e06525d494db150046be5bbf26babf2b67b94a1	04c64fdd8b8f2cc324027d9ffabb89014961a094918394a0f144e9c55d94890f
T+OL	T0_EXACT_OBSERVED	2	7	49	5	245	0	5	22	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	6cdb9e9a48b554c70edc35a8f60e2012601ae35debc9a28e5ec906b346d2fd35	12f7ea4bdd7e2f953ecf61b5602addecf68ebb22f4dc016c066fffcfeb498fb6
T+OL+CHD	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	e016b1727d1ce444f8354d866efac8b276c342f61c200a81159c1de12220838a	df0a7ffdb0e42220d0a9f7df011450ea6915bd8a4f1ca2fcfe28d133945ea734
T+OR	T2_FUTURE_STRONG	2	3	49	5	245	0	1	5	943d60c1264b8ed19958c0c744c9bfdea51c675e1bfde08c4aafe7955c8ed81c	659cb3de96cb55214385f9edecd1e259248c9f329268ef7fc07828aa59c230fd	ad5aa3aed87a255b5b9aff67a450fef3e0170231b34d0d6940126218d42e37e6
T+OR+SH+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	22dbfe28430eddafb99a00232cd1f1f53b10e9e37e25a914d6c18651ad2c1c19	f773520c41b5f5a6e4e3ea7f015e5a62a2a7020ac3def50452e65c5c7b907b3b
T+OR+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	19473cee14ffd216758ceae0fb2fb94ffe0ff1034527be90a02f3cd77bd78b39	b87e83b38f5b47c7632c0d5eaee1da1f3b772809963311249da0ab3a4cad2831
T+SH+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	e52890c607dcbf6d89abe37f633cb47f3aa09e11f10d58e94e429c0bd00265b9	8f68adcf630fe247262ae795d473dc88fb048048b09fd8349bf4b752a2b8a6b8
T+SH+D_ADDR+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	5be559e76678ba9bb1deb42f1e929b3606f91452cacd820d51c93e9de1abfa08	ca7fccea244723070d08c9ead72309cc1e781a2f9d4a69b662c3b4dfc78ae367
