surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v93_context_realizations_de	source_reading_ids	v93_audit_decision	v93_evidence_class	v93_open_semantic_slots	v93_component_global_export_allowed
shdy	shdy#1	feuchte Anfangsstufe erreicht	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	54	W2_PROVISIONAL_WORKING	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: feucht am Anfang des Grades, abgeschlossen	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchte Anfangsstufe erreicht	shdy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
she	she#GLOBAL	feucht, attributiv gebunden	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	22	21	22	76	W3_SOLID_WORKING_THEORY	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 21 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	feucht, attributiv gebunden	she#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheal	sheal#GLOBAL	Rohstoffklasse I, feucht in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	14	12	14	66	W3_SOLID_WORKING_THEORY	GDT656:NEW_EXACT_WHOLE	V48-Quelle GDT656:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_AL_QUALITY_POSITION_SHELL und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 12 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Rohstoffklasse I, feucht in der Gradmitte	sheal#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheam	sheam#GLOBAL	ein Maß bis zur Mittelstufe eingeweichte Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Maß bis zur Mittelstufe eingeweichte Droge	sheam#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shear	shear#GLOBAL	erste Fraktion bis zur Mittelstufe einweichen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	22	18	22	76	W3_SOLID_WORKING_THEORY	GDT669:EXACT_WHOLE	V48-Quelle GDT669:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 18 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erste Fraktion bis zur Mittelstufe einweichen	shear#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheckhedy	sheckhedy#GLOBAL	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	61	W3_SOLID_WORKING_THEORY	GDT651:REVISED_FOUR_SHELL_CKH_GRID	V48-Quelle GDT651:REVISED_FOUR_SHELL_CKH_GRID mit Staerke EXACT_WHOLE_FAMILY_REVISION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	sheckhedy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheckhey	sheckhey#GLOBAL	feuchtes Arzneikompositum in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	61	W3_SOLID_WORKING_THEORY	GDT651:REVISED_FOUR_SHELL_CKH_GRID	V48-Quelle GDT651:REVISED_FOUR_SHELL_CKH_GRID mit Staerke EXACT_WHOLE_FAMILY_REVISION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	feuchtes Arzneikompositum in der Gradmitte	sheckhey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheckhy	sheckhy#1	feuchte Mischung, Anfangsstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	45	W2_PROVISIONAL_WORKING	GDT651|GDT713	GDT713 trennt erneut Wortkern und lokale Realisierung: GDT651 belegt die exakte feuchte CKH-Schwesterzelle und Anfangsstufe; die bereits reparierte Schwester SHCKHY traegt denselben kompakten Kern. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT713 Gegenbeleg: E_ATTR hat keine bekannte lexikalische Bedeutung; Mischung bleibt familiengebunden und die aktive Auswahl hat nur eine Position. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchte Mischung, Anfangsstufe	sheckhy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shecphy	shecphy#1	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	46	W2_PROVISIONAL_WORKING	GDT675	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Zwei lokale Endstellen tragen dieselbe kompositionale Lesung.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; Die spätere C021-Relation ist ZERO_WORD_DELTA und darf die Wortbedeutung nicht erhöhen.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	shecphy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shecthy	shecthy#GLOBAL	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	18	10	18	53	W2_PROVISIONAL_WORKING	V13:MOIST_BOUND_CTH_MATERIAL	V48-Quelle V13:MOIST_BOUND_CTH_MATERIAL mit Staerke REVISED_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 18 exakte ZL3b-Vorkommen auf 10 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	shecthy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shed	shed#GLOBAL	Einweichen bis zur mittleren Stufe abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	16	18	76	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 16 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Einweichen bis zur mittleren Stufe abschließen	shed#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shedaiin	shedaiin#GLOBAL	drei Dosen bis zur Mittelstufe eingeweichter Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	8	10	73	W3_SOLID_WORKING_THEORY	GDT669:EXACT_WHOLE	V48-Quelle GDT669:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 8 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	drei Dosen bis zur Mittelstufe eingeweichter Droge	shedaiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shedain	shedain#GLOBAL	zwei Dosen bis zur Mittelstufe eingeweichter Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	12	9	12	76	W3_SOLID_WORKING_THEORY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 12 exakte ZL3b-Vorkommen auf 9 Seiten und 12 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	zwei Dosen bis zur Mittelstufe eingeweichter Droge	shedain#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shedal	shedal#1	feuchtes, abgemessenes Material I, Mittelstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	34	W1_WEAK_WORKING	GDT655|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Die aktive Stelle und die akzeptierte GDT655-SHE+DAL-Schwester tragen feucht, abgemessen, Material I und Mittelstufe. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; SHE und DAL bleiben gebundene Ganzwortfelder, Material und Einheit unidentifiziert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchtes, abgemessenes Material I, Mittelstufe	shedal#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shedaldy	shedaldy#GLOBAL	weiche den abgemessenen Rohstoff I bis zur Mittelstufe ein und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	38	W1_WEAK_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	weiche den abgemessenen Rohstoff I bis zur Mittelstufe ein und schließe ab	shedaldy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shedefam	shedefam#GLOBAL	ein Maß eingeweichter Blütendroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT658:READER_WARNING_BOUND_F_WHOLE	V48-Quelle GDT658:READER_WARNING_BOUND_F_WHOLE mit Staerke EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Maß eingeweichter Blütendroge	shedefam#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shedy	shedy#1	mittlere Feuchtstufe erreicht	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	5	4	4	76	W3_SOLID_WORKING_THEORY	GDT689	5 aktive exakte Positionen auf 4 Seiten und 4 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: feucht in der Mitte des Grades, abgeschlossen	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	mittlere Feuchtstufe erreicht	shedy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shee	shee#GLOBAL	vollständig anfeuchten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	11	8	10	73	W3_SOLID_WORKING_THEORY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 11 exakte ZL3b-Vorkommen auf 8 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig anfeuchten	shee#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheeal	sheeal#GLOBAL	Rohstoffklasse I, feucht am Gradende	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT656:NEW_EXACT_WHOLE	V48-Quelle GDT656:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_AL_QUALITY_POSITION_SHELL und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Rohstoffklasse I, feucht am Gradende	sheeal#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheecthey	sheecthey#GLOBAL	feuchtes CTH-Drogenmaterial, Form I, mit erweiterter Bindungsstufe II	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	1	1	1	31	W1_WEAK_WORKING	V13:MOIST_EXTENDED_BOUND_CTH_FORM_I	V48-Quelle V13:MOIST_EXTENDED_BOUND_CTH_FORM_I mit Staerke NEW_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feuchtes CTH-Drogenmaterial, Form I, mit erweiterter Bindungsstufe II	sheecthey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheed	sheed#GLOBAL	Einweichung vollständig abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	61	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Einweichung vollständig abgeschlossen	sheed#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheedy	sheedy#1	feucht am Ende des Grades	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	54	W2_PROVISIONAL_WORKING	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: feucht am Ende des Grades, abgeschlossen	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feucht am Ende des Grades	sheedy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
sheeey	sheeey#1	feucht, Endstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	35	W1_WEAK_WORKING	GDT681|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: GDT684 traegt MATERIAL_ROLE, STATE_WET und VALUE_GRADE; die SHEEY-Schwester belegt feucht plus Endstufe. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; das zusaetzliche E und die konkrete Einweichhandlung sind nicht separat lizenziert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchtes Material, Endstufe	sheeey#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
sheekchy	sheekchy#GLOBAL	vollständig anfeuchten, dann heiß-trocken ansetzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig anfeuchten, dann heiß-trocken ansetzen	sheekchy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheeky	sheeky#1	vollständig einweichen, erhitzen und abschließen	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	50	W2_PROVISIONAL_WORKING	GDT667	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	vollständig einweichen, erhitzen und abschließen	sheeky#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
sheeo	sheeo#GLOBAL	vollständig eingeweichter Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	8	8	8	53	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig eingeweichter Ansatz	sheeo#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheeod	sheeod#GLOBAL	vollständig eingeweichten Ansatz abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	40	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig eingeweichten Ansatz abschließen	sheeod#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sheety	sheety#GLOBAL	vollständig angefeuchtet und gekühlt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	7	5	7	61	W3_SOLID_WORKING_THEORY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 5 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig angefeuchtet und gekühlt	sheety#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
