surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
qokeedy	f115r	f115r.32	sor chey okaiin qokeey qokeedy qoaiin chedy qotaiin chety laiin chedy	sor chey okaiin qokeey qokeedy qoaiin chedy qotaiin chety laiin chedy	sor chey okaiin qokeey qo keedy qoaiin chedy qotaiin chety laiin chedy	ALL_THREE_SPLIT_NORMALIZED	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f115r	f115r.45	y dchedy kody qokeedy chols	y dchedy kody qokeedy chols	y dchedy kody qokeed chols	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f115v	f115v.22	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	soiin shedain qokee y chodain ote ain qokeedy qokeedy qote rory	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f115v	f115v.25	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedas	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedor	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokee y lkeedas	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f26r	f26r.8	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	daiin shedy qokeedy qoteedar s ok ol otedy qokchdy qokedy	daiin she y qokeedy qotee ar s ok ol yte y qokee y qoke y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f40v	f40v.17	tochey qokeedy qokaiin okeos qokar okees ar oky	tochey qokeedy qokaiin okeor qokar okees ar oky	tochey qokee y qokaiin okeor qokar okees ar oky	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f41r	f41r.10	sshok shedy qekchdy dchdaldy ykedy qokeedy qokedy qokeg	s shok shedy qekchdy dchdaldy ykedy qokeedy qokedy qokeg	sshok shedy qekchdy dchdaldy yke y qokee y qokedy qokeg	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f41v	f41v.4	qokeody okey qokeody oleeol lkedy lkeeody qokeedy okeey qokol sheols	qokeody okey qokeody oleeol lkedy lkeeody qokeedy okeey qokol sheols	qokeody okey qokeo y oleeol lke y lkeeody qokee y okeey qokol sheols	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f43r	f43r.12	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokehdy qokody okehdy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokeedy qokody okeedy ote y shedy oty ytydy saiin	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f66r	f66r.51	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	rair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	sair shekey qokeedar okal okedy qokee y qokal oke y qokd	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.36	sol keedy qokeedy qokey okar otar dardardy	sol keedy qokeedy qokey okar otar dar dar dy	sol keedy qokee y qokey okar otar dar dar dy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.37	qokedy dy sheety qokedy qokeedy qokechdy lol	qokedy dy sheety qokedy qokchdy qokechdy lol	qoke y dy sheety qoke y qokee y qokechdy lol	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.38	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokee y qokee y qokedy qokedy qokee y ldy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.38	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokee y qokee y qokedy qokedy qokee y ldy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.38	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokee y qokee y qokedy qokedy qokee y ldy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.39	yshedy qokeedy qokeedy olkeedy otey koldy	yshedy qokeedy qokchdy olkeedy otey koldy	yshedy qokeedy qokeedy olkeedy otey koldy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.4	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy	dacthy lkago ykeey ley kal dy shey ok ey qokeed	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.41	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dykeedy sy	sokee y qokee y oteedy qoky dykeedy sy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75r	f75r.42	dshedy qokedy qokeedy qoteey qoteedy dor	dshedy qokedy c qoteey qoteedy dar	dshedy qokedy qokeedy qoteey qotee y d r	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f75v	f75v.62	ykeechy qokeedy daiin ol olsheey qoly	ykeechy qokchdy daiin ol olsheey qoly	ykeechy qokeed daiin ol oleey qoly	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f76r	f76r.16	qotes chedy shckhy qokeey okeey kain checkhy qokeedy qotey qotain chekair	qotes chedy shckhy qokeey okeey kain checkhy qokeedy qotey qotain chekear	qotes chedy shckhy qokeey okeey kain checkhy qokeed qotey qotain chekear	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f76v	f76v.2	sshedy keedy cholkeeey otedor okor shedy chedy qokeedy oly shey qoyky	scsedy keedy cholkeeey otedor okor shedy chedy qokeedy oly shey qoyky	sedy keed cholteeey otedor okor shedy chedy qokeed oly shey qo ky	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f76v	f76v.20	dol sheetey qokedy ol checkhy lshedy qokeedy cheedy qokeedy shl loiii	dol sheetey qokedy ol checkhy lshedy qokeedy cheedy qokeedy shl loiiim	d l eetey qokedy ol checkhy lshedy qokee y cheedy qokeedy shl loiiim	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f76v	f76v.35	ychees alchedy qokeedy lshedy tolchedy lchedy qoky saiin olor	ychees alchedy qokeedy lshedy tol chedy lchedy qoky saiin olor	ychees alchedy qokee y lshedy tolche y lchedy qoky saiin olor	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f77r	f77r.17	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	qoteedy qoteedy qoke y sheed qeey saiin eety qoteedy lol	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f77r	f77r.26	qoteedy qokeedy qokaiin chcthy lchedy qokaly	qoteedy qokeedy qokaiin chcthy lchedy qokaly	qoteedy qokee y qokaiin chcthy lche y qokaly	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f77v	f77v.13	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	sor sheol ch y qokee y dar shedy chedy qokal chedy qokey lshedy dal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f77v	f77v.35	tchor sheey qokain qokain sheol qokeedy qokal dary	tchor sheey qokain qokain sheol qokeedy qokal dary	tchor sheey qokain qokain sheol qokee y qokal dary	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f77v	f77v.40	qokeey rol chdor cheey qokaiin saiin shedy qokeedy qokam	qokeey rol chdor cheey qokaiin saiin shedy qokeedy qokam	qokeey rol ch or cheey qokaiin saiin shedy qoteedy qokam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f78r	f78r.30	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy	qokeed qokey daiin olkain al chedy ololdal cheet te y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f78r	f78r.34	dshedy qokeedy qopchedy qokaly dar okaiin o keeal am	dshedy qokeedy qopchedy qokaly dar okaiin okeeal am	ded qokee y qopche y qokaly dar okaiin okeeal am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f78v	f78v.13	dchokol chedy qokedy qokey qol chedy qokeedy lchey	dchokol chedy qokedy qokey qol chedy qokeedy lchey	dchokol chedy qokedy qoteo qol chedy qokee lche	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f79v	f79v.14	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy	qokeey qokedy okeey qokol sheedy qokeedy rol chey qokeedy	qokeey qokedy okeey qok l sheedy qokee y rol chey qokeedy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f79v	f79v.16	dol sheey qol olkshey qokeedy olkeedy qol okaiin oly	dol sheey qol olkshey qokeedy olkeedy qol okaiin oly	dol sheey qol olkshey qokee y olkeedy qol okaiin oly	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f79v	f79v.3	dolsheol okchy qokain sheedy qokshedy qokeedy otaram	dol sheol okchy qokain cseedy qokshedy qokedy otaram	dolsheol okchy qokain ee y qokshedy qokeedy ota am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f80r	f80r.15	qokedy qokeedy checkhy olchedy qokain chey qokechckhy otar cheoltain sy	qokedy qokeedy checkhy olchedy qokain chey qokechckhy otar cheoltain sy	qokedy qokee y checkhy olche y qokain chey qokechckhy otar cheoltain sy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f80r	f80r.16	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	solchedy qokeedy qokar ol che y qokain shecthy qokee y saltar chkain oty	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f80r	f80r.18	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam	p iin sheol qokain chet qokeed qok r shcthy qotol shecthy qokain olkam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f80r	f80r.39	qokeedy qokail oteey otain shedy ykeey rar alshees	qokeedy qokail oteey otain shedy ykeey rar alshees	qokee y qokail oteey oteiin she y ykeey rar lshees	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f81r	f81r.9	qoteesy qotedy qokeedy chcphey	qoteesy qotedy qokeedy chcphey	qoteesy qote y qokee y chcphey	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f82r	f82r.15	kedy lchedy qokedy qokeedy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokchdy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokee y lkee y qokaiin dy daiin ch y dy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f82r	f82r.19	okain char okain qokeedy lchy	okain char okain qokeedy lchy	okain char okain qokee y lchy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f82r	f82r.28	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly	qokoiin shedy qokeedy qotain chcthey qoteeol chey qokaiin oly	qok iin shedy qokee y qotaiin chcthey qoteeol chey qokaiin oly	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f85r1	f85r1.4	odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols	odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols	odeedaiin qokechy daiin chekchy olshe y qokee y dolkshdy otar otee y ols	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f95r1	f95r1.8	olkor chdaiin cholkaiin qokeedy qoky chey lchedy chedy alod	olkor chdaiin chol kaiin qokeedy qoky chedy lchedy chedy alod	olkor chdaiin chal kaiin qokee y qoky che y lchedy che y alod	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f106r	f106r.42	pcheodar shol kain okchedy qoteey shotchy qoty lpaiin shedy lar	pcheodar shol kain okshchedy qoteey shotchy qoty lpaiin shedy lar	pcheodar shol kain okeeche y qoteey otchy qotylpaiin shedy lar	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f13r	f13r.2	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol chol dol shkchy ydal shy ykchy qothy aiin s y	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f14v	f14v.6	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n	ALL_THREE_SPLIT_NORMALIZED	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f3r	f3r.18	pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom shodaiin qopchor qopol opcholqoty otolom	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f4r	f4r.11	qotchoiin sheor qoty	qotchoiin sheyr qoty	qotchoiin she r qot	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f4v	f4v.13	shody s cheor chokody shodaiin qoty	shody s cheor chokody shodaiin qoty	shody s cheor chokody odaiin qot	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f80v	f80v.8	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy	olteedy qokaiin she y qokain sheol qokchdy qokchdy qotydy	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f81v	f81v.10	polshy ashyteed qop okeedy otedy okshedy qoty dairam	polshy oshyteed qop okeedy otedy okshedy qoty dairam	polshy oshytee qop okee y ote y okshed qok dair am	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoty	f86v5	f86v5.1	pshdal choky sheody lfchy fyshey qoty opy ypar o raiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoky opy ypar oraiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoty opy ypar or aiin ytor aiin opy	READER_VARIANT	kalt am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotey	f79r	f79r.10	qokshedy qokain cheor okol sheeol qotey choty otechys	qokshedy qokain cheor okol sheeol qoteesy choty otechys	qokshedy qokain cheor okol sheeol qotey choty otechys	READER_VARIANT	kalt in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoteey	f116r	f116r.1	kchdpy shey qokain otalshdy qoteey shear ain or llory earamom	kchdpy shey qokain otalshedy qteey shear ain or llory shear amom	kchdpy shey qokain otalshedy qoteey shear ain or llory shear amom	READER_VARIANT	kalt am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoteey	f19v	f19v.5	qotchy qoteey daiin doty qot	qotchy qoteey daiin doty qot	qotchy qotchy aiin doty qot	READER_VARIANT	kalt am Ende des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotdy	f85r1	f85r1.9	tsheed lchey qokeshy dair shedar sheol qo ar chofchdy qotdy ofar	tsheed lchey qokeshy dair csedar sheol qoar chofchdy qotdcty ofar	tsheed lchey qoteshy dair e ar eol qo ar chofchdy qotdy ofar	READER_VARIANT	kalt am Anfang des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f103r	f103r.15	qotedy qokeey shol qotey shkaiin	qotedy qokeey shol qotey shkain	qote y qokeey shal qotey shkaiin	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f108r	f108r.21	qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam	qolshy qoeedy lkeal shedy shokal keedy qotedy qopchedy otal dkedam	qolshy qoee y lkealshedy shokal keedy qote y qopchedy otal dkedam	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f108r	f108r.24	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin	folaiin shkhy qokal lkedy qotedy qoked qotedy okal chdar al char aiin	folaiin y qokal lkedy qote y qoked qotedy okal chdar al char aiin	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f108r	f108r.39	poro l tedo lchdain qokar otedy otarar yty sho qotedy oteedy okedy	porol tedo lchdain qokar otedy otarar yty sho qotedy oteedy okedy	paro l tedo lchdain qokor otedy otarar ty sho qote y otee y oke y	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f108v	f108v.21	daiin shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod	daiin shol olkeeey lky chedar cheykechey qotedy otedy oteedain cheody llod	daiin shol olkeeey lky che ar cheykechey qote y ote y oteedain cheody llod	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f108v	f108v.30	polshedaiin qokeoy keol chokeol qotedy qoteedy dar raiin shedy qotain oteedy	pol shedaiin qokeoy keol chokeol qotedy qoteedy dar raiin shedy qotain oteedy	polshedaiin qokeoy keol chokeol qote y qoteedy dar raiin shed qotain oteedy	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f112v	f112v.36	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	tchede okeey lky edaiiin chdy qokeedy cheky lkedy qote y raram	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f114v	f114v.11	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam	tchedy qotaiin chdy qote y tedaiin chepched otol shedain pol otam	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f115v	f115v.22	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	soiin shedain qokee y chodain ote ain qokeedy qokeedy qote rory	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f34r	f34r.3	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	qote y chyty chdaly dar chd otedy qotol oke y ody ody kam	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f43r	f43r.13	tshed qosheckhey odeeedy qeokeey qotedy daiin shodody shochol chckhy y kedydy	tshed qosheckhhy odeedy qeokehy qotedy daiin shodody shochol chckhy ykedy dy	tshed qoeckhey odeeedy qeokchy qote y daiin sho y shochol chckhy yke y y	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f43r	f43r.9	dshedy qotedy dor cheey odain	dshedy qotedy dor cheey odain	de y qote y dor cheey odain	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f43v	f43v.12	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	y shee kedy dar chey qotedy ekaiin chedy cthey oteol or aiin odain	yshee kedy dar chey qote y ekaiin che y cthey oteol or aiin odain	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f46r	f46r.1	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qote y chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f46v	f46v.6	tor aiirchar shedy olaiin qotedy sheedy qokaldy qokedy doir chody cthey m	tos aiirchar chedy olaiin qotedy sheedy qokaldy qokedy dair chody cthhy m	tar aiirchar she y olaiin qote y shee y qokaldy qoke y doir chody y m	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f48r	f48r.2	daiin yteeol cheody kechodshey qotedy chtaiin otchdy tedain okain ckhy	daiin yteeol choody kechodshey qotedy chtaiin otchdy tedain okain ckhy	daiin yteeol cheody kechodshey qote y chtaiin otch y te ain okain ckhy	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f66r	f66r.53	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	shdy qotedy chdy chedy qotedal chcfheor ykeedy dar qotey kol ar	shdy qoted chdy chedy qotedal chcfheor ykady dar qotey kol ar	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qotedy	f75r	f75r.45	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin	sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin	READER_VARIANT	kalt in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
