group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
382	f69v	f69v.21	A3:G127	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L18: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L18 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
383	f69v	f69v.22	A3:G128	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L19: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L19 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
384	f69v	f69v.23	A3:G129	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L20: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L20 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
385	f69v	f69v.24	A3:G130	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L21: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L21 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
386	f69v	f69v.25	A3:G131	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L22: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L22 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
387	f69v	f69v.25	A3:G132	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L22: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L22 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
388	f69v	f69v.26	A3:G133	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L23: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L23 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
389	f69v	f69v.26	A3:G134	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L23: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L23 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
390	f69v	f69v.27	A3:G135	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L24: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L24 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
391	f69v	f69v.28	A3:G136	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L25: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L25 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
392	f69v	f69v.29	A3:G137	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L26: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L26 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
393	f69v	f69v.30	A3:G138	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Vollständiges lokales Etikett: f69v, linker Radialplatz L27: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L27 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
394	f69v	f69v.31	A3:G139	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L28: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L28 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
395	f69v	f69v.31	A3:G140	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, linker Radialplatz L28: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L28 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
