surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed
yd	yd#GLOBAL	schließe den vorstehenden Rezeptposten ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	48	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	schließe den vorstehenden Rezeptposten ab	yd#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ydaiin	ydaiin#1	Bezugswert III	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	31	W1_WEAK_WORKING	GDT662|GDT715	GDT715 trennt Wortkern und einmaligen Kontext: GDT626 bindet zwei geschriebene i-Minime an Wert III; GDT627 laesst den YDA-Kopf offen; GDT686 zeigt DAIIN als Wertzelle III und GDT662 stuetzt den gebundenen Bezugsrahmen. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT715 Gegenbeleg: Weder drei reale Maße noch eine bestimmte Wertachse sind portabel; der Y-Bezug und sein Antezedens bleiben lokal. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	davon: Wert III	ydaiin#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ydain	ydain#GLOBAL	davon zwei Maße	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	48	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	davon zwei Maße	ydain#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ydair	ydair#GLOBAL	davon zwei Teile der Fraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	40	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	davon zwei Teile der Fraktion	ydair#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ydy	ydy#GLOBAL	Wertfeldwechsel/-schluss	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	53	W2_PROVISIONAL_WORKING	GDT660:EXACT_WHOLE	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Wertfeldwechsel/-schluss	ydy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
yefaiin	yefaiin#GLOBAL	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	yefaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
yey	yey#1	[STRUKTUR: FORTSETZUNG DES VORSTEHENDEN POSTENS]	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	STRUCTURAL_OR_PUNCTUATION_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT678|GDT725	GDT725 audit: Die Ganzform trägt nur Fortsetzung plus Rückbezug; der lokale Scharnierrenderer lautet anschließend: und erfindet weder Stoff noch Aktion. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Die Position kann als lokaler Anschluss gerendert werden.	GDT725 Grenze: Singleton; vorstehenden Posten abschließen bleibt möglich; keine freie y- oder ey-Regel. || Keine historische Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT725	ACTIVE_WORKING_DEFAULT	NONE	1	anschließend:	yey#1	REVISED_DICTIONARY_DEFAULT_OR_STRUCTURAL_TAG	EXACT_STRUCTURAL_LINK_WHOLE	genaue Grenzrichtung; lautliche Realisierung	0	1	EXACT_STRUCTURAL_LINK_WHOLE	STRUCTURAL_LINK	FORWARD_CONTINUATION	0
ykaiin	ykaiin#1	erhitze hiervon auf Stufe III	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	62	W3_SOLID_WORKING_THEORY	GDT665	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 2 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	erhitze hiervon auf Stufe III	ykaiin#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ykaiir	ykaiir#GLOBAL	erhitze hiervon die dritte Fraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze hiervon die dritte Fraktion	ykaiir#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykain	ykain#1	erhitze hiervon auf Stufe II	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	45	W2_PROVISIONAL_WORKING	GDT664	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	erhitze hiervon auf Stufe II	ykain#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ykair	ykair#GLOBAL	nimm hiervon die zweite erhitzte Drogenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	7	7	7	71	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 7 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon die zweite erhitzte Drogenfraktion	ykair#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykal	ykal#GLOBAL	Eintrag: heißer Rohstoff, Klasse I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	9	8	9	63	W3_SOLID_WORKING_THEORY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: heißer Rohstoff, Klasse I	ykal#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykanam	ykanam#GLOBAL	nimm hiervon ein Maß und erwärme es leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon ein Maß und erwärme es leicht	ykanam#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykar	ykar#GLOBAL	nimm hiervon die erste erhitzte Drogenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	31	24	30	76	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 31 exakte ZL3b-Vorkommen auf 24 Seiten und 30 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon die erste erhitzte Drogenfraktion	ykar#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchey	ykchey#GLOBAL	erhitze und trockne hiervon bis zur Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze und trockne hiervon bis zur Mittelstufe	ykchey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykcho	ykcho#1	warme Trockenmischung	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	30	W1_WEAK_WORKING	GDT691|GDT723	GDT723 trennt portablen Kern und exakte Fundstellenausgabe: Die exakte P242-Aktion traegt ACT_PREPARE, STATE_HOT und STATE_DRY; GDT691 stellt sie der kalten YTCHO-Schwester mit demselben praktischen Mischkopf gegenueber. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT723 Grenze: Hieraus und bereiten sind positionsgebunden; heiße Trockenzubereitung und Trockenextrakt rivalisieren, und Y/K/CHO erhalten keine Einzelwerte. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	hieraus eine warme Trockenmischung bereiten	ykcho#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ykchokeo	ykchokeo#GLOBAL	Eintrag: heiß-trockener Auszug	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: heiß-trockener Auszug	ykchokeo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchol	ykchol#GLOBAL	erhitze und trockne hiervon den Drogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	71	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze und trockne hiervon den Drogenstoff	ykchol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchom	ykchom#GLOBAL	erhitze und trockne hiervon eine Handvoll Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze und trockne hiervon eine Handvoll Ansatz	ykchom#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchon	ykchon#GLOBAL	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	ykchon#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchor	ykchor#GLOBAL	erhitze hiervon den Pflanzenteil	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	4	5	68	W3_SOLID_WORKING_THEORY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze hiervon den Pflanzenteil	ykchor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykchy	ykchy#GLOBAL	Eintrag/Bezug: heiß-trocken am Gradanfang	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	20	17	20	64	W3_SOLID_WORKING_THEORY	GDT661:EXACT_WHOLE	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag/Bezug: heiß-trocken am Gradanfang	ykchy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ykecthey	ykecthey#1	hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 1 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen	ykecthey#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ykedy	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	16	18	76	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 16 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze hiervon bis zur Mittelstufe und schließe ab	ykedy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
