instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I1299	P915-C346	f67r2	ZODIAC	4	PREPARE	P912-E1910	P912-E1910	1	K>O	Nach Sollmaß diesen Posten zugeben und ausführen.
P917-I1300	P915-C346	f67r2	ZODIAC	5	EXECUTE	P912-E1911	P912-E1912	2	T>CH>O>S	Weiter aus diesem Teil diesen Posten einstellen, entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P917-I1301	P915-C346	f67r2	ZODIAC	6	PREPARE	P912-E1913	P912-E1914	2	OK	Weiter diesen Posten kurz ansetzen.
P917-I1302	P915-C346	f67r2	ZODIAC	7	SELECT	P912-E1915	P912-E1915	1	S>SH	Diesen Posten kurz wählen und halten.
P917-I1303	P915-C346	f67r2	ZODIAC	8	CONDITION	P912-E1916	P912-E1917	2	SH>S	Diesen Posten länger halten und wählen.
P917-I1304	P915-C346	f67r2	ZODIAC	9	PREPARE	P912-E1918	P912-E1918	1	K	Diesen Posten kurz länger zugeben unter q-Träger.
P917-I1305	P915-C346	f67r2	ZODIAC	10	PREPARE	P912-E1919	P912-E1919	1	K>CH	Diesen Posten kurz zugeben und entnehmen.
P917-I1306	P915-C346	f67r2	ZODIAC	11	PREPARE	P912-E1920	P912-E1920	1	K>CH	Diesen Posten kurz zugeben und entnehmen.
P917-I1307	P915-C346	f67r2	ZODIAC	12	PREPARE	P912-E1921	P912-E1921	1	OK>O>CH	Diesen Posten kurz ansetzen, ausführen und entnehmen.
P917-I1308	P915-C346	f67r2	ZODIAC	13	EXECUTE	P912-E1922	P912-E1922	1	O	Nach Sollmaß ausführen.
P917-I1309	P915-C346	f67r2	ZODIAC	14	PREPARE	P912-E1923	P912-E1923	1	OK	Weiter ansetzen.
P917-I1310	P915-C346	f67r2	ZODIAC	15	CONDITION	P912-E1924	P912-E1926	3	SH	Weiter von der Entnahmestelle diesen Posten kurz halten.
P917-I1311	P915-C346	f67r2	ZODIAC	16	PREPARE	P912-E1927	P912-E1927	1	OK>O	Aus diesem Teil diesen Posten länger ansetzen und ausführen.
P917-I1312	P915-C346	f67r2	ZODIAC	17	SELECT	P912-E1928	P912-E1928	1	S	Den Auszug wählen.
P917-I1313	P915-C346	f67r2	ZODIAC	18	EXECUTE	P912-E1929	P912-E1929	1	O>O>S	Länger ausführen und wählen.
P917-I1314	P915-C346	f67r2	ZODIAC	19	EXECUTE	P912-E1930	P912-E1930	1	O	Diesen Posten ausführen durch den Durchlass unter q-Träger.
P917-I1315	P915-C346	f67r2	ZODIAC	20	SELECT	P912-E1931	P912-E1931	1	CH>O>S	Entnehmen, ausführen und wählen.
P917-I1316	P915-C346	f67r2	ZODIAC	21	PREPARE	P912-E1932	P912-E1933	2	OK>O	Aus diesem Teil nach Sollmaß diesen Posten länger ansetzen und ausführen.
P917-I1317	P915-C346	f67r2	ZODIAC	22	PREPARE	P912-E1934	P912-E1934	1	OK>O	Nach Sollmaß ansetzen und ausführen.
P917-I1318	P915-C346	f67r2	ZODIAC	23	EXECUTE	P912-E1935	P912-E1935	1	O	Aus diesem Teil als eine Portion ausführen.
P917-I1319	P915-C346	f67r2	ZODIAC	24	CONTEXT	P912-E1936	P912-E1938	3	NONE	Von der Entnahmestelle von der lokalen Stelle diesen Posten entlang des Laufs weiterarbeiten.
P917-I1320	P915-C347	f68r1	ZODIAC	1	CONDITION	P912-E1939	P912-E1939	1	SH>OK>CH	Diesen Posten halten, ansetzen und entnehmen.
P917-I1321	P915-C347	f68r1	ZODIAC	2	SELECT	P912-E1940	P912-E1940	1	CH>T	Diesen Posten länger entnehmen und einstellen.
P917-I1322	P915-C347	f68r1	ZODIAC	3	SELECT	P912-E1941	P912-E1941	1	CH	Danach diesen Posten länger entnehmen.
P917-I1323	P915-C347	f68r1	ZODIAC	4	TRANSFER	P912-E1942	P912-E1942	1	CPH	Weiter umleiten.
P917-I1324	P915-C347	f68r1	ZODIAC	5	CONDITION	P912-E1943	P912-E1943	1	R	Den Auszug kennzeichnen.
P917-I1325	P915-C347	f68r1	ZODIAC	6	EXECUTE	P912-E1944	P912-E1944	1	O>P>CH	Weiter länger ausführen, einsetzen und entnehmen.
P917-I1326	P915-C347	f68r1	ZODIAC	7	SELECT	P912-E1945	P912-E1946	2	CH>O>CTH	Danach den Ansatz und diesen Posten vollständig entnehmen, ausführen und bereitstellen.
P917-I1327	P915-C347	f68r1	ZODIAC	8	PREPARE	P912-E1947	P912-E1947	1	OK>CH>O	Ansetzen, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P917-I1328	P915-C347	f68r1	ZODIAC	9	EXECUTE	P912-E1948	P912-E1948	1	T>O>CH>S>O	Einstellen, ausführen, entnehmen, wählen und ausführen.
P917-I1329	P915-C347	f68r1	ZODIAC	10	SELECT	P912-E1949	P912-E1949	1	CH	Danach entnehmen in den nächsten Lauf.
P917-I1330	P915-C347	f68r1	ZODIAC	11	PREPARE	P912-E1950	P912-E1950	1	OK	Vollständig ansetzen; fertig.
P917-I1331	P915-C348	f68r1	ZODIAC	1	CONDITION	P912-E1951	P912-E1951	1	SH	Diesen Posten länger halten.
P917-I1332	P915-C348	f68r1	ZODIAC	2	SELECT	P912-E1952	P912-E1952	1	CH>T	Diesen Posten länger entnehmen und einstellen.
P917-I1333	P915-C348	f68r1	ZODIAC	3	EXECUTE	P912-E1953	P912-E1953	1	T>O	Diesen Posten kurz einstellen und ausführen; fertig.
P917-I1334	P915-C349	f68r1	ZODIAC	1	SELECT	P912-E1954	P912-E1954	1	CH>P	Den Ansatz entnehmen und einsetzen.
P917-I1335	P915-C349	f68r1	ZODIAC	2	PREPARE	P912-E1955	P912-E1955	1	K>CH	Den Auszug, den Ansatz und diesen Posten kurz zugeben und entnehmen.
P917-I1336	P915-C349	f68r1	ZODIAC	3	SELECT	P912-E1956	P912-E1956	1	CH>O	Aus diesem Teil entnehmen und ausführen.
P917-I1337	P915-C349	f68r1	ZODIAC	4	PREPARE	P912-E1957	P912-E1957	1	K	Diesen Posten und den Ansatz zugeben.
P917-I1338	P915-C349	f68r1	ZODIAC	5	CONDITION	P912-E1958	P912-E1958	1	SH	Diesen Posten kurz halten.
P917-I1339	P915-C349	f68r1	ZODIAC	6	EXECUTE	P912-E1959	P912-E1959	1	O>CH	Diesen Posten länger ausführen und entnehmen unter q-Träger.
P917-I1340	P915-C349	f68r1	ZODIAC	7	PREPARE	P912-E1960	P912-E1960	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I1341	P915-C349	f68r1	ZODIAC	8	PREPARE	P912-E1961	P912-E1961	1	OK	Diesen Posten länger ansetzen.
P917-I1342	P915-C349	f68r1	ZODIAC	9	CONDITION	P912-E1962	P912-E1962	1	R	Den Ansatz kennzeichnen.
P917-I1343	P915-C349	f68r1	ZODIAC	10	CONDITION	P912-E1963	P912-E1964	2	R	Von der Entnahmestelle von der lokalen Stelle auf der zweiten Stufe kurz kennzeichnen durch den Durchlass zur Innenstelle.
P917-I1344	P915-C349	f68r1	ZODIAC	11	SELECT	P912-E1965	P912-E1965	1	CH	Aus diesem Teil den Ansatz entnehmen.
P917-I1345	P915-C349	f68r1	ZODIAC	12	PREPARE	P912-E1966	P912-E1966	1	OK	Von der lokalen Stelle auf der angegebenen Stufe ansetzen mit i-Zeichen.
P917-I1346	P915-C349	f68r1	ZODIAC	13	PREPARE	P912-E1967	P912-E1967	1	K	Diesen Posten zugeben.
P917-I1347	P915-C349	f68r1	ZODIAC	14	CONDITION	P912-E1968	P912-E1968	1	R	Auf der zweiten Stufe diesen Posten kennzeichnen.
P917-I1348	P915-C349	f68r1	ZODIAC	15	CONDITION	P912-E1969	P912-E1969	1	CHK>CH>K	Weiter diesen Posten behandeln, entnehmen und zugeben.
P917-I1349	P915-C350	f88r	PHARMA	1	CONDITION	P912-E2368	P912-E2368	1	SH>O	Aus diesem Teil den Ansatz und diesen Posten kurz halten und ausführen.
P917-I1350	P915-C350	f88r	PHARMA	2	CONDITION	P912-E2369	P912-E2369	1	CTH	Weiter kurz bereitstellen.
P917-I1351	P915-C350	f88r	PHARMA	3	EXECUTE	P912-E2370	P912-E2370	1	O	Diesen Posten kurz ausführen durch den Durchlass.
P917-I1352	P915-C350	f88r	PHARMA	4	CONDITION	P912-E2371	P912-E2372	2	SH	Aus diesem Teil den Ansatz und diesen Posten kurz halten.
P917-I1353	P915-C350	f88r	PHARMA	5	CONDITION	P912-E2373	P912-E2373	1	SH>CH	Weiter den Ansatz halten und entnehmen mit f-Zeichen.
P917-I1354	P915-C350	f88r	PHARMA	6	SELECT	P912-E2374	P912-E2375	2	CH>CTH	Weiter entnehmen und bereitstellen zur Ziel- oder Anschlussstelle.
P917-I1355	P915-C350	f88r	PHARMA	7	CONDITION	P912-E2376	P912-E2376	1	R	Kennzeichnen zur Ziel- oder Anschlussstelle.
P917-I1356	P915-C350	f88r	PHARMA	8	CONDITION	P912-E2377	P912-E2377	1	SH>O	Kurz halten und ausführen zur Innenstelle.
P917-I1357	P915-C350	f88r	PHARMA	9	PREPARE	P912-E2378	P912-E2378	1	K	Weiter kurz zugeben.
P917-I1358	P915-C350	f88r	PHARMA	10	SELECT	P912-E2379	P912-E2379	1	CH	Von der Entnahmestelle kurz entnehmen.
P917-I1359	P915-C350	f88r	PHARMA	11	CONDITION	P912-E2380	P912-E2380	1	SH>K	Den Ansatz kurz halten und zugeben.
P917-I1360	P915-C350	f88r	PHARMA	12	PREPARE	P912-E2381	P912-E2381	1	OK	Den Ansatz ansetzen.
P917-I1361	P915-C350	f88r	PHARMA	13	SELECT	P912-E2382	P912-E2383	2	S	Von der Entnahmestelle nach Sollmaß wählen.
P917-I1362	P915-C350	f88r	PHARMA	14	SELECT	P912-E2384	P912-E2384	1	S	Wählen.
P917-I1363	P915-C350	f88r	PHARMA	15	PREPARE	P912-E2385	P912-E2386	2	OK	Nach Sollmaß diesen Posten ansetzen.
P917-I1364	P915-C350	f88r	PHARMA	16	SELECT	P912-E2387	P912-E2387	1	S	Wählen zur Innenstelle.
P917-I1365	P915-C350	f88r	PHARMA	17	EXECUTE	P912-E2388	P912-E2388	1	O	Als eine Portion ausführen.
P917-I1366	P915-C350	f88r	PHARMA	18	EXECUTE	P912-E2389	P912-E2390	2	O	Den Ansatz ausführen zur Innenstelle.
P917-I1367	P915-C350	f88r	PHARMA	19	PREPARE	P912-E2391	P912-E2392	2	OK>O	Danach kurz ansetzen und ausführen zur Innenstelle.
P917-I1368	P915-C350	f88r	PHARMA	20	SELECT	P912-E2393	P912-E2393	1	CH	Den Ansatz länger entnehmen.
P917-I1369	P915-C350	f88r	PHARMA	21	PREPARE	P912-E2394	P912-E2394	1	OK>O	Aus diesem Teil diesen Posten kurz ansetzen und ausführen.
P917-I1370	P915-C350	f88r	PHARMA	22	EXECUTE	P912-E2395	P912-E2397	3	O	Aus diesem Teil von der Entnahmestelle den Ansatz ausführen zur Innenstelle.
P917-I1371	P915-C350	f88r	PHARMA	23	PREPARE	P912-E2398	P912-E2399	2	OK	Weiter den Auszug und diesen Posten kurz ansetzen.
P917-I1372	P915-C350	f88r	PHARMA	24	SELECT	P912-E2400	P912-E2401	2	S	Nach Sollmaß den Auszug wählen in den nächsten Lauf.
P917-I1373	P915-C350	f88r	PHARMA	25	SELECT	P912-E2402	P912-E2402	1	S	Den Auszug wählen.
P917-I1374	P915-C350	f88r	PHARMA	26	PREPARE	P912-E2403	P912-E2408	6	OK>O	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P917-I1375	P915-C350	f88r	PHARMA	27	EXECUTE	P912-E2409	P912-E2410	2	O	Den Auszug und den Ansatz ausführen zur Innenstelle unter q-Träger.
P917-I1376	P915-C350	f88r	PHARMA	28	SELECT	P912-E2411	P912-E2411	1	CH	Länger entnehmen mit b-Zeichen.
P917-I1377	P915-C350	f88r	PHARMA	29	PREPARE	P912-E2412	P912-E2412	1	K	Diesen Posten und den Ansatz kurz zugeben.
P917-I1378	P915-C350	f88r	PHARMA	30	SELECT	P912-E2413	P912-E2414	2	S	Diesen Posten wählen zur Innenstelle.
P917-I1379	P915-C351	f88r	PHARMA	1	PREPARE	P912-E2421	P912-E2421	1	K>O	Von der lokalen Stelle diesen Posten zugeben und ausführen.
P917-I1380	P915-C351	f88r	PHARMA	2	TRANSFER	P912-E2422	P912-E2422	1	CPH	Weiter umleiten.
P917-I1381	P915-C351	f88r	PHARMA	3	SELECT	P912-E2423	P912-E2423	1	CH	Den Ansatz entnehmen.
P917-I1382	P915-C351	f88r	PHARMA	4	PREPARE	P912-E2424	P912-E2424	1	P	Den Auszug und diesen Posten einsetzen in den nächsten Lauf.
P917-I1383	P915-C351	f88r	PHARMA	5	SELECT	P912-E2425	P912-E2425	1	CH	Danach weiter entnehmen.
P917-I1384	P915-C351	f88r	PHARMA	6	CONTEXT	P912-E2426	P912-E2426	1	NONE	Weiter weiterarbeiten; fertig.
P917-I1385	P915-C352	f88r	PHARMA	1	SELECT	P912-E2427	P912-E2427	1	S>S	Diesen Posten wählen zur Ziel- oder Anschlussstelle.
P917-I1386	P915-C352	f88r	PHARMA	2	SELECT	P912-E2428	P912-E2428	1	CH	Diesen Posten kurz entnehmen.
P917-I1387	P915-C352	f88r	PHARMA	3	PREPARE	P912-E2429	P912-E2429	1	OK	Weiter ansetzen.
P917-I1388	P915-C352	f88r	PHARMA	4	EXECUTE	P912-E2430	P912-E2431	2	O>K	Weiter nach Sollmaß kurz ausführen und zugeben unter q-Träger.
P917-I1389	P915-C352	f88r	PHARMA	5	EXECUTE	P912-E2432	P912-E2432	1	O>K	Weiter kurz ausführen und zugeben unter q-Träger.
P917-I1390	P915-C352	f88r	PHARMA	6	EXECUTE	P912-E2433	P912-E2433	1	O	Weiter ausführen durch den Durchlass unter q-Träger.
P917-I1391	P915-C352	f88r	PHARMA	7	PREPARE	P912-E2434	P912-E2434	1	OK	Weiter ansetzen.
P917-I1392	P915-C352	f88r	PHARMA	8	CONDITION	P912-E2435	P912-E2436	2	SH	Weiter den Auszug kurz halten in den nächsten Lauf.
P917-I1393	P915-C352	f88r	PHARMA	9	PREPARE	P912-E2437	P912-E2437	1	OK	Diesen Posten länger ansetzen.
P917-I1394	P915-C352	f88r	PHARMA	10	SELECT	P912-E2438	P912-E2438	1	S	Wählen.
P917-I1395	P915-C352	f88r	PHARMA	11	SELECT	P912-E2439	P912-E2440	2	S	Diesen Posten wählen.
P917-I1396	P915-C352	f88r	PHARMA	12	SELECT	P912-E2441	P912-E2442	2	CH	Nach Sollmaß den Ansatz entnehmen.
P917-I1397	P915-C352	f88r	PHARMA	13	SELECT	P912-E2443	P912-E2445	3	CH>O>S>S	Danach nach Sollmaß den Ansatz kurz entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P917-I1398	P915-C352	f88r	PHARMA	14	SELECT	P912-E2446	P912-E2447	2	CH	Weiter den Ansatz kurz entnehmen.
P917-I1399	P915-C352	f88r	PHARMA	15	EXECUTE	P912-E2448	P912-E2448	1	O>LSH>O	Aus diesem Teil diesen Posten kurz ausführen, spülen und ausführen.
P917-I1400	P915-C352	f88r	PHARMA	16	PREPARE	P912-E2449	P912-E2449	1	OK	Weiter kurz ansetzen.
P917-I1401	P915-C352	f88r	PHARMA	17	CONDITION	P912-E2450	P912-E2450	1	SH>O	Diesen Posten halten und ausführen.
P917-I1402	P915-C352	f88r	PHARMA	18	CONDITION	P912-E2451	P912-E2452	2	SH	Weiter länger halten.
P917-I1403	P915-C352	f88r	PHARMA	19	CONDITION	P912-E2453	P912-E2453	1	SH	Weiter aus diesem Teil kurz halten mit g-Zeichen.
P917-I1404	P915-C352	f88r	PHARMA	20	PREPARE	P912-E2454	P912-E2455	2	OK	Nach Sollmaß diesen Posten ansetzen.
P917-I1405	P915-C352	f88r	PHARMA	21	CONDITION	P912-E2456	P912-E2457	2	R	Weiter den Auszug kennzeichnen.
P917-I1406	P915-C352	f88r	PHARMA	22	SELECT	P912-E2458	P912-E2459	2	CH>S	Weiter den Ansatz entnehmen und wählen zur Ziel- oder Anschlussstelle.
P917-I1407	P915-C353	f88r	PHARMA	1	PREPARE	P912-E2464	P912-E2464	1	P>O	Von der Entnahmestelle länger einsetzen und ausführen.
P917-I1408	P915-C353	f88r	PHARMA	2	CONDITION	P912-E2465	P912-E2465	1	SH>OK	Diesen Posten kurz halten und ansetzen.
P917-I1409	P915-C353	f88r	PHARMA	3	TRANSFER	P912-E2466	P912-E2466	1	SOLK	Diesen Posten länger auffangen.
P917-I1410	P915-C353	f88r	PHARMA	4	CONDITION	P912-E2467	P912-E2467	1	CTH	Weiter bereitstellen.
P917-I1411	P915-C353	f88r	PHARMA	5	PREPARE	P912-E2468	P912-E2468	1	P	Weiter aus diesem Teil diesen Posten einsetzen.
P917-I1412	P915-C353	f88r	PHARMA	6	SELECT	P912-E2469	P912-E2469	1	S	Wählen.
P917-I1413	P915-C353	f88r	PHARMA	7	PREPARE	P912-E2470	P912-E2470	1	OK	Weiter ansetzen; fertig.
P917-I1414	P915-C354	f88r	PHARMA	1	PREPARE	P912-E2471	P912-E2471	1	OK	Weiter ansetzen.
P917-I1415	P915-C354	f88r	PHARMA	2	PREPARE	P912-E2472	P912-E2473	2	OK	Weiter ansetzen.
P917-I1416	P915-C354	f88r	PHARMA	3	PREPARE	P912-E2474	P912-E2474	1	OK	Weiter ansetzen.
P917-I1417	P915-C354	f88r	PHARMA	4	CONDITION	P912-E2475	P912-E2476	2	SH	Weiter diesen Posten länger halten.
P917-I1418	P915-C354	f88r	PHARMA	5	PREPARE	P912-E2477	P912-E2480	4	K	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
P917-I1419	P915-C354	f88r	PHARMA	6	SELECT	P912-E2481	P912-E2485	5	S	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P917-I1420	P915-C354	f88r	PHARMA	7	CONDITION	P912-E2486	P912-E2487	2	SH	Von der Entnahmestelle den Ansatz kurz halten.
P917-I1421	P915-C354	f88r	PHARMA	8	SELECT	P912-E2488	P912-E2489	2	S	Von der Entnahmestelle diesen Posten wählen zur Ziel- oder Anschlussstelle.
P917-I1422	P915-C354	f88r	PHARMA	9	PREPARE	P912-E2490	P912-E2490	1	K	Den Ansatz zugeben.
P917-I1423	P915-C354	f88r	PHARMA	10	PREPARE	P912-E2491	P912-E2492	2	OK	Weiter diesen Posten ansetzen.
P917-I1424	P915-C354	f88r	PHARMA	11	SELECT	P912-E2493	P912-E2494	2	CH>O	Aus diesem Teil den Auszug und diesen Posten entnehmen und ausführen in den nächsten Lauf.
P917-I1425	P915-C354	f88r	PHARMA	12	PREPARE	P912-E2495	P912-E2495	1	OK	Weiter ansetzen.
P917-I1426	P915-C354	f88r	PHARMA	13	PREPARE	P912-E2496	P912-E2496	1	K>CH	Den Ansatz zugeben und entnehmen.
P917-I1427	P915-C354	f88r	PHARMA	14	PREPARE	P912-E2497	P912-E2499	3	K	Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle.
P917-I1428	P915-C354	f88r	PHARMA	15	CONDITION	P912-E2500	P912-E2500	1	R	Den Auszug kennzeichnen.
P917-I1429	P915-C354	f88r	PHARMA	16	EXECUTE	P912-E2501	P912-E2501	1	T	Den Auszug und diesen Posten kurz einstellen.
P917-I1430	P915-C354	f88r	PHARMA	17	PREPARE	P912-E2502	P912-E2503	2	OK	Den Auszug und den Ansatz kurz ansetzen in den nächsten Lauf.
P917-I1431	P915-C354	f88r	PHARMA	18	SELECT	P912-E2504	P912-E2504	1	CH>T>CH	Diesen Posten kurz entnehmen, einstellen und entnehmen.
P917-I1432	P915-C354	f88r	PHARMA	19	EXECUTE	P912-E2505	P912-E2505	1	O	Ausführen zur Ziel- oder Anschlussstelle mit f-Zeichen.
P917-I1433	P915-C354	f88r	PHARMA	20	SELECT	P912-E2506	P912-E2507	2	CH	Aus diesem Teil von der Entnahmestelle kurz entnehmen.
P917-I1434	P915-C354	f88r	PHARMA	21	EXECUTE	P912-E2508	P912-E2510	3	O>K	Weiter aus diesem Teil den Ansatz kurz ausführen und zugeben unter q-Träger.
P917-I1435	P915-C354	f88r	PHARMA	22	CONTEXT	P912-E2511	P912-E2511	1	NONE	Den Auszug zur Innenstelle weiterarbeiten.
