gdt755_occurrence_id	surface	page	locus	token_ordinal	line_position	field_channel	boundary_complete	selected_role_axes	historical_expression	working_candidate_de	working_confidence	spoken_candidate_render_de	written_line_eva	candidate_hybrid_line_de	unmapped_tokens_preserved_as_eva	candidate_layer_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G755-O0430	qopchey	f114v	f114v.29	3	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C0_FORCED_DEFAULT	Arbeitshypothese: trockne	pchdair sho qopchey otcheed chedy qopcheo r ocpheody opchdy qopairam	<pchdair> <sho> [trockne] <otcheed> <chedy> <qopcheo> <r> <ocpheody> <opchdy> <qopairam>	1	1	OPEN	0	0
G755-O0431	air	f114v	f114v.34	10	LAST	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air	<olkeechy> <ol> <oaiin> <aiin> <chocthey> <qotedal> <octhy> <sotey> <cheos> [zweiter Teil oder Abschnitt]	1	1	OPEN	0	0
G755-O0432	air	f115r	f115r.15	12	MIDDLE	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	<y> <cheo> <lkeodain> <chcthed> <qokar> <chedy> <qotain> <chody> <qotain> <cheol> <lkar> [zweiter Teil oder Abschnitt] <om>	1	1	OPEN	0	0
G755-O0433	qokeol	f115r	f115r.24	2	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	<dcheol> [heiß im zweiten Grad] <or> <ar> <aiin> <cheey> <okeeeo> <or> <chl> <lor> <ol> <otlaiin> <cheeor> <ary>	1	1	OPEN	0	0
G755-O0434	qopchedy	f115r	f115r.29	4	MIDDLE	OPEN	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar ol chedyo	<fshedy> <shdalky> <cheedar> [bis zur Hälfte trocknen] <qopchedyd> <lksho> <ror> <pchodar> <ol> <chedyo>	1	1	OPEN	0	0
G755-O0435	qoaiin	f115r	f115r.32	6	MIDDLE	DESCRIPTIVE_QUALITY	1	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	sor chey okaiin qokeey qokeedy qoaiin chedy qotaiin chety laiin chedy	<sor> <chey> <okaiin> <qokeey> <qokeedy> [nimm drei Einheiten] <chedy> <qotaiin> <chety> <laiin> <chedy>	1	1	OPEN	0	0
G755-O0436	olchy	f115r	f115r.41	2	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS	siccum	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockene Zubereitung	dar olchy olchey qolcheor okchor	<dar> [trockene Zubereitung] <olchey> <qolcheor> <okchor>	1	1	OPEN	0	0
G755-O0437	air	f115v	f115v.7	7	MIDDLE	DESCRIPTIVE_MATERIA	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	dchedy tedy qokeey roiin shedy okor air cheoor olkchedy chotam	<dchedy> <tedy> <qokeey> <roiin> <shedy> <okor> [zweiter Teil oder Abschnitt] <cheoor> <olkchedy> <chotam>	1	1	OPEN	0	0
G755-O0438	qopchedy	f115v	f115v.18	8	LAST	OPEN	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	pchodain chotain choky lchain lpchdain dalchedy qotolchedy qopchedy	<pchodain> <chotain> <choky> <lchain> <lpchdain> <dalchedy> <qotolchedy> [bis zur Hälfte trocknen]	1	1	OPEN	0	0
G755-O0439	lky	f115v	f115v.21	10	LAST	OPEN	1	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	tshedy sheolkeedy lkeeshdy cheeo lor eees aiin okchedy qopcheddy lky	<tshedy> <sheolkeedy> <lkeeshdy> <cheeo> <lor> <eees> <aiin> <okchedy> <qopcheddy> [heiß oder warm]	1	1	OPEN	0	0
G755-O0440	lky	f115v	f115v.29	11	MIDDLE	OPEN	0	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	polor sheedy qoteedy qokechy lraly l shey sheot shedy chteey lky raram	<polor> <sheedy> <qoteedy> <qokechy> <lraly> <l> <shey> <sheot> <shedy> <chteey> [heiß oder warm] <raram>	1	1	OPEN	0	0
G755-O0441	lky	f115v	f115v.30	8	LAST	OPEN	1	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	<ycheedaiin> <ol> <chlor> <lkchedy> <rchedar> <oteedal> <ar> [heiß oder warm]	1	1	OPEN	0	0
G755-O0442	chees	f115v	f115v.38	2	MIDDLE	MATERIA_OR_INGREDIENT	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	oiiin chees otairos loedy cheo keeo llchs o l r aiiin chkain sham	<oiiin> [vollständig getrocknet] <otairos> <loedy> <cheo> <keeo> <llchs> <o> <l> <r> <aiiin> <chkain> <sham>	1	1	OPEN	0	0
G755-O0443	lkaiin	f115v	f115v.39	6	MIDDLE	OPEN	1	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	dairal chain ykeedy qokedy qokain lkaiin lkchey lkain lror	<dairal> <chain> <ykeedy> <qokedy> <qokain> [heiß im dritten Grad] <lkchey> <lkain> <lror>	1	1	OPEN	0	0
G755-O0444	okam	f116r	f116r.4	7	MIDDLE	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y	<padar> <shey> <osheeky> <qol> <laiin> <chckhy> [eine Drachme] <chedy> <oteedy> <qotar> <aralar> <y>	1	1	OPEN	0	0
G755-O0445	orain	f116r	f116r.27	5	MIDDLE	OPEN	1	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram	<daiin> <chey> <qokey> <lshedy> [zwei Teile] <chckhy> <lkain> <chy> <pshedy> <lshedy> <qoky> <ram>	1	1	OPEN	0	0
G755-O0446	air	f116r	f116r.30	6	MIDDLE	PRESCRIPTIVE_RECIPE	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	saraiin shey qokain chcthy okar air ollaiin okaly	<saraiin> <shey> <qokain> <chcthy> <okar> [zweiter Teil oder Abschnitt] <ollaiin> <okaly>	1	1	OPEN	0	0
G755-O0447	orain	f116r	f116r.41	11	LAST	OPEN	0	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	dlar shar shar r ain sheain okain shey qokchy chckhy orain	<dlar> <shar> <shar> <r> <ain> <sheain> <okain> <shey> <qokchy> <chckhy> [zwei Teile]	1	1	OPEN	0	0
G755-O0448	chky	f116r	f116r.44	7	MIDDLE	OPEN	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	<s> <okeedy> <qokain> <shckhy> <ol> <lcheor> [heiß und trocken im ersten Grad] <raiin> <chey> <qol> <okam>	1	1	OPEN	0	0
