target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
SH+OT+Y	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+Y|S+OT+Y|SH+OT+EE+Y	NO
SH+OT+Y+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+P	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+OK	NO
SH+P+AIIN	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AIIN|SH+E+P+AIIN|SH+K+AIIN|SH+OK+AIIN	NO
SH+P+AIN	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AIN|SH+K+AIN|SH+OK+AIN	NO
SH+P+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AIR	NO
SH+P+AL	4	4	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AL|P+SH+AL|S+P+AL|SH+OK+AL	NO
SH+P+AL+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AL+DY	NO
SH+P+AR	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+AR|P+SH+AR	NO
SH+P+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+OK+CH+EE+Y	NO
SH+P+CH+O	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+O+P+CH+O	NO
SH+P+CH+OL	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+E+P+CH+OL	NO
SH+P+CH+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+CH+Y|SH+OK+CH+Y	NO
SH+P+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+K+CHD+DY	NO
SH+P+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	P+SH+DY	NO
SH+P+E+AIIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+E+P+AIIN	NO
SH+P+E+AL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+AL+Y	NO
SH+P+E+CH+OL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+E+P+CH+OL	NO
SH+P+E+DY	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+DY|P+SH+E+DY	NO
SH+P+E+D_ADDR+AR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	P+SH+E+D_ADDR+AR	NO
SH+P+E+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+O+DY	NO
SH+P+E+OR	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+OR|SH+E+P+OR	NO
SH+P+E+S+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+S+AIIN	NO
SH+P+E+Y	3	3	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+E+Y|P+SH+E+Y|SH+E+P+Y	NO
SH+P+EEE+D_ADDR+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+EEE+D_ADDR+OL	NO
SH+P+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>K	SH+CH+K+E+DY	NO
SH+P+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>K	SH+CH+K+E+Y	NO
SH+P+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>K	SH+CH+K+Y	NO
SH+P+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+L	NO
SH+P+O	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+O|P+SH+O	NO
SH+P+O+CH+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+O+P+CH+O	NO
SH+P+O+D_ADDR+AIIN+L+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+O+D_ADDR+AIIN+L+S	NO
SH+P+O+D_ADDR+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+O+D_ADDR+AL	NO
SH+P+O+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+O+Y	NO
SH+P+OL	3	3	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+OL|P+SH+OL|SH+T+OL	NO
SH+P+OR	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+OR|SH+E+P+OR|SH+OK+OR	NO
SH+P+SH+EE+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+SH+EE+DY	NO
SH+P+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>T	SH+CH+T+AIIN	NO
SH+P+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>T	SH+CH+T+AIN	NO
SH+P+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>T	SH+CH+T+E+Y	NO
SH+P+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>T	SH+CH+T+OR	NO
SH+P+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P|PAIR:P>T	SH+CH+T+Y	NO
SH+P+Y	5	5	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+P+Y|P+SH+Y|SH+E+P+Y|SH+K+Y|SH+OK+Y	NO
SH+R	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	CH+R|SH+OK	NO
SH+R+AIIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+K+AIIN|SH+OK+AIIN	NO
SH+R+AIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+K+AIN|SH+OK+AIN	NO
SH+R+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+OK+AL	NO
SH+R+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+OK+CH+EE+Y	NO
SH+R+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+OK+CH+Y	NO
SH+R+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+K+CHD+DY	NO
SH+R+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	R+SH+D_ADDR+Y	NO
SH+R+E+AL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	R+SH+E+AL	NO
SH+R+E+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	R+SH+E+DY	NO
SH+R+EE+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	R+SH+EE+D_ADDR+Y	NO
SH+R+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R|PAIR:R>K	SH+CH+K+E+DY	NO
SH+R+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R|PAIR:R>K	SH+CH+K+E+Y	NO
SH+R+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R|PAIR:R>K	SH+CH+K+Y	NO
SH+R+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+T+OL	NO
SH+R+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+OK+OR	NO
SH+R+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+CH+T+AIIN	NO
SH+R+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+CH+T+AIN	NO
SH+R+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+CH+T+E+Y	NO
SH+R+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+CH+T+OR	NO
SH+R+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+CH+T+Y	NO
SH+R+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>R	SH+K+Y|SH+OK+Y	NO
SH+S	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	CH+S|SH+E+S|SH+EE+S|SH+O+S|SH+OK	NO
SH+S+AIIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+K+AIIN|SH+OK+AIIN	NO
SH+S+AIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+K+AIN|SH+OK+AIN	NO
SH+S+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+OK+AL	NO
SH+S+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+OK+CH+EE+Y	NO
SH+S+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+OK+CH+Y	NO
SH+S+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>CHD	SH+K+CHD+DY	NO
SH+S+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	CH+S+DY	NO
SH+S+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+E+S	NO
SH+S+E+CH+K+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	S+SH+E+CH+K+Y	NO
SH+S+E+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	S+SH+E+DY	NO
SH+S+E+OL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	S+SH+E+OL	NO
SH+S+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	S+SH+E+Y	NO
SH+S+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+EE+S	NO
SH+S+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+CH+K+E+DY	NO
SH+S+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+CH+K+E+Y	NO
SH+S+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+CH+K+Y	NO
SH+S+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+O+S	NO
SH+S+O+L+SH+E+CH+T+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	S+SH+O+L+SH+E+CH+T+Y	NO
SH+S+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+T+OL	NO
SH+S+OR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	OK+S+OR|SH+OK+OR	NO
SH+S+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>T	SH+CH+T+AIIN	NO
SH+S+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>T	SH+CH+T+AIN	NO
SH+S+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>T	SH+CH+T+E+Y	NO
SH+S+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>T	SH+CH+T+OR	NO
SH+S+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S|PAIR:S>T	SH+CH+T+Y	NO
SH+S+Y	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	OK+S+Y|SH+K+Y|SH+OK+Y	NO
SH+SH	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	OK+SH|SH+OK	NO
SH+SH+AIIN	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+K+AIIN|SH+OK+AIIN|T+SH+AIIN	NO
SH+SH+AIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+K+AIN|SH+OK+AIN	NO
SH+SH+AL	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	OK+SH+AL|P+SH+AL|SH+OK+AL	NO
SH+SH+AR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	OK+SH+AR|P+SH+AR	NO
SH+SH+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+OK+CH+EE+Y	NO
SH+SH+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+OK+CH+Y	NO
SH+SH+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH|PAIR:SH>CHD	SH+K+CHD+DY	NO
SH+SH+DY	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	OK+SH+DY|P+SH+DY	NO
SH+SH+D_ADDR+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	T+SH+D_ADDR+AL	NO
SH+SH+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	R+SH+D_ADDR+Y	NO
SH+SH+E+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	R+SH+E+AL	NO
SH+SH+E+CH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	S+SH+E+CH+K+Y	NO
SH+SH+E+DY	5	5	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+E+DY|OK+SH+E+DY|P+SH+E+DY|R+SH+E+DY|S+SH+E+DY	NO
SH+SH+E+D_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+E+D_ADDR	NO
SH+SH+E+D_ADDR+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	P+SH+E+D_ADDR+AR	NO
SH+SH+E+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+E+O	NO
SH+SH+E+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	S+SH+E+OL	NO
SH+SH+E+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	T+SH+E+S	NO
SH+SH+E+Y	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+E+Y|OK+SH+E+Y|P+SH+E+Y|S+SH+E+Y|SH+OT+SH+E+Y	NO
SH+SH+EE+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	R+SH+EE+D_ADDR+Y	NO
SH+SH+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+K+E+DY	NO
SH+SH+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+K+E+Y	NO
SH+SH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+K+Y	NO
SH+SH+O	4	4	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+O|OK+SH+O|P+SH+O|T+SH+O	NO
SH+SH+O+D_ADDR+EE+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	T+SH+O+D_ADDR+EE+S+Y	NO
SH+SH+O+L+SH+E+CH+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	S+SH+O+L+SH+E+CH+T+Y	NO
SH+SH+O+Y	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+O+Y|SH+O+SH+Y	NO
SH+SH+OL	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	P+SH+OL|SH+T+OL|T+SH+OL	NO
SH+SH+OR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+OK+OR|T+SH+OR	NO
SH+SH+OT+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+OT+SH+E+Y	NO
SH+SH+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+T+AIIN	NO
SH+SH+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+T+AIN	NO
SH+SH+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+T+E+Y	NO
SH+SH+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+T+OR	NO
SH+SH+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+CH+T+Y	NO
SH+SH+Y	7	7	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	K+SH+Y|OK+SH+Y|P+SH+Y|SH+K+Y|SH+O+SH+Y|SH+OK+Y|T+SH+Y	NO
SH+S_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+EE+S_ADDR	NO
SH+S_ADDR+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+EE+S_ADDR	NO
SH+T	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T|SH+OK|SH+T+OL	NO
SH+T+AIIN	5	5	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+AIIN|SH+CH+T+AIIN|SH+K+AIIN|SH+OK+AIIN|T+SH+AIIN	NO
SH+T+AIN	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+AIN|R+T+AIN|SH+CH+T+AIN|SH+K+AIN|SH+OK+AIN	NO
SH+T+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+AIR	NO
SH+T+AL	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+AL|SH+OK+AL	NO
SH+T+AR	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+AR|SH+E+T+AR	NO
SH+T+CH+AIIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+CH+T+AIIN	NO
SH+T+CH+AIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+CH+T+AIN	NO
SH+T+CH+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+CH+T+E+Y	NO
SH+T+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+OK+CH+EE+Y	NO
SH+T+CH+OR	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+T+CH+OR|SH+CH+T+OR	NO
SH+T+CH+Y	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+CH+T+Y|SH+OK+CH+Y	NO
SH+T+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+K+CHD+DY	NO
